2800000007	Mathayo
2d0f1000e0	ya kuwa mtumishi wa Yesu Kristo kwa watu wa mataifa. Ni jukumu langu la kikuhani kuihubiri Habari Njema ya Mungu ili watu wa mataifa mengine wapate kuwa dhabihu inayokubaliwa na Mungu, dhabihu iliyotakaswa na Roho Mtakatifu.
2d0f11005d	Kwa hiyo, nikiwa nimeungana na Kristo Yesu, naweza kujivunia huduma yangu kwa ajili ya Mungu.
2d0f1200b2	Sithubutu kusema kitu kingine chochote isipokuwa tu kile ambacho Kristo Yesu amekifanya kwa kunitumia mimi ili watu wa mataifa wapate kutii. Amefanya hivyo kwa maneno na vitendo,
2d0f1300b3	kwa nguvu ya miujiza na maajabu, na kwa nguvu ya Roho wa Mungu. Basi, kwa kusafiri kila mahali, tangu kule Yerusalemu mpaka Iluriko, nimeihubiri kikamilifu Habari Njema ya Kristo.
2d0f140095	Nia yangu imekuwa daima kuihubiri Habari Njema popote pale ambapo jina la Kristo halijapata kusikika, nisije nikajenga juu ya msingi wa mtu mwingine.
2d0f150089	Kama yasemavyo Maandiko Matakatifu: “Watu wote ambao hawakuambiwa habari zote wataona; nao wale ambao hawajapata kusikia, wataelewa.”
2d0f160031	Kwa sababu hiyo nilizuiwa mara nyingi kuja kwenu.
2d0f170075	Lakini maadam sasa nimemaliza kazi yangu pande hizi, na kwa kuwa kwa miaka mingi nimekuwa na nia kubwa ya kuja kwenu,
2d0f1800a5	natumaini kufanya hivyo sasa. Ningependa kuwaoneni nikiwa safarini kwenda Spania na kupata msaada wenu kwa safari hiyo baada ya kufurahia kuwa kwa muda pamoja nanyi.
2d0f190043	Lakini, kwa sasa nakwenda kuwahudumia watu wa Mungu kule Yerusalem.
2d0f1a0077	Maana makanisa ya Makedonia na Akaya yemeamua kutoka mchango wao kuwasaidia watu wa Mungu walio maskini huko Yerusalem.
2d0f1b00e8	Wao wenyewe wameamua kufanya hivyo; lakini, kwa kweli, hilo ni jukumu lao kwa hao. Maana, ikiwa watu wa mataifa mengine wameshiriki baraka za kiroho za Wayahudi, wanapaswa nao pia kuwahudumia Wayahudi katika mahitaji yao ya kidunia.
2d0f1c008e	Nitakapokwisha tekeleza kazi hiyo na kuwakabidhi mchango huo uliokusanywa kwa ajili yao, nitawatembeleeni ninyi nikiwa safarini kwenda Spania.
2d0f1d0041	Najua ya kuwa nikija kwenu nitawaletea wingi wa baraka za Kristo.
2d0f1e0093	Basi, ndugu zangu, nawasihi kwa kwa ajili ya Bwana wetu Yesu Kristo, na kwa ajili ya upendo uletwao na Roho, mniunge mkono kwa kuniombea kwa Mungu.
2d0f1f009a	Ombeni nipate kutoka salama miongoni mwa wale wasioamini walioko Uyahudi, nayo huduma yangu huko Yerusalem ipate kukubaliwa na watu wa Mungu walioko huko.
2d0f200057	Hivyo, Mungu akipenda, nitaweza kuja kwenu na moyo wa furaha, nikapumzike pamoja nanyi.
2d0f210037	Mungu aliye chanzo cha amani na awe nanyi nyote! Amina!
2d10010055	Napenda kumjulisha kwenu dada yetu Foibe ambaye ni mtumishi katika kanisa la Kenkrea.
2d100200a5	Mpokeeni kwa ajili ya Bwana kama iwapasavyo watu wa Mungu. Mpeni msaada wowote atakaohitaji kutoka kwenu, maana yeye amekuwa mwema sana kwa watu wengi na kwangu pia.
2d1003005c	Salamu zangu ziwafikie Priska na Akula, wafanyakazi wenzangu katika utumishi wa Kristo Yesu.
2d10040096	Wao walihatarisha maisha yao kwa ajili yangu. Wanastahili shukrani; si tu kutoka kwangu, bali pia kutoka kwa makanisa yote ya watu wa mataifa mengine.
2d1005009e	Salamu zangu pia kwa kanisa linalokutana nyumbani kwao. Salamu zangu zimfikie rafiki yangu Epaineto ambaye ni kwa kwanza katika mkoa wa Asia kumwamini Kristo.
2d10060040	Nisalimieni Maria ambaye amefanya kazi kwa bidii kwa ajili yenu.
2d100700a7	Salamu zangu kwa Androniko na Yunia, wananchi wenzangu waliofungwa gerezani pamoja nami; wao wanajulikana sana kati ya mitume; tena walikuwa Wakristo kabla yangu mimi.
2d10080041	Salamu zangu kwa Ampliato, rafiki yangu katika kuungana na Bwana.
2d10090076	Salamu zangu zimfikie Urbano, mfanyakazi mwenzangu katika utumishi wa Kristo; salamu zangu pia kwa rafiki yangu Staku.
2d100a0076	Nisalimieni Apele ambaye uaminifu wake kwa Kristo umethibitishwa. Salamu zangu kwa wote walio nyumbani mwa Aristobulo.
2d100b0063	Salamu zangu kwa Herodiana, mwananchi mwenzangu; na kwa jamaa yote ya Narkisi iliyojiunga na Bwana.
2d100c0088	Nisalimieni Trufena na Trufosa wanaofanya kazi katika utumishi wa Bwana, na rafiki yangu Persi ambaye amefanya mengi kwa ajili ya Bwana.
2d100d005e	Nisalimieni Rufo, mtu hodari sana katika kazi ya Bwana, na mama yake ambaye ni mama yangu pia.
2d100e0054	Nisalimieni Asunkrito, Flegoni, Herme Patroba, Herma na ndugu wote walio pamoja nao.
2d100f006c	Nisalimieni Filologo na Yulia, Nerea na dada yake, na Olumpa, pamoja na watu wote wa Mungu walio pamoja nao.
2d10100062	Salimianeni ninyi kwa ninyi kwa ishara ya upendo. Salamu kwenu kutoka kwa makanisa yote ya Kristo.
2d101100a2	Ndugu zangu, nawasihi muwafichue wote wanaosababisha mafarakano na kuwafanya watu wengine waanguke, kinyume cha mafundisho mliyofundishwa. Jiepusheni na watu hao,
2d101200b0	maana watu wa namna hiyo hawamtumikii Kristo Bwana wetu, bali wanayatumikia matumbo yao wenyewe. Kwa maneno yao matamu na hotuba za kubembeleza hupotosha mioyo ya watu wanyofu.
2d1013009b	Kila mtu amesikia juu ya utii wenu na hivyo mmekuwa sababu ya furaha yangu. Nawatakeni muwe na hekima katika mambo mema, na bila hatia kuhusu mambo mabaya.
2d1014007c	Naye Mungu aliye chanzo cha amani hatakawia kumponda Shetani chini ya miguu yenu. Neema ya Bwana wetu Yesu Kristo iwe nanyi.
2d10150079	Timotheo, mfanyakazi mwenzangu, anawasalimu. Hali kadhalika Lukio, Yasoni, na Sosipatro, wananchi wenzangu, wanawasalimu.
2d1016003e	Nami Tertio, ninayeandika barua hii nawasalimuni katika Bwana.
2d1017008d	Gayo, mwenyeji wangu, pamoja na kanisa lote linalokutana kwake, anawasalimu. Erasto, mweka hazina wa mji huu, pamoja na Kwarto, wanawasalimu.
2d10180037	Neema ya Bwana wetu Yesu Kristo iwe nanyi nyote. Amina.
2d101900d6	Basi, sasa na tumsifu Mungu! Yeye anaweza kuwaimarisheni katika ile Habari Njema niliyohubiri juu ya ujumbe wa Yesu Kristo, na katika ile siri iliyofunuliwa na ambayo ilikuwa imefichika kwa karne nyinyi zilizopita.
2d101a00a4	Lakini, sasa ukweli huo umefunuliwa kwa njia ya maandiko ya manabii; na kwa amri ya Mungu wa milele umedhihirisha kwa mataifa yote ili wote waweze kuamini na kutii.
2d101b0068	Kwake Mungu aliye peke yake mwenye hekima, uwe utukufu kwa njia ya Yesu Kristo, milele na milele! Amina.
2e0000000c	1 Wakorintho
2e01010059	Mimi Paulo, niliyeitwa kuwa mtume wa Kristo Yesu kwa mapenzi ya Mungu, na ndugu Sosthene,
2e010200e9	tunawaandikia ninyi mlio kanisa la Mungu huko Korintho. Ninyi mmefanywa watakatifu katika kuungana na Kristo Yesu, mkaitwa muwe watu wa Mungu, pamoja na watu wote popote wanaomwomba Bwana wetu Yesu Kristo aliye Bwana wao na wetu pia.
2e01030050	Nawatakieni neema na amani kutoka kwa Mungu Baba yetu na Bwana wetu Yesu Kristo.
2e0104006f	Ninamshukuru Mungu wangu daima kwa ajili yenu kwa sababu amewatunukia ninyi neema yake kwa njia ya Kristo Yesu.
2e0105006d	Maana, kwa kuungana na Kristo mmetajirishwa katika kila kitu. Mmejaliwa elimu yote na uwezo wote wa kuhubiri,
2e01060036	kwani, ujumbe juu ya Kristo umethibitishwa ndani yenu,
2e01070065	hata hampungukiwi kipaji chochote cha kiroho mkiwa mnangojea kufunuliwa kwake Bwana wetu Yesu Kristo.
2e01080064	Yeye atawaimarisha ninyi mpaka mwisho mpate kuonekana bila hatia Siku ile ya Bwana wetu Yesu Kristo.
2e01090057	Mungu ni mwaminifu; yeye aliwaita ninyi muwe na umoja na Mwanae Yesu Kristo Bwana wetu.
2e010a009f	Ndugu, ninawasihi kwa jina la Bwana wetu Yesu Kristo: pataneni nyote katika kila jambo msemalo; yasiweko mafarakano kati yenu; muwe na fikira moja na nia moja.
2e010b0079	Ndugu zangu, habari nilizopata kutoka kwa watu kadhaa wa jamaa ya Kloe, zaonyesha wazi kwamba kuna kutoelewana kati yenu.
2e010c00bd	Nataka kusema hivi: kila mmoja anasema chake: mmoja husema, “Mimi ni wa Paulo,” mwingine: “Mimi ni wa Apolo,” mwingine: “Mimi ni wa Kefa,” na mwingine: “Mimi ni wa Kristo,”.
2e010d006b	Je, Kristo amegawanyika? Je, Paulo ndiye aliyesulubiwa kwa ajili yenu? Au je, mlibatizwa kwa jina la Paulo?
2e010e005a	Namshukuru Mungu kwamba sikumbatiza mtu yeyote miongoni mwenu isipokuwa tu Krispo na Gayo.
2e010f0039	Kwa hiyo hakuna awezaye kusema amebatizwa kwa jina langu.
2e01100070	(Samahani, nilibatiza pia jamaa ya Stefana; lakini zaidi ya hawa, sidhani kama nilimbatiza mtu mwingine yeyote.)
2e011100a9	Kristo hakunituma kubatiza, bali kuhubiri Habari Njema; tena, niihubiri bila kutegemea maarifa ya hotuba za watu kusudi nguvu ya kifo cha Kristo msalabani isibatilishwe.
2e011200b8	Maana ujumbe kuhusu kifo cha Kristo msalabani ni jambo la kipumbavu kwa wale walio katika mkumbo wa kupotea, lakini kwetu sisi tulio katika njia ya wokovu ujumbe huo ni nguvu ya Mungu.
2e01130076	Maana Maandiko Matakatifu yasema: “Nitaiharibu hekima yao wenye hekima, na elimu ya wataalamu nitaitupilia mbali.”
2e011400a4	Yu wapi basi, mwenye hekima? Yu wapi basi, mwalimu wa Sheria? Naye bingwa wa mabishano wa nyakati hizi yuko wapi? Mungu ameifanya hekima ya ulimwengu kuwa upumbavu.
2e011500ed	Maana, kadiri ya hekima ya Mungu, watu hawawezi kumjua Mungu kwa njia ya hekima yao wenyewe. Badala yake, Mungu amependa kuwaokoa wale wanaoamini kwa njia ya kile ambacho wenye hekima wanakiona kuwa ni upumbavu, yaani ujumbe tunaohubiri.
2e01160038	Wayahudi wanataka ishara, na Wagiriki wanatafuta hekima;
2e01170075	lakini sisi tunamhubiri Kristo aliyesulubiwa. Kwa Wayahudi jambo hili ni kikwazo, na kwa watu wa mataifa ni upumbavu;
2e0118005e	lakini kwa wale walioitwa, Wayahudi kwa Wagiriki, Kristo ni nguvu ya Mungu na hekima ya Mungu.
2e011900b3	Maana kinachoonekana kuwa ni upumbavu wa Mungu, kina busara zaidi kuliko hekima ya binadamu; na kinachoonekana kuwa ni udhaifu wa Mungu, kina nguvu zaidi kuliko nguvu za binadamu.
2e011a0095	Ndugu, kumbukeni wakati mlipoitwa: wengi wenu hawakuwa wenye hekima hata kwa fikira za binadamu; wengi hawakuwa wenye nguvu au watu wa tabaka ya juu.
2e011b00bb	Ndiyo kusema, Mungu aliyachagua yale ambayo ulimwengu huyaona ni upumbavu, ili awaaibishe wenye hekima; na aliyachagua yale ambayo ulimwengu huyaona ni dhaifu, ili awaaibishe wenye nguvu.
2e011c00cd	Mungu ameyachagua yale ambayo kwa fikira za dunia ni mambo yaliyo duni na yanayodharauliwa, mambo ambayo hata hayakuwako, ili kwa hayo ayafutilie mbali yale ambayo kwa fikira za binadamu ni mambo ya maana.
2e011d003b	Basi, hakuna mtu awezaye kujivunia chochote mbele ya Mungu.
2e011e00b8	Mungu mwenyewe ndiye aliyewaunganisha ninyi na Kristo Yesu. Mungu amemfanya Kristo awe hekima yetu; kwa njia yake sisi tunapatanishwa na Mungu, tunakuwa watu wake Mungu na kukombolewa.
2e011f0068	Basi, kama yasemavyo Maandiko Matakatifu: “Mwenye kutaka kujivuna, basi, na ajivunie kazi ya Bwana.”
2e02010073	Ndugu, mimi nilipokuja kwenu sikuwahubiria siri ya ujumbe wa Mungu kwa ufasaha wa lugha, au kwa hekima ya binadamu.
2e0202006c	Nilipokuwa kwenu niliamua kutojua chochote kile isipokuwa tu kumjua Yesu Kristo; naam, Kristo aliyesulubiwa.
2e0203003d	Nilipokuwa kwenu nilikuwa dhaifu, natetemeka kwa hofu nyingi.
2e0204007a	Hotuba zangu na mahubiri yangu sikuyatoa kwa maneno ya kuvutia na ya hekima, bali kwa uthibitisho mwingi na nguvu ya Roho.
2e0205005b	Nilifanya hivyo kusudi imani yenu ipate kutegemea nguvu ya Mungu, na si hekima ya binadamu.
2e020600b3	Hata hivyo, sisi tunatumia lugha ya hekima kwa wale waliokomaa kiroho; lakini hekima hiyo si ya hapa duniani, wala si ya watawala wa dunia hii ambao wako katika mkumbo wa kupotea.
2e02070083	Hekima tunayotumia ni hekima ya siri ya Mungu, hekima iliyofichika, ambayo Mungu aliiazimia tangu mwanzo kwa ajili ya utukufu wetu.
2e0208006e	Ni hekima ambayo watawala wa dunia hii hawakuielewa; maana wangalielewa, hawangalimsulubisha Bwana wa utukufu.
2e020900d6	Lakini, ni kama yasemavyo Maandiko Matakatifu: “Mambo ambayo jicho halijapata kuyaona wala sikio kuyasikia, mambo ambayo binadamu hajapata kuyafikiria moyoni, hayo ndiyo Mungu aliyowatayarishia wale wampendao.”
2e020a0081	Hayo ndiyo mambo Mungu aliyotufunulia kwa njia ya Roho wake. Maana Roho huchunguza kila kitu hata mambo ya ndani kabisa ya Mungu.
2e020b008c	Nani awezaye kujua mambo ya ndani ya mtu isipokuwa roho yake mtu huyo? Hali kadhalika, hakuna ajuaye mambo ya Mungu isipokuwa Roho wa Mungu.
2e020c0080	Sasa sisi hatukuipokea roho ya ulimwengu, bali tumepokea Roho atokaye kwa Mungu ili atuwezeshe kujua yale tuliyojaliwa na Mungu.
2e020d00a9	Basi sisi twafundisha, si kwa maneno tuliyofundishwa kwa hekima ya binadamu, bali kwa maneno tuliyofundishwa na Roho, tukifafanua mambo ya kiroho kwa walio na huyo Roho.
2e020e00a2	Mtu wa kidunia hapokei mambo ya Roho wa Mungu. Kwake mtu huyo mambo hayo ni upumbavu mtupu; yanapita akili yake; maana yanaweza tu kutambuliwa kwa msaada wa Roho.
2e020f006e	Lakini mtu aliye na huyo Roho anaweza kubainisha ubora wa kila kitu, naye mwenyewe hahukumiwi na mtu mwingine.
2e02100079	Maandiko yasema: “Nani awezaye kuifahamu akili ya Bwana? Nani awezaye kumshauri?” Lakini sisi tunayo akili ya Kristo.
2e0301009b	Ndugu, mimi sikuweza kusema nanyi kama watu mlio na huyo Roho. Nilipaswa kusema nanyi kama watu wa kidunia, kama watoto wachanga katika maisha ya Kikristo.
2e03020073	Ilinibidi kuwalisheni kwa maziwa, na si kwa chakula kigumu, kwani hamkuwa tayari kukipokea. Hata sasa hamko tayari.
2e030300b5	Maana bado mu watu wa kidunia. Je, si kweli kwamba bado uko wivu na magombano kati yenu? Mambo hayo yanaonyesha wazi kwamba ninyi bado ni watu wa kidunia, mnaishi mtindo wa kidunia.
2e03040095	Mmoja wenu anaposema, “Mimi ni wa Paulo”, na mwingine, “Mimi ni wa Apolo”, je, hiyo haionyeshi kwamba mnaishi bado kama watu wa dunia hii tu?
2e03050088	Apolo ni nani? na Paulo ni nani? Sisi ni watumishi tu ambao tuliwaleteeni ninyi imani. Kila mmoja wetu anafanya kazi aliyopewa na Bwana.
2e03060051	Mimi nilipanda mbegu, Apolo akamwagilia maji; lakini aliyeiotesha mbegu ni Mungu.
2e0307006b	Wa maana si yule aliyepanda mbegu, au yule aliyemwagilia maji; wa maana ni Mungu aliyeiwezesha mbegu kuota.
2e03080082	Yule aliyepanda na yule aliyemwagilia maji wote ni sawa, ingawa kila mmoja atapokea tuzo lake kufuatana na jitihada yake mwenyewe.
2e0309005f	Maana sisi ni ndugu, wafanyakazi pamoja na Mungu; na ninyi ni shamba lake; ninyi ni jengo lake.
2e030a00c0	Kwa msaada wa neema aliyonipa Mungu, nimefaulu, kama mwashi stadi mwenye busara, kuweka msingi ambao juu yake mtu mwingine anajenga. Basi, kila mmoja awe mwangalifu jinsi anavyojenga juu yake.
2e030b005c	Hakuna mtu awezaye kuweka msingi mwingine badala ya ule uliokwisha wekwa, yaani Yesu Kristo.
2e030c0073	Juu ya msingi huo mtu anaweza kujenga kwa dhahabu, fedha au mawe ya thamani; anaweza kutumia miti, majani au nyasi.
2e030d00ad	Iwe iwavyo, ubora wa kazi ya kila mmoja utaonekana wakati Siku ile ya Kristo itakapoifichua. Maana, Siku hiyo itatokea na moto, na huo moto utaipima na kuonyesha ubora wake.
2e030e004f	Ikiwa alichojenga mtu juu ya huo msingi kitaustahimili huo moto, atapokea tuzo;
2e030f0085	lakini kama alichojenga kitaunguzwa, basi, atapoteza tuzo lake; lakini yeye mwenyewe ataokolewa kana kwamba ameponyoka kutoka motoni.
2e03100056	Je, hamjui kwamba ninyi ni hekalu la Mungu, na kwamba Roho wa Mungu anakaa ndani yenu?
2e0311007c	Basi, mtu akiliharibu hekalu la Mungu, Mungu atamharibu; maana hekalu la Mungu ni takatifu, na hekalu hilo ni ninyi wenyewe.
2e0312008b	Msijidanganye! Mtu yeyote miongoni mwenu akijidhania mwenye hekima mtindo wa kidunia, heri awe mjinga kusudi apate kuwa na hekima ya kweli.
2e0313008b	Maana, hekima ya kidunia ni upumbavu mbele ya Mungu. Kwani Maandiko Matakatifu yasema: “Mungu huwanasa wenye hekima katika ujanja wao.”
2e03140040	Na tena: “Bwana ajua kwamba mawazo ya wenye hekima hayafai.”
2e03150034	Basi, mtu asijivunie watu. Maana kila kitu ni chenu.
2e0316005b	Paulo, Apolo na Kefa, ulimwengu, maisha na kifo; mambo ya sasa na ya baadaye, yote ni yenu.
2e03170032	Lakini ninyi ni wa Kristo naye Kristo ni wa Mungu.
2e0401004c	Mtu na atuone sisi kuwa ni watumishi wa Kristo tuliokabidhiwa siri za mungu.
2e04020044	Kinachotakiwa kwa yeyote yule aliyekabidhiwa kazi ni kuwa mwaminifu.
2e04030059	Kwangu mimi si kitu nikihukumiwa na ninyi, au na mahakama ya kibinadamu; wala sijihukumu.
2e04040071	Dhamiri yangu hainishtaki kwa jambo lolote, lakini hiyo haionyeshi kwamba sina lawama. Bwana ndiye anayenihukumu.
2e040500d7	Basi, msihukumu kabla ya wakati wake acheni mpaka Bwana atakapokuja. Yeye atayafichua mambo ya giza yaliyofichika, na kuonyesha wazi nia za mioyo ya watu. Ndipo kila mmoja atapata sifa anayostahili kutoka kwa Mungu.
2e04060100	Ndugu, hayo yote niliyosema juu ya Apolo na juu yangu, ni kielelezo kwenu: kutokana na mfano wangu mimi na Apolo nataka mwelewe maana ya msemo huu: “Zingatieni yaliyoandikwa.” Kati yenu pasiwe na mtu yeyote anayejivunia mtu mmoja na kumdharau mwingine.
2e04070079	Nani amekupendelea wewe? Una kitu gani wewe ambacho hukupewa? Na ikiwa umepewa, ya nini kujivunia kana kwamba hukukipewa?
2e0408009d	Haya, mmekwisha shiba! Mmekwisha kuwa matajiri! Mmekuwa wafalme bila ya sisi! Naam, laiti mngekuwa kweli watawala, ili nasi pia tuweze kutawala pamoja nanyi.
2e040900ab	Nafikiri Mungu ametufanya sisi mitume tuwe watu wa mwisho kabisa, kama watu waliohukumiwa kuuawa, maana tumekuwa tamasha mbele ya ulimwengu wote, mbele ya malaika na watu.
2e040a00ad	Sisi ni wapumbavu kwa ajili ya Kristo, lakini ninyi ni wenye busara katika kuungana na Kristo! Sisi ni dhaifu, ninyi ni wenye nguvu. Ninyi mnaheshimika, sisi tunadharauliwa.
2e040b0055	Mpaka dakika hii, sisi tuna njaa na kiu, hatuna nguo, twapigwa makofi, hatuna malazi.
2e040c0075	Tena twataabika na kufanya kazi kwa mikono yetu wenyewe. Tukitukanwa, tunawatakia baraka; tukidhulumiwa, tunavumilia;
2e040d0071	tukisingiziwa, tunajibu kwa adabu. Mpaka sasa tumetendewa kama uchafu wa dunia; na kwa kila mtu sisi ni takataka!
2e040e006a	Siandiki mambo haya kwa ajili ya kuwaaibisha ninyi, bali kwa ajili ya kuwafundisheni watoto wangu wapenzi.
2e040f00b1	Maana hata kama mnao maelfu ya walezi katika maisha yenu ya Kikristo, baba yenu ni mmoja tu, kwani katika maisha ya Kikristo mimi ndiye niliyewazaeni kwa kuihubiri Habari Njema.
2e04100028	Kwa hiyo, nawasihi: fuateni mfano wangu.
2e041100d4	Ndiyo maana nimemtuma Timetheo kwenu. Yeye ni mtoto wangu mpenzi na mwaminifu katika Bwana. Atawakumbusheni njia ninayofuata katika kuishi maisha ya Kikristo; njia ninayofundisha kila mahali katika makanisa yote.
2e0412004b	Baadhi yenu wameanza kuwa na majivuno wakidhani kwamba sitakuja tena kwenu.
2e041300aa	Lakini, Bwana akipenda, nitakuja kwenu upesi; na hapo ndipo nitakapojionea mwenyewe, sio tu kile wanachoweza kusema hao wenye majivuno, bali pia kila wanachoweza kufanya.
2e04140041	Maana Utawala wa Mungu si shauri la maneno matupu, bali ni nguvu.
2e0415004b	Mnapendelea lipi? Nije kwenu na fimbo, ama nije na moyo wa upendo na upole?
2e050100c1	Ziko habari za kuaminika kwamba kuna uzinzi miongoni mwenu; tena ni uzinzi mbaya ambao haujapata kuwako hata kati ya watu wasiomjua Mungu. Nimeambiwa eti mmoja wenu anaishi na mke wa baba yake!
2e0502006f	Mnawezaje kujivuna? Ingekuwa afadhali kwenu kuomboleza, na huyo aliyefanya kitu hicho aondolewe miongoni mwenu.
2e050300bc	Nami, kwa upande wangu, ingawa kwa mwili niko mbali nanyi, hata hivyo kwa roho niko hapo pamoja nanyi: na hivyo, kama vile nipo hapo, nimekwisha mhukumu huyo aliyefanya jambo hilo la aibu.
2e0504007b	Wakati mnapokusanyika pamoja kwa jina la Bwana Yesu, nami nikiwa pamoja nanyi kwa roho, basi, kwa uwezo wa Bwana wetu Yesu,
2e05050068	mkabidhini mtu huyo kwa Shetani ili mwili wake uharibiwe na roho yake iweze kuokolewa Siku ile ya Bwana.
2e05060056	Majivuno yenu hayafai! Je, hamjui kwamba chachu kidogo huchachusha donge lote la unga?
2e050700a2	Jitakaseni, mkatupe mbali chachu ya kale ili mpate kuwa donge jipya lisilotiwa chachu kama mnavyopaswa kuwa; maana, Kristo, Pasaka yetu, amekwisha tolewa tambiko.
2e05080086	Basi, tufanye karamu hiyo si kwa chachu ile ya kale, chachu ya ubaya na uovu, bali kwa mkate usiotiwa chachu, mkate wa usafi na kweli.
2e0509003a	Niliwaandikia katika barua yangu msishirikiane na wazinzi.
2e050a00b8	Ukweli ni kwamba sikuwa na maana ya watu wote duniani walio wazinzi, wachoyo, walaghai na wenye kuabudu sanamu. Maana, ili kuwaepa hao wote ingewalazimu ninyi kuihama dunia hii kabisa!
2e050b00a7	Nilichoandika ni hiki: msishirikiane na ndugu Mkristo aliye mzinzi, mchoyo, mwenye kuabudu sanamu, mchongezi mlevi na mlaghai. Mtu wa namna hiyo, hata kula msile naye.
2e050c008f	Je, ni shauri langu kuwahukumu watu walio nje? Hao Mungu atawahukumu. Je, ninyi hampaswi kuwahukumu wale walio katika jamii yenu ninyi wenyewe?
2e050d0021	Mfukuzeni mbali nanyi huyo mwovu!
2e06010085	Anathubutuje mmoja wenu kumshtaki ndugu muumini mbele ya mahakama ya watu wasiomjua Mungu badala ya kumshtaki mbele ya watu wa Mungu?
2e06020096	Je, hamjui kwamba watu wa Mungu watauhukumu ulimwengu? Ikiwa basi, ulimwengu utahukumiwa nanyi, kwa nini hamstahili kuhukumu hata katika mambo madogo?
2e0603005e	Je, hamjui kwamba, licha ya kuhukumu mambo ya kawaida ya kila siku, tutawahukumu hata malaika?
2e0604006a	Mnapokuwa na mizozo juu ya mambo ya kawaida, je, mnawaita wawe mahakimu watu ambao hata hawalijali kanisa?
2e0605007e	Aibu kwenu! Ndiyo kusema hakuna hata mmoja miongoni mwenu mwenye hekima kiasi cha kuweza kutatua tatizo kati ya ndugu waumini?
2e0606006b	Badala yake, kweli imekuwa mtindo ndugu kumpeleka ndugu yake mahakamani, tena mbele ya mahakimu wasioamini.
2e060700bf	Kwa kweli huko kushtakiana tu wenyewe kwa wenyewe kwabainisha kwamba mmeshindwa kabisa! Je, haingekuwa jambo bora zaidi kwenu kudhulumiwa! Haingekuwa bora zaidi kwenu kunyang'anywa mali yenu?
2e0608005f	Lakini, badala yake, ninyi ndio mnaodhulumu na kunyang'anya; tena, hayo mnawafanyia ndugu zenu!
2e0609009b	Au je, hamjui kwamba watu wabaya hawataurithi Utawala wa Mungu? Msijidanganye! Watu wanaoishi maisha ya uasherati, wanaoabudu sanamu, wazinzi, au walawiti,
2e060a005b	wevi, wachoyo, walevi, wasengenyaji, wanyang'anyi, hao wote hawatashiriki Utawala wa Mungu.
2e060b0098	Baadhi yenu mlikuwa hivyo; lakini sasa mmeoshwa, mkafanywa watakatifu, na kupatanishwa na Mungu kwa jina la Bwana Yesu Kristo na kwa Roho wa Mungu wetu.
2e060c00b3	Mtu anaweza kusema: “Kwangu mimi kila kitu ni halali.” Sawa; lakini si kila kitu kinafaa. Nakubali kwamba kila kitu ni halali kwangu lakini sitaki kutawaliwa na kitu chochote.
2e060d00f0	Unaweza kusema: “Chakula ni kwa ajili ya tumbo, na tumbo ni kwa ajili ya chakula.” Sawa; lakini Mungu ataviharibu vyote viwili. Mwili wa mtu si kwa ajili ya uzinzi bali ni kwa ajili ya kumtumikia Bwana, naye Bwana ni kwa ajili ya mwili.
2e060e004d	Basi, Mungu aliyemfufua Bwana kutoka wafu atatufufua nasi pia kwa nguvu yake.
2e060f00ab	Je, hamjui kwamba miili yenu ni viungo vya mwili wa Kristo? Je, mnadhani naweza kuchukua sehemu ya mwili wa Kristo na kuifanya kuwa sehemu ya mwili wa kahaba? Hata kidogo!
2e0610007d	Maana, kama mjuavyo, anayeungana na kahaba huwa mwili mmoja naye—kama ilivyoandikwa: “Nao wawili watakuwa mwili mmoja.”
2e06110030	Lakini aliyejiunga na Bwana huwa roho moja naye.
2e06120082	Jiepusheni kabisa na uzinzi. Dhambi nyingine zote hutendwa nje ya mwili lakini mzinzi hutenda dhambi dhidi ya mwili wake mwenyewe.
2e0613008f	Je, hamjui kwamba miili yenu ni hekalu la Roho Mtakatifu aliye ndani yenu, ambaye mlimpokea kutoka kwa Mungu? Ninyi basi, si mali yenu wenyewe.
2e06140056	Mlinunuliwa kwa bei kubwa. Kwa hiyo, itumieni miili yenu kwa ajili ya kumtukuza Mungu.
2e07010042	Yahusu sasa mambo yale mliyoandika: naam, ni vizuri kama mtu haoi;
2e07020084	lakini kwa sababu ya hatari ya uzinzi, basi, kila mwanamume na awe na mke wake mwenyewe, na kila mwanamke awe na mume wake mwenyewe.
2e07030054	Mume atimize wajibu alio nao kwa mkewe, naye mke atimize wajibu alio nao kwa mumewe.
2e07040082	Mke hana mamlaka juu ya mwili wake, bali mumewe anayo; hali kadhalika naye mume, hana mamlaka juu ya mwili wake, bali mkewe anayo.
2e070500c5	Msinyimane haki zenu, isipokuwa kama mnaafikiana kufanya hivyo kwa kitambo tu, ili mpate nafasi nzuri ya kusali. Kisha rudianeni tena mara, ili Shetani asije akawajaribu kwa sababu ya udhaifu wenu.
2e0706002a	Ninayowaambieni sasa ni mawaidha, si amri.
2e07070088	Ningependa watu wote wawe kama mimi nilivyo; lakini kila mmoja anacho kipaji chake kutoka kwa Mungu; mmoja kipaji hiki na mwingine kile.
2e0708006b	Basi, wale ambao hawajaoana na wale walio wajane nawaambia kwamba ni vema kuendelea kuwa kama mimi nilivyo.
2e07090064	Hata hivyo, kama mtu hawezi kujizuia basi, na aoe; maana ni afadhali zaidi kuoa kuliko kuwaka tamaa.
