2800000006	Matiyu
2d07120061	Mi toh deni mi kpamu mina ti ikpi dedema nitu imere u ti kpi dedema a he ni me u mina ya ti u na.
2d0713005b	Ni tu ikpi dedema wa mi son ti wu mina ya tiwu na, u meme tie wa mina sona, wa we yi me ti.
2d0714005e	U mita ti ikpi wa mi nason ti'a na. Ee, ana he imeyi mi si tiu na a hi memeti wa a he ni me'a.
2d07150051	N tu ki u me toh, ituron. Me ta ni son ti kpi dedema, u meme a he hwehwere ni me.
2d07160026	Me giri ni turon u Irji ni mi sonromu.
2d0717008f	U me toh ituron ni kankan nimi kpamu, mba ti ku ni turon sama wa a he nimi imere mu da ni yome ti gra ni tu turon latere wa a he ni kwma kpamu.
2d07180034	Mi idi u ya yi! A gha ni kpame chuwo nimi kpa u ahu?
2d07190088	U me giri ni Irji ni tu Yesu Almasihu itibu. na ki ime ni tumu mi hu ituron u Irji ni sonron mu ko ni he, ni mi kpa me hu turo u latere.
2d0801003d	Nakima, ba kayarwa ziza'an ni biwa ba hei nimi Almasihu Yesu.
2d0802005a	Na ka'adar Ibrji u vri nimi Almasihu Yesu a kam tati bi kpa chuwo ni kaidar lahtre ni kwu.
2d080300b1	Nakima ikpie wa itro na iya ti u na, don kuyer u kpa. Irji ati. A toh vren ma ni kamani kpa u lahtre don a kam ti hadaya, don lahtre, sei wa ati Allah wadai ni lahtre ni mi kpa.
2d08040072	Ati naki du bukatar tron da kpa shu ni mi bu. Kita wa ki si zren ni gwargwadon kpa na, naki u gwagwardon ruhaniya.
2d08050086	Biwa ba si zren ni gwagwardon kpa, baka to ndu u kpa, naki biwa basi zren ni gwargwadon Ibrji didi, baka you suron ni du u Ibrji didi.
2d0806004b	Wallafa ivri ni kpa ahi kwu, aman wallafa ivri ni Ibrji didi ivri u sun si.
2d0807006b	Ahei naki nitu wallafa ivri ni kpa, ani yi gaba ni Rji, naki ana ti biyaya ni tron Rji na, balle ma ka yah.
2d08080031	Biwa ba hei ni mi kpa bana no Rji kikla suron na.
2d0809005c	Naki bi na hei nimi kpa na, aman ndi wa ana hei ni Ibrji u Almasihu, ndi kima na hi u ma na.
2d080a0055	In Almasihu hei ni mime, ikpa me hi kub ni lahtre, aman Ibrji didi si zren nitu didi.
2d080b009e	Inde Ibrji didi wa a zu Yesu ni be, ahei ni vri ni mi ku, wa wu wa a zu Almasihu ni be, ani no ivri ni kpabi, wa ba kpa risu ni Ibrji ma, wa asi zren nimi bi.
2d080c0051	To mri yah ki hei ni hakki, aman ana hei nitu kpa na, wa ki zren nitu tabiar kpa.
2d080d006b	Nakima inde bisi zren gwargwado kpa bi kwu nakima, ama inde ni Ibrji didi, bi ka wuu idu wu kpa, i bi rayu.
2d080e0030	Nakima biwa ba Ibrji Rji hei nituba, ba mri Rji.
2d080f0088	Nakima bina kpa Ibrji gran wa ani yo sisira na. nakima i bi kpa Ibrji tsartsra u diyanci nitu kiman i ki, kie zu lan di ni you Abba iti!
2d08100037	Nituma ani hla niu Ibrji tsatsra bu di kita ki mri Rji.
2d0811006f	Inde ki mri Rji, ai ki mri bi gadoma kena, bi gado Rji. Nakima inde ki ti yah ni wu, i ba nota niko ni wu game.
2d08120049	Nakima mi toh di iyah bi itoh yi ana tsra waba no nikoh wa ba tsro ta na.
2d08130028	Nakima na halitta niti titan ye mri Rji.
2d08140074	Nakima ba ya halitta hle ga migye, ana hei ni mere mri na, na wawu wa aya hle ga megyen. Ahei ni mi yo yu'u u njaji.
2d0815006e	Tre di halitta ni tuma ba kpa chuwo ni gran u gla. naki ba jin u ye nimi kpa chuwo u gbre san u nikoh mri Rji.
2d08160045	Naki ki toh i halitta wawu'u ahi u kpa chuchu ni yi ne har ye ziza'a.
2d081700ab	Ana hei naki ni kankrji na, ko kita ni tubu wa ki wir u mumla u Ibrji Tsatsra kita ni tubu ki, kie kpa chuchu ni mi ne bu, hi kie gbe diyancin bu, wato kpa chuwo u kpa bu.
2d0818008d	Nakima i wayi gbigbi ba kpa ta chuwo. Naki inde ikpi wa ki kpa yeme di ba tiu kina toh rina. Naki a ghan wa asi you suron njaji ikpi asi toh?
2d0819004d	Naki inde ki hei ni kpah yeme ikpi wa ki ri he u toh u, kika gbe ni vu suron.
2d081a0094	Nakima Ibrji Tsatsra si zo kuyere bu. Naki kina hei ni toh yadda ki bre aman Ibrji tsatsrani tuma ni bre ni tu hu ni kpa chuchu wa bana yah tre ana.
2d081b0065	Wawu wa ani wa suron, asi toh mere Ibrji Tsatsra, don asi bre ni tu biwa ba kpa njaji nitu imere Rji.
2d081c0089	Ki toh di biwa ba son Rji, ani ti ikpi ba wawu du ba hi ni didi, hi ni bi wa ba you ba wawu nitu mere ma. Ikpi ba wawu ba kma tie didima.
2d081d007e	Naki ma bi wa a toh ba ni sen mu, baba i a kardara ba kma ti kamani ivre ma, don a kma ti vre ma u mumla ni mi mri ya gbugbuu.
2d081e0064	Biwa a kardara, a you ba, baba i a you ba, a kpa ba chuwo, baba biwa a kpa ba chuwo, baba i a zu ba.
2d081f0045	Ki tre nitu kpi bi yi inde Rji hei ta, ahi nghan ni you ti ni shishi?
2d08200065	Wawu wa ana ka vre ma yun tana da ban nota wawu bu'u agye ni zu duna nota kpi ba wawu na ni wu ngame?
2d0821003f	A ghan ni tsro wo ni biwa Rji a chuba? Irji wawu hi u kpachuwo.
2d08220081	Ahi ghan ni hukunta? Almasihu kwu nitu bu har zan naki, wawu wa ba, asi ti mulki ni Rji ni bubu u daukaka, wawu i si bre nitu bu.
2d0823006f	A gha ni gata ni son u Rji? iya, ko kpa suron time, ko tsanani ko iyuo, ko zre ni gbere, ko kpalu, ko nji gban?
2d08240042	Na di ba han, nitume ba wu ta ni kurji, ba kma ta ti itama bi han.
2d08250055	Ni kpi ba wawu ki zan gbengblen duba tre di kita ki bi kpaka, ni tu ma wa ani son ta.
2d08260059	Naki mi kpa nyeme di ko kwu, ko ivri, ko malaiku, ko mulkoki ko ikpi bi ye, ko gbengblen.
2d08270072	Ko gbron, ko juju, ko irin halitta rime bana iya gah ta ni son wu Rji na, wa ahei ni mi Almasihu Yesu Bachi ba na.
2d09010053	Mi hla njanji ni Kristi, mina si tie chena, imre mu si tsro me ni mi Brji Tsratsra,
2d09020033	ndi mi he ni kpon yi ni low sron u kakle ni sronmu.
2d09030060	Ba ndi na tre ndi ba tie nyu nimu nda cume ni kan ni Yesu ni tu mri vayi mu, ni ba mla mu u kpa.
2d09040087	Ahi baba yi ba Israilawa, ba fe kpanyme, ni gbire san, ni yo nyun mbe dede, ni toh turon, da gbire Irji san ni tara kuma, ni yo nyu ma.
2d09050073	Mba tiba mba ndi nimi Almasihu u no niko u kpa wawu wa a hi Irji u koge, du mba gbirasa u saika sai sai du he naki.
2d09060059	U ana nitu itere Irji wa a joku na, ana hi kohan ni Israilawa a hi Israilawa u njanji na.
2d09070056	Nakima ana duka grji Ibrahim mba hi iriri Ibrahim na. “Mba yo mba be grji Ishaku.”
2d09080072	Mba ki mba he imiri be kpa mba na imiri be he imiri be Irji na. Mba imiri be yo nyu wa mba bla ba suru ni grji ba.
2d09090042	U wayi hi itere u yo nyu a “nzizayi me ye de ye no Saraya ivire.
2d090a0046	Ana he iwayi me ngana, niwaa Rifkatu a ban nne ni lonma itimbu Ishaku.
2d090b0084	Ba rihe ngrji myri ba u mbana ti kpi dede ma ko meme ma na. Ni tu naki Irji a chu ana bi ni kpi wa mba ti ana amma nitu idi wa a yo.
2d090c004c	U mba hla ni wa “Nikon ani kwba ti gra ni tsitsama.” A na kima mba tere.
2d090d0035	Naki mba han zi “Me son Yakubu de kamu ni Isuwa.”
2d090e0030	U khi tere de naki? Irji na ti bina naki? Ah ah.
2d090f0066	U a hla ni Musa me lo sonro niwa mi losonro, mi losonron ni wa nimi no si sonro ni wa ani si sonron a.
2d09100078	Ni tu na ki ana he ni tu idi wa a yo sonron. Ko kuma ni idi wa ani ri shishi, na a he ni nitu Irji wa ani losonro ni ta.
2d09110095	U lan tre Baci'a hla ni Firauna, “Ani tu wayi yi me nzuu lunde ni ndu me tsoro ngbengblen mu ni mi me ni ndu b d'bu nde mu ni ngbungblu'a wawuu.”
2d09120042	Naki, Irji ni tsro low sron ni wa a son'a nda tie wa a son sen tu.
2d09130060	Khita mla ya u khi tere ade ni tuge ani son toh joku? Ahi ihan yi ni ya kukri ni gbegble u tuma.
2d0914006c	Khi ta ya i u idi u hi han wa u san yun ni Irji? Ko idi u me a ani ya miye idi u me de ge sa a me wawu naki?
2d09150078	U idi u me iri ana he ni gbegbegle ni tu itama iri wa ani meri iri u dedema iriri a hi u daraja, iriri a hi u tidu mege?
2d09160075	U ida Irji ani so tsoro ifu ma ni gbegble mba toh, ssai a vu sonron gbugbuu ni mba iri u fu wa mlati is gbi sutu mba.
2d0917005c	E ati naki da tsoro gbira san ma gbugbu wa a he nimi dede u ma, wa a mla ti du mba gbirasan?
2d09180061	Amma tie wa ni tu mbuyi ita wa aye ta'a, ana Yahudawa ni nklen mba megyen na u ni bi kohra ngame.
2d0919007a	Towa a tre ni mi nvunvu u Yunusa a, “Ani yo ndji wa bana bimu na ndi ndji mu, ni biwa ana son ba naa, biwa mi son ba.”
2d091a0058	Ani he naki wa mba na tre “ndi ba hi indi mana, u mba yo mba imiri Irji be sisairi.”
2d091b0080	Ishaya a yi kpokpo djur rah nitu Israila. “Mba ta ni tere a de imiri Israila mba bra na kpabru u kosan ba u mbari mba ba nawo.
2d091c004f	U Irji a toh a de wawu a ni kle nyun ma ni gbugbugblu pyipyi me bani wuton mba.
2d091d0078	Na wa Ishaya a han ni sei u Irji a de na ka grji do ni ta wu na khi de na he na Sadumawa u khi dena kwma ti na Gomarata.
2d091e0062	U ziza khi tere a de ge? U be kora, be wa bana son tsa-tsara na mba kpa dede ni dedema u kpa kyem.
2d091f004b	U Israila be wa mba na wa ituron u tsa-tsara na u mba na he ni mi turon na.
2d09200066	Nitu ge? ni tu mba na wa ni njanji na. u a he nitu idu na. Mba za ni tu tita wa ni du yi za ni kbu za.
2d09210078	Towa ba nhaa, “To Mi ka tita u kbu za sizi ni mi Sihiyona mba ni haan u latre. U wa a kpanyme ni wu'a ana tie shan na.
2d0a010035	Mrli vayi, yo sron mu ni bre Bachi, aa ndu ba gbujbu.
2d0a020037	Me to ndi bahe ni yo sron ni Rji, ana ndi ba to kpe na.
2d0a03006e	Bana to kpe nitu tie ndindi u Rji na, ba wa ndi ba tie ndindi u tu mba, bana nno tumba ni tie ndindi u Rji na.
2d0a040038	Ahi Kristi hi duu u tie ndindi hi ni bi wa ba kpa y'me'a
2d0a050058	Musa a nghan nitu ndindi wa'a rji ni ndji, ndji wa a tie ndindi u duu ani son nitu du'a.
2d0a06007e	U ndindi waa rji ni yo sron a te ndi, na tre ni sron me ndi, a ngha ni hon hi ni mi shu? (Nda ji Yesu Kristi grji ye ni meme).
2d0a07004e	Na tre ndi a ghan ni grji ye ni meme? Ahi ngha ni ji Yesu Kristi rji ni khyu).
2d0a080049	Amma asi tre ndi ge? iji trea he hyehyre ni wu ni mi nyu me ni mi sron me
2d0a09005f	U ta hla ni nyu me ndi Yesu hi Bachi, ndi kpa y'me ni sron me ndi Rji zuu wlude ni be u gbujbu.
2d0a0a0045	Ni sron'a idji kpa y'me nda fe kiklan sron ni nyu ndi bre nda gbujbu.
2d0a0b0038	Imbe Rji tre ndi, biwa ba kpa y'me'a ishan na tie ba na.
2d0a0c003f	Don Jew baba Greek bana heni kankan na, don Bachi ba'a he riri.
2d0a0d0020	Idji wa a yo nde Rji ani fe sii.
2d0a0e006e	Ba tie niheri nda yo nde Idji wa bana kpau y'me na? Ba tie nihe rli nda kpa y'me ni wa bana taba wo duu ma na?
2d0a0f00a5	Ba tie nihe rli nda wo ba tina tre tre Rji ni bawu na? Ba ti ni he rli nda tre tre Rji, idan bana ton bana? To wa ba nghan, “Iza biwa ba ji tre ndindi he bi bange.
2d0a10005b	Bana wo tre Rjia wawuu mba wu na. Ishaya a m'ye “Bachi, a hi nghan kpa y'me ni ton ndu'a?
2d0a110028	Yo sron nihe nitu wo, wo rli ni tre Rji.
2d0a120063	U me m'ye, “Ba na wo na?” E” gbigbi ilan mba he ni mgbumgblu, itre mba hi ni mgbumgblu wawuu.
2d0a130097	Luwa, mi tre, Israila ban to mu naa? “Musa a tre ndi” Mi ndu yi tie ngu nitu mgbumgblu wa bana to kpe na mi tie ndu ni ba ni ndu sron mbi tie meme.
2d0a140063	Ishaya a vusron nda tre ndi, biwa bana wame na'a ba fe me. Mi tsro tu mu ni biwa bana m'ye me na'a.
2d0a150046	A tre ni Israila ndi, mi n'ma wo mu hi ni ndji bi kawo trre ni hanton.
2d0b01006c	Mi tre ndi Rji kama ni ndji mu? Ani to bre tie to kima. Ime mi ndji u Israila, ih'bu Ibrahim u grji Banyomi.
2d0b020082	Irji na kama ni ndji ma waa he ni guci toh mba na. Ka bi toh kpye a lan tre'a hla nitu Iliya, wa a nji (kara) Israila hi ni Rji'a?
2d0b030068	A tre di Bachi, ba wu annabawa me, da zi koh me me, Ahi me ni kankrji mu mi don. Naki basi wa ba wuh me.
2d0b040073	Naki u Rji ka kasa u da tre gye? A tre di mi hei ni di dubu tagban wa mi zi ba nitu mu. Wa bana kudran ni Ba'al na.
2d0b05002e	Ko naki me ni toh i ibru bari ba he ni ndindi.
2d0b060051	U ani taa ni zizi, wa'a ana la ni ndu na. Ani tana tokima, u zizi nala hi zizina.
2d0b07005c	Wa hi ngye? Ikpye wa Israila ba wa bana fe na, u bi a ba chu ba'a ba fe, imbru ba ba sen tu.
2d0b080076	Na ba han Rji no ba ibrji u meme wa bana toh shishi hei, aman bana toh na, iton hei aman bana wo na har ye ni vi kima.
2d0b090073	Dauda a tre di du teburin ba du kam ti rjirji u vu labe, ba troko, du kam ti tita u kub za ni kpye u rju hla ni ba.
2d0b0a003d	Du shishi ba ti bwu duba na toh na, du gon ba ta dran chuchu.
2d0b0b0089	Mi tre ndu ba k'bu za da joku? Ndu kpye nakima la tie na. Nakima k'ma hi ni gon mba yi a ndu gbujbu ye ni bi ko hra ni ndu yo ba tie ngu.
2d0b0c0072	Inde zizaa wa ba kam hi ni kogon, aji klen ye ni bi kora, ni hei kwatancin nikon ma ani hei, inde ba ye ni klekle?
2d0b0d0065	Ziza'a mi si tre ni yi, biyi wa bi kora, naki ime i mi hiu ton du hi ni kora, misi wurwo ni mi du mu.
2d0b0e0037	Ani bi dume you mri yah bi hwu, duta kpa bari ba chuwo.
2d0b0f005a	Inde kaba, ani ji shu tu bi ni gbugbulu in kpa ba ani hei ni hei? Ani kamti vri ni mi kwu?
2d0b10007f	U klo bi mumla bata bi mumu'uma wa ba nymo tie gble ma ni bi ngame. U inja kukron bata tsratsra me, ba ilan ma ba ba he tokima.
2d0b11008f	U ilan bari u kukron bana nzi hlega, u biyi mba bina kukron Zaitun, wa ba fe nimi mba, u bina he ni gado bii ni ba, u bi ye ni mi nja zaitun a,
2d0b120066	to, bika na gangban ni tu lan ba na. Bita gangban, ana bi yi mba ti njinja na, wa hi nja'a mba nji yi.
2d0b130036	U bi tre din “Ba nzi lan ba ni ndu ba fe me ni mima.
2d0b14009e	Wa i a njanji, naki wa njanji ba na hei na, i ki sa i baka zi ba ni mi wo, bika kri gbagban ni mi njanji bi. Na ban tubi zan na ahei na, aman bika klu sissri.
2d0b150036	Naki inde Rji na don wo u njanji na, to ana don yi na.
2d0b1600b3	Bika toh iri du bi tsanani u Rji. Niwo ri tsanani ni ye ni Yahudawa biwa ba joku. U ndindi u Rji ye ni yu'u, inde bi si zre nimi didima ba na zu yi na, aman inde bi kabi ba zu yi.
2d0b17005f	Nakima inde ba na guci ni mi njanji bana, ba vu ba sur ni mi kukron nakima Rji na iya la vu ba.
2d0b18006c	Inde ba chu u rhu nimi kokron zaitun mi ji, har wa bi du ba ka'u kabi nimi kukron zaitun u wu'u wo u njanji.
2d0b19009a	Mri yah mi ni son du yi ji hei ni mi bwu na, game ni gbugbulu i du yi na hei ni toh ni mi mre bi, gbugbulu hi sen tu ni Israila, har bi korta ba ri ni me.
2d0b1a007d	Ahei naki Israila ba wawu bau ba gbujub, nadi ba han. Ni mi Sihiyona wa ani kpa chuwo ani rjhu. Ani wur iri hle ni mi Yakubu,
2d0b1b0045	Wa i ni kam ti chunyu mu ni ba, na di mi wur mi wur lahtre ba hle ga.
2d0b1c0060	Ni nhma bari ni tu bishara, ba bi kran ni bi, nitu kon ri, ni tu chu u Rji ba bi son ni tu bati.
2d0b1d0030	Na baye-baye ni you u Rji hana ya ka ba sran na.
2d0b1e004d	Biyi me ni sen bina ta hu tre Rji na, naki ziza'a bi kpa didi nitu lahtre ba.
2d0b1f0064	Ni koh kima Yahudawa biyi ba kam ti bi sen tu, ni tu didi wa ba tsro ta, baba me ba kpa didi ziza'a.
2d0b20003f	Naki Rji ka ko ngham nitu sen tu, don du tsro didi ni ko nghan.
2d0b210071	Ina misali juju ikle ni toh, ni toh iri u Rji. Hukunche-hukunche ma ba zan guci bichika, ikoh ma ba zan guci toh.
2d0b220037	Nakima, ahi nghan ni no Bachi i mre? a nghan ni ni tre?
2d0b230028	Naki a nghan guci no Rji kpie du han wu?
2d0b240051	Rji ni wa wu i, ni wawu i, hi ni u ikpie ba wawu. Niko ahi u ma isei ka kle. Ami.
2d0c010084	Mi bre yi mri yah, nitu gbugbu zizi u Rhi, ndi nno kpambi hadaya u ka khwu u tsratsra, ikpye u kpah ni Rji. Iwayi mba hi jiji ndume.
2d0c020094	Na yo tu ni kpye u ngbungblu yina, kami ndri mbi sran ni mi son sa'a mbi, Tima kima ndi toh ikpye wa a ndindi ma, u'kpaa nda hi ngre me nimyren Rji.
2d0c03009a	Nakima mi si tre nitu didi wa ba ne, du ri nimi bi, ka na zu tuma zan uwirji wa Rji zi a na. Nakima bika hei ni toh, gwargwadon wa Rji no ko nghan njanji.
2d0c040054	Nakima ki hei ni ngma kpa gbugbu'u nimi kpa riri, ana wawu ba, ba ti iri du riri na.
2d0c05005c	Ahei naki ni kita, na diki gbugbuu, naki ni mi kpa u Almasihu, wawu bu'u ki ngma kpa, kpabu.
2d0c060071	Ki hei ni ba nno nikankan ni tu ndindi wa ba no ti tawu. Inde baiwa indio hi toh ko shishi, ka ti nitu njanji ma.
2d0c070059	Inde wa ahei ni baiwa u du, sei ka ti du ma. Inde ndi ri hei ni baiwa u tsro, wa ka tsro.
2d0c0800ab	Inde iri ahei ni baiwa u chon ka chon. Inde ndi ri ahei ni baiwa u no, ka no ni bwu wo, inde iri hei u jin ndi, ka ti ni toh, inde iri baiwa a lo suron, ka ti ni si suron.
2d0c090053	Bika tsro son, aman na ni riya na. Ka bi ni ikpi wa a meme, di ti kpie wa a didima.
2d0c0a004d	Nitu son mri vayi, bi ka son kpabi na abi. Nitu no nikon, bika no tubi nikon.
2d0c0b005a	Ni ti, na sina, ni tu Ibrji Tsatsra, bika ti gbengbenlen Nitu Bachi game, bika ti du ni u.
2d0c0c006f	Nitu tre kpeshe, bika ti niki kla suron. Nitu sun si na hei na, bika vu suron, nitu bre, bika bre ni you suron.
2d0c0d0034	Ki ta zo bi tsatsra, di ta kpa bi tsri ni ba koh bu.
2d0c0e003d	Ti lulu yo ni bi wa ba wanyu ni yi, bi kana tinyu ni bawu na.
2d0c0f0041	Bika za'a ni biwa basi za'a, bika yi mashi ni biwa basi yi mashi.
2d0c10008c	Imere bi ka kamti riri, na du mere bi kam ti u wur wo ni san na, naki bika ti kpan ni bi tiya. du iri ni mi ka ri mere di wawu a zan iri na.
2d0c11003c	Na rjhu hla meme ni meme na, ti ndu didi ni shishi ko nghan.
2d0c12003a	Bika ti kpie wa bi ya bi ya ti, don du yi si ni ko naghan.
2d0c130072	Mri yah na rjhu hla na, du Rji rjhu hla niyu'u, na di ba nha. Rjhuhla ahi u mu, mi yoh ni ko nghan, inji Bachi bu.
2d0c140098	Nakima, iyon nita tie ndi wa ani kra u wuka nno barli, inde hlan ma niti u wuka no man so. inde bisi ti nakima, bi si vu kla lu si sur ni tu bi kran yi.
2d0c150038	Na du meme gyuru yi na, bi yi bika gyuru meme niti didi.
2d0d010062	Ko ko ghan du ka tu ghji ni be chu nitu be ichu mba dji ni Irji ituron wa a he ziza a dji ni Irji.
2d0d02005e	Ziza yi be wa bana hu ikpe wa ituron u Irji a hla na be wa mba kaba mba kpa ide u meme ti mba.
2d0d03009c	Mbe chu mbana kpe u ti sissri na, ni idi be ti dedena u mba he ni tu idi be ti meme ti yi u na son ti sissri be chu na? Ti kpe wa a he dedema, u be gbirasa.
2d0d04011a	Wawu a hi ivre ko Irji u dedema. U tana ti kpi wa hi memema u kati sisiri i be turon wawu ana ba ta wa ana he ni tu ikona. A hi vre ko Irji ni tu dedema. U mbe ta ti kpi wa a memema. mbe ka ti sisiri, wa wu na taba ban ta mege na wa wu a hi ivrenko Irji ani tifu ni idi u ti memeti.
2d0d050040	Gbigbi be ka hi be hu ana he ni tu ifu na. U a he nitu isonrome.
2d0d06005a	Nitu ki, ki han gadu, nitu ki ma be kpa gadu mba hi igra Irji, be wa mba tina ki chachu'a.
2d0d070086	Be ka no ko ghanide ma, gadu ni be gadu, kudi fito ga tito, klusisiri ni be wa mba'a klusisiri'a, no nikon ni be wa mba mla kpaniko'a.
2d0d080055	Na ji kpiri u idi na, u be ka son kpabi. Wawu wa a son vayi ma a kle toron wawu kina.
2d0d0900aa	U, “Be kana yi zina na, be kana wu idi na, be kana yibbi na, be kana ti guna, u doka iri ni ta he gari. Be ka ban u chudu ni wayi.” Son vayi me na wa u son tuma a.”
2d0d0a003b	Ison ana mynien vayi me na a ha naki kauna ta cika shari'a.
2d0d0b0081	Ni tu naki be ka toh ndi iton a kleyye u be ka lude ni kruna'a. Nitu kpachuwo bu'a a he hwehwere. Ana gburukon nawa khi si ya na.
2d0d0c0060	Ichuu a kleye u ible a ti hwehwere u kpaye be ka du ki ka idu u bu'a don; de sur u ikpi u kpama.
2d0d0d0088	Ki mla zren naki si zren ni Rji, na ahei ni mi ti fa na, na bi hwa na. Kina zren ni mi ti gwugwu ni meme sha'awa, kakima mi wa nyu, hwu.
2d0d0e005b	Naki bi ban Bachi Yesu sur ni Almasihu, bika nati meme halin u kpa na, don meme sha'awa sa.
2d0e01003a	Kpa biwa njanji ba a kuyere, di na no tron nitu sen nyuna.
2d0e02004d	Wa ahei ni njanji ka ri ko gyen, aman wa ahei ni gbengblen ka ri vuvu migyen.
2d0e030073	Wa ani ri kogyen kana kpa wa a na ri na tsir na. Indji wa ana ri kogyen na, kana yoh tron ni bi wa ba ri kogyen na.
2d0e04007e	Wu u nghan wa wu si to lahtre igran ndi ri? Kri ni zade ma, ni jokuma a die u ndi wu koh ma, aman Bachi ahei gbengblen du kri.
2d0e050085	Indji ri ni gbere san ni vi bari zan bru bari nakima indi ani gbere san ni viba wa wu'u du ko nghab sun ni mi hakakewa nitu imere ma.
2d0e0600a5	Indi wa ni yah ivi, ani yah don Bachi, wa ani ri, ani ri ni Bachi, don ani gri ni Rji, wawu wa ana ri na, a kah ma bubu ri, a kah ma ni Bachi, wawu me si gri ni Rji.
2d0e070044	Ba ndi wa ani sun nituma ni mi bu, nakima ba ndi wa ani kwu ni tuma.
2d0e080077	Naki inde ki si vri, ki si vri ni Bachi, inde ki kwu, ki kwu ni Rji, nakima, inde ki si vri, ko ki kwu, ki bi wu Bachi.
2d0e09004a	Nitu nakima Almasihu a kwu da luda, du kama ti Bachi u bi kwu baba bi vri.
2d0e0a0071	Nakima agye bi si tron mri vayi bi? Iwu me don gyen wu si kpa va yi me tsir? Wawu bu wu'u ki kri ni kub tron Rji.
2d0e0b0066	Don ba nhan zi. Mi shi rji nji Bachi, gbarju ba wawu'u ba kudren ni mu. Ileme ba wawu'u ba gber ni mu.
2d0e0c0050	Nakima wawu buwu'u ko nghan iri bu ni hla ikpie wa wawu ti ni nyu ma ni kub Rji.
2d0e0d008a	Nakima kika na tron mri vayi bu na. Nakima kina na tron kpabu na, kika na yo tita u kub zah ni mri vayi bu na, ko kika du vayi bu joku na.
2d0e0e0074	Mi toh di kpa yeme di ni tsutsu ni Bachi Yesu, ba ikpie wa ana hi tsatsra na sei de indji wa a ban da hi tsatsra na.
2d0e0f006d	Inde bi ri me ani mrey vayi me, wu na si zre ni mi so na. Na kpa wa Yesu a kwu nitu ma ti meme ni biri me na.
2d0e10004e	Nakima na ban ikpie biwa ba bi duba kam ti ikpi biwa ba jin mer ye ni bari na.
2d0e11006d	Nakima, ni mi koh Rji ana tre ri ba sou na, aman nitu didi ni sun si, ni ki klan suron ni mi Ibrji u Tsatsra.
2d0e12005c	Nakima, wa ba gran Almasihu ni koh kima, ahiu kpa ni Rji, naki u gbu di ba ka kpa yeme niwu.
2d0e13003e	Nakima kika wa kpie biwa ba hiu sun si, ni kpie biwa ba me ta.
2d0e140051	Na kpa i du Rji ti meme nitu kpie u ri na. Iya di wa ani ri kpie wa a du ri joku.
2d0e150053	Ana bi du ba tan nanma ko sou imah inabi, ko ni kpie wa ani jin joku ye ni vayi ma.
2d0e160086	Nakima njanji waki hei niwu, bika mla zi ni tsutsu bi ni Rji. Wu u lulu wa isuron ma ana lahtre nitu ikpie wa hankali ma a toh a dede.
2d0e170057	Naki wa ani ti shakka aman da ri, ka toh da lahtre, dona na hei ni njanji na, a lahtre.
2d0f01004c	Kita wa kihe ni ngbengblen'a kika vu suron ni biwa bana he ni ngbengblen na.
2d0f020046	Ki tie kpe wa ani kpa sron vayi mbu si'a, ndi ndu kpau sen ngbengblen.
2d0f03005f	Kristi me ana tie kpe u son tuma na, na wa ba nha. “Imre biwa ba mre'a a k'ma hi ni tumba.”
2d0f04006c	Ikpe wa ba nha ni kogon'a, ba nha nda nno ta tre, nitu vusron ni nno ngbengble u litattafai ki he ni yosron.
2d0f050060	Zizan Irji u losron ni nno ngbengble ndu nno yi sron riri u son ni kpambi, nitu son Yesu Kristi.
2d0f060047	A tie wayi ni sron ri ndi ndu yi gbre Rji ni Tie Bachi mbu Yesu Kristi.
2d0f070053	Nitu kima, kpa kpambi to wa Yesu Kristi ngame a kpa yi'a ndu nde Yesu kpa gbre san.
2d0f08007e	Mi tre ndi Kristi a ka tie gran u yoji nitu ndindi u Rji, a tie wayi ni ndu ba tabatar ni alkawarai wa banno ba tie sesekasea.
2d0f090078	Ni ndu Bira gbre Rji san nitu losron ma. To wa ba nha, “Mi gbre yi san nimi Bira, ndi yose u gbre san nimi nde mbi.”
2d0f0a0027	Ngarli, Ngyri, biyi bitsri, ni ndji ma.
2d0f0b0047	Gbre Bachi san ngarli, biyi bitsri wawu'u. Ndu ndji wawu'u gbre wu san.
2d0f0c006f	Ishaya a tre ndi, Ba fe iha Jessi, wa ani wlunde nda tie cuu nitu bitsri, bitsri ba fe ngbengble sron ni mi ma.
2d0f0d0067	Irji wa ki yo sron niwu'a, nno yi ngyri ni sii ni kpa y'me, ni ndu ngbengble Brji tsratsra nno yi sron.
2d0f0e0093	Ime nitu mu mi kpayi y'me, mrli vayi. Mi kpa y'me ndi biyi ni tumbi bi tie ndindi, ndi he ni to wawuu. Mikpa y'me ndi bi fe kon ndi nno kpambi tre.
2d0f0f0066	Mi nha ni yiwu ni ngbengble sron nitu kpe bari, ndi ndu nno yi myrien, nitu nno wa ba ne rji ni Rji'a.
2d0f10008f	Innoa ndume ka tie gran Kristi Yesu wa ba tonu ni bi kora, limami u tre Rji mi tie nayi ndi ndu nno bikora, ndu he kpe u kpa, ni kebbabe u Rji.
2d0f11002c	Mi wruwo ni san nitu ndu wa mi tie ni Rji'a.
2d0f12005d	Mina he kpe wa mi trea na, sai kpe wa Yesu tie ndu ni mea, ndi ndu bikora hu tre nda tie ndu.
