0100000007	Genesis
140f120084	Those who quickly become angry cause arguments/quarreling, but those who do not quickly become angry cause people to act peacefully.
140f1300e7	Lazy people constantly [have difficulties] [MET]; [it is as though they are] walking through thorns; but those who are honest and hard-working [will have few difficulties; it is as though they are walking] on a level highway [MET].
140f140068	Children who are wise cause their parents to be happy; it is foolish children who despise their parents.
140f150064	Foolish people are happy to [continually] act foolishly; those who have good sense do what is right.
140f160095	If there is no one to give us good advice, we will not accomplish what we are planning to do; but when we have many [good] advisors, we will succeed.
140f1700a3	People rejoice when they are able to reply well to what others have asked them; [truly], it is very delightful to be able to say the right thing at the right time.
140f180087	Wise people walk on a road that leads up to a long life; they do not walk on a road that leads down to the place where dead people are.
140f190057	Yahweh tears down the houses of proud [people], but he protects the property of widows.
140f1a0088	Yahweh detests what wicked [people] are thinking [about doing]; [but] when people say what is kind, he considers those words to be pure.
140f1b0094	Those who try hard to get money by acting dishonestly cause trouble for their family; those who refuse to accept bribes will live [for a long time].
140f1c0081	Righteous/Good [people] think carefully before they answer [what others ask them]; wicked [people] very quickly say what is evil.
140f1d0078	Yahweh does not listen [MTY] to what wicked [people request him to do]; he listens to righteous [people] when they pray.
140f1e0086	If people have a smile on their faces, it makes them/others happy, and [when people hear] good news, it refreshes their spirits [MTY].
140f1f004f	If people pay attention when [people] correct/warn them, they will become wise.
140f2000be	If people refuse to listen [when others try] to correct them, they are despising/hurting themselves; those who (pay attention/heed) when [others] warn them (become wiser/acquire good sense).
140f210074	If you revere Yahweh, you will learn how to become wise, but [only] after you become humble will [people] honor you.
1410010062	People plan what they want to do, but Yahweh is the one who decides [MTY] what really will happen.
1410020062	People may think that their actions are right, but Yahweh really knows why people do what they do.
141003006c	(Request/Rely on) Yahweh to direct what you plan to do; [if you do that], you will succeed in what you plan.
1410040078	Yahweh knows why he does everything that he does; he has even prepared the wicked for the time that he will punish them.
141005006c	Yahweh hates/detests everyone who is proud [IDM]; you can be certain [IDM] that they will be punished [LIT].
14100600cd	Be loyal to Yahweh and faithfully [obey] him; if you do that, he will forgive you for having sinned. If we revere him, nothing evil will happen to us (OR, he will prevent evil things from happening to us).
1410070059	When our behavior pleases Yahweh, he even causes our enemies to act peacefully toward us.
141008007e	It is better to have a small amount of money that is earned honestly than to have a lot of money that is acquired dishonestly.
1410090066	People plan what they want to do, but Yahweh directs/determines what they will [really] be able to do.
14100a004a	[If] God directs what a king says, what he decides is [always] right/fair.
14100b006b	Yahweh wants us to use scales that are correct; the weights in his bag are correct, [because] he made them.
14100c0081	Kings detest those who do evil, because [it is people doing what] is fair/right that causes their governments to be [MTY] strong.
14100d0068	Kings are delighted to hear people say [MTY] what is true; they love those who say what is right/honest.
14100e0078	If a king becomes angry, he [may] command that someone be executed, [so] wise people will [try to] cause him to be calm.
14100f00ea	If a king has a smile [MTY] on his face, he will enable people to have a [long] life (OR, he will not order people to be executed); his being pleased [with people] is [as delightful] as rain in the springtime [when seeds are planted].
141010006f	Becoming wise is better than aquiring gold; getting good understanding/insight is better than acquiring silver.
141011007c	Those whose behavior [MET] is good/right turn away from doing evil; those who guard their conduct [MTY] protect their lives.
1410120076	Being proud will (lead to your having/cause you to have) disasters; despising others will result in your being ruined.
141013009b	It is better to be humble and poor than [to associate with] proud [people] and [to become rich by] dividing with them (plunder/goods captured in a battle).
141014005b	Those who heed good teaching/instruction will prosper; happy are those who trust in Yahweh.
1410150099	People say that those who are wise learn what is right/good behavior, and those who talk pleasantly [are able to] influence others [to do what is right].
1410160084	Being wise is [like having] a fountain that gives life [MET], but foolish people are punished as a result of their acting foolishly.
1410170086	Those who are wise think carefully before they talk, and as a result they are able to influence/persuade others [to do what is right].
1410180064	Kind words are like honey [SIM]: We enjoy them both, and both cause our bodies to be healthy/strong.
14101900a1	There are some kinds of behavior [MET] that people think are right, but (walking on those roads [MET]/continually doing those things) causes those people to die.
14101a0081	If a worker (has an appetite/is hungry), that urges him to work hard because he [SYN] wants to [earn money to buy things to] eat.
14101b0081	Worthless people plan [ways to cause] trouble [for others], and [even] what they say [injures people] like a hot fire does [SIM].
14101c009a	Deceitful people cause strife/quarreling among other people; those who say false things about other people cause people who are friends to become enemies.
14101d007d	Those who act violently entice/encourage others [to also act violently] and lead them along a road that will end in disaster.
14101e00bb	People [sometimes] show with [one of] their eyes [to signal to their friends that they are] planning to do something to harm [others]; they smirk when they are about to do something evil.
14101f0067	Gray hair is [like] a glorious crown [MET] that is given to people who have always behaved righteously.
14102000b2	Those who do not become angry quickly are better than those who are powerful; it is better to (control your temper/keep yourself from becoming very angry) than to conquer a city.
141021007e	People (cast lots/throw marked stones) [to decide what should be done], but God is the one who truly decides what will happen.
141101008d	It is better [to eat] a dry piece [of bread] and not have strife/quarrels than to have a big feast in a house where [everyone] is quarreling.
14110200aa	A slave who acts wisely will [some day] be the boss of his master’s disgraceful son and when his master dies, the slave will receive part of his master’s possessions.
14110300a4	[Workers put] silver and gold in a very hot furnace [to burn out what is impure], and Yahweh [similarly] examines people’s inner beings [to see if they are pure].
1411040081	Those who do what is evil pay attention to people who say [MTY] what is evil, and liars pay attention to [other people’s] lies.
14110500b9	Those who make fun of poor [people] insult God, the one who made the poor [people], [and] those who are happy when [someone else has] troubles will certainly be punished [LIT] [by God].
1411060079	Old [people] are [usually] proud of [MET] their grandchildren, [just like] children are [usually] proud of their parents.
1411070074	Fine/Eloquent speech is not suitable for foolish people to say, just like lies are not suitable for rulers [to say].
14110800bd	People think that a bribe is like a magic stone [to persuade someone to do what they want him to do]; they think that because of the bribe, that person will do whatever they want him to do.
14110900b9	If you want people to like/love you, forgive them for the wrong things that they do to you. If you continue to remind them about those wrong things, they will no longer be your friends.
14110a006d	Rebuking people who have good sense will accomplish more for them than hitting them 100 times [with a stick].
14110b0069	[Because] wicked people are always trying to cause trouble, someone will be sent to severely punish them.
14110c009a	A mother bear whose cubs have been taken away from her is dangerous, but it is more dangerous to confront a foolish person who is doing something foolish.
14110d0084	If someone does something evil in return for something good being done to him, evil/trouble will never leave that person’s family.
14110e007c	Starting a quarrel is like allowing water to start to leak out of a dam; they both need to be stopped before they get worse.
14110f00d5	There are two things that Yahweh hates: (Condemning innocent [people]/Saying that people who have done nothing wrong must be punished), and declaring that people who have done wicked things should not be punished.
141110008e	It is useless to allow foolish people [RHQ] to try to become wise by paying for it, because they do not have enough good sense to become wise.
141111005c	Friends love [others] all the time, and relatives are able to help us when we have troubles.
14111200be	[If someone borrows money from another person], it is foolish for you to promise [IDM] that you will pay the money back if that other person is unable to pay back the money that he borrowed.
14111300bc	Those who like to sin [also] like to cause strife/trouble; [and] those who build fancy doors in their houses [to show that they are very wealthy] (OR, speak proudly) are inviting disaster.
1411140096	Those who (have perverse minds/are always thinking about doing evil things) will not prosper, and disasters will happen to those who always tell lies.
141115006c	Children who are foolish [soon] cause their parents to be very sad; their parents will not be joyful at all.
1411160098	Being cheerful is [like swallowing] good medicine; being discouraged/gloomy [all the time will] (drain away your energy/cause you to become weak) [MTY].
141117007d	Wicked people/judges accept bribes that are given to them secretly, and as a result they do not decide matters justly/fairly.
14111800a2	Those who have good sense determine to do what is wise, but foolish people are always thinking about many different things [and never decide what they should do].
1411190069	Children who are foolish cause their father to be sad and [also] cause their mother to be very sorrowful.
14111a0077	It is not right to force someone who has done nothing wrong to pay a fine; it is wrong to punish good/respected people.
14111b008d	Those who have good sense do not talk a lot, and those who (control their tempers/keep themselves from becoming very angry) are [truly] wise.
14111c00bc	People [may] think that foolish people who do not say anything are wise; if foolish people (do not say anything/keep their mouths shut), others will think that they are [very] intelligent.
14120100ef	Those who separate themselves [from other people] think [only] about those things that they are interested in; [if they would continually associate with] those who have good judgment/sense, they would constantly disagree/quarrel with them.
1412020080	Foolish people do not want to understand [anything]; they only want to (express their [own] opinions/say what they think) [IDM].
14120300a1	Whenever people do wicked things, others will despise them; when people do things that cause themselves to no [longer] be honored, they will be disgraced [also].
141204009c	What wise people say is [like] a deep ocean [that you can never get to the bottom of] [MET], and it [refreshes us like water from] a rapidly flowing stream.
14120500be	It is not good [for a judge] to decide matters in favor of those who (are guilty/have done wicked things) and to not do what is just for those who (are innocent/have not done what is wrong).
141206007a	When foolish people [SYN] start arguments, [it is as though] they [SYN] are requesting/inviting someone to flog/whip them.
141207007d	What foolish people [MTY] say causes them to be ruined; their [own] words are [like] a trap [MET] [that catches/seizes] them.
1412080099	[People enjoy listening to] what gossips say like [SIM] [they enjoy] tasty food; they [accept what gossips tell them like] [MET] they swallow tasty food.
1412090058	People who are lazy while they work are [just as bad] as [IDM] those who destroy things.
14120a0084	Yahweh [MTY] is [like] a strong tower [MET]; righteous people [can] go to him and be safe [like they can run to a tower to be safe].
14120b008c	Rich people [are protected because they have] a lot of money [PRS] like a city is protected because it has a high wall surrounding it [SIM].
14120c0056	Proud people are on the road to being ruined, but being humble leads to being honored.
14120d006b	Those who reply to someone before that person has finished speaking are foolish; doing that is disgraceful.
14120e00a6	A desire to [continue to] live can sustain someone when he is sick; if he loses that desire, he (cannot endure it/will become very discouraged) when he is sick [RHQ].
14120f0075	Intelligent people [are always wanting to] learn more; wise people [SYN] are not content with what they already know.
141210005e	If you take a gift to an important person, that will open the way to allow you to talk to him.
14121100b2	The first person to present his case in court seems right, but when (someone else/his opponent) begins to ask him questions, [it may become clear that what he said was not true].
1412120091	If two influential/important people are arguing, [someone can] settle the matter by (casting lots/throwing marked stones to decide who is right).
14121300ef	If you help relatives, they will [protect you] like [SIM] a strong wall [protects a city], but if you quarrel with them, [that will separate you from them] like bars on a city gate [separate the city from those who want to enter it] [MET].
1412140085	People are happy when they hear others say [MTY] something that is good, [like] they are happy when they eat food that is good [MET].
14121500c9	What you say can cause others to be killed or it can cause them to [continue to] live; [so] those who like [to talk a lot] must (accept the consequences/realize that what they say can cause much harm).
1412160072	If you marry a [good] woman, that is [like] finding a wonderful thing; [it shows that] Yahweh is pleased with you.
14121700b7	[It is necessary for] poor [people] to speak politely when they request [rich people to do something for them], but rich [people] reply very impolitely when poor people speak to them.
1412180091	There are [some] people who [only] pretend to be friends [with us], but there are [some] friends who are more loyal than members of our families.
141301006a	Conducting our lives as we should [even though] we are poor is better than being foolish and telling lies.
1413020094	Being enthusiastic but not thinking carefully [about what we are about to do] is not good; doing things hastily can cause us a lot of trouble [IDM].
141303008d	Some people are ruined as a result of their [own] foolish actions, and when that happens, they [SYN] angrily say that it is Yahweh’s fault.
1413040085	Those who are rich easily find people who want to be their friends, but when [people become] poor, their friends [often] desert them.
1413050054	Those who tell lies in court will surely be punished [LIT]; they will not escape it.
141306007e	Many [people] try to persuade important people to do favors for them; everyone [wants to] be a friend of those who give gifts.
14130700b9	[Even] the relatives of someone who becomes poor hate him, and his friends certainly stay away from him, too; [even] if he tries to talk with them, they will not be his friends [again].
1413080064	Those who become wise [IDM] are doing a favor for themselves; those who get good sense will prosper.
1413090053	Those who tell lies in court will certainly be punished [LIT]; they will be ruined.
14130a0098	It is not appropriate for foolish people to live (luxuriously/like rich people), and it is even less appropriate for slaves to rule important officials.
14130b0082	Those who have good sense do not quickly become angry; people respect those who ignore offensive [things that people say to them].
14130c00e8	When a king is angry, [that causes people to be afraid of him], like the roar of a lion [causes people to be afraid] [SIM], but if he acts kindly toward people, [they like it just] like [they like] dew on the grass [in the morning].
14130d00b1	Foolish children [can] cause disasters to happen to their parents. A wife who constantly (nags/quarrels with) [her husband is as annoying as] water that continually drips [MET].
14130e0077	We [can] inherit a house or money from our parents [when they die], but only Yahweh [can] give someone a sensible wife.
14130f0077	Those who are lazy sleep soundly, but if they are lazy, they will be hungry [because of not earning money to buy food].
14131000c1	Those who obey [God’s] commandments will remain alive [for a long time]; those who despise/disobey them (OR, those who do not control their own conduct) will die [while they are still young].
1413110086	When we give things to poor [people], [it is as though] we are lending to Yahweh, and he will (pay us back/reward us for what we did).
14131200c5	Discipline your children while [they are young], while you still hope that [they will learn to behave as they should]; [if you do not discipline them], you are helping them to destroy [themselves].
14131300cb	Those who (do not control their temper/quickly become very angry) will have to endure what happens as a result; [but] if we rescue them [from those troubles once], we will have to continue rescuing them.
1413140083	Pay attention when [people give you good] advice and learn from them, in order that you will become wise for the rest of your life.
1413150066	People plan to do many [kinds of things], but what will happen is what Yahweh has decided will happen.
141316007f	People want others to be loyal to them; it is better to be poor than to tell a lie [to a judge in court in order to get money].
1413170083	[Those who have] an awesome respect for Yahweh will live [a long life]; they rest peacefully and are not harmed [during the night].
1413180083	Some people are extremely lazy; they put their hand in a dish [to take some food] but do not even lift the food up to their mouths.
14131900dd	If you punish someone who makes fun of those who are wise, those who (are naive/need to be instructed) will learn to do what is smart; if you rebuke those who are wise, they will [listen to what you say and] become wiser.
14131a0084	Anyone who mistreats/abuses his father or forces his mother to leave the home is a child who is acting shamefully and disgracefully.
14131b0054	My son, if you stop learning things, you will [soon] forget what [you already] know.
14131c00a4	Worthless witnesses [in court] make fun of [judges who try to] make fair decisions, and wicked people [enjoy] doing evil [like] they enjoy eating [good food] [MET].
14131d0079	[God] is ready to punish those who make fun [of him/religion]; those who do foolish things deserve to be flogged/whipped.
141401007b	Drinking a lot of wine or [other] strong drinks causes people to start fighting; it is foolish to become drunk/intoxicated.
141402009d	Being afraid of a king when he is angry is like [SIM] being afraid of a lion when it growls/roars; if you cause the king to become angry, he may execute you.
141403005f	[People] respect those who stay away from disputes/arguments; foolish people [love to] quarrel.
1414040091	[If] a lazy man does not plow [his fields at the right/proper time], he will look for [crops] at harvest [time], but there will be nothing there.
14140500c9	[Just] as it is difficult to bring up water from a deep well, it is difficult to know what people are thinking, but someone who has good sense/insight will be able to find out what people are thinking.
14140600a0	Many people proclaim that they can be trusted [to do what they say that they will do], but it is very difficult to find [RHQ] someone who can really be trusted.
141407007a	If parents conduct their lives as they should, [God] blesses their children (OR, their children are very happy/fortunate).
141408008e	A king who sits on his throne to judge people can [easily] [MTY] find out what things that people have done are good and what things are evil.
14140900b0	There is no one [RHQ] who can truthfully say, “I do not know of any wrong things that I have done; I have (gotten rid of all my sinful behavior/quit doing what is sinful).”
14140a005b	Yahweh detests people who use weights that are not right and measures that are not correct.
14140b008e	Even children show by what they do whether they are good or not; they show whether (what they do/their behavior) is honest and right [or not].
14140c0062	Two of the things that Yahweh has created [for us] are ears to hear things and eyes to see things.
14140d0076	If you want to sleep [all the time], you will become poor; if you stay awake [and work], you will have plenty of food.
14140e00f3	People [look at things that they are about] to buy, [and in order to get it for a lower price sometimes they] say, “(It is no good/It is poor quality),” but [after they buy it], they go and boast [about having bought it for a cheap price].
14140f0050	Gold and precious stones are [valuable], but wise words [MTY] are more valuable.
141410009d	If you foolishly promise to a stranger that you will pay what he owes if he is unable to pay it [DOU], [you deserve to] have someone take your coat from you.
14141100c6	People [may] think that food that they acquire by doing what is dishonest will taste very good, but later [they will not enjoy what they have done any more than they would enjoy] eating gravel/sand.
14141200a9	When people give you good advice, [if you do what they suggest], your plans will succeed; so be sure to get good advice from wise people before you start fighting a war.
1414130084	Those who go around telling gossip are [always] telling secrets to [others]; so stay away from people who foolishly talk [too much].
1414140067	If someone curses his father or his mother, his life will be ended, [just] like a lamp is extinguished.
141415008d	If you very quickly take the property that your parents promise will be yours after they die, you will not receive any good/blessing from it.
1414160093	Do not say, “I will do evil to those who do evil to me;” wait for Yahweh [to do something about it], and he will (help you/[do what is right]).
141417005a	Yahweh detests [those who use] dishonest scales and weights that are not accurate/correct.
14141800d6	Yahweh is the one who has decided what will happen to us, so (how can we (understand/know) what will happen before it happens?/we humans certainly cannot (understand/know) what will happen before it happens.) [RHQ]
1414190091	You should think carefully before you solemnly promise to dedicate something to God, because later you might be sorry you have promised to do it.
14141a0069	Wise kings find out [MET] which people have done what is wrong, and they punish them very severely [IDM].
14141b00ac	Our consciences are [like] lamps that Yahweh [has given to us to enable us to know what we are thinking] [MET]; they reveal what is hidden deep in our (minds/inner beings).
14141c008b	Kings will continue to rule as long as they faithfully love their people and are loyal to them and as long as they rule righteously/fairly.
14141d0071	We honor/admire young people because they are strong, but we respect [MTY] old people more because they are wise.
14141e00af	When we are beaten or whipped, it [can] cause us to quit doing what is evil in our lives; when someone wounds us [by punishing us], it [can] cause our behavior to become good.
141501007d	Yahweh controls what kings do [MTY] [like] he controls how streams flow; he causes kings to do just what he wants them to do.
1415020071	People always think that what they do is right, but Yahweh judges our (motives/reasons [for doing things)] [MTY].
141503005e	Doing what is right and fair is more acceptable to Yahweh than [bringing] sacrifices [to him].
14150400be	Being proud and arrogant [DOU] is [like] a lamp [MTY] [that guides] wicked people; being proud and arrogant characterizes (wicked people’s whole behavior/everything that wicked people do).
1415050083	People who plan carefully will surely have plenty [of what they need]; those who act too quickly [to become rich] will become poor.
1415060098	Money that people acquire [by cheating others] by lying [MTY] to them will soon disappear [like] a mist, and doing that will [soon] lead to their death.
141507007a	Wicked [people] refuse to do what is right/just, but they will be ruined because of the violent things [PRS] that they do.
141508009f	Guilty [people continually do what is evil; it is as though] [MET] they are walking on a crooked road; but righteous/innocent people [always] do what is right.
1415090086	It is better to live in the corner of an attic/housetop [by yourself] than to live inside the house with a wife who is always nagging.
14150a0067	Wicked [people] [SYN] are always wanting [to do what is] evil; they never act mercifully toward anyone.
14150b00b3	When those who ridicule [others] are punished, [even] those who do not have good sense [see that, and] they become wise, and when those who are wise are taught, they become wiser.
14150c00ac	[God], the one [who is completely] righteous, knows [what happens inside] the houses of wicked [people], and [he will cause] those people to be completely ruined/destroyed.
14150d009d	There are people who refuse to listen when poor people cry out [for help]; [but some day] they themselves will cry out [for help], and no one will hear them.
14150e005c	When someone is angry [with you], if you secretly give him a gift, he will stop being angry.
14150f00ab	Good/Righteous [people] are happy when they [see others do] what is just/fair, but those who do what is evil are terrified [when they think about what may happen to them].
141510008a	Those who stop behaving like those who have good sense behave will [soon] discover that they have gone to the place where dead people are.
14151100d8	Those who spend their money to buy (things that give them pleasure/things that cause them to feel happy) will become poor; those who love [to spend money to buy] wine and nice/fancy food [MTY] will never become rich.
1415120079	Wicked [people] bring on themselves the sufferings that they were trying to cause righteous [people] to experience [DOU].
141513006c	It is better to live [alone] in a desert than [to live] with a wife who is [always] nagging and complaining.
1415140072	Wise people have many valuable things in their houses, but foolish people [quickly] spend/waste [all their money].
1415150076	Those who [always] try to act in a fair and kind way [toward others] will live [a long time] and be honored/respected.
14151600e9	A wise army commander [helps his troops] climb over a wall [to attack] a city that is defended by a strong army, with the result that they are able to (get over/destroy) the high walls that their enemies trusted [would protect them].
1415170051	Those who are very careful about what they say [MTY] are [able to] avoid trouble.
1415180089	Those who make fun of [everything that is good] are proud and conceited [DOU]; they [always] act in an inconsiderate way [toward others].
141519006b	Lazy people, who refuse to work, [will] die [of hunger] because they [SYN] do not earn [money to buy food].
14151a00ab	All during the day [wicked people] desire to obtain things, but righteous [people] have plenty, [with the result that] they [are able to] give things generously to others.
14151b00d9	[Yahweh] detests the sacrifices that wicked [people] offer [to him]; [but he] detests it even more when they [think that they will escape being punished for] their evil deeds because of the sacrifices that they bring.
14151c0071	Those who tell lies in court will be punished; no one stops/silences witnesses who say what is truthful/reliable.
14151d0089	Wicked people pretend [that they know everything], but righteous people think carefully about [what will happen because of] what they do.
14151e00a3	[Thinking that we are] wise, and that we understand many things, and that we have good insight, does not help us if Yahweh is (acting against/not pleased with) us.
14151f007b	We [can] get horses ready to fight in a battle, but Yahweh is the one who enables us to (win victories/defeat our enemies).
14160100a3	(Having a good reputation/Being honored by people) is better than having a lot of money; being well respected is better than having plenty of gold or silver [DOU].
1416020072	There is one thing that is true about both rich people and poor people: Yahweh is the one who created all of them.
14160300c2	Those who have good sense realize [that there is something] dangerous ahead, and they avoid it; those who do not have good sense just keep going and later they will suffer because of doing that.
1416040092	The reward that Yahweh gives to those who are humble and who revere him is that he causes them to be rich and honored and to live for a long time.
14160500ea	Because of the things that wicked people do, [they have difficulties/troubles] that will be like thorns and traps on the roads that they walk on [MET]; people who are careful/cautious will be able to stay away from those difficulties.
141606006b	If you train/teach children to do what is right, all during their life they will act/behave in that manner.
1416070086	Rich people rule over poor people harshly, and those who borrow money become like slaves [MET] of the people who lend [money to them].
14160800e1	[If you plant corn or rice, corn or rice will grow]; [similarly], if you act unjustly, you will have disasters [MET]; and if you try to harm/oppress people [because you are angry with them], you will not be able to harm them.
1416090062	[God] will bless those who are generous [IDM], those who give some of their food to poor [people].
14160a0088	If you get rid of those who make fun of [everything that is good], there will no more arguing or quarreling or insulting [other people].
14160b0058	If you always act sincerely [IDM] and always speak kindly, the king will be your friend.
14160c009e	Yahweh [SYN] (watches over/takes care of) [those who have] good understanding/sense, but he ruins the plans/affairs of those who always try to deceive others.
14160d0079	Lazy people [remain in their houses]; they say, “A lion might attack me if I go out into the street [to go to work]!”
14160e00b2	What (wives who commit adultery/immoral women) say [to men] [MTY] is [like] a deep pit [MET] [into which those men fall]; those with whom Yahweh is angry will fall into that pit.
14160f00a0	Children [SYN] naturally do things that are foolish, but if you punish/spank them [PRS], they [will] (stop doing foolish things/learn to behave as they should).
14161000ba	Those who oppress poor [people] in order to become rich, and those who give [a bribe] to rich [people in order that the rich people will do a favor for them], will just lose their money.
1416110061	[Now] listen [MTY] to what wise [people] have said; think carefully about what I am teaching you.
1416120095	It will be good to (keep these things in your minds/always remember them), because if you do that, you will be able to quote/recite them [to others].
141613005b	[I want you to] trust in Yahweh, and that is the reason that I am telling them to you, now.
14161400a7	I have written [RHQ] 30 (sayings/things that wise people have said) from which you will receive good advice and you will be able you to know [many good/useful things].
14161500d1	From them, you will learn what is right and what is true, in order that you will be able to bring back a good report to those who sent you [to school] (OR, give a good answer [to those who ask you questions]).
14161600a2	[It is easy to] rob poor [people] who are helpless [and cannot defend themselves, but] never [do that]; and do not oppress in court those who are needy/afflicted,
1416170079	because Yahweh will speak to defend them, and he will punish those who steal things from others—by causing them to die.
141618007f	Do not become friends with those who often become angry, and do not associate with those who cannot control their temper/anger,
141619004f	because you might start to act like they do and not be able to stop doing that.
14161a0071	If someone borrows money, do not be one of those who promises to pay what that person owes he cannot pay it back,
14161b0075	because if you cannot pay it back, people will surely [RHQ] [come and] take away [everything you own], even your bed.
14161c0074	Do not [steal some of your neighbors’ land by] removing the boundary lines/markers that your ancestors placed/set.
14161d00d1	Know/Learn [RHQ] this about those who do their work very skillfully: They will quit working for ordinary people and will start working for kings [because the kings will want people like that to work for them].
141701007b	When you sit down to eat a meal with a (government official/king), think carefully about what (OR, who) is in front of you.
1417020051	[Even] if you (have a big appetite/want to eat a lot of food), restrain yourself.
1417030053	Do not want to eat [a lot of] his fine food, because he may be trying to trick you.
141704006e	Do not [cause yourself to become very tired by] working very hard to become rich; be wise and stop doing that,
14170500bc	because as soon as you look [MTY] at [all the money that you have acquired], it will be gone; it will [disappear as if it] suddenly grew wings [SIM] and flew up into the sky like an eagle.
1417060058	[If] someone who is stingy [invites you to a meal], do not eat [a lot of] his fine food,
14170700c0	because he will be thinking about how much [the food cost that you are eating]. He [will] say to you, “Eat and drink all that you want!”, but that is not what he [will] really be thinking.
14170800b7	[When you realize what he is really thinking, it will cause you to want to] vomit what you have eaten; and your kind words [telling him that you are enjoying the meal] will be wasted.
1417090078	(Do not [waste time by]/It is useless) talking to foolish people; they will [only] despise the wise things that you say.
14170a00a5	Do not [steal someone’s property by] removing a boundary marker that has been there for a long time, and do not take for yourself the land that belongs to orphans,
14170b00a1	because Yahweh is strong, and he is [like] a relative that has the responsibility to defend them, he will [stand up in court and] argue for them and against you.
14170c0065	Pay attention to what [your teachers] teach you, and try to learn from the wise things that they say.
14170d0063	Do not refuse to discipline your children; if you punish/spank them, it will not cause them to die,
14170e0045	and it may save them from [going to] the place where dead people are.
14170f0043	My son/child, if you [SYN] become wise, I [SYN] will be very happy.
1417100042	I [SYN] will rejoice when I hear you [SYN] say what is right/wise.
1417110043	Do not envy sinful people; instead, revere Yahweh all of your life.
1417120086	[If you do that], you will be happy in the future, and [God] will certainly [do for you what you are] confidently expecting him to do.
1417130066	My son/child, listen carefully to me and become wise, and think about (all that you do/your behavior).
141714007e	Do not associate with those who drink a lot of (wine/strong drink) or with those who (are gluttons/eat more than they should),
141715009e	because drunkards and gluttons will become poor; and if all that you do is eat and sleep, you will [soon] (be wearing rags/not have any money to buy clothes).
1417160071	Pay attention to what your father tells you, and (do not neglect/take care of) [LIT] your mother when she is old.
141717006f	Try to know/learn what is wise, and get good instruction and understanding; and do not throw those things away.
1417180070	Righteous [children] will cause their parents to be very happy; those whose children are wise are proud of them.
1417190056	[Do what will] cause your father to be glad and enable your mother [also] to be happy.
14171a004d	My son, heed what I say to you, and allow what I do to be an example for you.
14171b0063	Prostitutes and immoral women [DOU] are [like] [MET] a deep pit or a well [that you may fall into].
14171c0082	They wait [for you] like robbers [SIM], and they cause many men to (be unfaithful to/have sex with women who are not) their wives.
14171d0109	I will tell you [RHQ] what kind of people are always miserable and sad. I will tell you [RHQ] which people are always causing arguments/quarrels and who are always complaining. I will tell you [RHQ] who are injured in fights and whose eyes are always red/bloodshot.
14171e0055	[It is] those who drink a lot of wine, who try drinking other kinds of strong drinks.
14171f0093	Do not look with pleasure at red wine that looks nice, and which sparkles when it is [poured out] into cups, and which tastes good as you drink it,
141720005e	because the next morning [you will feel like] you have been bitten by a poisonous snake [DOU].
1417210082	You [SYN] will [think that you are] seeing strange/weird things, and you [SYN] will not be able to think clearly or speak clearly.
14172200a2	You will think you are in a ship that is tossing on the sea; you be like [SIM] someone who is trying to sleep when the ship is rolling from one side to the other.
14172300c1	You will say, “[I think that] someone struck me, but he did not hurt me; he hit me, but I did not feel it. When will I (wake up/feel normal again) in order that I can drink some more wine?”
141801003e	Do not envy evil people; do not desire to associate with them,
1418020090	because they are [constantly] thinking about acting violently, and whenever they speak [MTY], they talk about (causing trouble/hurting someone).
1418030088	People make good houses (OR, families) by doing what is wise, and they make their houses (OR, families) strong by [heeding] good advice.
1418040074	By using good sense, [they are able to buy] valuable and beautiful things and put them in the rooms of their houses.
1418050083	Being wise is better than being strong/powerful; those who know [many things can accomplish more] than those who are [very] strong.
1418060071	Leaders can fight battles if they have wise advisors, and they win those battles if they have many good advisors.
141807007c	Foolish people cannot understand wise sayings/talk; at public meetings they are not [able to] say anything [that is useful].
141808004f	Those who are [always] planning to do evil things will be called troublemakers.
141809006b	It is sinful to plan to do foolish things, and people hate those who make fun of [everything that is good].
14180a005a	If you [act as though] you are helpless when you have troubles, you are [truly very] weak.
14180b005b	[If it is unjustly decided] that someone must be executed, [try hard to] rescue them [DOU].
14180c0138	If you say, “I did not know anything about it, [so (it is not my concern/I did not try to help him)],” remember that God knows what we have done, and he knows what we were thinking [IDM, RHQ], and he will certainly [RHQ] repay us as we deserve for what we have done or for not doing what we should have done.
14180d0070	My child/son, eat honey, because it is good [for you]; the honey that drips from honeycombs tastes [very] sweet.
14180e00bd	Similarly, being wise is good for your soul; if you become wise, you will be [happy in] the future, and [God] will certainly [do for you what you are] confidently expecting him to do [LIT].
14180f007a	Do not be like wicked people who [hide and] wait to break into the houses of righteous/good [people] and rob/steal things.
141810009b	[Even if] good people fall down seven/many times, they [always] stand/get up again, but when a disaster happens to wicked [people], it ruins/destroys them.
141811006d	Do not be happy when something bad happens to one of your enemies; do not rejoice when he stumbles and falls,
1418120082	because Yahweh will know what you are thinking, and he will not like it, and [as a result] he will not punish that enemy of yours.
1418130056	Do not become angry/upset about those who do what is evil, and do not [SYN] envy them,
1418140071	because [nothing good] will happen to wicked people; they are [like] a lamp that will soon be extinguished [MET].
1418150081	My child/son, revere Yahweh and [also] honor the king, and do not associate with people who want to rebel against either of them,
1418160096	because those people will suddenly experience disasters; and no one knows [RHQ] what great disasters that God or the king can cause to happen to them.
141817006b	Here are more things that wise [people] have said: It is wrong for judges to decide matters unfairly [IDM].
