2800000005	Matei
2c07180074	Văzând că unul dintre ei suferă nedreptate, l-a apărat și l-a răzbunat pe cel asuprit, lovindu-l pe egiptean.
2c07190077	El presupunea că frații săi au înțeles că Dumnezeu, prin mâna lui, le dădea izbăvirea; dar ei nu au înțeles.
2c071a00a6	A doua zi, când se luptau, li s-a arătat și i-a îndemnat să se împace din nou, zicând: “Domnilor, voi sunteți frați. De ce vă faceți rău unul altuia?”
2c071b007c	Dar cel care îi făcea rău aproapelui său îl respingea, spunând: “Cine te-a pus conducător și judecător peste noi?
2c071c003f	Vrei să mă omori pe mine, cum ai omorât ieri pe egiptean?”
2c071d006c	La acest cuvânt, Moise a fugit și a devenit străin în țara lui Madian, unde a devenit tatăl a doi fii.
2c071e0097	“După ce s-au împlinit patruzeci de ani, un înger al Domnului i s-a arătat în pustiul muntelui Sinai, într-o flacără de foc, într-un tufiș.
2c071f0077	Când a văzut-o, Moise s-a mirat de această priveliște. Pe când se apropia să vadă, vocea Domnului i s-a adresat:
2c072000a0	“Eu sunt Dumnezeul părinților tăi: Dumnezeul lui Avraam, Dumnezeul lui Isaac și Dumnezeul lui Iacov. Moise a tremurat și nu a îndrăznit să privească.
2c07210054	Domnul i-a zis: “Scoate-ți sandalele, căci locul unde stai este pământ sfânt.
2c0722009f	Am văzut cu adevărat necazul poporului Meu care este în Egipt și i-am auzit gemetele. M-am coborât să-i eliberez. Acum vino, te voi trimite în Egipt”.
2c072300d0	Acest Moise, pe care ei l-au refuzat, zicând: “Cine te-a făcut pe tine conducător și judecător?” Dumnezeu l-a trimis ca conducător și eliberator prin mâna îngerului care i s-a arătat în tufiș.
2c0724007c	Acest om i-a condus, după ce a făcut minuni și semne în Egipt, în Marea Roșie și în pustiu timp de patruzeci de ani.
2c07250091	Acesta este acel Moise care le-a spus copiilor lui Israel: “Domnul Dumnezeul nostru vă va ridica un profet dintre frații voștri, ca mine”.
2c072600b4	Acesta este cel care a fost în adunare în pustiu cu îngerul care i-a vorbit pe muntele Sinai și cu părinții noștri, care a primit revelații vii pe care să ni le dea nouă,
2c07270070	căruia părinții noștri nu au vrut să fie ascultători, ci l-au respins și s-au întors cu inima în Egipt,
2c072800be	spunând lui Aaron: 'Fă-ne dumnezei care să meargă înaintea noastră, căci în ceea ce-l privește pe acest Moise care ne-a scos din țara Egiptului, nu știm ce s-a întâmplat cu el'.
2c0729006c	În zilele acelea au făcut un vițel, au adus jertfe idolului și s-au bucurat de lucrările mâinilor lor.
2c072a00dc	Dar Dumnezeu s-a întors de la ei și i-a predat să slujească armatei cerului, după cum este scris în cartea profeților, “Mi-ai oferit animale ucise și sacrificii? Patruzeci de ani în pustie, casă a lui Israel?
2c072b0093	Tu ai ridicat cortul lui Moloh, steaua zeului tău, Rephan, figurile pe care le-ai făcut să se închine, așa că te voi duce dincolo de Babilon.
2c072c009d	“Părinții noștri au avut cortul mărturiei în pustie, așa cum îi poruncise Cel ce a vorbit lui Moise să îl facă după modelul pe care îl văzuse;
2c072d00c9	și pe care, la rândul lor, părinții noștri l-au adus cu Iosua, când au intrat în stăpânirea neamurilor pe care Dumnezeu le-a alungat dinaintea părinților noștri până în zilele lui David,
2c072e0072	care au găsit favoare înaintea lui Dumnezeu și au cerut să găsească o locuință pentru Dumnezeul lui Iacov.
2c072f001e	Dar Solomon i-a zidit o casă.
2c07300057	Totuși, Cel Preaînalt nu locuiește în temple făcute de mâini, cum spune profetul,
2c073100a7	“Cerul este tronul meu, și pământul un scăunel pentru picioarele mele. Ce fel de casă îmi vei construi?”, zice Domnul. “Sau care este locul meu de odihnă?
2c07320031	Nu cumva mâna mea a făcut toate aceste lucruri?
2c073300b2	“Voi, cei cu gâtul împietrit și netăiați împrejur la inimă și la urechi, vă împotriviți mereu Duhului Sfânt! Cum au făcut părinții voștri, așa faceți și voi.
2c073400b0	Pe care dintre profeți nu i-au prigonit părinții voștri? Ei i-au ucis pe cei care au prezis venirea Celui Drept, dintre care voi ați devenit acum trădători și ucigași.
2c07350053	Ați primit Legea așa cum a fost rânduită de îngeri și nu ați respectat-o!”
2c07360058	Când au auzit acestea, li s-a tăiat inima și au scrâșnit din dinți împotriva Lui.
2c07370092	Dar el, fiind plin de Duhul Sfânt, a privit cu stăruință spre cer și a văzut gloria lui Dumnezeu și pe Isus stând la dreapta lui Dumnezeu,
2c07380061	și a zis: “Iată, văd cerurile deschise și pe Fiul Omului stând la dreapta lui Dumnezeu!”
2c07390065	Dar ei au strigat cu glas tare și și-au astupat urechile, apoi s-au năpustit la unison asupra lui.
2c073a0080	L-au aruncat afară din cetate și l-au ucis cu pietre. Martorii și-au așezat hainele la picioarele unui tânăr pe nume Saul.
2c073b005a	L-au ucis cu pietre pe Ștefan, pe când striga: “Doamne Iisuse, primește duhul meu!”
2c073c007c	El a îngenuncheat și a strigat cu glas tare: “Doamne, nu le reține acest păcat!” După ce a spus aceasta, a adormit.
2c080100cf	Saul consimțea la moartea sa. O mare persecuție s-a ridicat împotriva adunării care era în Ierusalim în acea zi. Toți erau împrăștiați prin regiunile Iudeii și Samariei, cu excepția apostolilor.
2c08020041	Oameni evlavioși l-au îngropat pe Ștefan și l-au plâns mult.
2c08030076	Dar Saul a devastat Adunarea, a intrat în fiecare casă și a târât în închisoare atât bărbați cât și femei.
2c08040068	De aceea, cei care erau împrăștiați prin împrejurimi mergeau de colo-colo, propovăduind cuvântul.
2c08050042	Filip s-a coborât în cetatea Samaria și le-a vestit pe Hristos.
2c0806006d	Mulțimile ascultau cu un singur glas cele spuse de Filip, când auzeau și vedeau semnele pe care le făcea.
2c080700b1	Căci duhuri necurate ieșeau din mulți dintre cei care le aveau. Ieșeau, strigând cu glas tare. Mulți dintre cei care fuseseră paralizați și șchiopi au fost vindecați.
2c08080028	A fost o mare bucurie în cetatea aceea.
2c08090083	Dar era un om, pe nume Simon, care făcea vrăjitorii în cetate și care uimea pe locuitorii Samariei, dându-se drept un mare om.
2c080a0075	Toți ascultau, de la cel mai mic până la cel mai mare, și ziceau: “Acesta este o mare putere a lui Dumnezeu.”
2c080b0046	Îl ascultau pentru că de mult timp îi uimise cu vrăjitoriile sale.
2c080c00b0	Dar, când au crezut că Filip propovăduia vestea bună despre Împărăția lui Dumnezeu și despre numele lui Isus Hristos, s-au botezat, atât bărbații, cât și femeile.
2c080d0090	Și Simon însuși a crezut. Fiind botezat, a continuat să meargă cu Filip. Văzând că se întâmplă semne și minuni mari, a rămas uimit.
2c080e007b	Apostolii care erau la Ierusalim, auzind că Samaria a primit cuvântul lui Dumnezeu, au trimis la ei pe Petru și pe Ioan,
2c080f0053	care, după ce s-au coborât, s-au rugat pentru ei, ca să primească Duhul Sfânt,
2c08100074	pentru că încă nu se pogorâse peste niciunul dintre ei. Ei fuseseră doar botezați în numele lui Isus Cristos.
2c0811003f	Atunci și-au pus mâinile peste ei și au primit Duhul Sfânt.
2c08120060	Simon, văzând că Duhul Sfânt se dădea prin punerea mâinilor apostolilor, le-a oferit bani,
2c0813006f	zicând: “Dați-mi și mie această putere, ca oricine îmi voi pune mâinile să primească Duhul Sfânt”.
2c08140086	Dar Petru i-a spus: “Să piară argintul tău împreună cu tine, pentru că ai crezut că poți obține darul lui Dumnezeu cu bani!
2c08150082	Tu nu ai nici parte, nici sorți de izbândă în această chestiune, pentru că inima ta nu este dreaptă înaintea lui Dumnezeu.
2c0816008f	Pocăiește-te, așadar, de aceasta, de răutatea ta, și întreabă-l pe Dumnezeu dacă nu cumva gândul inimii tale poate să-ți fie iertat.
2c0817004b	Căci văd că ești în otrava amărăciunii și în robia nelegiuirii.”
2c0818006d	Simon a răspuns: “Roagă-te pentru mine Domnului, ca să nu mi se întâmple nimic din cele ce ai spus.”
2c0819009a	După ce au mărturisit și au rostit cuvântul Domnului, s-au întors la Ierusalim și au propovăduit vestea cea bună în multe sate ale samaritenilor.
2c081a00aa	Atunci un înger al Domnului a vorbit lui Filip și i-a zis: “Scoală-te și mergi spre sud, pe drumul care coboară de la Ierusalim la Gaza. Acesta este un deșert”.
2c081b00d3	S-a sculat și s-a dus; și iată că era un bărbat din Etiopia, un eunuc cu mare putere sub Candace, regina etiopienilor, care era stăpână pe toată comoara ei, și care venise la Ierusalim să se închine.
2c081c0041	El se întorcea, ședea în carul său și citea proorocul Isaia.
2c081d0049	Duhul Sfânt a zis lui Filip: “Apropie-te și ia-te de carul acesta.”
2c081e0068	Filip a alergat la el, l-a auzit citind pe Isaia proorocul și i-a zis: “Înțelegi tu ce citești?”
2c081f006b	El a zis: “Cum aș putea, dacă nu-mi explică cineva?” L-a rugat pe Filip să urce și să stea cu el.
2c082000a4	Și pasajul din Scriptură pe care îl citea el era acesta, “A fost dus ca o oaie la abator. Ca un miel în fața celui ce-l tunde tace, ca să nu deschidă gura.
2c0821007d	În umilirea Lui, a fost luată judecata Lui. Cine va declara generația Lui? Căci viața lui este luată de pe pământ.”
2c08220074	Eunucul a răspuns lui Filip: “Despre cine vorbește proorocul acesta? Despre el însuși sau despre altcineva?”
2c08230058	Filip a deschis gura și, pornind de la Scriptura aceasta, i-a propovăduit despre Isus.
2c08240081	Pe când mergeau pe drum, au ajuns la o apă; și eunucul a zis: “Iată, aici este apă. Ce mă împiedică să fiu botezat?”
2c08260079	Și a poruncit să se oprească carul și s-au coborât amândoi în apă, atât Filip cât și eunucul, și l-a botezat.
2c08270075	După ce au ieșit din apă, Duhul Domnului a răpit pe Filip, și eunucul nu l-a mai văzut, căci a plecat bucuros.
2c0828008b	Dar Filip a fost găsit la Azotus. Trecând pe acolo, a propovăduit Vestea cea Bună în toate orașele, până când a ajuns la Cezareea.
2c0901006c	Dar Saul, care continua să arunce amenințări și să ucidă pe ucenicii Domnului, s-a dus la marele preot
2c090200aa	și a cerut de la el scrisori către sinagogile din Damasc, ca, dacă va găsi pe vreunul din cei de pe Cale, fie bărbați, fie femei, să îl aducă legat la Ierusalim.
2c0903006c	În timp ce călătorea, s-a apropiat de Damasc și, deodată, o lumină din cer a strălucit în jurul lui.
2c09040063	A căzut la pământ și a auzit un glas care îi spunea: “Saul, Saul, de ce mă prigonești?”.
2c09050062	El a zis: “Cine ești Tu, Doamne?” Domnul a spus: “Eu sunt Isus, pe care voi Îl prigoniți.
2c09060057	Dar, sculându-te, intră în cetate și atunci ți se va spune ce trebuie să faci.”
2c0907005a	Oamenii care călătoreau cu el au rămas muți, auzind zgomotul, dar nu vedeau pe nimeni.
2c09080082	Saul s-a ridicat de la pământ și, când și-a deschis ochii, n-a văzut pe nimeni. L-au luat de mână și l-au dus în Damasc.
2c09090047	A stat fără vedere timp de trei zile și nu a mâncat și nu a băut.
2c090a0083	Și era în Damasc un ucenic, numit Anania. Domnul i-a spus într-o viziune: “Anania!” El a spus: “Iată, sunt eu, Doamne”.
2c090b00a5	Domnul i-a zis: “Scoală-te și du-te pe strada care se cheamă Drept și caută în casa lui Iuda pe unul numit Saul, un om din Tars. Căci iată că el se roagă
2c090c007b	și a văzut în viziune pe un om numit Anania intrând și punându-și mâinile peste el, ca să-și recapete vederea.”
2c090d007d	Și Anania a răspuns: “Doamne, am auzit de la mulți despre omul acesta, cât rău a făcut sfinților Tăi din Ierusalim.
2c090e0061	Aici are putere de la preoții cei mai de seamă să lege pe toți cei ce cheamă Numele Tău.”
2c090f0095	Dar Domnul i-a zis: “Du-te, căci el este vasul Meu ales ca să poarte numele Meu înaintea neamurilor, a împăraților și a copiilor lui Israel.
2c09100045	Căci îi voi arăta câte va trebui să sufere pentru Numele Meu.”
2c091100ec	Anania a plecat și a intrat în casă. Și, punându-și mâinile peste el, i-a zis: “Frate Saul, Domnul, care ți s-a arătat pe drumul pe care ai venit, m-a trimis ca să-ți recapeți vederea și să fii umplut de Duhul Sfânt.”
2c09120075	Imediat, ceva ca niște solzi au căzut de pe ochii lui și și-a recăpătat vederea. S-a sculat și a fost botezat.
2c09130060	A luat mâncare și s-a întărit. Saul a stat câteva zile cu ucenicii care se aflau la Damasc.
2c09140051	Îndată, în sinagogi, a propovăduit pe Hristos, că El este Fiul lui Dumnezeu.
2c091500ee	Toți cei care îl auzeau erau uimiți și ziceau: “Nu cumva acesta este cel care, la Ierusalim, a făcut ravagii printre cei care invocau acest nume? Și venise aici cu intenția de a-i aduce legați în fața preoților de seamă!”.
2c09160080	Dar Saul, care se întărea și mai mult, a zăpăcit pe iudeii care locuiau în Damasc și a dovedit că acesta este Hristosul.
2c09170051	După ce s-au împlinit multe zile, iudeii au uneltit împreună ca să-l ucidă,
2c0918005e	dar complotul lor a fost cunoscut de Saul. Ei pândeau porțile zi și noapte ca să-l ucidă,
2c0919005c	dar discipolii lui l-au luat noaptea și l-au coborât prin zid, coborându-l într-un coș.
2c091a0090	După ce a ajuns la Ierusalim, Saul a încercat să se alăture ucenicilor, dar toți se temeau de el, nevenindu-le să creadă că este ucenic.
2c091b00b4	Dar Barnaba l-a luat și l-a dus la apostoli și le-a povestit cum Îl văzuse pe Domnul pe drum, cum îi vorbise și cum la Damasc predicase cu îndrăzneală în numele lui Isus.
2c091c001d	A intrat cu ei în Ierusalim,
2c091d0081	și propovăduia cu îndrăzneală în Numele Domnului Isus. El vorbea și se certa cu elenii, dar aceștia căutau să-l ucidă.
2c091e004b	Când au aflat frații, l-au coborât în Cezareea și l-au trimis la Tars.
2c091f00b5	Și adunările din toată Iudeea, din Galileea și din Samaria au avut pace și s-au întărit. Ele s-au înmulțit, umblând în frica Domnului și în mângâierea Duhului Sfânt.
2c09200063	Petru a străbătut toate părțile acelea, și s-a pogorât și la sfinții care locuiau în Lida.
2c0921005f	Acolo a găsit un om numit Enea, care era țintuit la pat de opt ani, pentru că era paralizat.
2c0922006a	Petru i-a zis: “Enea, Isus Hristos te vindecă. Ridică-te și fă-ți patul!” Imediat, el s-a sculat.
2c09230054	Toți cei care locuiau la Lida și în Saron l-au văzut și s-au întors la Domnul.
2c092400ad	În Iope era la Iope o ucenică cu numele Tabita, care în traducere înseamnă Dorcas. Această femeie era plină de fapte bune și de acte de milostenie pe care le făcea.
2c0925006f	În zilele acelea, ea s-a îmbolnăvit și a murit. După ce au spălat-o, au așezat-o într-o cameră de sus.
2c09260090	Cum Lida era aproape de Iope, ucenicii, auzind că Petru era acolo, au trimis doi bărbați la el, rugându-l să nu întârzie să vină la ei.
2c092700e1	Petru s-a ridicat și a plecat cu ei. După ce a venit, l-au dus în camera de sus. Toate văduvele stăteau lângă el, plângând și arătând tunicile și celelalte haine pe care Dorcas le făcuse cât timp fusese cu ele.
2c092800cb	Petru le-a trimis pe toate afară, a îngenuncheat și s-a rugat. Întorcându-se spre trup, a zis: “Tabita, ridică-te!”. Ea a deschis ochii și, când l-a văzut pe Petru, s-a așezat în picioare.
2c0929006a	El i-a dat mâna și a ridicat-o în picioare. Chemând sfinții și văduvele, a prezentat-o în viață.
2c092a0047	Acest lucru s-a aflat în toată Ioppa și mulți au crezut în Domnul.
2c092b003b	A stat multe zile în Iope la un tăbăcar cu numele Simon.
2c0a010054	În Cezareea era un om, Corneliu, centurion în ceea ce se numea regimentul italian,
2c0a02009e	un om evlavios și temător de Dumnezeu în toată casa lui, care dădea cu generozitate poporului daruri pentru cei nevoiași și se ruga mereu lui Dumnezeu.
2c0a030082	Pe la ora nouă a zilei, a văzut clar într-o viziune un înger al lui Dumnezeu care a venit la el și i-a spus: “Corneliu!”.
2c0a0400dc	El, care, fixându-și ochii asupra Lui și înfricoșându-se, a zis: “Ce este, Doamne?” El i-a spus: “Rugăciunile tale și darurile tale pentru cei nevoiași s-au înălțat ca o amintire înaintea lui Dumnezeu.
2c0a05004f	Trimite acum oameni la Iope și adu-l pe Simon, care se mai numește și Petru.
2c0a060055	El locuiește la un tăbăcar pe nume Simon, a cărui casă se află pe malul mării.
2c0a0700a8	După ce a plecat îngerul care-i vorbise, Corneliu a chemat doi dintre slujitorii săi de casă și un ostaș credincios dintre cei care-l îngrijeau în permanență.
2c0a080031	După ce le-a explicat totul, i-a trimis la Iope.
2c0a090088	A doua zi, când au pornit în călătorie și s-au apropiat de cetate, Petru s-a suit pe acoperișul casei să se roage, pe la amiază.
2c0a0a0065	I s-a făcut foame și a vrut să mănânce, dar, în timp ce ei se pregăteau, a căzut în transă.
2c0a0b007e	A văzut cerul deschis și un anumit recipient care se cobora la el, ca un cearșaf mare lăsat de patru colțuri pe pământ,
2c0a0c007e	în care se aflau tot felul de animale cu patru picioare de pe pământ, animale sălbatice, reptile și păsări ale cerului.
2c0a0d0045	Un glas a venit la el: “Scoală-te, Petru, ucide și mănâncă!”
2c0a0e006b	Dar Petru a zis: “Nu, Doamne, căci eu n-am mâncat niciodată nimic din ce este de rând sau necurat.”
2c0a0f006d	Și a doua oară, un glas a venit din nou la el: “Ceea ce a curățat Dumnezeu, să nu numești necurat.”
2c0a10004e	A făcut aceasta de trei ori și îndată lucrul acesta a fost primit în cer.
2c0a1100d8	Și pe când Petru era foarte nedumerit în sinea lui cu privire la semnificația viziunii pe care o avusese, iată că oamenii trimiși de Corneliu, după ce au întrebat de casa lui Simon, au stat în fața porții
2c0a12005d	și au strigat și au întrebat dacă Simon, care se mai numea și Petru, era găzduit acolo.
2c0a13005f	În timp ce Petru reflecta asupra viziunii, Duhul i-a spus: “Iată, trei bărbați te caută.
2c0a14006e	Dar ridică-te, coboară-te și mergi cu ei, fără să te îndoiești de nimic, pentru că Eu i-am trimis”.
2c0a150071	Petru s-a coborât la oamenii aceia și le-a zis: “Iată, eu sunt cel pe care-l căutați. De ce ați venit?”
2c0a1600d2	Ei au zis: “Corneliu, centurionul, un om drept și temător de Dumnezeu, bine pomenit de tot neamul iudeilor, a fost îndemnat de un înger sfânt să vă cheme în casa lui și să asculte ce veți spune.”
2c0a1700a6	Așa că i-a chemat și le-a pus la dispoziție un loc de cazare. A doua zi, Petru s-a sculat și a ieșit cu ei; și câțiva dintre frații din Iope l-au însoțit.
2c0a180066	A doua zi, au intrat în Cezareea. Corneliu îi aștepta, după ce-și adunase rudele și apropiații.
2c0a190060	Când a intrat Petru, Corneliu l-a întâmpinat, a căzut la picioarele lui și i s-a închinat.
2c0a1a004f	Dar Petru l-a ridicat și i-a zis: “Ridică-te! Și eu însumi sunt un om”.
2c0a1b0043	În timp ce vorbea cu el, a intrat și a găsit pe mulți adunați.
2c0a1c00d2	El le-a zis: “Voi înșivă știți cum este un lucru nelegiuit ca un iudeu să se unească sau să vină la unul de alt neam, dar Dumnezeu mi-a arătat că nu trebuie să numesc pe nimeni profan sau necurat.
2c0a1d007b	De aceea am venit și eu fără să mă plâng când am fost chemat. De aceea întreb: “De ce ați trimis după mine?”.
2c0a1e00b0	Corneliu a zis: “Acum patru zile am postit până la ceasul acesta; și la ceasul al nouălea, m-am rugat în casa mea și iată că un om îmbrăcat în haine strălucitoare
2c0a1f00a5	a stat înaintea mea și a zis: “Corneliu, rugăciunea ta a fost ascultată și darurile tale pentru cei nevoiași au fost luate în seamă înaintea lui Dumnezeu.
2c0a2000b3	Trimite deci la Iope și cheamă-l pe Simon, care se mai numește și Petru. El locuiește în casa unui tăbăcar numit Simon, pe malul mării. Când va veni, va vorbi cu voi”.
2c0a2100b9	De aceea am trimis îndată la tine și a fost bine că ai venit. De aceea, acum suntem cu toții prezenți aici, în fața lui Dumnezeu, ca să auzim tot ce ți-a poruncit Dumnezeu.”
2c0a220059	Petru a deschis gura și a zis: “Cu adevărat, am văzut că Dumnezeu nu face favoruri,
2c0a23004c	ci, în orice neam, cel ce se teme de El și face dreptate este plăcut Lui.
2c0a240085	Cuvântul pe care l-a trimis copiilor lui Israel, propovăduind vestea bună a păcii prin Isus Cristos — el este Domnul tuturor—
2c0a250091	voi înșivă știți ce s-a întâmplat, care a fost vestit în toată Iudeea, începând din Galileea, după botezul pe care l-a predicat Ioan;
2c0a2600ae	cum Dumnezeu l-a uns cu Duh Sfânt și cu putere pe Isus din Nazaret, care umbla făcând bine și vindecând pe toți cei asupriți de diavol, pentru că Dumnezeu era cu el.
2c0a27008e	Noi suntem martori la tot ce a făcut El, atât în țara iudeilor, cât și în Ierusalim, pe care l-au și ucis, spânzurându-l pe un lemn.
2c0a280039	Dumnezeu l-a înviat a treia zi și l-a dat să se arate,
2c0a29009a	nu întregului popor, ci martorilor care au fost aleși mai dinainte de Dumnezeu, nouă, care am mâncat și am băut cu el după ce a înviat din morți.
2c0a2a0095	Ne-a poruncit să propovăduim poporului și să mărturisim că Acesta este Cel desemnat de Dumnezeu ca Judecător al celor vii și al celor morți.
2c0a2b0072	Toți profeții mărturisesc despre el că, prin numele lui, oricine crede în el va primi iertarea păcatelor.”
2c0a2c0067	Pe când Petru rostea încă aceste cuvinte, Duhul Sfânt a căzut peste toți cei ce auzeau cuvântul.
2c0a2d0094	Cei din circumcizie care au crezut erau uimiți, toți cei care veniseră cu Petru, pentru că darul Duhului Sfânt se revărsase și peste neamuri.
2c0a2e005b	Căci îi auzeau vorbind în alte limbi și lăudând pe Dumnezeu. Atunci Petru a răspuns:
2c0a2f0078	“Poate cineva să interzică acestor oameni să fie botezați cu apă? Ei au primit Duhul Sfânt la fel ca și noi”.
2c0a30006c	Și le-a poruncit să fie botezați în numele lui Isus Hristos. Apoi l-au rugat să rămână câteva zile.
2c0b010067	Apostolii și frații care erau în Iudeea au auzit că și neamurile au primit cuvântul lui Dumnezeu.
2c0b020056	După ce Petru s-a suit la Ierusalim, cei care erau din circumcizie s-au certat cu el,
2c0b03004f	spunând: “Ai intrat la oameni netăiați împrejur și ai mâncat cu ei!”.
2c0b04003b	Dar Petru a început și le-a explicat în ordine, zicând:
2c0b0500ac	“Eram în cetatea Iope, rugându-mă, și am avut o vedenie: un vas care se cobora ca un cearșaf mare, care se lăsa din cer prin patru colțuri. A ajuns până la mine.
2c0b0600a9	După ce m-am uitat cu atenție la el, m-am gândit și am văzut animalele cu patru picioare de pe pământ, animalele sălbatice, târâtoarele și păsările cerului.
2c0b07005d	Am auzit de asemenea un glas care îmi spunea: “Scoală-te, Petru, ucide și mănâncă!”
2c0b080068	Dar eu am zis: “Nu așa, Doamne, căci în gura mea nu a intrat niciodată nimic nesfânt sau necurat.
2c0b09006f	Dar un glas mi-a răspuns a doua oară din cer: “Ceea ce Dumnezeu a curățat, tu să nu numești necurat”.
2c0b0a0048	Aceasta s-a făcut de trei ori și toți au fost trași din nou în cer.
2c0b0b006d	Iată că imediat au stat în fața casei în care mă aflam trei bărbați, trimiși de la Cezareea la mine.
2c0b0c0082	Duhul mi-a spus să merg cu ei fără să fac deosebire. M-au însoțit și acești șase frați și am intrat în casa acelui om.
2c0b0d008e	El ne-a povestit cum îl văzuse pe înger stând în casa lui și spunându-i: “Trimite la Iope și adu-l pe Simon, care se numește Petru,
2c0b0e004f	care îți va spune cuvintele prin care vei fi mântuit, tu și toată casa ta.
2c0b0f005c	Când am început să vorbesc, Duhul Sfânt a căzut peste ei, ca și peste noi la început.
2c0b10008a	Mi-am adus aminte de cuvântul Domnului, cum a spus: 'Ioan a botezat într-adevăr în apă, dar voi veți fi botezați în Duhul Sfânt'.
2c0b110097	Dacă deci Dumnezeu le-a dat același dar ca și nouă, când am crezut în Domnul Isus Hristos, cine eram eu, ca să mă împotrivesc lui Dumnezeu?”
2c0b120085	Când au auzit acestea, au tăcut și au slăvit pe Dumnezeu, zicând: “Dumnezeu a dat și neamurilor pocăința pentru viață!”
2c0b1300b7	De aceea, cei ce se împrăștiaseră din pricina asupririi lui Ștefan au călătorit până în Fenicia, în Cipru și în Antiohia, și nu au vorbit nimănui decât numai iudeilor.
2c0b140097	Dar au fost unii dintre ei, bărbați din Cipru și din Cirene, care, după ce au ajuns în Antiohia, au vorbit elinilor, propovăduind pe Domnul Isus.
2c0b150052	Mâna Domnului a fost cu ei și un mare număr a crezut și s-a întors la Domnul.
2c0b16007f	Vestea despre ei a ajuns la urechile adunării care era la Ierusalim. Ei l-au trimis pe Barnaba să meargă până la Antiohia,
2c0b17009d	care, după ce a ajuns și a văzut harul lui Dumnezeu, s-a bucurat. El i-a îndemnat pe toți, ca, cu hotărâre de inimă, să rămână aproape de Domnul.
2c0b180067	Căci era un om bun, plin de Duhul Sfânt și de credință, și mulți oameni s-au adăugat la Domnul.
2c0b19002f	Barnaba a plecat la Tars, ca să caute pe Saul.
2c0b1a00cc	După ce l-a găsit, l-a adus la Antiohia. Timp de un an întreg au fost adunați împreună cu adunarea și au învățat mult popor. Discipolii au fost numiți pentru prima dată creștini în Antiohia.
2c0b1b0044	În zilele acestea, au coborât prooroci din Ierusalim în Antiohia.
2c0b1c00b8	Unul dintre ei, pe nume Agabus, s-a ridicat în picioare și a arătat prin Duhul Sfânt că va fi o mare foamete în toată lumea, ceea ce s-a întâmplat și în zilele lui Claudius.
2c0b1d0077	Cum vreunul dintre discipoli avea belșug, fiecare a hotărât să trimită ajutoare fraților care locuiau în Iudeea;
2c0b1e005a	ceea ce au și făcut, trimițându-le bătrânilor prin mâna lui Barnaba și a lui Saul.
2c0c01005c	În vremea aceea, regele Irod și-a întins mâinile ca să asuprească pe unii din adunare.
2c0c02002f	Și a ucis cu sabia pe Iacov, fratele lui Ioan.
2c0c030089	Când a văzut că aceasta a fost pe placul iudeilor, s-a apucat să prindă și pe Petru. Acest lucru se întâmpla în zilele azimilor.
2c0c0400c6	După ce l-a arestat, l-a băgat în închisoare și l-a predat la patru escadroane de câte patru soldați fiecare, ca să-l păzească, cu intenția de a-l scoate în fața poporului după Paști.
2c0c05005e	Petru era deci ținut în închisoare, dar adunarea se ruga neîncetat lui Dumnezeu pentru el.
2c0c0600a5	În noaptea în care Irod era pe cale să-l scoată afară, Petru dormea între doi soldați, legat cu două lanțuri. Gărzile din fața ușii păzeau închisoarea.
2c0c0700d9	Și iată că un înger al Domnului stătea lângă el, și o lumină strălucea în chilie. L-a lovit pe Petru peste o parte și l-a trezit, spunându-i: “Ridică-te repede!”. Lanțurile i-au căzut de pe mâini.
2c0c080084	Îngerul i-a spus: “Îmbracă-te și pune-ți sandalele”. Așa a făcut el. El i-a spus: “Pune-ți mantia și urmează-mă”.
2c0c090072	Și el a ieșit și l-a urmat. El nu știa că ceea ce făcea îngerul era real, ci credea că a văzut o viziune.
2c0c0a00d5	După ce au trecut de prima și de a doua gardă, au ajuns la poarta de fier care duce în cetate, care li s-a deschis singură. Au ieșit și au coborât pe o stradă, și imediat îngerul s-a îndepărtat de el.
2c0c0b00b1	După ce și-a revenit, Petru a zis: “Acum știu cu adevărat că Domnul a trimis pe îngerul Său și m-a izbăvit din mâna lui Irod și de tot ce aștepta poporul iudeu.”
2c0c0c0072	Gândindu-se la aceasta, a venit la casa Mariei, mama lui Ioan, zis Marcu, unde erau mulți adunați și se rugau.
2c0c0d0058	Când Petru a bătut la ușa porții, o slujnică pe nume Rodica a venit să răspundă.
2c0c0e008f	Când a recunoscut vocea lui Petru, nu a deschis poarta de bucurie, ci a alergat înăuntru și a anunțat că Petru stătea în fața porții.
2c0c0f0064	Ei i-au zis: “Ești nebună!” Dar ea insista că așa este. Ei au spus: “Este îngerul lui.”
2c0c100061	Dar Petru a continuat să bată la ușă. După ce au deschis, l-au văzut și au rămas uimiți.
2c0c1100c9	Dar el, făcându-le semn cu mâna să tacă, le-a povestit cum l-a scos Domnul din închisoare. Și a zis: “Spuneți aceste lucruri lui Iacov și fraților”. Apoi a plecat și s-a dus în alt loc.
2c0c120064	Și cum s-a făcut ziuă, nu mică era agitația printre ostași despre ce se întâmplase cu Petru.
2c0c13009b	După ce Irod l-a căutat și nu l-a găsit, a cercetat gărzile, apoi a poruncit să fie omorât. S-a coborât din Iudeea în Cezareea și a rămas acolo.
