2800000009	San Mateo
2c110e006b	Empero luego los hermanos enviaron á Pablo que fuese como á la mar; y Silas y Timotéo se quedaron allí.
2c110f00b2	Y los que habian tomado á cargo á Pablo, le llevaron hasta Atenas; y tomando encargo [de él] para Silas y Timotéo, que viniesen á él lo más presto que pudiesen, partieron.
2c11100065	Y esperándolos Pablo en Atenas su espíritu se deshacia en él, viendo la ciudad dada á idolatría.
2c1111006f	Así que disputaba en la sinagoga con los Judíos y religiosos; y en la plaza cada dia con los que le ocurrian.
2c111200e5	Y algunos filósofos de los Epicureos y de los Estóicos disputaban con él; y unos decian: ¿Qué quiere decir este palabrero? Y otros: Parece que es predicador de nuevos dioses; porque les predicaba á Jesus, y la resurreccion.
2c1113006b	Y tomándole, le trajeron al Areópago, diciendo: ¿Podrémos saber qué sea esta nueva doctrina que dices?
2c1114005b	Porque pones en nuestros oidos unas nuevas cosas: queremos pues saber qué quiere ser esto.
2c1115008c	Entónces todos los Atenienses, y los huéspedes extranjeros, en ninguna otra cosa entendian sino, ó en decir, ó en oir alguna cosa nueva.
2c1116006d	Estando pues Pablo en medio del Areópago, dijo: Varones Atenienses, en todo os veo como más supersticiosos.
2c111700c5	Porque pasando y mirando vuestros santuarios, hallé tambien un altar en el cual estaba esta inscripcion: AL DIOS NO CONOCIDO. Aquel pues, que vosotros honrais sin conocerle, á este os anuncio yo.
2c11180094	El Dios que hizo el mundo, y todas las cosas que en él [hay,] ese, como sea Señor del cielo, y de la tierra, no habita en templos hechos de manos,
2c11190073	Ni es honrado con manos de hombres, necesitado de algo: pues él da á todos vida y respiracion, y todas las cosas.
2c111a00cb	Y de una sangre ha hecho [venir] todo el linaje de los hombres, para que habitasen sobre toda la faz de la tierra y [les] ha prefijado el órden de los tiempos, y los términos de la habitacion de ellos;
2c111b0078	Para que buscasen á Dios, si en alguna manera palpando le hallan; aunque cierto no está lejos de cada uno de nosotros:
2c111c0084	Porque en él vivimos, y nos movemos, y somos; como tambien algunos de vuestros poetas dijeron: Porque linaje de este somos tambien.
2c111d00a9	Siendo pues linaje de Dios, no hemos de estimar la Divinidad ser semejante á oro, ó á plata, ó á piedra, ó á escultura de artificio, ó de imaginacion de hombres.
2c111e0089	Empero Dios, habiendo disimulado los tiempos de esta ignorancia, ahora denuncia á todos los hombres en todos lugares que se arrepientan:
2c111f00ac	Por cuanto ha establecido un dia, en el cual ha de juzgar al mundo con justicia por aquel varon al cual determinó, dando fé á todos con haberle levantado de los muertos.
2c11200078	Y así que oyeron la resurreccion de los muertos, unos se burlaban, y otros decian: Te oirémos acerca de esto otra vez.
2c1121002c	Y así Pablo se salió de en medio de ellos.
2c11220095	Mas algunos creyeron juntándose con él; entre los cuales tambien [fué] Dionisio el del Areópago, y una mujer llamada Dámaris, y otros con ellos.
2c12010040	PASADAS estas cosas, Pablo partió de Atenas, y vino á Corinto.
2c120200d5	Y hallando á un Judío llamado Aquila, natural del Ponto, que hacia poco que habia venido de Italia, y á Priscila su mujer, (porque Claudio habla mandado que todos los Judíos saliesen de Roma) se vino á ellos:
2c12030065	Y porque era de su oficio, posó con ellos, y trabajaba: porque el oficio de ellos era hacer tiendas.
2c12040055	Y disputaba en la sinagoga, todos los Sábados, y persuadia á Judíos, y á Griegos.
2c1205008f	Y cuando Silas y Timoteo vinieron de Macedonia, Pablo estaba constreñido del espíritu, testificando á los Judíos que Jesus [era] el Cristo.
2c120600a6	Mas contradiciendo y blasfemando ellos, les dijo, sacudiendo sus vestidos: Vuestra sangre [sea] sobre vuestra cabeza: yo, limpio; desde ahora me iré á los Gentiles.
2c1207007a	Y partiendo de allí, entró en casa de uno llamado Justo, temeroso de Dios, la casa del cual estaba junto á la sinagoga.
2c12080087	Y Crispo, el prepósito de la sinagoga, creyó al Señor con toda su casa: y muchos de los Corintios oyendo, creian, y eran bautizados.
2c12090058	Entónces el Señor dijo de noche en vision á Pablo: No temas, sino habla, y no calles.
2c120a0064	Porque yo estoy contigo, y ninguno te podrá hacer mal; porque yo tengo mucho pueblo en esta ciudad.
2c120b004c	Y se detuvo [allí] un año y seis meses, enseñándoles la palabra de Dios:
2c120c0079	Y siendo Galion procónsul de Achaia, los Judíos se levantaron de comun acuerdo contra Pablo, y le llevaron al tribunal,
2c120d0048	Diciendo: Que este persuade á los hombres honrar á Dios contra la ley.
2c120e00a0	Y comenzando Pablo á abrir la boca, Galion dijo á los Judíos: Si fuera algun agravio, ó algun crimen enorme, oh Judíos, conforme á derecho yo os tolerara;
2c120f0077	Mas si son cuestiones de palabras y de nombres, y de vuestra ley, vedlo vosotros, yo no quiero ser juez de estas cosas.
2c12100019	Y les echó del tribunal.
2c12110091	Entónces todos los Griegos tomando á Sóstenes, prepósito de la sinagoga, le herian delante del tribunal: y á Galion nada se le daba de ello.
2c121200d1	Mas Pablo habiéndose detenido aun [allí] muchos dias, despues se despidió de los hermanos, y navegó á Siria, y con él Priscila y Aquila, habiéndose trasquilado la cabeza en Cenchreas, porque tenia voto.
2c1213005e	Y llegó á Efeso, y los dejó allí: y él entrando en la sinagoga, disputó con los Judíos.
2c12140050	Los cuales le rogaban que se quedase con ellos por más tiempo; mas no accedió,
2c121500b1	Sino que se despidió de ellos, diciendo: Es menester que en todo caso tenga la fiesta que viene en Jerusalem: otra vez volveré á vosotros, queriendo Dios. Y partió de Efeso.
2c12160074	Y habiendo arribado á Cesaréa, subió [á Jerusalem;] y despues de saludar á la iglesia, descendió á Antioquia.
2c12170090	Y habiendo estado [allí] algun tiempo, partió, andando por órden la provincia de Galacia, y la Phrygia, confirmando á todos los discípulos.
2c1218007a	Llegó entónces á Efeso un Judío, llamado Apólos, natural de Alejandría, varon elocuente, poderoso en las escrituras.
2c121900b3	Este era instruido en el camino del Señor, y, ferviente de espíritu, hablaba y enseñaba diligentemente las cosas que son del Señor, enseñado solamente en el bautismo de Juan.
2c121a009d	Y comenzó á hablar confiadamente en la sinagoga; al cual como oyeron Priscila, y Aquila, le tomaron y le declararon más particularmente el camino de Dios.
2c121b00b1	Y queriendo él pasar á Achaia, los hermanos exhortados escribieron á los discípulos que le recibiesen; y venido él, aprovechó mucho por la gracia á los que habian creido.
2c121c0078	Porque con gran vehemencia convencia públicamente á los Judíos, mostrando por las escrituras que Jesus era el Cristo.
2c13010095	Y ACONTECIÓ que entretanto que Apólos estaba en Corinto, Pablo, andadas las regiones superiores, vino á Efeso, donde hallando ciertos discípulos,
2c13020089	Díjoles: ¿Habeis recibido el Espíritu Santo despues que creisteis? Y ellos le dijeron: Antes ni aun hemos oido si hay Espíritu Santo.
2c13030058	Entónces dijo: ¿En qué pues sois bautizados? Y ellos dijeron: En el bautismo de Juan.
2c130400a6	Y dijo Pablo: Juan bautizó con bautismo de arrepentimiento, diciendo al pueblo que creyesen en el que habla de venir despues de él; es á saber, en Jesus el Cristo.
2c1305004a	Oido que hubieron [esto,] fueron bautizados en el nombre del Señor Jesus.
2c13060073	Y como Pablo les puso las manos encima, vino sobre ellos el Espíritu Santo, y hablaban en lenguas, y profetizaban.
2c13070027	Y eran en todos como unos doce hombres.
2c13080080	Y entrando él dentro de la sinagoga, hablaba libremente por espacio de tres meses, disputando y persuadiendo del reino de Dios.
2c130900ce	Mas endureciéndose algunos, y no creyendo, maldiciendo el camino [del Señor] delante de la multitud, apartándose de ellos, separó los discípulos, disputando cada dia en la escuela de un cierto Tiranno.
2c130a0086	Y esto fué por espacio de dos años; de manera que todos los que habitaban en Asia, Judíos, y Griegos, oyeron la palabra del Señor.
2c130b0036	Y hacia Dios singulares maravillas por manos de Pablo:
2c130c00ac	De tal manera que aun se llevaban sobre los enfermos los sudarios y los pañuelos de su cuerpo, y las enfermedades se iban de ellos, y los malos espíritus salian de ellos.
2c130d00ba	Y algunos de los Judíos exorcistas vagabundos tentaron á invocar el nombre del Señor Jesus sobre los que tenian espíritus malos, diciendo: Os conjuro por Jesus, el que Pablo predica.
2c130e005a	Y habia unos siete hijos de un Sceva Judío, príncipe de los sacerdotes, que hacian esto.
2c130f006d	Y respondiendo el espíritu malo, dijo: A Jesus conozco, y sé [quien es] Pablo; mas vosotros, ¿quién sois?
2c131000b1	Y el hombre, en quien estaba el espíritu malo, saltando en ellos, y enseñoreándose de ellos, pudo más que ellos de tal manera que huyeron de aquella casa desnudos y heridos.
2c131100a1	Y esto fué notorio á todos, así Judíos como Griegos, los que habitaban en Efeso; y cayó temor sobre todos ellos, y era ensalzado el nombre del Señor Jesus.
2c13120052	Y muchos de los que habian creido venian confesando, y dando cuenta de sus hechos.
2c131300bb	Asimismo muchos de los que habian practicado vanas artes, trajeron los libros, y los quemaron delante de todos; y echada cuenta del precio de ellos, hallaron [ser] cincuenta mil denarios.
2c1314003e	Así crecia poderosamente la palabra del Señor, y prevalecia.
2c131500c3	Y acabadas estas cosas, propúsose Pablo en espíritu partir á Jerusalem, despues de andada Macedonia y Achaia, diciendo: Despues que hubiere estado allá, me será menester ver tambien á Roma.
2c13160072	Y enviando á Macedonia á dos de los que le ayudaban, Timotéo, y Erasto, él se estuvo por algun tiempo en Asia.
2c13170046	Entónces hubo un alboroto no pequeño acerca del camino [del Señor.]
2c1318007b	Porque un platero, llamado Demetrio, el cual hacia de plata templecillos de Diana, daba á los artífices no poca ganancia;
2c1319007d	A los cuales, reunidos con los oficiales de semejante oficio, dijo: Varones, [ya] sabeis que de este oficio tenemos ganancia:
2c131a00b4	Y veis y oís que este Pablo, no solamente en Efeso, sino muchas gentes de casi toda el Asia ha apartado con persuasion, diciendo, que no son dioses los que se hacen con las manos.
2c131b00e3	Y no solamente hay peligro de que este negocio se nos vuelva en reproche, sino tambien que el templo de la grande diosa Diana sea estimado en nada, y comience á ser destruida su majestad, la cual honra toda el Asia y el mundo.
2c131c005f	Oidas estas cosas, llenáronse de ira, y dieron alarido, diciendo: Grande Diana de los Efesios.
2c131d008e	Y la ciudad se llenó de confusion, y unánimes se arrojaron al teatro, arrebatando á Gayo, y á Aristarco, Macedonios, compañeros de Pablo.
2c131e0041	Y queriendo Pablo salir al pueblo, los discípulos no le dejaron.
2c131f007b	Tambien algunos de los principales de Asia, que eran sus amigos, enviaron á él rogando que no se presentase en el teatro.
2c13200072	Y otros gritaban otra cosa; porque la concurrencia estaba confusa, y los mas no sabian por qué se habian juntado.
2c13210094	Y sacaron de entre la multitud á Alejandro, empujándole los Judíos. Entónces Alejandro, pedido silencio con la mano, queria dar razon al pueblo.
2c1322007d	Mas como conocieron que era Judío, fué hecha una voz de todos que gritaron casi por dos horas: Grande Diana de los Efesios.
2c132300e0	Entónces el escribano, apaciguado que hubo la gente, dijo: Varones Efesios, ¿y quién hay de los hombres que no sepa que la ciudad de los Efesios es honradora de la grande diosa Diana, y de la [imágen] venida de Júpiter?
2c1324006c	Así que, pues esto no puede ser contradicho, conviene que os apacigüeis, y que nada hagais temerariamente:
2c1325005b	Pues habeis traido á estos hombres sin ser sacrílegos, ni blasfemadores de vuestra diosa.
2c13260098	Que si Demetrio y los oficiales que están con él, tienen negocio con alguno, audiencias se hacen, y procónsules hay; acúsense los unos á los otros.
2c13270049	Y si demandais alguna otra cosa, en legítima asambléa se puede decidir:
2c13280089	Porque peligro hay de que seamos argüidos de sedicion por hoy; no habiendo ninguna causa por la cual podamos dar razon de este concurso.
2c13290031	Y habiendo dicho esto, despidió la concurrencia.
2c14010090	Y DESPUES que cesó el alboroto llamando Pablo los discípulos, habiéndoles exhortado y abrazado, se despidió, y partió para ir á Macedonia.
2c1402005c	Y andado que hubo aquellas partes y exhortádoles con abundancia de palabra, vino á Grecia:
2c140300a9	[Donde] despues de haber estado tres meses, y habiendo de navegar á Siria, le fueron puestas asechanzas por los Judíos; y así tomó consejo de volverse por Macedonia.
2c14040094	Y le acompañaron hasta Asia Sopater, Bereense; y Tesalonicenses, Aristarco, y Segundo; y Gayo de Derbe, y Timotéo; y Asianos, Tichico, y Trófimo.
2c1405002c	Estos yendo delante, nos esperaron en Troas.
2c14060094	Y nosotros, pasados los dias de los panes sin levadura, navegamos de Filipos, y vinimos á ellos á Troas en cinco dias, donde estuvimos siete dias.
2c140700af	Y el [dia] primero de la semana, juntos los discípulos á partir el pan, Pablo les enseñaba, habiendo de partir al dia siguiente; y alargó el discurso hasta la media noche.
2c14080042	Y habia muchas lámparas en el aposento alto donde estaban juntos.
2c140900cc	Y un mancebo llamado Euticho, que estaba sentado en una ventana, tomado de un sueño profundo, como Pablo disputaba largamente, postrado del sueño, cayó desde el tercer piso abajo, y fué alzado muerto.
2c140a0075	Entónces descendió Pablo, y derribóse sobre él, y abrazándole, dijo: No os alboroteis, que su alma está en él.
2c140b0062	Despues subiendo, y partiendo el pan, y gustando, habló largamente hasta el alba, y así partió.
2c140c0035	Y llevaron al mozo vivo, y fueron consolados no poco.
2c140d0084	Y nosotros, subiendo en el navío navegamos á Ason, para recibir de allí á Pablo; porque así habia determinado venir por tierra.
2c140e0046	Y como se juntó con nosotros en Ason, tomándole vinimos á Mitilene.
2c140f00b2	Y navegando de allí, al [dia] siguiente llegamos delante de Chio, y al otro [dia] tomamos puerto en Samo: y habiendo reposado en Trogilio, al [dia] siguiente llegamos á Mileto.
2c141000ab	Porque Pablo se habia propuesto pasar adelante de Efeso, por no detenerse en Asia: porque se apresuraba por hacer el dia de Pentecostes, si le fuese posible, en Jerusalem.
2c1411004c	Y enviando desde Mileto á Efeso, hizo llamar á los ancianos de la iglesia.
2c1412008d	Y cuando vinieron á él, les dijo: Vosotros sabeis cómo, desde el primer dia que entré en Asia, he estado con vosotros por todo el tiempo,
2c1413007b	Sirviendo al Señor con toda humildad, y con lágrimas, y tentaciones, que me han venido por las asechanzas de los Judíos:
2c14140066	Como nada que [os] fuese útil, he rehuido de anunciaros, y enseñaros públicamente, y por las casas,
2c14150074	Testificando á los Judíos y á los Gentiles arrepentimiento para con Dios, y la fé en nuestro Señor Jesu-Cristo.
2c14160069	Y ahora hé aquí, ligado yo en mi espíritu, voy á Jerusalem sin saber lo que allá me ha de acontecer:
2c14170077	Mas que el Espíritu Santo por todas las ciudades me da testimonio, diciendo, que prisiones y tribulaciones me esperan.
2c141800d8	Mas de ninguna cosa hago caso, ni estimo mi vida preciosa para mí mismo; solamente que acabe mi carrera con gozo, y el ministerio que recibí del Señor Jesus, para dar testimonio del Evangelio de la gracia de Dios.
2c1419007f	Y ahora hé aquí yo sé, que ninguno de todos vosotros, por quien he pasado predicando el reino de Dios, verá más mi rostro.
2c141a0050	Por tanto yo os protesto el dia de hoy, que yo soy limpio de la sangre de todos:
2c141b0038	Porque no he rehuido anunciaros todo el consejo de Dios.
2c141c00aa	Por tanto mirad por vosotros, y por todo el rebaño en que el Espíritu Santo os ha puesto por obispos, para apacentar la iglesia del Señor, la cual ganó por su sangre.
2c141d0074	Porque yo sé, que despues de mi partida entrarán en [medio de] vosotros graves lobos que no perdonarán al ganado.
2c141e006a	Y de vosotros mismos se levantarán hombres, que hablen cosas perversas, para llevar discípulos tras sí.
2c141f0079	Por tanto velad, acordándoos que por tres años, de noche y de dia, no he cesado de amonestar con lágrimas á cada uno.
2c1420009b	Y ahora, hermanos, os encomiendo á Dios, y á la palabra de su gracia; el cual es poderoso para sobreedificar, y daros heredad con todos los santificados.
2c1421003a	La plata, ó el oro, ó el vestido, de nadie he codiciado.
2c14220074	Antes vosotros sabeis que para lo que me ha sido necesario, y á los que están conmigo, estas manos me han servido.
2c142300c6	[En] todo os he enseñado, que trabajando así, es necesario sobrellevar á los enfermos, y tener presente las palabras del Señor Jesus, el cual dijo: Bienaventurada cosa es dar ántes que recibir.
2c1424004b	Y como hubo dicho estas cosas, se puso de rodillas, y oró con todos ellos.
2c1425005c	Entónces hubo un gran lloro de todos; y derribándose sobre el cuello de Pablo, le besaban,
2c14260075	Doliéndose en gran manera por la palabra que dijo, que no habian de ver más su rostro. Y le acompañaron al navío.
2c1501007d	Y HABIENDO partido de ellos, navegamos y vinimos camino derecho á Coos, y el dia siguiente á Rhodas, y de allí á Pátara.
2c15020045	Y hallando un barco que pasaba á Fenice, nos embarcamos, y partimos.
2c15030092	Y como avistamos á Cipro, dejándola á mano izquierda, navegamos á Siria, y vinimos á Tiro; porque el barco habia de descargar allí su carga.
2c15040081	Y nos quedamos allí siete dias, hallados los discípulos, los cuales decian á Pablo por Espíritu, que no subiese á Jerusalem.
2c1505009f	Y cumplidos aquellos dias nos partimos, acompañándonos todos con [sus] mujeres é hijos hasta fuera de la ciudad: y puestos de rodillas en la ribera, oramos.
2c1506005b	Y abrazándonos los unos á los otros, subimos al barco, y ellos se volvieron á sus casas.
2c15070085	Y nosotros, cumplida la navegacion, vinimos de Tiro á Tolemaida; y habiendo saludado á los hermanos, nos quedamos con ellos un dia.
2c150800ad	Y otro dia, partidos, (Pablo y los que con él estábamos) vinimos á Cesaréa; y entrando en casa de Felipe el evangelista, el cual era [uno] de los siete, posamos con él.
2c15090036	Y este tenia cuatro hijas doncellas, que profetizaban.
2c150a005a	Y parando nosotros [allí] por muchos dias, descendió de Judéa un profeta llamado Agabo;
2c150b00e6	Y venido á nosotros, tomó el cinto de Pablo, y atándose los piés y las manos, dijo: Esto dice el Espíritu Santo: Así atarán los Judíos en Jerusalem al varon, cuyo es este cinto, y [le] entregarán en manos de los Gentiles.
2c150c005b	Lo cual como oimos, le rogamos nosotros, y los de aquel lugar, que no subiese á Jerusalem.
2c150d00b9	Entónces Pablo respondió: ¿Qué haceis llorando y afligiéndome el corazon? porque yo no solo estoy presto á ser atado, mas aun á morir en Jerusalem por el nombre del Señor Jesus.
2c150e0055	Y como no le pudimos persuadir, desistimos, diciendo: Hágase la voluntad del Señor.
2c150f003b	Y despues de estos dias, apercibidos, subimos á Jerusalem.
2c15100099	Y vinieron tambien con nosotros de Cesaréa algunos de los discípulos, trayendo consigo á un Mnason Ciprio, discípulo antiguo, con el cual posásemos.
2c1511004e	Y cuando llegamos á Jerusalem, los hermanos nos recibieron de buena voluntad.
2c15120059	Y al dia siguiente Pablo entró con nosotros á Jacobo, y todos los ancianos se juntaron.
2c15130075	A los cuales, como los hubo saludado, contó por menudo lo que Dios habia hecho entre los Gentiles por su ministerio.
2c151400a0	Y ellos como [lo] oyeron, glorificaron á Dios; y le dijeron: Ya ves, hermano, cuántos millares de Judíos hay que han creido; y todos son celadores de la ley.
2c151500ce	Mas fueron informados acerca de tí, que enseñas á apartarse de Moisés á todos los Judíos que están entre los Gentiles, diciéndo[les] que no han de circuncidar los hijos, ni andar segun la costumbre.
2c15160051	¿Qué hay pues? La multitud se reunirá de cierto; porque oirán que has venido.
2c1517005c	Haz, pues, esto que te decimos: Hay entre nosotros cuatro hombres que tienen voto sobre sí:
2c151800dc	Tomando á estos contigo, purifícate con ellos, y gasta con ellos para que rasuren [sus] cabezas, y todos entiendan que no hay nada de lo que fueron informados acerca de tí; sino que tú tambien andas guardando la ley.
2c151900ed	Empero cuanto á los que de los Gentiles han creido, nosotros hemos escrito haberse acordado que no guarden nada de esto; solamente que se abstengan de lo que fuere sacrificado á los ídolos, y de sangre, y de ahogado, y de fornicacion.
2c151a00f9	Entónces Pablo tomó consigo aquellos hombres, y al siguiente dia, habiéndose purificado con ellos, entró en el templo, para anunciar [se proponian] el cumplimiento de los dias de la purificacion, hasta ser ofrecida ofrenda por cada uno de ellos.
2c151b0090	Y cuando estaban para acabarse los siete dias, unos Judíos de Asia, como le vieron en el templo, alborotaron todo el pueblo, y le echaron mano,
2c151c00df	Dando voces: Varones Israelitas ayudad: este es el hombre que por todas partes enseña á todos contra el pueblo, y la ley, y este lugar; y además de esto ha metido Gentiles en el templo, y ha contaminado este lugar santo.
2c151d007c	(Porque ántes habian visto con él en la ciudad á Trófimo, Efesio, al cual pensaban que Pablo habia metido en el templo.)
2c151e0099	Así que, toda la ciudad se alborotó y agolpóse el pueblo; y tomando á Pablo, hiciéronle salir fuera del templo, y luego las puertas fueron cerradas.
2c151f007a	Y procurando ellos matarle, fué dado aviso al tribuno de la compañía que toda la ciudad de Jerusalem estaba alborotada;
2c1520008c	El cual tomando luego soldados y centuriones, corrió á ellos. Y ellos como vieron al tribuno y á los soldados, cesaron de herir á Pablo.
2c1521007b	Entónces llegando el tribuno, le prendió, y [le] mandó atar con dos cadenas: y preguntó quién era, y qué habia hecho.
2c15220099	Y entre la multitud unos gritaban una cosa, y otros otra: y como no podia entender nada de cierto á causa del alboroto, le mando llevar á la fortaleza.
2c1523007a	Y como llegó á las gradas, aconteció que fué llevado [á cuestas] de los soldados á causa de la violencia del pueblo.
2c1524003a	Porque multitud de pueblo venia detrás gritando: Mátale.
2c15250081	Y como comenzaron á meter á Pablo en la fortaleza, dice al tribuno: Me será lícito hablarte algo? Y él dijo: ¿Griego sabes?
2c15260084	¿^No eres tú aquel Egipcio que levantaste una sedicion ántes de estos dias, y sacaste al desierto cuatro mil hombres salteadores?
2c1527009b	Entónces dijo Pablo: Yo de cierto soy hombre Judío, ciudadano de Tarso, ciudad no oscura de Cilicia: empero ruégote que me permitas que hable al pueblo.
2c152800a0	Y como él se lo permitió, Pablo estando en pié en las gradas, hizo señal con la mano al pueblo; y hecho grande silencio, habló en lengua Hebréa, diciendo:
2c1601003a	VARONES hermanos, y padres, oid la razon que ahora os doy.
2c16020052	(Y como oyeron que les hablaba en lengua Hebréa, guardaron mas silencio.) Y dijo:
2c160300d0	Yo de cierto soy Judío, nacido en Tarso de Cilicia, mas criado en esta ciudad á los piés de Gamaliel, enseñado conforme [á] la verdad de la ley de la patria, zeloso de Dios, como todos vosotros sois hoy.
2c16040067	Que he perseguido este camino hasta la muerte, prendiendo, y entregando en cárceles hombres y mujeres:
2c160500f2	Como tambien el príncipe de los sacerdotes me es testigo, y todos los ancianos; de los cuales tambien tomando letras á los hermanos, iba á Damasco, para traer presos á Jerusalem aun á los que estuviesen allí, para que fuesen castigados.
2c16060076	Mas aconteció que yendo yo, y llegando cerca de Damasco, como á medio dia, de repente me rodeó mucha luz del cielo;
2c16070056	Y caí en el suelo, y oí una voz que me decia: Saulo, Saulo, ¿por qué me persigues?
2c1608006a	Yo entónces respondí: ¿Quién eres, Señor? Y me dijo: Yo soy Jesus de Nazaret, á quien tú persigues.
2c16090074	Y los que estaban conmigo vieron á la verdad la luz, y se espantaron: mas no oyeron la voz del que hablaba conmigo.
2c160a008b	Y dije: ¿Qué haré, Señor? Y el Señor me dijo: Levántate, y ve á Damasco, y allí te será dicho todo lo que te esta señalado hacer.
2c160b0077	Y como yo no viese por causa de la claridad de la luz, llevado de la mano por los que estaban conmigo, vine á Damasco.
2c160c0077	Entónces un Ananías varon pio conforme á la ley, que tenia buen testimonio de todos los Judíos que [allí] moraban,
2c160d0068	Viniendo á mí, y acercándose, me dijo: Hermano Saulo, recibe la vista. Y yo en aquella hora le miré.
2c160e0090	Y él dijo: El Dios de nuestros padres te ha predestinado, para que conocieses su voluntad, y vieses á aquel Justo, y oyeses la voz de su boca.
2c160f004f	Porque has de ser testigo suyo á todos los hombres de lo que has visto y oido.
2c16100066	Ahora pues, ¿por qué te detienes? Levántate, y bautízate, y lava tus pecados, invocando su nombre.
2c1611005c	Y me aconteció, vuelto á Jerusalem, que orando en el templo, fuí arrebatado fuera de mí,
2c16120074	Y le ví que me decia: Date priesa, y sal prestamente fuera de Jerusalem; porque no recibirán tu testimonio de mí.
2c1613006f	Y yo dije: Señor, ellos saben que yo encerraba en cárcel, y heria por las sinagogas á los que creian en tí.
2c16140098	Y cuando se derramaba la sangre de Esteban tu testigo, yo tambien estaba presente, y consentia á su muerte, y guardaba las ropas de los que le mataban.
2c16150044	Y me dijo: Vé, porque yo te tengo que enviar lejos á los Gentiles.
2c16160085	Y le oyeron hasta esta palabra: entónces alzaron la voz, diciendo: Quita de la tierra á un tal hombre, porque no conviene que viva.
2c16170046	Y dando ellos voces, y arrojando [sus] ropas, y echando polvo al aire,
2c16180090	Mandó el tribuno que le llevasen á la fortaleza, y ordenó que fuese examinado con azotes, para saber por qué causa clamaban así contra él.
2c1619008a	Y como le ataron con corréas, Pablo dijo al centurion que estaba presente: ¿Os es lícito azotar á un hombre Romano, sin ser condenado?
2c161a007b	Y como el centurion oyó [esto,] fué y dió aviso al tribuno, diciendo: ¿Qué has de hacer? porque este hombre es Romano.
2c161b0049	Y viniendo el tribuno, le dijo: Díme, ¿eres tu Romano? Y él dijo: Sí.
2c161c0070	Y respondió el tribuno: Yo con grande suma alcancé esta ciudadania. Entónces Pablo dijo: Y aun yo soy nacido.
2c161d0096	Así que, luego se apartaron de él los que le habian de atormentar: y aun el tribuno tambien tuvo temor, entendido que era Romano, por haberlo atado.
2c161e00f4	Y al dia siguiente, queriendo saber de cierto la causa por que era acusado de los Judíos, le soltó de las prisiones, y mandó venir á los príncipes de los sacerdotes, Y á todo su concilio; y sacando á Pablo, le presentó delante de ellos.
2c1701009a	ENTÓNCES Pablo, poniendo los ojos en el concilio, dice: Varones hermanos, yo con toda buena conciencia he conversado delante de Dios hasta el dia de hoy.
2c17020078	El príncipe de los sacerdotes, Ananías, mandó entónces á los que estaban delante de él que le hiriesen en la boca.
2c17030095	Entónces Pablo le dijo: Herirte ha Dios, pared blanqueada: ¿y estás tú sentado para juzgarme conforme á la ley, y contra la ley me mandas herir?
2c1704004a	Y los que estaban presentes dijeron: ¿Al sumo sacerdote de Dios maldices?
2c17050079	Y Pablo dijo: No sabia, hermanos, que era el sumo sacerdote; que escrito está: Al príncipe de tu pueblo no maldecirás.
2c170600e4	Entónces Pablo, sabiendo que la una parte era de Saducéos, y la otra de Fariséos, clamó en el concilio: Varones hermanos, yo Fariséo soy, hijo de Fariséo: de la esperanza y de la resurreccion de los muertos soy yo juzgado.
2c1707006e	Y como hubo dicho esto, fué hecha disension entre los Fariséos y los Saducéos; y la multitud fué dividida.
2c17080077	(Porque los Saducéos dicen que no hay resurreccion, ni ángel, ni espíritu; mas los Fariséos confiesan ambas cosas.)
2c170900d2	Y levantóse un gran clamor: y levantándose los escribas de la parte de los Fariséos, contendian diciendo: Ningun mal hallamos en este hombre; que si espíritu le ha hablado, ó ángel, no resistamos á Dios.
2c170a00c9	Y habiendo grande disension, el tribuno teniendo temor que Pablo no fuese despedazado de ellos, mandó venir [la compañía de] soldados, y arrebatarle de en medio de ellos, y llevarle á la fortaleza.
2c170b00a5	Y la noche siguiente, presentándosele el Señor, le dijo: Confia, Pablo; que como has testificado de mí en Jerusalem, así es menester testifiques tambien en Roma.
2c170c009e	Y venido el dia, algunos de los Judíos se juntaron, y prometieron bajo de maldicion, diciendo que ni comerian ni beberian hasta que hubiesen muerto á Pablo.
2c170d003e	Y eran más de cuarenta los que habian hecho esta conjuracion;
2c170e00c1	Los cuales se fueron á los príncipes de los sacerdotes y los ancianos, y dijeron: Nosotros hemos hecho voto debajo de maldicion, que no hemos de gustar nada hasta que hayamos muerto á Pablo.
2c170f00d9	Ahora pues vosotros con el concilio requerid al tribuno que le saque mañana á vosotros, como que quereis entender de él alguna cosa mas cierta, y nosotros, ántes que él llegue, estarémos aparejados para matarle.
2c17100076	Entónces un hijo de la hermana de Pablo, oyendo las asechanzas, fué y entró en la fortaleza, y dió aviso á Pablo.
2c17110078	Y Pablo llamando á uno de los centuriones, dice: Lleva á este mancebo al tribuno; porque tiene cierto aviso que darle.
2c17120099	El entónces tomándole, le llevó al tribuno, y dijo: El preso Pablo llamándome, me rogó que trajese á tí este mancebo, que tiene algo que hablarte.
2c1713006f	Y el tribuno tomándole de la mano, y retirándose aparte, [le] preguntó: ¿Qué es lo que tienes que decirme?
2c17140090	Y él dijo: Los Judíos han concertado rogarte que mañana saques á Pablo al concilio, como que han de inquirir de él alguna cosa más cierta.
