2800000006	Mateyo
2b0b370094	Kusekelela kwa Pasika kwalaseng'ena pepi. Neco bantu bangi beshikufuma kuminshi balaya ku Yelusalemu kucika cakuliswepesha, Pasika nkayitana iyamba.
2b0b380089	Balikumulangaula Yesu, lino mpobalabungana mu Nga'nda ya Lesa balepushaneti “Sena amwe mulayeyengaconi? Sena lesanga ku Pasika kuno?”
2b0b390071	Nomba bamakulene beshimilumbo neBafalisi balambeti uliyense lenshibi kuli Yesu, atwinshibishe kwambeti bamwikate.
2b0c010082	Mpokwalashala masuba asanu nebumo kwambeti Pasika ishike, Yesu walaya ku Betaniya, uko kwalikuba Lazalo usa ngwalapundusha kubafu.
2b0c02007c	Balamubambila cakulya cakulemeka Yesu, ico Malita ncalabanyamfwilisha kutebeta. Lazalo walikubapo mpobalikulya pamo ne Yesu.
2b0c0300c6	Lino Maliya walamanta libotolo lyamafuta anunkila nado, adula cikamba nekutatika kunanika myendo ya Yesu, kapukutisha nemishishi yakendi. Lino bantu balikuba mung'anda balanyumfwa bwema bwamafutayo.
2b0c04006d	Nomba Yuda Isikalioti, umo wa beshikwiya baYesu, uyo panyuma pakendi walamuyaba kubalwani bakendi, walambeti,
2b0c05006a	“Nomba nicani mafuta awa uliya kwaulisha mali a muwayawaya akwana 300 kwambeti apewe kubantu bapenga?”
2b0c06007e	Uku nkakwalikuba kwambeti usuni bapenga sobwe, nsombi pacebo cakwambeti walikuba kabwalala. Nendi ewalikusunga mali nekwibamo.
2b0c07005a	Yesu walambeti, “mulekeni abike mafuta awa kushikila busuba bwa kubikwa mumanda kwakame.
2b0c08006b	Pakwinga bantu bapenga nimubenga nabo cindi conse, nomba ame nteshi mubenganga pamo nenjame cindi conse.”
2b0c090098	Bantu bangi mpobalanyumfweti Yesu uli kuBetaniya, nabo balayako. Baliya kuya pacebo caYesu enka sobwe, nsombi balayakubona Lazaro ngwalapundusha kubafu.
2b0c0a004b	Weco bamakulene beshimilumbo balapangana shakwambeti Lazaro neye bamushine,
2b0c0b0044	Pakwinga pacebo ca Lazaro bantu bangi bali kubashiya nekushoma Yesu.
2b0c0c0063	Busuba bwalakonkapo bantu bangi balesa akusekelela Pasika, balanyumfweti Yesu lesanga kuYelusalemu.
2b0c0d00a1	Neco balamanta misampi yamalala nekuya akukumana nendi. Kabolobesheti, “Bulemu kuli Lesa! Walelekwa uyo lesanga mulina lya Mwami! Alelekwe Mwami wa Islaeli!”
2b0c0e004d	Yesu walatanta mwana wa mbongolo ngobalamuletela, mbuli Mabala ncalambangeti,
2b0c0f005c	Kotatina, obe munshi wa Siyoni. “Bona, Mwami wakobe lesanga, watanta mwana wa mbongolo.”
2b0c1000bd	Pacindico beshikwiya bakendi baliya kunyumfwishisha. Nsombi Yesu mpwalapunduka nebulemu, empobalanuka kwambeti ibi byalembwa muMabala byalikwamba endiye, nekwambeti balamwinshila bintu ibi.
2b0c110075	Bantu balikuba neYesu mpwalakuwa Lazaro mumanda nekumupundusha kubafu nabo balapitilisha kwamba pabintu mbyobalabona.
2b0c120061	Ecebo cakendi bantu ncebalayilakukumana nendi, pakwinga balanyumfwa ceshikukankamanisha ncalensa.
2b0c130084	Popelapo Bafalisi balatatika kwambilaneti, “Bonani afwe paliya ncetulenshinga, pakwinga bantu bonse balafwambilinga kulyendiye.”
2b0c140062	Nomba kwalikuba Bagiliki nabambi pakati pabantu balaya kuYelusalemu akupaila pacindi cakusekelela.
2b0c15006f	Ba Giliki balayakubona Filipo, waku Betisaida muGalileya. Balamusengeti, “nkambo tulayandanga kubona Yesu.”
2b0c16003d	Filipo walambila Ndileya, bonse babili balaya akwambila Yesu.
2b0c170053	Yesu walambeti, “Cilashiki cindi cakwambeti Mwana Muntu atambule bulemu bwakendi.
2b0c18008c	Kwamba cakubinga, imbuto ya witi yabula kubyalwa mubulongo nekufwa ikute kaili imo imo. Nomba yafukilwa, ikute kukula nekusema bisepo bingi.
2b0c190072	Muntu usuni buyumi bwakendi, nakabutaye, nsombi uyo utabusuni buyumi bwakendi mucishi cino nakapewe buyumi butapu.
2b0c1a009c	Muntu layandanga kunsebensela, ankonkele, kwambeti musebenshi wakame akabe nenjame kulikonse nkotinkabenga. Muntu asebensela ame, Bata nibakamupe bulemu.”
2b0c1b00a3	“Lino ndapengenga mumoyo. Nomba ng'ambe cani? Sena ng'ambeti, ‘Bata kamumpulusha pacindici ku mapensho alesanga pantangu? Nomba sobwe, pakwinga encondaleshila.
2b0c1c0080	Bata kamulemekani Lina lyenu.” Popelapo kwalanyumfwika Maswi kwilu akwambeti, “ndalilemeke, kayi nimpitilishe kulilemeka.”
2b0c1d0096	Lino likoto linene lyabantu mpolyalanyumfwa maswi awo, balambeti, “Nimukunkumo wa mfula.” Nomba nabambi balambeti, “Nimungelo wambanga nendi.”
2b0c1e005a	Yesu walabambileti, “Maswi aliyakunyumfwika pacebo ca Njame sobwe, nsombi nakumunyamfwa.
2b0c1f006e	Lino ecindi cakwambeti cishi capanshi comboloshewe. Lino Satana, mwami wa cishi capanshi, Lesa namuwale kunsa.
2b0c200042	Nomba ndakanyamunwa pelu, ninkabunganye bantu bonse kuli njame.”
2b0c21004b	Yesu walamba maswi awa kwambeti abaleshe mushobo walufu ndoshi akafwe nalo.
2b0c2200b9	Bantu basa balamwambileti, “Milawo yetu ikute kwambeti Mupulushi Walaiwa nakabengapongowa. Nomba amwe mulambilingeti Mwana Muntu welela kunyamunwa pelu Mwana Muntu wopeloyo niyani?”
2b0c2300c1	Lino Yesu walambeti, “Mumuni ucili pakati penu kwacindi cing'ana. Kamwendani, mu mumuni nkauciliko, mushinshe nkautamukoma. Pakwinga uliyense lendenga mumushinshe nkakute kwinshiba nkwalenga.
2b0c240093	Kamushomani mumuni kaucili nenjamwe kwambeti mube bantu bamunikilwa.” Yesu mpwalapwisha kwamba makani awa walafumapo nekuya kumusena nkobatenshi.
2b0c25004c	Nambi Yesu walensa byeshikukankamanisha bingi, nsombi nabo baliya kumushoma.
2b0c26007e	Ici calenshika mbuli ncalamba mushinshimi Yesaya, “Mwami, niyani lashomo kukambauka kwetu? Niyani labono ngofu sha Mwami?”
2b0c270038	Neco nkamwalashoma pakwinga mbuli Yesaya kayi walambeti,
2b0c2800b0	“Lesa walabapofola menso, nekuyumisha mitwi yabo, cakwambeti menso abo nkacikonsho kubona, nambi kwishiba nemyoyo yabo. Nambi kusandukila kuli njame kwambeti ndibasengule.”
2b0c29005f	Yesaya mpwalikwamba maswi awa, walikwamba sha Yesu, pacebo cakwambeti walabona bulemu bwakendi.
2b0c2a009e	Nomba nikukabeco batangunishi babo bangi balashoma Yesu. Nsombi pacebo ca kutina Bafalisi kwambeti ngababatandanya mu libungano, nkabalikwambila bantu patuba.
2b0c2b0034	Balikusuna kulumbwa kubantu kupita kulumbwa ne Lesa.
2b0c2c0078	Neco Yesu walamba mwakolobesheti, “Muntu lanshomonga, nkalashomonga ame ndenka sobwe, nsombi lashomonga uyo walantuma.
2b0c2d0032	Kayi muntu labononga ame, labononga uyo walantuma.
2b0c2e0063	Ame njame mumuni, kayi ndalesa panshi pano, kwambeti uliyense lanshomo akabule kwikala mumushinshe.
2b0c2f0085	Muntu anyumfwa maswi akame nomba ubula kwanyumfwa, nteshinkamomboloshe pakwinga ndiya kwisa kombolosha cishi, nsombi kwisa kupulusha.
2b0c300092	Muntu lankananga, kayi labulunga kutambula maswi akame, mpwali weshakamomboloshe. Maswi ngondamba eshakamupeshe mulandu pa busuba bwakupwililisha!
2b0c310082	Ici nicakubinga pakwinga nkankute kwambowa bintu mukuyeya kwakame, nsombi Bata balantuma ebalang'ambila byakwamba, ne mwakwambila.
2b0c320078	Kayi ndicinsheti milawo njalampa ikute kupa buyumi butapu. Weco mbyonkute kwamba, nkute kwamba Bata ncobalang'ambila.”
2b0d0100ce	Kusekelela kwa Pasika mpokwalikuba pepi, Yesu walenshibeti cindi cakwambeti afume pacishi capanshi kuya kuBaishi cilashiki. Nendi walikubasuna bantu bakendi pacishi capanshi, walabasunishisha cakupwililila.
2b0d0200c0	Pacindi Yesu ne beshikwiya bakendi mpobalikulya cakulya camansailo, Satana walikuba labiki kendi mumoyo wa Yudasi, mwana wa Simoni Isikariote, miyeyo yakwambeti amuyabe Yesu kubalwani bakendi.
2b0d03007c	Yesu walikwinshiba kwambeti Baishi balamupa ngofu pabintu byonse. Kayi kwambeti walafumina kuli Lesa, kayi lakenga kuBaishi.
2b0d04007c	Neco pacindi ncobalikulya walemana nekufulula mwinjila wakendi wakunsa nekumanta cikwisa cakupukutisha nekucisunga mubukome.
2b0d050087	Mpwalenseco waletila menshi mumbale, nekutatika kusambisha myendo yabeshikwiya bakendi, nkabapukuta necikwisa cisa ncalasunga mubukome.
2b0d06005b	Mpwalashika pali Simoni Petulo, nendi walambeti, “Mwami, sena ngamunsambisha kumyendo?”
2b0d070050	Yesu walamukumbuleti, “Ncondenshinga nkocinshi, nsombi nukenshibe kuntangu.”
2b0d080090	Petulo walambeti, “Nteshi munsambishe kumyendo sobwe.” Yesu walamukumbuleti, “Na mbule kukusambisha, ekwambeti ntobe weshikwiya wakame.”
2b0d090064	Simoni Petulo walambeti, “Mwami, nanico kamutasambishowa myendo nsombi kumakasa kayi nekumutwi.”
2b0d0a0090	Yesu walamwambileti, “Muntu lasamba mubili wonse ukute kuswepa cilayandikinga nikusambowa kumyendo konka. Mwense mulaswepe kufunyakowa umo.”
2b0d0b0075	Yesu walambeco pakwinga walikwinshiba kendi uyo weshakamuyabe, encalambileti, “Mwense mulaswepe kufunyakowa umo.”
2b0d0c00a2	Yesu mpwalapwisha kubasambisha kumyendo, walafwala cakufwala cakendi capelu nekubwelela mpwalikuba ekala. Lino walabepusheti, “Sena muleshibi ncondenshili cisa?
2b0d0d0058	Amwe mukute kunkuweti, ‘Mwiyi’ Nambi ‘Mwami.’ Ee mwela kwambeco, pakwinga njame.
2b0d0e0078	Nomba ame ndeMwami kayi Shikwiyisha wenu, ndamusambishi kumyendo yenu, ekwambeti nenjamwe mwelela kusambishana kumyendo.
2b0d0f0058	Lino ndamupa cilesho, kwambeti nenjamwe mwelela kwinshila nabambi mbuli ncondamwinshili.
2b0d10006a	Ndamwambilinga cakubingeti, kuliya musebenshi wapita mwami wakendi, kayi kuliya mutumwa wapita walamutuma.
2b0d110040	Lino mpomulenshibi bintu ibi, Lesa nakamuleleke na mukacinsenga.
2b0d1200b2	“Maswi awa nkandambilinga mwense sobwe, pakwinga ndibenshi abo mbondalasala. Ibi bilenshiki mbuli Mabala a Lesa ncalambangeti, ‘Uyo walikulyela mumbale yakame walambukila.’
2b0d130054	Ndamwambililinga limo ibi nkabitana binshika, kwambeti mukashometi, cakubinga njame.
2b0d14007e	Nomba ndambilishingeti uliyense latambulunga mbondatumunga, latambulunga njame. Kayi lantambulunga, latambulumga walantuma.”
2b0d150086	Yesu mpwalambeco, walatatika kupenshewa mumoyo nekubambileti, “Ndamwambilinga cakubinga umo pakati penu nanjabe kubalwani bakame.”
2b0d160044	Beshikwiya bakendi balatatika kulangana, kutenshibeti lambanga bani.
2b0d170030	Yesu walikuba wekala pepi shikwiya ngwalikusuna.
2b0d180067	Lino Simoni Petulo walamukuwa nemakasa shikwiya uyo nekumwambileti, “Bepushe nomba balambanga ani?”
2b0d190065	Popelapo shikwiya walikuba pepi walamuyamina Yesu, nekumwipusheti, “Mwami, nomba mulambanga ani?”
2b0d1a0090	Yesu walakumbuleti, “Uyo ngoshimpe shinkwa ngweshinsunse mumbale.” Lino mpwalapwa kusunsa walapa Yuda Isikaliote mwanendi Simoni Isikaliote.
2b0d1b008b	Yuda mpwalatambulowa shinkwa Satana walamwingila, popelapo Yesu walamwambileti, “Koya winse bintu mbyolayandanga kwinsa mwakufwambana.”
2b0d1c005d	Necikabeco, paliya naba umo pakati abo mbwalikulya nabo walenshiba ncalamwambilila mushoboyo.
2b0d1d00a5	Nomba pacebo cakwambeti Yuda ewalikusunga mali, beshikwiya balayeyeti lamutumunga kuya kula byakulya byalikuyandika pabusuba bwa Pasika, nambi byakupa bantu bapenga.
2b0d1e0051	Yudasi mpwalatambula shinkwa usa, walapula pansa, kayi kwalikuba kulashipi kendi.
2b0d1f0069	Yudasi mpwalapula, Yesu walambeti, “Lino Mwana Muntu napewe bulemu, Kayi mulyendiye Lesa nalemekeshewe.
2b0d20007a	Lino na Lesa lalemekwa kupitila muMwanendi, ekwambeti, nendi Lesa nakamulemeke Mwanendi, kayi ecilenshikinga pacino cindi.
2b0d2100a1	Mobana bame, ndinenu kwakacindi kang'ana, nimukanangaule, nsombi ndamwambilinga ncondalambila bamakulene ba Bayuda, ‘Nkondenga ame, amwe nkamwela kushikako.’
2b0d220068	Lino ndamupanga mulawo walino lino, wakwambeti musunanenga, mbuli mondamusunina, nenjamwe kamusunananga.
2b0d23004f	Pakwinga namusunanenga, bantu bonse nibakenshibeti njamwe beshikwiya bakame.”
2b0d24009d	Simoni Petulo walamwipusha Yesu, “Mwami, mulenga kupeyo?” Yesu walambeti, “Nkandela kuya pamo nenjobe sobwe, nsombi nukankonkele mumasuba akuntangu.”
2b0d250081	Petulo walamwipusheti, “Mwami, ingacelakunkanisha kumukonka lino nicani? Ame ndalibambila kuyaba buyumi bwakame pacebo cenu.”
2b0d2600a2	Lino Yesu walambeti, “Sena walibambila kuyaba buyumi bwakobe pacebo cakame! Cakubinga ndakwambilinga kombwe nkatana alila nunkaneti nkonjishi mankanda atatu.”
2b0e010066	Yesu walambila beshikwiya bakendi, “Myoyo yenu kaitashupika. Kamushomani Lesa, kayi mushome nenjame.
2b0e020070	munga'nda muli Bata muli bipinda bingi yakwikalamo necabula kubeco, nendalamwambila. Ndenga akumubambila misena.
2b0e030063	Lino ndakapwisha kumubambila misena, ninkabwele kwisakumumanta, kwambeti mukabenga nkweshinkabenga.
2b0e040034	Cakubinga nkondenga mukwinshi, nenshila muyinshi.”
2b0e050061	Tomasi walambeti, “Mwami, nkatukwinshi nkomulenga, nomba nshila yakwilako ngatuyinshibaconi?”
2b0e06008d	Yesu walamukumbuleti, “ame njame nshila, kayi njame cancine ncine nebuyumi. Paliya muntu welakuya kuli Bata, kwakubula kupitila muli njame.
2b0e070056	Pakwinga nemunjishi, nemwabeshiba Bata. Kufumina lelo mulabenshibi kayi mulababono.”
2b0e08003e	Filipo walambeti, “Mwami tulesheni Bata kwambeti tushome.”
2b0e09009e	Yesu walamukumbuleti, “Filipo, ndekala nenu cindi citali, nomba nkotana unjinshiba? Labono ame elababono Bata. Nomba nicani ulambangeti, ‘Kotulesha Baiso?
2b0e0a00ed	Sena nkaulashomonga kwambeti ame nkute kwikala muli Bata, kayi Bata bakute kwikala muli njame? Maswi ngonkute kumwambila nkakute kufuma kuli njame ndenka sobwe, nsombi Bata abakute kwikala muli njame, endibo bakute kwinsa bintu byonsebi.
2b0e0b0076	Kamunshomani kwambeti ame nkute kwikala muli Bata kayi Bata bakute kwikala muli njame. Nanteco, shomani ncito shakame.
2b0e0c008f	Cakubinga ndambilishingeti uyo lanshomonga mulimo ngondenshinga nendi nakawinse, pakwinga ndenga kuli Bata neco nendi nakense byapita pali ibi.
2b0e0d006c	Neco ciliconse ncoshimukasenge muLina lyakame, ninkacinse kwambeti Bata bakapewe bulemu kupitila mu Mwanabo.
2b0e0e0036	Ninkense ciliconse ncoshi mukasenge muLina lyakame.”
2b0e0f0027	“Na munsuni, konkelani milawo yakame.
2b0e100065	Lino ninkasenge Bata kwambeti, bakamupe weshikumunyamfwilisha naumbi uyo eshakekale nenu masuba onse.
2b0e1100d7	Mushimu Uswepa nukamuleshe cancine ncine. Cishi nkacela kumutambula sobwe, pakwinga nkacimubono kayi nkacimwinshi. Nsombi amwe mumwinshi, pakwinga ukute kwikala muli njamwe, kayi nakekale muli njamwe kwacindi conse.
2b0e12003f	“Nteshi ndimushiyeti bana banshiwa. Ninkese kayi kuli njamwe.
2b0e130086	Kulashalowa kacindi kang'ana, cishi capanshi nteshi cikambonepo nsombi amwe nimukambone. Pakwinga ndemuyumi, nenjamwe nimukabe bayumi.
2b0e14005b	Pabusuba ubo nimukenshibeti Bata, nenjame tuli muntu umo, kayi amwe nenjame tuli muntu umo.
2b0e150098	“Muntu latambulunga milawo yakame nekwikonka, endiye unsuni. Kayi uyo unsuni ame, Bata nibakamusune. Nenjame ninkamusune, kayi nakenshibe ncombele.”
2b0e16009a	Yuda naumbi, kutamba usa Yuda Iskaliote sobwe, walamwipusheti, “Mwami nomba ngamuliyubululaconi kuli njafwe kwakubula kuliyubulula ku cishi capanshi?”
2b0e170070	Yesu walambeti, uyo unsuni, nakakonke ciyisho cakame. Nabo Bata nibakamusune, ame ne Bata nitukekale mulyendiye.
2b0e180077	Muntu utansuni, nteshakakonkele ciyisho cakame. Maswi awa ngomulanyumfunga nteyo akame sobwe, nsombi na Bata balantuma.
2b0e190026	Ndamwambilililimo nkandicili nenjamwe.
2b0e1a00bb	Nsombi usa weshikunyamfwilisha, Mushimu Uswepa uyo Bata ngoshibakatume mulina lyakame, endiye weshakamwiyishe byonse, kayi nakamwanusheni byonse ibyo mbyondalamwambila kandicili nenjamwe.
2b0e1b0097	Ndamupanga lumuno. Lumuno ndondelela kumupa. Ndamupanga lumuno lwapusana nelumuno ndocela kupa cishi capanshi. Neco myoyo yenu itashupika nambi kutina.
2b0e1c0095	Mulanyumfu mpondamwambilangeti, ndenga, nsombi ndakesanga kayi kuli njamwe. Nemunsuni, nemulakondwa kwambeti ndenga kuli Bata, pakwinga Bata bampita.
2b0e1d0050	Ndamwambilililimo bintu ibi nkabitana binshika, kwambeti byakenshika, mukashome.
2b0e1e0070	Nteshi mpitilishe kwamba nenjamwe pakwinga Satana mwami wa cishi capanshi, lesanga. Nomba uliya ngofu palinjame,
2b0e1f007a	Nomba bantu bonse bela kwinshiba kwambeti ame nsuni Bata, weco ndenshinga ncobalang'ambila. “Lino kamunyamuka twenga.”
2b0f01002f	Ame njame citondo ca vaini, nomba Bata ebalimi.
2b0f02009c	Nabo bakute kutimbula misampi iliyonse mulinjame itaseme bisepo. Nomba misampi ikutekusema bisepo Bata bakute kwibambilila cena kwambeti ikate bisepo bingi.
2b0f030048	Amwe mulapenselwa kayi mulaswepe kendi pacebo ca maswi ngondalamwambila.
2b0f0400c7	Kamwikalililani mulinjame kayi nenjame ninkekalilile muli njamwe. Kuliyawa musampi wabulakwikata kucinyina welakwikata bisepo. Copeleco nenjamwe nkamwela kwikata bisepo nankamulekalilinga muli njame.
2b0f0500c5	Ame njame citondo cancine ncine ca vaini nomba amwe njamwe misampi. Muntu uliyense eshakekalilile mulinjame, nenjame mulyendiye nakekate bisepo bingi. Weco kwakubula njame kuliyawa ncomwela kwinsa.
2b0f060098	Namuntu nkalekalanga mulinjame, nakawalwe kunseti misampi yatemwa, ikute kuyuma. Misampi yamushoboyo ikute kubunganishiwa nekuwalwa mumulilo nekutentwa.
2b0f07006c	Namulekala mulinjame, kayi maswi akame ekala mulinjamwe, ngamunsenga ciliconse ncomwela kuyanda, nimukapewe.
2b0f080070	Bata bakute kulemekeshewa namulekata bisepo bingi, kayi cikute kulesheti njamwe beshikwiya bakame bancine ncine.
2b0f09004c	Mbuli Bata ncobansuni, nenjame ndimusuni amwe. Mwikalenga mu lusuno lwakame.
2b0f0a0086	Namukonkelenga milawo yakame, nimwikalenga mulusuno lwakame, mbuli ame nconkute kukonkela milawo ya Bata nekwikalilila mulusuno lwabo.
2b0f0b0069	“Ndamwambili ibi kwambeti kukondwa kwakame kube muli njamwe kayi kwambeti kukondwa kwenu kube kwakwana.
2b0f0c003a	Mulawo wakame niwakwambeti musunanenga mbuli ncondimusuni.
2b0f0d0051	Kuliya muntu ukute lusuno lwapita ulu lwakutaya buyumi bwakendi pacebo cabanendi.
2b0f0e003c	Namulakonkelenga kwiyisha kwakame ekwambeti njamwe mobaname.
2b0f0f00c6	Nteshi ndimukuwengeti basebenshi sobwe pakwinga musebenshi nkakute kwinshiba bilenshinga mwami wakendi. Nsombi ndamukungeti baname, pacebo cakwambeti byonse mbyondalanyumfwa kuli Bata ndalamwambila.
2b0f1000ac	Ntamwe mwalansala sobwe, nsombi njame ndalamusala. Kayi ndalamupatula kwambeti mukekate bisepo bitalobo. Neco ciliconse ncoshimukasenge kuli Bata mulina lyakame nibakamupe.
2b0f11002c	Neco mulawo wakame niwakwambeti musunanenga.
2b0f12004d	“Na cishi capanshi cikamupate, mukanuke kwambeti calatatikila kupata njame.
2b0f1300b4	Nemwekalangeti bantu bamucishi nebalamusuna, nomba pacebo cakwambeti ntamwe bamucishi capanshi sobwe. Nomba bamupela pakwinga ame ndalamusala pakati pabo, weco ntamwe banabo sobwe.
2b0f1400b0	Kamwanukanga maswi asa ngondalamwambileti, ‘Musebenshi nkapiti mwami wakendi.’ Na balampensha, nenjamwe nibakamupenshe. Na balanyumfwa maswi akame, nibakanyumfwe maswi enu.
2b0f150057	Nsombi nibakamwinshile bintu mbyobalenshila kulinjame, pakwinga nkabamwinshi walantuma.
2b0f16006a	Nendalabula kwisa kubeyisha, nebalabula kuba nemulandu. Nomba lino paliyawa mpobela kukanina mulandu wabo.
2b0f17002e	Muntu lapatananga nenjame, lapatananga neBata.
2b0f1800a4	Nendalabula kwinsa bintu pakati pabo bitana binshiwapo nemuntu uliyense, cakubinga nebalakabulu kuba nemulandu. Nomba pakwinga balabibona, nsombi bapata ame neBata.
2b0f19007d	Nomba byalenshika mushoboyo mbuli ncecalembwa mulibuku lyabo lya milawo kwambeti, ‘Balapatana nenjame kwakubula mulandu.’
2b0f1a0091	“Shikumunyamfwa lakesanga, uyo ni Mushimu weshukayubulule cancine ncine cilambanga shaBata, Ninkamutumine, nendi uyo akesa nakambele bukamboni.
2b0f1b0051	Nenjamwe nimukambele bukamboni, pakwinga mulekala nenjame kufuma kumatatikilo.”
2b10010031	“Ndamwambili makani awa kwambeti mutakatyompwa.
2b1002008d	Lino nibakamutandanye mu mandakupaililamo. Kayi cindi nicikashike cakwambeti bantu beshibakamushinenga nibakayeyengeti balasebenselenga Lesa.
2b10030054	Nibakense bintu bilico pacebo cakwambeti nkababenshi Bata kayi nenjame nkabanjinshi.
2b100400a2	Nsombi ndamwambililinga limo bintu ibi kwambeti cindi cakashika mukanuketi ndalamwambilapo kendi. Ndiya kumwambila bintu ibi pakuyamba pakwinga ndalikuba nenu.”
2b1005006b	Nomba lino ndenga kuli Bata balantuma, nsombi paliya nambi umo lanjipushunga kwambeti, “Ulenga kupeyo.”
2b10060052	“Nomba mumyoyo yenu mulesulu miyeyo yakungumana pacebo ca bintu mbyondamwambili.
2b100700af	Nsombi ndamwambilinga cakubinga, caina kuli njamwe kwambeti ame njenga. Pakwinga nankandenga, munyamfwilishi usa nteshi akese kuli njamwe. Nsombi ndaya ninkamutume kulinjamwe.
2b1008007d	Lino akesa shikumunyamfwa nakababoneshe bantu ba panshi pano pabwipishi bwabo nepabululami, kayi nekombolosha kwa Mwami Lesa.
2b1009003b	Bacimwa pacebo cakwipa kwabo pakwinga nkabashomo mulinjame.
2b100a0053	Bacimwa pamakani abululami pakwinga ndenga kuli Bata kayi nteshi mukambonepo sobwe.
2b100b0059	Bacimwa pashakombolosha, pakwinga Lesa lamombolosho kendi mwami lendeleshenga cishi cino.
2b100c0047	“Nkute Maswi angi akumwambila nsombi nkamwela kwanyumfwishisha sobwe.
2b100d00da	Nsombi wakashika Mushimu nukamwiyishe byancine ncine. Pakwinga Nteshi ukambenga bintu byakuliyandila sobwe, nsombi bintu ibyo Bata mbyoshibakamwambilenga, endibyo mbyoshi ukambenga. Kayi nukamwiyishe bintu byakuntangu.
2b100e004c	Nukampe bulemu pakwinga nukamante bintu kufuma kulinjame nekwisa kumwambila.
2b100f006a	Bintu byonse byaBata nibyakame. Weco ndamwambilingeti nukamante bilafumunga kuli njame nekwisa kumwambila.
2b10100059	“Kwacindi cing'ana nteshi mukambone, nsombi pakapita kacindi cing'anowa nimukambone.”
2b101100bf	Beshikwiya bakendi nabambi balatatika kwipushaneti, “Nomba nicani ncalatwambilinga? Lambangeti, ‘Kwacindi cing'anowa nteshi mukambone.’ Kayi lambangeti, ‘pakwinga ndenga kuli Bata.’
2b1012006f	Nomba inga cilapandululunga cani, ‘Kwacindi cing'ana’ Nkatulanyumfwishishinga mbyalayandanga kutwambila.”
2b101300c9	Yesu walenshibeti balayandanga kumwipusha, neco walabambileti, sena mulepushanyanga pamakani ngondamwambileti, kwakacindi kang'ana nteshi mukambonepo, nsombi pakapita kacindi kang'ana kayi nimukambone?
2b101400ad	Ndamwambilinga cakubinga kwambeti nimukalile kayi nimukongumane, nsombi cishi nicikasekelele. Amwe nimukongumane, nsombi kungumana kwenu panyuma pakendi nikukabe kusekelela.
2b101500c2	Lino pacindi cakupulukamo mutukashi ukute kushupika pacebo cakwambeti cindi cilashiki. Nomba mwana asemwa nkakute nekuyeyako shakushupika, pakwinga kukute kuba kusekelela kwambeti mwana lasemwa.
2b1016008a	Nenjamwe mulashupikinga lino, nsombi ninkamubone kayi. Popelapo myoyo yenu nikasekelele, kayi paliya muntu weshakamulamune kukondwa kwenu.
2b10170093	“Pabusuba ubo nteti mukayande kunjipusha. necikabeco ndamwambilinga cakubinga kwambeti Bata nibakamupe ciliconse nceshi mukasenge mulina lyakame.
2b1018009b	Kushikila lelo nkamuna musengapo cintu mulina lyakame. Nomba lino mwela kusenga mulina lyakame, neco, nimukapewe, kwambeti kukondwa kwenu kube kwakwana.”
2b10190074	Ndamwambili bintu ibi mumapinda. Cindi nicikashike mposhinkambe pantangalala shaBata, ntetinkambepo mumapinda sobwe.
2b101a0060	Busuba ubo nimukasenge kupitila mulina lyakame, ntetikukayandiketi ndimusengele kuli Bata sobwe.
2b101b0044	Bata bamusuni pakwinga munsuni, kayi mwanshometi ndalafuma kuliBata.
2b101c0056	Ndalafuma kuli Bata kwisa panshi pano. Lino kayi ndafumunga panshi pano kuya kuliBata.
2b101d0059	Beshikwiya bakendi balambeti, “Lino mulambanga mwakunyumfwika, kutamba mumapinda sobwe.
2b101e0078	Lino tulenshibi kwambeti mubinshi byonse, neco nkatwela kumwipusha. Weco lino tulashomo kwambeti mwalafuma kuli Lesa.”
2b101f0031	Yesu walabakumbuleti, “Sena lino empomulashomo?
2b10200096	Cindi nicishike, kayi cilashiki kendi, nceshimumwaike uliyense kuya kwabo, nimunshiye ndenka. Nsombi nkandipo ndenka sobwe pakwinga Bata bali nenjame.
2b1021008e	Ndamwambili bintu ibi kwambeti mube neLumuno pakushoma njame. Cishi nicikamupenshe nsombi kamuyumani pakwinga ame ndacikomo cishi capanshi.”
2b1101008c	Yesu mpwalamba bintu ibi, walalanga kwilu nekwambeti, “Cindi cilashiki Ta. Kamumupani bulemu mwanenu, kwambeti nendi Mwanenu amupe bulemu.
2b11020067	Pakwinga mwalamupa ngofu shakwendelesha bantu bonse kwambeti ape buyumi butapu kuli bonse mbomwalamupa.
2b11030041	Buyumi butapu nikwinshiba njamwe kayi neYesu Klistu ngomwalatuma.
2b11040044	Ndamuletele bulemu pacishi capanshi pakupwisha mulimo ngomwalantuma.
2b11050074	Neco Ta kamumpani bulemu pacino cindi ncendesanga kulinjamwe. Bulemu busa mbondalikukute kacitana cilengwa cishi.”
2b11060074	“Balamwishibi cena abo mbomwalampa pano pacishicapanshi, balikuba benu, nsombi mwalampa. Kayi balakonka maswi enu.
2b11070040	Lino bacinshi kwambeti byonse mbyomwalampa byalafuma kulinjamwe.
2b11080094	Pakwinga ndalabeisha maswi ngomwalangambila kayi balatambula. Neco bacinshi kwambeti ndalafuma kuli njamwe, kayi bashoma kwambeti njamwe mwalantuma.
2b11090070	“Ndabapaililinga. Nkandapaililinga cishi capanshi sobwe, nsombi ndapaililinga abo mbomwalampa pakwinga nibenu.
