2800000005	Matei
2a18330030	Paabile kaayalya, ngaaleka, no pu'tu'lwa kunani.
2a18340056	Bembe ngabankilikitya, bu'kapo ngabaki'li'bu'ka ku Yelusalemu babile na pulaa ngu'lu'.
2a18350046	Baatami masu'ba goti mulua lwa Nyumba ya Nnu'ngu' kabannumba Nnu'ngu'.
2b00000005	Yoani
2b01010055	Kwai'mbu' kwai na Liyi'gi'yo, aywo Liyi'gi'yo aai na Nnu'ngu', naywembe aai Nnu'ngu'.
2b01020038	Bu'ka kwai'mbu', aywo Liyi'gi'yo aai pamope na Nnu'ngu'.
2b01030059	Kwo pi'tya ywembe ili'be yoti ngaiumbilwe, na pangali ywembe ntu'pu' kili'be sakiumbilwe.
2b01040047	Nkati yake ngamwawabile ukoto, na ukoto wo ngawaletike bweya kwa bandu.
2b0105003e	Bweya wo umulika mulubi'ndu', na lubi'ndu' lukombwili kuimiya.
2b01060042	Aaisi mundu yumo ywaatumilwe bu'ka kwa Nnu'ngu', lina lyake Yoani.
2b01070055	Aywo aaisi kong'ondelya bu'kana na bweya wo, kwo pi'tya ywembe bandu boti bauu'bi'li.
2b0108004f	Ywembe aabileli wu'lu' bweya we, ila aaisi kwabakia bandu bu'kana na awo bweya.
2b0109003b	Wu'lu' bweya wa kakape, wammulikya kila mundu uisa padunia.
2b010a005a	Liyi'gi'yo aabile padunia na kwa ndi'la yake dunia ngaiumbilwe, lakini dunia yantangiteli.
2b010b0035	Aaisi kasake, lakini babaabile bandu bake baampokili.
2b010c0066	Lakini boti babampokile, aapei uweso wo pangika bana ba Nnu'ngu', nga balu' babaliu'bi'lya lina lyake,
2b010d0050	baabelekwili kwa myai, wala kati mwaipala yi'ga au mundu, ila mwapendi Nnu'ngu'.
2b010e00dd	Nalyembe Liyi'gi'yo lyapangike mundu no tama pamope na twenga. Na twenga twaubweni utukupu wake, utukupu wu'lu' waapeyilwe Mwana ywa kisake ywabu'ka kwa Tati'. Ywembe aalayite ukakape woti na ngu'ngu' ngu'lu' ya Nnu'ngu'.
2b010f00d7	Yoani aau'bwiye lilobe kaabakia bandu makowe gake, kabaya, “Ayu' nga yu'lu' ywanammakie panga, ‘Ywembe ywalu'a isa pasu'gu' yangu', nga nku'lu' kulikoni nenga, kwa mwanjaa nenga nabelekwali, ywembe aabile.’”
2b0110005a	Kwo bu'kana no timilika kwake, twenga twaboti tupoki ngu'ngu' ngu'lu' yatwi'li'yilwe nayo.
2b01110082	Kwa mwanjaa salya ya Nnu'ngu' yaaletilwe kwa luboko lwa Musa, nambi'yambi' ngu'ngu' na kakape yaaisi kwa luboko lwa Yesu Kilisitu.
2b011200a1	Ntu'pu' mundu ywoywoti ywaamweni Nnu'ngu' katu, ila Mwana ywa kisake ywabile nsawani na Nnu'ngu', ywembe ywalu'mbine na Tati', ngaywatubakiye makowe ga Nnu'ngu'.
2b01130085	Amo, ngamwaalongei Yoani api'ndo ba Ayahudi pabaatumike alongosi ba dini na Alawi bu'ka ku Yelusalemu kunnaluya, “Wenga wa nyai?”
2b01140059	Yoani aakanili yangwa pabannalwiye, aalongei mpu'la kabaya, “Nenga na Kilisitu lili.”
2b011500a9	Ngabannaluya, “Wenga wanyai nde? Wenga wa Elia?” Ywembe ngaayangwa, “Lili, nenga na Elia li.” “Wenga wa yu'lu' Nnondoli wa Nnu'ngu'?” Ngaayangwa, “Lili.”
2b01160077	Ngababaya, “Bai utubakiye panga wenga wa nyai, li'nga tupate sakwabakia babatutumike. Wenga wamwene wikema wanyai?”
2b01170097	Yoani ngayangwa, “Nenga nga na li'lu' lilobe lya mundu ywakema kulupu'ngu'ti' ywaabaite Nnondoli Isaya makowe gake, ‘Mugolwe ndi'la ya Bwana.’”
2b01180022	Bandu bo baatumilwe na Mafalisayo.
2b0119007b	Ngabannaluya, “Manaitei wenga wa Kilisitu li, kai' wa Elia li, na wayu'lu' Nnondoli wa Nnu'ngu' li, mboni wendabatisa?”
2b011a0062	Yoani ngaayangwa, “Nenga nibatisa kwa masi', lakini pakatikati yinu ayi'mi mundu ywamumwomongwa.
2b011b0052	Aywo ywaisa pasu'gu' yangu', nenga nipwaikali ata undwana lugoi lwa ilatu yake.”
2b011c0065	Makowe aga goti gaapangike ku Betania, kwiyi' ya Libi'ndi' lya Yordani, pandu paabile Yoani kabatisa.
2b011d007e	Pammalau' yake, Yoani aamweni Yesu kaisa paabile, ngabaya, “Ayu' nga Mwana Ngondolo wa Nnu'ngu' ywagabu'ya masambi ga dunia!
2b011e008d	Ayu' nga yu'lu' ywanaalongei makowe gake panga, ‘Aisa mundu nku'lu' nsu'gu' yangu' kulikoni nenga, kwa mwanjaa nenga nabelekwali aabile!’
2b011f006f	Nenga namwene nantangiteli, lakini kitumbu so isa batisa kwa masi' li'nga bandu ba Isilaili bapate kuntanga.”
2b01200068	Kai' Yoani aakong'ondeli kabaya, “Nimmweni Loo kauluka bu'ka kunani kati ngunda, no tu'la panani yake.
2b012100b3	Nenga nantangiteli, lakini yu'lu' ywanitumike nibatise kwa masi' aanibakiye, ‘Yu'lu' ywawammona Loo kamuulukya no tama panani yake, aywo nga ywaalu'a batisa kwa Loo Mpeleteu.’
2b0122005a	Nenga namwene nilibweni likowe li', nganikong'ondelya panga ayu' nga Mwana wa Nnu'ngu'.”
2b01230046	Pammalau' yake, Yoani na banamasi' bake abi'li' baabile pandu po kai'.
2b01240054	Paamweni Yesu kapi'ta, ngabaya, “Lingulya, Ayu' nga Mwana Ngondolo wa Nnu'ngu'.”
2b0125004d	Balu' banamasi' abi'li' pabannyuwine Yoani kalongela go, ngabanki'ngama Yesu.
2b012600a2	Yesu aatigalambuka ngaabona abo banamasi' kabammi'ngi'ya, aatikwalaluya, “Mupala namani?” Baatikunnyangwa, “Rabi,” (lombolya Mwalimu), “Utama kwaku'?”
2b01270098	Yesu ngayangwa, “Mwisange, mulu'a pabona.” Kwa nyo ngabayenda na kupabona pandu patamage, baatami nakwe lisu'ba li'lu', mpaka musaa ku'mi kitamwiyo.
2b01280084	Andelea nnunawe Simoni Petili, aabile yumo ywa banamasi' abi'li' babaayu'wine galu' gaagalongei Yoani, nabembe ngabammi'ngi'ya Yesu.
2b0129005b	Andelea aankoli wi'ti' nku'we Simoni na kummakia, “Tunkoli Masiya (lombolya Kilisitu)!”
2b012a00a4	Nembe ngampeleka Simoni kwa Yesu. Yesu aatikunninga no baya, “Wenga wa Simoni, mwana wa Yoani, nambi'yambi' ulu'a kemelwa wa Kefa.” (Lilombolya Petili au Liwe).
2b012b0061	Pammalau' yake Yesu apalage yenda Galilaya, bai ngankwemba Pilipi, ngammakia, “Unibi'ngi'ye.”
2b012c0045	Pilipi aai mwenekaya wa Betisaida, kukilambo sa ki Andelea na Petili.
2b012d00c0	Pilipi nembe ngankwemba Natanaeli na kummakia, “Tunkoli yu'lu' ywembe makowe gake gaandikilwe mukitabu sa salya ya Musa na alondoli ba Nnu'ngu', yaani Yesu mwana wa Yusupu bu'ka Nasaleti.”
2b012e0089	Natanaeli ngannaluya Pilipi, “Nasaleti! Buli, kikowe kinannoga kiwesa pitya bu'ka ku Nasaleti?” Pilipi ngammakia, “Wise saulole.”
2b012f0084	Yesu pamweni Natanaeli kamwisilya, aalongei makowe gake kabaya, “Lingulya, ayu' kakape Mwisilaili. Nkati yake ntu'pu' ki'pi'li.”
2b01300084	Natanaeli ngannaluya, “Unitangite buli?” Yesu ngannyangwa, “Naakubweni pawaabile pai' ya ntini, Pilipi abile balo kukukema.”
2b01310060	Natanaeli ngammakia kai', “Mwalimu, wenga wa Mwana wa Nnu'ngu' na wa Nkulungwa wa Isilaili!”
2b01320084	Yesu ngammakia, “Uu'bi'lya mwanjaa naakubakiye naakubweni pawaabile pai' ya ntini? Bai, waagabona makowe maku'lu' kulikoni lyo.”
2b013300a4	Apo ngaabakia, “Kakape gano ganimmakia mwenga, mwakubona kunani kakuyu'gu'ka na malaika ba Nnu'ngu' kabau'bu'ka no uluka bu'ka kunani mpaka kwa Mwana wa Mundu.”
2b02010062	Lisu'ba lyenetatu kwai na lisengele ku kilambo sa Kana ya Galilaya, na mau' bake Yesu baabile kwo.
2b0202003a	Yesu na banamasi' bake nabembe baakokilwe kulisengele lyo.
2b02030045	Divai payaayomwike, mau' bake ngabammakia Yesu, “Divai iyomwike.”
2b0204006f	Yesu ngaabakia mau' bake, “Mau', lyanipalikwa panga nilitangite, ila saa yo panga lyengo lyangu' inaikali.”
2b02050063	Mau' bake Yesu ngaabakia balu' apangakasi ba lisengele, “Lyolyoti lyaalu'a kummakia, mwapange.”
2b020600a2	Bai, palu' kwaabile na ibi'ga sita yaiukulilwe kwa maliwe. Kwa mimu ya Kiyahudi, ibi'ga yo baitumyage kwa kwipeletea, kila kibi'ga kiwesage twi'lya malebe matano.
2b02070073	Yesu ngaabakia balu' atumisi, “Mwiitwi'li'ye masi' ayo ibi'ga.” Nabembe ngabaitwi'li'ya yi'lu' ibi'ga genugenu.
2b02080089	Bu'kapo ngaabakia, “Nambi'yambi' muteke ago masi' masini, mumpeleki mpi'ndo ywa si'li'ku'si'li'ku'.” Kwa nyo ngabateka na kumpelekya.
2b020900e5	Yu'lu' mpi'ndo ywa si'li'ku'si'li'ku' paagapayite masi' go, kumbe gaagalambwike panga divai. Ywembe aatangiteli kwaibu'i, lakini balu' atumisi babaatekite masi' baatangite. Mpi'ndo wa si'li'ku'si'li'ku' ngaankema mwene lisengele,
2b020a00ca	ngammakia, “Kila mundu atumbwa wi'ti' bi'ka wiso divai inannoga, ata balu' babakokilwe pabaabonekana bayukwite, bapiya yi'lu' yanganoga. Lakini wenga wibi'i divai inannoga muno kulikoni ya patumbu!”
2b020b0075	Yesu aapangite mwanju wu'no nnongoi, akwo Kana ya Galilaya. Aalayite utukupu wake, na banamasi' bake ngabamwu'bi'lya.
2b020c007e	Bu'kapo, Yesu aaeli pamope na mau' bake, anunabe, na banamasi' bake, baalumuli ku Kapernaumu, akwo baatami kwa masu'ba masini.
2b020d0064	Paliegeli lisu'ba lya si'li'ku'si'li'ku' ya Pasika ya Ayahudi, Yesu aatiu'bu'ka yenda ku Yelusalemu.
2b020e008b	Akwo kulua lwa nyumba ya Nnu'ngu', aakoli bandu kabapi'mi'ya ng'ombe, ngondolo, na ngunda. Na balu' babapunja mbanje baabile batami mumesa.
2b020f00c8	Aapotike nkwasu wa lukamba, ngaabi'nganga boti bu'ka pandu paluwa lwa nyumba ya Nnu'ngu', pamope na ngondolo na ng'ombe. Aapi'li'ngwi mesa ya balu' babaabile kabapunja mbanje na kwiyitana mbanje yabe.
2b02100082	Ngaabakia balu' babaabile kabasulusa ngunda, “Ikowe yi' mubu'ye pano! Nyumba ya Tati' bangu' kanemwiyu'ye pandu po sulusilya!”
2b02110065	Banamasi' bake ngabaku'mbu'kya panga iandikilwe, “Bwigu wangu' kwa nyumba yako wendanilangamisa.”
2b02120079	Apo Ayahudi ngabannaluya Yesu, “Uwesa kutulaya mwanju waku', li'nga tutange uku'lu' waubile nawo wo panga makowe ga?”
2b0213006a	Yesu ngaayangwa, “Mwibomwane nyumba yi' ya Nnu'ngu', nanenga nilu'a kwisenga kai' kwa masu'ba gatatu!”
2b0214008d	Apo Ayahudi ngababaya, “Nyumba yi' ya Nnu'ngu' yaasengilwe kwa myaka alubaini na sita, na wenga ubaya ulu'a kwisenga kwa masu'ba gatatu?”
2b0215003d	Lakini ywembe nyumba ya Nnu'ngu' yailongelile yai yi'ga yake.
2b0216008b	Paayu'kite bu'ka kuuwi'li, banamasi' bake ngabaku'mbu'kya galu' gaabaite. Ngabagau'bi'lya maandiko mapeleteu na makowe galu' gaabaite Yesu.
2b02170083	Yesu paabile kusi'li'ku'si'li'ku' ya Pasika akwo ku Yelusalemu, bandu baingi baaibweni myanju ya ayabu yaipangage, ngabamwu'bi'lya.
2b02180036	Lakini mwanjaa Yesu aatangite bandu boti, aau'bi'lili.
2b02190088	Aapalikeli bakiyilwa na mundu kikowe sosoti kwa makowe ga bandu, kwa mwanjaa aagatangite wisowiso makowe goti gagabile mumyoyo ya bandu.
2b0301007f	Kwaabile na mundu yumo Mfalisayo, lina lyake Nikodemo, kolongosi yumo mu Balasa Liku'lu' lya Ayahudi lyalitawalage lya Ayahudi.
2b030200cc	Ywembe aamwisili Yesu kilo ngammakia, “Mwalimu, tutangite panga wenga wa mwalimu wotumilwe na Nnu'ngu', kwa mwanjaa ntu'pu' mundu ywakombwa panga myanju yawipanga wenga ila Nnu'ngu' abe pamope nakwe.”
2b03030080	Yesu ngammakia, “Kakape nikubakia, mundu mana akotwike belekwa mala yenebi'li', aakombwali yingya mu Ukulungwa wa Nnu'ngu'.”
2b03040085	Nikodemo ngannaluya, “Mundu ywakomile akombwabuli belekwa kai'? Awesa yingya mundumbo ya mau' bake no belekwa pampanda pabi'li'?”
2b03050082	Yesu ngammakia, “Kakape nikubakia, mundu mana akotwike belekwa kwa masi' na Loo, akombwali katu yingya mu Ukulungwa wa Nnu'ngu'.
2b0306003a	Sakibelekwa na mundu sa yi'ga, sakibelekwa na Loo, sa Loo.
2b0307004d	Kwa nyo, kaneuomongwe panikubakia, ‘Mupalikwa belekwa pampanda pabi'li'.’
2b0308009d	Nsunga upukatya yenda kwaupala, pukatya kwake wendakuuyu'wa, lakini utangiteli kwaubu'ka wala kwauyenda. Nyinyonyo kati mwaibile mundu mwabelekwa kwa Loo.”
2b03090034	Nikodemo ngannaluya, “Makowe ga gapangika buli?”
2b030a005a	Yesu ngannyangwa, “Wenga wa mwalimu wotanganikwe kwa Baisilaili, ugatangiteli makowe ga?
2b030b0071	Nikubakia kakape, twenga tulongela gatugatangite no kong'onndelya gatugabweni, lakini mwenga mugakana gatummakia.
2b030c006e	Manaitei kamukana u'bi'lya panimmakianga makowe ga padunia, mwaniu'bi'lya buli panammakianga makowe ga kunani?
2b030d005b	Ntu'pu' mundu ywau'bwike yenda kunani ila Mwana wa Mundu, ywembe ngaywaulwike bu'ka kunani.
2b030e0095	“Kati mu'lu' Musa mwantu'ndu'biye nng'ambo wa kyu'ma kunani ku'lu' kulupu'ngu'ti', nembe Mwana wa Mundu apalikwa tu'ndu'bi'yi'lwa kunani nyinyonyo,
2b030f0039	li'nga kila mundu ywamwu'bi'lya abe na ukoto wangayomoka.
2b0310008d	Kwa mwanjaa Nnu'ngu' aaipendi dunia, ngaampiya mwana wake wa kisake, li'nga kila mundu ywamwu'bi'lya aakaneoba, ila abe na ukoto wangayomoka.
2b03110060	Kwa mwanjaa Nnu'ngu' antumiteli Mwana wake isa kwisenwa dunia, ila dunia ikosopolelwe na Ywembe.
2b0312007f	“Ywamwu'bi'lya Mwana aasenulwali, ywakana kumwu'bi'lya ayomwike senulwa kwa mwanjaa amwu'bi'lili Mwana wa kisake wa Nnu'ngu'.
2b0313008a	No senulwa kwene nga ku'no, panga bweya wisi padunia lakini bandu balupendi lubi'ndu' kulikoni bweya, kwa mwanjaa makowe gabapanga maakau.
2b0314006c	Kwa mwanjaa kila ywapanga maakau ausukwa bweya na aisali kubweya li'nga makowe gake maakau gaakane bonekana.
2b0315007f	Lakini yu'lu' ywapanga makowe ga kakape, aisa kubweya li'nga gaagapanga gabonekane mpu'la panga gapangilwe mwapala Nnu'ngu'.”
2b03160072	Bu'ka pa go, Yesu na banamasi' bake baayi'i kunni'ma wa Yudea. Aatami kwo pamope nabo kwa masu'ba kaabatisa bandu.
2b0317008d	Yoani nembe aabile kaabatisa akwo Ainoni, papipi na Salimu, kwa mwanjaa akwo kwai na masi' gatwi'la. Bandu baatikunnyendelya li'nga aabatise.
2b03180036	Nsimu wo Yoani aabile balo anayingiyilwali muutabilwe.
2b0319006a	Kwaapitike ntau mukipi'nga sa banamasi' ba Yoani na Nnyahudi yumo bu'kana na mimu ya kwipeletea kwo uluga.
2b031a00db	Bai, banamasi' bo ngabannyendelya Yoani na kummakia, “Mwalimu, yu'lu' mundu ywawaabile nakwe kwiyi' ya Yordani, na ngaywawankong'ondeli makowe gake, nambi'yambi' naywembe endabatisa na bandu boti bendakunnyendelya!”
2b031b0056	Yoani ngayangwa, “Mundu akombwali ba na kili'be sosoti, wangali peyelwa na Nnu'ngu'.
2b031c0072	Mwenga mwabene mwaakong'ondeli bangu' naabaite panga, ‘Nenga na Kilisitu li, ila nitumilwe li'nga ninnongoli.’
2b031d00cb	Nkobeki nga mwene mwali' ywaku'nda. Lakini mbwigalye nkobeki ywayi'ma papipi nakwe pi'kania lilobe lyake bai, endapulaika muno. Nyinyonyo, pulaa yangu' itimile kwa mwanjaa ywembe ywangama kulikoni nenga.
2b031e002b	Ywembe ipalikwa au'bu'ke, nenga niuluke.”
2b031f00a0	Ywaisa bu'ka kunani nga nku'lu' wa boti. Lakini ywai ywa padunia, ywa padunia, nembe alongela makowe ga padunia. Ywembe ywaisa bu'ka kunani nga nku'lu' wa boti.
2b0320005d	Ywembe alongela gaagabweni na kugayu'wa, lakini ntu'pu' mundu ywayi'ki'tya gaagakong'ondelya.
2b0321005b	Lakini mundu ywoywoti ywayi'ki'tya gaagakong'ondelya, ayi'ki'tya panga Nnu'ngu' nga kakape.
2b03220083	Yu'lu' ywatumilwe na Nnu'ngu' alongela mayi'gi'yo ga Nnu'ngu', kwa mwanjaa Nnu'ngu' annyalya Loo wake mundu ywo wangali li'ngi'lya.
2b03230043	Tati' bampendi Mwana, nabembe bankamwiye ili'be yoti mumaboko gake.
2b0324008f	Ywoywoti ywamwu'bi'lya Mwana, ukoto wake waayomokali, lakini yu'lu' ywankana Mwana aaupatali ukoto wo, na nyongo ya Nnu'ngu' yabaa panani yake.
2b04010054	Mafalisayo baayu'wine panga Yesu endebatisa no pata banamasi' baingi kulikoni Yoani.
2b0402003c	Lakini ywabatisage aai Yesu mwene lili, baai banamasi' bake.
2b04030044	Yesu paayu'wine makowe go, aabu'i Yudea no buyangania kai' Galilaya.
2b04040031	Bai mwanja wo aapalikwe pi'tya kunkoa wa Samalia.
2b0405006f	Ngaika ku kilambo simo sa ku Samalia sakikemelwa Sukali papipi na nng'unda wa Yakobi waampei mwana wake Yusupu.
2b04060098	Pandu po, nga palwabile lu'si' lwa Yakobi. Naywembe Yesu aabile atotokilwe kwa mwanja, ngatama pambwega ya lu'si'. Lisu'ba lyaai mu saa sita muntwekati.
2b04070053	Ngaisa nnwawa yumo Nsamalia teka masi'. Yesu ngammakia, “Nilu'ba masi' ninywe.”
2b0408003a	(Wakati wo, banamasi' bake baayi'i kumisengo pi'ma kilyo.)
2b040900aa	Yu'lu' nnwawa ngannyangwa, “Wenga wa Nnyahudi nanenga na nnwawa Nsamalia. Kwa buli unilu'ba nikupei masi' go nywa?” (Kwa mwanjaa Ayahudi bayangabanikali na Asamalia.)
2b040a00a7	Yesu ngannyangwa, “Kenda ukatanga sawesa kupeya Nnu'ngu' na nyai ywakulu'ba umpei masi' go nywa, wenga ulu'e kunnu'ba ywembe na alu'e kupeya masi' gagaleta ukoto”.
2b040b0085	Yu'lu' nnwawa ngannyangwa, “Bwana, wenga ntu'pu' nnobo wo tekya, na lu'si' lu' luyendekeya. Ulu'a gapata kwaku' ago masi' ga ukoto?
2b040c0090	Kwani wenga wampi'ndo kulikoni au'ku' bitu Yakobi, ywembe ngaywatupei lu'si' lu' lwalwaampwaike ywembe na bana bake, na myugo yake yendenywa?”
2b040d0050	Yesu ngannyangwa, “Kila mundu ywanywa masi' ga lu'si' lu' aaminya nnyota kai'.
2b040e00a8	Lakini ywaalu'a nywa masi' ganaampeya nenga, aaibonali nnyota milele. Masi' ganaampeya ne, nkati yake sabaa kinywanyu sa masi' ga ukoto na kumpeya ukoto wangayomoka.”
2b040f007c	Aywo nnwawa ngammakia, “Bwana, unipei ago masi', li'nga nakane minya nnyota kai', na kanenise pano palu'si' teka masi'.”
2b04100040	Yesu ngammakia, “Uyende ukankeme nsengogo, wise nakwe pano.”
2b04110075	Aywo nnwawa ngammakia, “Nenga ntu'pu' nnalu'me,” Yesu ngammakia, “Golongei kakape panga wenga nnalu'me ntu'pu'.
2b0412006e	Kwa mwanjaa uyomwike tama na analu'me batano na ywotama nakwe nambi'yambi' nsengogo li, apo ulongei kakape.”
2b0413005b	Yu'lu' nnwawa ngabaya, “Bwana, ibonekana mpu'la bai panga, wenga wa nnondoli wa Nnu'ngu'.
2b04140092	Api'ndo bitu bankilikityage Nnu'ngu' panani ya kitu'mbi' si'no, lakini mwenga mubaya panga pandu pa kunkilikitya Nnu'ngu' ku'lu' ku Yelusalemu.”
2b0415009b	Yesu ngammakia, “Mau', muniu'bi'li panga nsimu wendaisa, nsimu wo ntu'pu' pabaalu'a kwakilikitya Tati' panani ya kitu'mbi' si', ata ku'lu' ku Yelusalemu.
2b04160092	Mwenga mwa Asamalia, muntangiteli ywamunkilikitya. Twayahudi tuntangite Nnu'ngu' ywatunkilikitya kwa mwanjaa ukosopoli wisi kwa ndi'la ya Ayahudi.
2b041700b4	Lakini nsimu wendaisa, kai' uyomwike isa, babaankilikitya Nnu'ngu' kwa kakape, baakilikitya Tati' kwa loo na kakape. Kwa mwanjaa Tati' bapala bandu babankilikitya Nnu'ngu' kwa nyo.
2b0418005c	Nnu'ngu' nga loo, na bandu boti babankilikitya, bapalikwa bankilikiti kwa loo na ukakape.”
2b04190073	Yu'lu' nnwawa ngammakia, “Nitangite panga Masiya, ywakemelwa Kilisitu, endaisa. Paaisa, aatubakia kila kikowe.”
2b041a0043	Yesu ngammakia, “Nenga nanilongela nawenga nga na Masiya wene.”
2b041b00d8	Palongelage na nnwawa ywo, banamasi' bake baai kababuyangana. Baatisangala muno kummona kalongela na nnwawa. Lakini ntu'pu' ywannalwiye, “Upala namani kwa nnwawa yu'?” Au, “Mwanjaa namani ulongela na nnwawa?”
2b041c004d	Yu'lu' nnwawa aakilei kibi'ga sake no buyangania kumisengo na kwabakia bandu,
2b041d0070	“Mwise samunnole mundu ywanibakiye kila kili'be sanikipangite! Buli, iwesa panga kwaali' ayu' nga Kilisitu?”
2b041e003e	Bai, bandu ngabakongolekana bu'ka mumisengo kunnyendelya Yesu.
2b041f0048	Akwo nsu'gu' banamasi' bendekumpembelelya kababaya, “Mwalimu, ulye.”
2b04200050	Lakini ywembe ngaabakia, “Nenga nibile na kilyo samukotwike kitanga mwenga.”
2b0421004a	Bai, banamasi' ngabatumbwa laluyana, “Kubile na mundu ywanneti kilyo?”
2b04220057	Yesu ngaabakia, “Kilyo sangu' panga si'lu' sapala ywanitumike no timisa lyengo lyake.
2b042300a4	Mwenga mubaya, ‘Igali myei mine bai ika nsimu wo una.’ Lakini nenga nimmakianga, mutu'ndu'bi'ye minyo ginu muilinguli yakulya mumigunda mwaiyei, ili'nda unilwa.
2b04240082	Ywauna apata mbokoboko yake, na akongwa yakulya no bi'ka muukoto wangayomoka, li'nga yu'lu' ywapanda na ywauna, banapusike pamope.
2b04250043	Kwa nyo nnongelo wu' wa kakape, ‘Apandi bi'ngi', Auni bi'ngi'.’
2b04260073	Nenga nintumike mukaune yakulya yangaaukilya. Bi'ngi' baapangite kasi, lakini mwenga mupata bu'ka mulyusu lyabe.”
2b04270085	Asamalia baingi ba kilambo si'lu' bamwu'bi'li kwa kitumbu sa makowe gaalongei aywo nnwawa, “Anibakiye makowe goti ganigapangite.”
2b04280062	Kwa nyo balu' Asamalia bannyendeli Yesu na kunnu'ba atame nabo, nembe ngatama po masu'ba gabi'li'.
2b04290040	Bandu baingi baatiu'bi'lya kwa kitumbu sa liyi'gi'yo lyake Yesu.
2b042a00ac	Ngabammakia yu'lu' nnwawa, “Tuu'bi'lile lelo, kwenda kwa makowe gako bai lili, ila kwa mwanjaa tunnyu'wine twabene. Tutangite kakape panga ayu' nga Nkosopoli wa dunia.”
2b042b0042	Pagapite galu' masu'ba gabi'li', Yesu aatibu'ka yenda ku Galilaya,
2b042c005f	mwanjaa Yesu mwene aalongei mpu'la panga, “Nnondoli wa Nnu'ngu' aisimilwali panni'ma wake.”
2b042d00af	Bai paikite Galilaya, Agalilaya baingi baatikunkemya, kwa mwanjaa nabembe baabile kusi'li'ku'si'li'ku' ya Pasika, baagabweni makowe gagapangite Yesu akwo Yelusalemu ku Pasika.
2b042e00b2	Yesu aaikite kai' kukilambo sa kana, kunkoa wa Galilaya, pandu paagalambwiye masi' panga divai. Kwaabile na mpi'ndo yumo ywa silikali ywaabile na mwana ntamwe akwo ku Kapernaumu.
2b042f009b	Bai, ayo mundu paayu'wine panga Yesu aaisi popo pa Galilaya bu'ka ku Yudea, aatikunnyendelya na kunnu'ba aise antepwe mwana wake ywaabile ntamwe katetelya.
2b04300067	Yesu ngammakia, “Mwabandu mwenga mana mukotwike kwibona myanju na mangelongelo mwau'bi'lyali katu.”
2b04310064	Yu'lu' mpi'ndo ywa silikali ngammakia, “Bwana, nikulu'ba wise mwana wangu' abile balo anawaali.”
2b0432006b	Yesu ngammakia, “Uyende bai, mwana wako ayu'yu'kilwe.” Aywo mundu ngau'bi'lya gaalongei Yesu, ngabu'ka.
2b04330055	Paabile mundi'la aakwembine na atumisi bake ngabammakia panga, mwana wake aai mwu'mi.
2b04340069	Nembe ngalaluya saa yayu'yu'kilwe mwana, ngabammakia, “Nsango wammu'i liso musaa saba ya muntwekati.”
2b043500b1	Abo tati' ba mwana ngabaku'mbu'kya panga ayo nga yai saa yabakiyilwe na Yesu, “Mwana wako ayu'yu'kilwe.” Kwa nyo ywembe pamope na boti ba panyumba yake ngabamwu'bi'lya Yesu.
2b04360048	Awo waai mwanju wenebi'li' waupangite Yesu kabu'ka Yudea yenda Galilaya.
2b05010055	Bu'ka pa go kwai na si'li'ku'si'li'ku' ya Ayahudi, nembe Yesu ngayenda ku Yelusalemu.
2b050200b2	Akwo Yelusalemu papipi na nniango waukemelwa Nniango wa Ngondolo, kwabile na litanda lya masi' lyalyaakemilwe kwa Kiebrania Bethzatha. Litanda lyo lyati'li'ti'yilwe na yega tano.
2b0503006b	Apo paai na bandu masikini baingi, atu'lu'ka minyo, itewe na babatombolwike, bali'ndage masi' gayu'geyu'ge.
2b050400c7	Kwa mwanjaa malaika wa Bwana aaulwike kwo kokotya nkati ya li'lu' litanda, na kugatikatika masi'. Ntamwe ywalongolya yingya nkati ya litanda masi' paliyu'gayu'ga, utamwe wowoti waminyage, waatibu'ka.
2b05050048	Bai, apo paabile na mundu yumo ywai ntamwe kwa myaka salasini na minane.
2b0506007f	Yesu paamweni aywo mundu agonjike, naywembe aatangite panga aabile ntamwe kwa myaka yambone ngammakia, “Upala ube wankoto?”
2b050700c0	Yu'lu' ntamwe ngayangwa, “Bwana, nenga ntu'pu' mundu ywa kuniyingiya mulitanda, masi' pagayu'gayu'ga. Kila pagayu'gayu'ga, nipaya yingya nkati ya masi', mundu ywi'ngi' anilongolya yingya.”
2b0508004c	Yesu ngammakia, “Uyi'me witwi'ke likai lyako, uyende kwa magu'lu' gako.”
2b05090079	Imukya, yu'lu' mundu atepulilwe ngatola likai lyake no tumbwa yenda. Likowe lyo lyapangike lisu'ba lya Sabato ya Ayahudi.
2b050a008c	Kwa nyo, bi'ngi' ba api'ndo ba Ayahudi bammakie aywo mundu ywatepulilwe, “Li'no lisu'ba lya Sabato, iyi'ki'ti'lwali pu'twa likai lyako.”
2b050b006a	Lakini ywembe ngaabakia, “Yu'lu' mundu ywanitepwile ngaywanibakiye, ‘Upu'twe likai lyako uyende.’”
2b050c004e	Nabembe ngabannaluya, “Nyai ywakubakiye ‘Upu'twe likai lyako uyende?’”
2b050d0085	Bai, yu'lu' mundu ywatepulilwe aantangiteli mundu ywantepwile, kwa mwanjaa Yesu ayomwike bu'ka kwa kinunu pandu po pabaatwi'li bandu.
