2800000005	Matej
2c1b160075	Ali vi akana phenav tumenđe te na daran, kaj khonik tumendar či hasarela pesko trajo, samo e lađa avela uništime.
2c1b17005a	Araći pe rjat sikadilo manđe o anđelo e Devlesko kašće pripadiv thaj kašće služiv,
2c1b18009d	thaj phendas manđe: ‘Na dara, Pavle. Tu trubus te ačhes anglo Cezar. Thaj ake, o Del obećisarda tuće kaj zbog tute spasila savoren save plovin tusa.’
2c1b190065	Andar godova, na te daran, manušalen, kaj paćav e Devlešće kaj avela sago kaj sas manđe mothodo.
2c1b1a0041	Samo trubul te zaglavi men ando plitko paj pe varesavo ostrvo.”
2c1b1b009c	Mukhla pes e dešu štarto rjat, a e balval inđarelas men još e Sredozemno moreja, a varekaj katar e opaš e rjat e mornarja gndinas kaj si o kopno paše.
2c1b1c00e2	Izmerisardine kozom sas o paj handuk e šoleja pe savo sas phanglo o tego. Izmerisardine kaj sas o paj handuk trijanda thaj efta meterja. Cara majposle palem izmerisardine e handuk thaj o paj sas handuk biš thaj ohto meterja.
2c1b1d0088	Sar daranas te na pekas ande podvodne stene, čhudine štar sidrurja ando paj katar e paluni rig e lađaći thaj molisajlam te đesavol.
2c1b1e009e	E mornarja kamenas te našen, gajda kaj mukline o čamco ando paj thaj ćerenas pešće muj kaj moraš te mućen e sidrurja vi katar e angluni rig e lađaći.
2c1b1f0081	Ali o Pavle phendas e kapetanošće thaj e vojnikonenđe: “Ako akala manuša či ačhen pe lađica, tumen či spasina tumen!”
2c1b200051	Pe godova e vojnikurja čhindine o šolo thaj mukline te o čamco perel ando paj.
2c1b2100c7	Kana počnisarda te đesavol, o Pavle motholas savorenđe te len te han vareso. Phenelas: “Ađes si dešuštarto đes sar ažućaren ande neizvesnost bi habesko, thaj khanči či čhutine ando muj.
2c1b22007f	Akana moliv tumen te han vareso kaj si godova pale tumaro lačhipe. A nijećešće tumendar či perela ni bal katar o šoro.”
2c1b230067	Sar akava phendas, lijas o mangro thaj angle lende zahvalisarda e Devlešće, phagla thaj lijas te hal.
2c1b240026	Savora sas ohrabrime thaj line te han.
2c1b250043	A pe lađa sas ukupno duj šela thaj eftavardeš thaj šov manuša.
2c1b260050	Kana čaljile ačhile te loćaren e lađa, gajda kaj čhudenas o điv ando more.
2c1b270096	Kana đesajlo, či pindžardine o kopno, ali dikhline varesavo zaliv e pristupačno obalava thaj kamenas te avilo moguće, okote te uplovin e lađava.
2c1b2800d6	Putardine e šole katar e sidrurja te peren ando more thaj ande isto vrjama mukline e kormilurja ando paj te šaj upravin e lađasa. Askal vazdine o angluno jedro karingal e balval thaj teljardine karingal e obala.
2c1b2900ba	Ali e lađa dija dab ando pesko kaj sas o cikno paj thaj ačhili. O angluno deo e lađako zaglavisajlo thaj našti pomaknilaspe, dok o paluno deo e lađako phađolas e zurale talasendar.
2c1b2a0067	Askal e vojnikurja kamenas te mudaren e phangle manušen, te na varesavo lijasas te plivil thaj našel.
2c1b2b00a9	Ali o kapetano kamlas te spasil e Pavle thaj či mukla te ćeren godova. Naredisarda te prvo okola manuša save džanenas te plivin huten ando paj thaj inkljen pe obala,
2c1b2c0077	a aver manuša neka plutin pe phalja ili pe vareso aver so ačhilo katar e lađa. Gajda savora džude aresline pe phuv.
2c1c010047	Kana gajda spasisajlam, saznaisardam, kaj godova ostrvo akhardol Malta.
2c1c020094	E manuša save trajinas okote sas neobično ljubazne prema amende. Astardine e jag thaj primisardine men oko late, kaj delas o bršnd thaj sas šil.
2c1c0300a0	O Pavle ćida naramko šuće krandže thaj čhuta len pe jag, ali katar jekhvar zbog o tatipe andar e krandže inkljisto o sap thaj astarda pe pale lešće vas.
2c1c0400cc	Kana okola save trajinas okote dikhline sar o sap visil pe Pavlesko vas, phendine: “Akava manuš si sigurno ubica. Spasisajlo katar o more, ali e božica savi akhardolas Pravda či del les te trajil.”
2c1c05004f	A o Pavle ćhinosarda e sape katar piro vas ande jag, thaj nas lešće khanči.
2c1c0600e6	A e manuša ažućarenas te šuljola ili te katar jekhar perel tele mulo. Kana pale lungo vrjama sar ažućarenas, dikhline kaj khanči neobično či dogodisajlo lešće, predomislisajle thaj počnisardine te phenen kaj si vo del.
2c1c0700b0	A paše godova than sas o imanje savo sas katar o poglavari godole ostrvosko savo akhardolas Publije. Vo primisarda men ande piro ćher thaj trin đes ljubazno ugostisarda men.
2c1c0800a5	A e Publijesko dad pašljolas, kaj mučilas les e groznica thaj e dizenterija. O Pavle dijas andre, čhuta pire vas pe leste thaj pomolisajlo, thaj o manuš sastilo.
2c1c09005a	Pale godova avenas vi e aver nasvale manuša save trajinas pe godova ostrvo thaj sastonas.
2c1c0a0077	Zato sikadine amenđe bari čast, a kana teljardam te džastar, čhutine amenđe ande lađa sa so trubulamen palo drom.
2c1c0b00ad	Kana nakhlo trin čhon, dijam ande varesavi aleksandrisko lađa savi sas sasto ivend po ostrvo, thaj pe savi sas zaštitno znako e blizancengo e Kastrosko thaj e Poluksosko.
2c1c0c0030	Areslam ando Sirakuza, okote ačhilam trin đes.
2c1c0d0097	Okotar otplovisardam thaj areslam ande Regijum. A thejara o đes počnisarda te phurdel e balval katar o jugo thaj pale duj đesa areslam ando Puteole.
2c1c0e0068	Okote arakhlam e phralen, save zamolisardine men te ačhas lende efta đes. Agajda areslam vi ando Rimo:
2c1c0f00c0	Kana e phral ando Rimo ašundine kaj amen avas, aviline angle amende sa dži ke Apijevesko trgo thaj dži ke Trin birturja. Kana dikhla len o Pavle zahvalisarda e Devlešće thaj ohrabrisajlo.
2c1c100060	A kana dijam ando Rimo, e Pavle dine te trajil posebno, zajedno e vojnikosa savo lelas les sama.
2c1c110110	Trin đes majposle, o Pavle akharda e židovske vođen, pa, kana savora ćidine pe phendas lenđe: “Phralalen, vi ako či ćerdem khanči protiv amaro them niti protiv e običaja amare pradadenđe, ipak phangline man ando Jerusalim thaj predaisardine man e Rimljanenđe.
2c1c12006d	E Rimljanurja ispituisardine man thaj kamline te oslobodin man kaj khančeja či zaslužisardem smrtno kazna.
2c1c13009d	Ali kana e Židovurja godolešće usprotivisajle, semas prisilime te mangav te sudil pe manđe anglo Cezar. Ali ni pale khančeste či optuživ mungre theme.
2c1c14008f	Zato vi kamlem te dikhav tumen thaj te ćerav svato tumenca: ande akala lancurja sem upravo pale godova kaj paćav ande nada e Izraelošći.”
2c1c1500c8	E židovske vođe phendine e Pavlešće: “Či primisardam andar e Judeja nisosko lil pale tute, thaj khonik katar e phral save aresline okotar či pale tute javisardine ili phendine vareso bilačhe.
2c1c16006e	Ali, volisardamas te tutar ašunas so tu gndis, kaj džanas kaj protiv gadaja sekta svugde ćerel pe svato.”
2c1c170122	Gajda odredisardine jek đes, pa još majbut džene aviline ando ćher kaj sas o Pavle. A vo phenelas lenđe thaj svedočilas pale Devlesko carstvo thaj katar e detharin dži ke rjat andar knjige e Mojsiješće zakonestar thaj andar e Prorokurja uverilas len ande sa so značilas palo Isus.
2c1c180049	Varesave paćaine ande okova so phenelas, dok aver či kamline te paćan.
2c1c1900aa	Thaj sar našti složisajle maškar peste line te džantar, a o Pavle phendas lenđe još kava: “Lačhe phendas o Sveto Duho tumare pradadenđe prekal o proroko Isaija:
2c1c1a008a	‘Dža ke akava them thaj phen lenđe: Ašunena mungre alava, a či haćarena; pire jakhenca dićhena mungre dela, a našti dićhena len.
2c1c1b00c9	Kaj barosajle e ile akale themešće, pire kanenca jedva ašunen, pire jakha phandadine; te e jakhenca či dićen, te e kanenca či ašunen, te e ileja či haćaren thaj obratin pe, te sastarav len.’
2c1c1c006f	Zato, trubun te džanen: o Del bičhalel akava spasenje okolenđe save naj Židovurja. Von čhona kan leste.”
2c1c1d0053	[A kana akava phendas, e Židovurja đeletar gajda kaj tradenasa pe maškar pende.]
2c1c1e0069	O Pavle duj pherde brš ačhilo okote ande piro unajmime ćher. Okote primilas savoren save avenas leste.
2c1c1f006f	Propovedilas pale Devlesko carstvo thaj hrabro sikavelas palo Gospod Isus Hrist thaj khonik či sprečilas les.
2d0000000c	Rimljanenđe
2d010100a7	Akava lil ramov tumenđe me, o Pavle, o sluga e Isuse Hristosko, savo sem odvoime te avav apostoli thaj savo sem bičhaldo te propovediv e Devlešći Bahtali nevimata,
2d01020049	savja o Del majanglal obećisarda prekal pire prorokurja ande Svete lila.
2d0103007f	Akaja Bahtali nevimata mothol pale lesko Čhavo, savo postanisardas manuš gajda kaj bijandilo sago potomko e carsko Davidesko,
2d0104008e	a kroz o Duho savo posvetil thaj pire uštimava andar e mule, sikadilo kaj si Čhavo e Devlesko ande sila. Vo si o Isuso Hristo, amaro Gospod.
2d0105008f	Kroz leste dobisardam milost te avas apostolurja, te ande lesko alav anas e manušen andar svako them dži ke poslušnost thaj dži ko paćipe.
2d01060039	Maškar akala sen vi tumen saven akhardas o Isuso Hristo.
2d010700ad	Ramov savorenđe ando Rimo save sen drage e Devlešće thaj save sen akharde te aven svete: Milost thaj miro tumenđe katar o Del, amaro Dad, thaj katar o Gospod Isus Hrist.
2d0108008f	Majsigo katar sa, dav najs mungre Devlešće kroz o Isuso Hristo pale savorende tumende, kaj palo tumaro paćipe ćerel pe svato po sasto them.
2d0109009d	O Del, kašće mungre duhosa služiv gajda kaj propovediv e Bahtali nevimata lešće Čhavešći, svedoko si manđe kaj či ačhav te moliv man pale tumende.
2d010a0062	Uvek ande mungre molitve moliv man te avili gajda e Devlešći volja te napokon šaj avav tumende.
2d010b004f	Kaj čezniv te dikhav tumen thaj te dav tumen varesavo duhovno daro te zuravon,
2d010c0052	godova si, te amare zajedničko paćimava ohrabrisaras jek avres kana sem tumenca.
2d010d00ef	A či kamlemas te na džanen, phralalen, kaj but data sas man gindo te avav tumende, te vi maškar tumende kušav varesosko duhovno plodo baš sago kaj ćerdem vi maškar aver manuša save naj Židovurja, ali semas sa dži akana sprečime.
2d010e0090	Udžile sem te propovediv okolenđe save si civilizovane thaj okolenđe save naj civilizovane, e mudre manušenđe thaj kolenđe save naj mudre.
2d010f004b	Gajda kaj but kamav te vi tumenđe ando Rimo propovediv e Bahtali nevimata.
2d011000b0	Me či ladžav katar e Bahtali nevimata, kaj voj si e sila e Devlešći palo spasenje savorenđe save paćan – majsigo e Židovešće, a askal vi okolešće savo naj Židovo.
2d011100b3	Kaj ande late sikadolpe e pravednost e Devlešći, savi primilpe e paćimava, thaj samo e paćimava, sago kaj si ramome ande Sveto lil: “O pravedniko trajila katar o paćipe.”
2d011200a3	Kaj, e Devlešći bari holji sikadolpe andar o nebo pe svako bezbožno trajo thaj pe svako nepravda e manušenđi, save pire nepravedne trajosa garaven o čačipe.
2d0113006f	Kaj okova so palo Del šaj džanel pe, pindžardo si lenđe, kaj o Del ćerda te avel godova lenđe očigledno.
2d011400c6	A e Devlešće nevidljive osobine – lešći večno sila thaj lesko božanstvo, šaj jasno dićhel pe katar o postanko e themesko pe okova so stvorisarda. Zato khonikas naj izgovor pale piro bezah.
2d011500a9	Kaj, vi ako džanenas kaj o Del postoil, či sikavenas lešće sago e Devlešće čast thaj zahvalnost, nego dilajle ande pire gindurja thaj lengo nerazumno ilo kaljilo.
2d0116002d	Mothonas kaj si mudre, a postanisardine dile,
2d011700b3	pa e slava e besmrtno Devlešći zamenisardine e slikava thaj e oblikosa katar o smrtno manuš thaj katar e čiriklja, katar e životinje pe štar pungre thaj katar e gmizavcurja.
2d01180077	Zato o Del ande požude lenđe ilenđe predaisarda len e nemoralno melalipešće, te ćeren ladžavne buća jek avresa.
2d011900ac	Von e hohaimasa zamenisardine e Devlesko čačipe, pa slavinas thaj služinas okolešće so si stvorime, a na e Stvoritelješće savešće pripadil e slava pale uvek. Amin.
2d011a008d	Zbog godova o Del mukla len lenđe ladžavne požudenđe. Gajda lenđe romnja o prirodno polno odnos zamenisardine okoleja savo naj prirodno.
2d011b00fa	Isto gajda vi e muškarcurja mukline o prirodno polno odnos e romnjenca thaj ande požuda phabonas jek pe avreste. E muškarcurja e muškarconenca ćerenas ladžavne buća thaj gajda primisardine pe peste e zasluženo kazna pale pire perverzne buća.
2d011c008d	Thaj zato kaj či inćarenas vredno te pindžaren e Devle, o Del predaisarda len lenđe bezvredne gođaće, te ćeren okova so si nedolično.
2d011d0097	Von si pherde svako vrsta nepravda, zloba, pohlepa, bilačhipe, zavist, mudaripe, čingara, lukavstvo thaj zlo namera. Von si okola kaj ćeren spletke,
2d011e008d	klevetin avren, mrzan e Devle, bezobrazne si, ohole, barikane, izmislin sar te ćeren bilačhipe, nepokorne pire dadešće thaj pire dejaće,
2d011f0031	nerazumne, nepouzdane, bezosećajne, nemilosrdne.
2d0120009a	Vi ako džanen pale Devlesko upozorenje kaj smrto zaslužin okola save gajda ćeren, von na samo kaj godova ćeren nego ohrabrin vi avren gajda te ćeren.
2d020100b1	Zato naj tut izgovor, manušeja savo sudis, ma ko god te san. Kaj, korkoro godoleja kaj sudis varekašće avrešće, korkoro tut osudis, kaj vi tu savo sudis ćeres godova isto.
2d0202004d	A amen džanas kaj si e Devlesko sudo pravedno prema okola save ćeren gajda.
2d0203007d	Dali gndis, manušeja savo sudis okolenđe save ćeren godova, a vi tu ćeres godova isto, kaj našeja katar e Devlesko sudo?
2d02040093	Ili či maris palo barvalipe lešće lačhimasko, trpljivost thaj strpljenje? Či haćares kaj lesko lačhipe kamel te vodil tut dži ko pokajanje?
2d0205009c	Ali, zbog ćiri tvrdoglavost thaj kaj ćiro ilo naj promenime sa majbut crdes pe tute e Devlešći holji, po Đes kana o Del objavila piri pravedno presuda,
2d0206002a	pa svakonešće boldela prema lenđe dela.
2d02070075	Dela večno trajo okolenđe save roden e slava, čast thaj trajo bi smrtosko, thaj trudin pe uvek te ćeren lačhipe,
2d02080073	a e bare holjasa kaznila okolen save si handžvale thaj či pokorin pe e čačipešće, a pokorin pe e nepravdaće.
2d02090071	E nevolja thaj e muka aresela svakone ko ćerel bilačhipe, majsigo e Židove, a askal vi okole savo naj Židovo.
2d020a007a	A e slava, čast thaj miro avela svakone ko ćerel lačhipe, majsigo e Židovenđe, a askal okolenđe save naj Židovurja,
2d020b001f	kaj o Del či dićhel ko si ko.
2d020c0107	Okola saven si e Mojsijesko Zakon, ćeren bezah isto sago vi okola save nikada či ašundine palo Zakon. Ako okola saven naj Zakon ćeren bezah, isto gajda vi bi e Zakonesko avena hasarde. A ako okola save silen o Zakon ćeren bezah, lenđe avela sudime po Zakon.
2d020d0068	Kaj anglo Del naj pravedne okola save ašunen o Zakon, nego avena opravdime okola save izvršin o Zakon.
2d020e00ab	Kaj varesave, save naj Židovurja thaj či pindžaren e Mojsijesko Zakon prirodno ćeren okova so mothol o Zakon. Zato, vi ako najlen Zakon, ande lenđe ile silen o Zakon.
2d020f00b2	Von sikaven kaj si lenđe ande ile ramome okova so o Zakon rodel lendar, a pale godova svedočil lenđi savest thaj lenđi gođi savi jekhar prl len a jekhvar čak vi branil len.
2d02100080	Sa godova avela okova Đes kana o Del prekal o Hristo Isus sudila e manušenđe tajne, prema e Bahtali nevimata savi me objaviv.
2d02110059	A tu, savo phenes pale tute kaj san Židovo oslonistu po Zakon thaj hvalis tut e Devlesa.
2d0212005a	Džanes e Devlešći volja thaj prosudis so si majlačhe, kaj godova sikavel tut o Zakono.
2d0213004e	Uverime san kaj san vođa e korenđe, svetlo okolenđe save si ando tunjariko,
2d02140088	kaj sikaves okolen save či džanen, thaj te aves učitelj e čhavrenđe, kaj si tut o Zakon, saves si potpuno džanglipe thaj čačipe.
2d0215007e	Sostar, askal tu savo sikaves averen, korkoro tut či sikaves? Tu savo propovedis kaj či trubul te čorel pe, korkoro čores.
2d0216009c	Tu savo phenes te či ćerel pe preljub, korkoro ćeres preljub. Tu savešće si odvratne e idolurja, koristis e čordane predmeturja andar lenđe hramurja.
2d02170065	Tu savo hvalis tut kaj pindžares e Devlesko Zakon, sostar vređos e Devle gajda kaj phađes o Zakon?
2d0218006f	Sago kaj ramol ando Sveto lil: “Zbog tumende maškar okola save naj Židovurja vređol pe e Devlesko alav.”
2d021900c5	O obrezanje koristil tuće samo ako poštuis o Zakon, ali ako phađes o Zakon askal sago kaj ni naj san obrezime: kaj o Zakon či ćerel tut te aves khanči majlačho katar okola save naj obrezime.
2d021a0074	Ali ako o manuš savo naj obrezime inćarel okova so phenel o Zakon, godova đinavelpe lešće sago kaj si obrezime.
2d021b00ab	Zato tuće, savo pindžares okova so ramol ando Zakon thaj san obrezime, a phađes o Zakon, sudila o manuš savo naj obrezime telesno, a inćarel e zapovedi e Zakonešće.
2d021c0059	Kaj naj Židovo okova savo si godova samo avrjal, niti si pravo obrezanje avrjal po telo.
2d021d00bb	Nego, Židovo si okova savo si godova andral, a pravo obrezanje si o obrezanje e ilesko, a godova ćerel o Duho, a na o slovo e Zakonesko. Kasave manuše či hvalin e manuša, nego o Del.
2d0301004a	Savi, askal, prednost si e Židoven? Ili savi korist si katar o obrezanje?
2d0302004e	Bari ande svako pogled. Majsigo, e Židovenđe si poverime e Devlešće alava.
2d0303005a	A so ako varesave lendar či paćanas? Zar lengo bipaćipe ačhavela e Devlešći vernost?
2d030400ad	Nisar! Nego o Del ačhela verno, vi ako si sa e manuša hohamne, sago kaj ando Sveto lil ramol: “Te aves ando pravo kana ćeres svato thaj te pobedis kana došaren tut.”
2d030500ae	A ako amari nepravda sikavel e Devlešći pravednost, so te phenas pe godova? Kaj o Del si nepravedno – kana sikavel piri bari holji? Mothav gajda sago kaj e manuša gndin.
2d03060038	Nisar! Sar askal o Del šaj pravedno sudil e themešće?
2d0307008e	Ali, ako si e Devlesko čačipe zbog mungro hohaipe još majočigledno pe lešći slava, sostar vi majdur sudilpe manđe sago e bezehalešće?
2d0308009f	Thaj sostar te na “ćeras bilačhipe te avel lačhipe”, sago kaj varesave hohaven pe amende thaj tvrdin kaj amen gajda phenas. Lenđi osuda avela pravedno!
2d0309009b	So askal? Dali sam amen Židovurja majlačhe avrendar? Nisar! Kaj, već optužisardam vi e Židoven thaj vi okolen save naj Židovurja kaj si o talo bezeh.
2d030a003d	Sago kaj si ramome ando Sveto lil: “Naj pravedno – nijek;
2d030b0034	naj khonik ko haćarel, naj khonik ko e Devle rodel.
2d030c007e	Savora banđardine e Devlešće dromestar, sa zajedno postanisardine beskorisne. Naj khonik ko ćerel lačhipe, naj ni jek.”
2d030d006f	“O muj lengo putardo limori si, e čhibja lenđi hohaipe mothol.” “E sapengo otrovo si pe lenđe vuš.”
2d030e0031	“O muj lengo pherdo si romaja thaj gorčina.”
2d030f002d	“E pungre lenđe siđaren te čhoren o rat,
2d0310002c	kaj god džan, inđaren propast thaj e beda,
2d03110029	a o drom e mirosko von či pindžaren.”
2d0312002d	“Dar e Devlestar naj angle lenđe jakha.”
2d0313008d	Ali džanas sa so o Zakon phenel, phenel okolenđe save si talo Zakono, te svako muj phandadol thaj te o sasto them avel angle Devlesko sudo.
2d0314008e	Kaj khonik anglo Del našti opravdila pe gajda kaj inćarel e Mojsijesko Zakon, kaj o Zakon anel e manuše dži ko džanglipe kaj si bezehalo.
2d03150083	A akana, odvojime katar o Zakon, sikadili e Devlešći pravednost – pale savi svedočin o Zakon thaj ande knjige e Prorokonenđe.
2d03160081	Anglo Del sam opravdime kroz o paćipe ando Isuso Hristo. Godova odnosil pes pe sa save paćan kaj naj razlika maškar e manuša:
2d0317003b	savora sagrešisardine thaj hasardine e slava e Devlešći,
2d03180076	ali ivja si opravdime, lešće milava, kroz o Hristo Isus, savo otkupisarda men gajda kaj lijas pe peste amare bezeha.
2d031900c4	Les o Del čhuta te pire ratesa avel žrtva pomirno savi prihvatilpe e paćimava. Gajda o Del kamlas te sikavel piri pravednost. Kaj, vo ande piri strpljivost či kaznilas e majsigo ćerde bezeha,
2d031a0073	a ande akaja vrjama sikavel piri pravednost te korkoro avel pravedno thaj te opravdil okoles savo paćal ando Isus.
2d031b00ae	Prema godova, si li varekas razlog te hvalil pe korkoro pesa? Godova si isključime. Sošće zakoneja? E zakoneja savo rodel e dela? Na, nego e zakoneja savo rodel o paćipe.
2d031c006a	Amen, dakle, inćaras kaj o manuš opravdil pe zato kaj paćal, a na zato kaj vršil e dela e Zakonešće.
2d031d0072	Ili si o Del samo o Del e Židovengo? Naj li vi okolengo save naj Židovurja? Ej, vi okolengo save naj Židovurja.
2d031e0073	Kaj, samo jek Del si thaj opravdila e paćimava okolen save si obrezime, a okolen save naj obrezime kroz o paćipe.
2d031f005f	Da li amen e paćimava čhinas o Zakono? Nisar! Nego, e paćimava inćares e rig e Zakonešći.
2d0401003d	So šaj phenas kaj arakhlas o Avraam, amaro pradad ando telo?
2d0402005c	Kaj, ako si o Avraam opravdime prekal pire dela, si les sova te hvalil pe, ali na anglo Del.
2d0403006d	Kaj ramol ando Sveto lil: “O Avraam paćaja e Devlešće thaj godova đinada pe lešće ande pravednost.”
2d04040067	Okolešće savo ćerel bući, e poćin či đinavelpe sago daro, nego sago okova so si lešće udžile.
2d04050076	A okolešće savo či ćerel bući, a paćal ando Del savo opravdil e bezehales, o paćipe đinavelpe sago pravednost.
2d0406006f	Gajda vi o David phenel kaj si bahtalo o manuš savešće o Del đinavel e pravednost bi lešće pravedne dela:
2d0407004c	“Blago okolenđe savenđe si bilačhe dela jartome thaj e bezeha učharde.
2d04080040	Blago e manušešće savešće o Gospod či đinavel o bezah.”
2d04090098	Dali si akaja bah samo pale okola save si obrezime ili vi pale okola save naj obrezime? Phendam kaj o paćipe e Avraamešće đinada pe sago pravednost.
2d040a0079	A kana godova đinada pe lešće? Dok sas obrezime ili dok još nas obrezime? Na dok sas obrezime, nego dok nas obrezime!
2d040b00e3	A o obrezanje primisarda sago znako, thaj pečato pale pravednost savi steknisarda e paćimava dok još nas obrezime. Zbog godova si vo duhovno dad savorenđe save paćan, a naj obrezime, te vi von aven đinade ande pravednost.
2d040c0077	A o Avraam si dad vi okolenđe save naj samo obrezime nego save sledin lesko paćipe savo sikada dok još nas obrezime.
2d040d00a1	Kaj, o obećanje savo si dino e Avraamešće ili lešće potomkošće kaj nasledila o them či avilo po Zakon, nego pe pravednost savi si rezultato e paćipasko.
2d040e006d	Ako si e naslednikurja okola save trajin po Zakon, askal o paćipe naj vredno, a o obećanje či mol khanči.
2d040f0052	Kaj, o Zakon anel e Devlešći holji, a kaj naj o Zakon, či ni phađelpe o Zakon.
2d04100105	Gajda vi e Devlesko obećanje temeljil pe po paćipe sar avilosas pe Devlešći milost thaj te vredil pale sa e Avraamešće potomkurja, na samo pale okola save inćaren o Zakono, nego vi pale okola saven si paćipe sago e Avraame. Vo si dad savorenđe amenđe,
2d041100c3	sago kaj ramol ando Sveto lil: “Ćerdem tut te aves dad e bute themengo” – anglo Del, ande savo paćajas, savo džudarel e mulen thaj pire alavenca ćerel te postanil okova so či postojil.
2d041200b2	Kana e Avraame nas nada kaj avela les čhavra, o Avraam ande nada paćaja. Thaj postanisarda dad e bute themengo prema okova so si phendo: “Gaći baro avela ćiro potomstvo.”
2d041300b9	O Avraam lačhe džanelas kaj nakhli e vrjama kaj šaj avel les čhavra, kaj sas les skoro šel brš, isto gajda džanelas kaj e Sara našti bijanel, ali lesko paćipe či oslabisardas.
2d04140072	Ažućarelas te o Del pherel piro obećanje thaj či sumnjilas, nego zuravolas ando paćipe thaj hvalilas e Devle.
2d04150039	Potpuno sas uverime kaj o Del šaj ćerel so obećisarda.
2d04160031	Zato vi “đinada pe lešće ande pravednost.”
2d04170043	A e alava: “si lešće uračunime”, naj ramome samo pale leste,
2d041800a9	nego vi pale amende. Amaro paćipe avela prihvatime te opravdil men anglo Del. Godova avela vi amenđe save paćas ando Del savo vazdas andar e mule amare Gospode e Isus
2d0419005b	savo si dino te avel mudardo pale amare bezeha thaj vazdino andar e mule te avas opravdime.
2d05010064	Pošto sam, dakle, akana opravdime e paćimava, si amen miro e Devlesa kroz amaro Gospod Isus Hrist.
2d05020082	Kroz leste, e paćimava, si amen pristup ke akaja milost ande savi ačhas thaj raduji men, kaj si amen nada ande Devlešći slava.
2d05030060	Thaj na samo godova, nego raduji men vi ande nevolja, kaj džanas kaj e nevolja anel strpljenje.
2d05040043	O strpljenje zuravel amaro karakter, a o zuralo karakter anel nada.
2d05050073	A e nada či ladžarela men kaj e ljubav e Devlešći čhordili ande amare ile e Sveto Duhosa savo si dino amenđe.
2d0506006e	Kaj, ande pravo vrjama, dok samas još bespomoćne, o Hristo mulo pale amende save samas bidevlešće manuša.
2d0507007e	Phare kaj vareko kamlasas te merel palo pravedno manuš, vi ako pale zurale lačho manuš šaj te vareko vi kamlasas te merel.
2d0508006e	Ali o Del sikada piri ljubav prema amende gajda kaj o Hristo mulo pale amende dok samas još bezehale manuša.
2d05090063	Kozom majbut akana, kana sam opravdime lešće ratesa, avasa spasime katar e Devlešći bari holji?
2d050a00ad	Pa, kana izmirisajlam e Devlesa kroz o smrto lešće Čhavesko dok samas još e Devlešće dušmaja, kozom majbut avasa spasime lešće trajosa akana kana sam izmirime lesa.
2d050b0075	Thaj na samo godova, nego vi raduji men ando Del kroz amaro Gospod Isus Hrist, kroz savo akana primisardam pomirenje.
2d050c009b	Prema godova, sago kaj o bezeh dija ando them kroz o jek manuš, a kroz o bezeh o smrto, gajda vi o smrto avilo pe sa e manuša, kaj savora ćerdine bezeh.
2d050d0065	O bezeh sas ando them majsigo katar o Zakono, ali o bezeh khonikašće či đinavelpe kana naj zakon.
2d050e00a6	Ipak, katar o Adam dži ko Mojsije, o smrto vladilas vi pe okola save či prekršisardine e jasno Devlešći zapoved sago o Adam, savo si slika Okolešći savo avela.
2d050f00eb	Ali o milosno daro naj sago o prestup e Adamesko. Kaj ako but muline zbog o prestup jećhe manušesko, kozom majbut izlisajli e Devlešći milost thaj o daro savo avilo kroz e milost jećhe manušešći, e Isuse Hristošći pe butende.
2d051000cb	Thaj godova daro naj sago okova so avilo prekal okova manuš savo sagrešisardas. Kaj, posle jek prestup avilo o sudo savo andas osuda, a o milosno daro avilo posle but prestupurja thaj andas opravdanje.
2d051100fe	Kaj, ako zbog o prestup jećhe manušesko vladilas o smrto kroz o bezeh godole jećhe manušesko, kozom majsigo okola save primin ando butipe e milost e Devlešći thaj o daro e Devlesko te aven pravedne, vladina ando trajo kroz o jek manuš, Isus Hrist.
2d051200b5	Prema godova, sago kaj, o prestup jećhe manušesko andas dži ke osuda sa e manušen, gajda o pravedno delo jećhe manušesko andas dži ke pravednost savi del trajo sa e manušen.
2d0513008f	Sago kaj zbog o neposluh jećhe manušesko but postanisardine bezehale, gajda vi zbog e poslušnost jećhe manušešći but postanina pravedne.
2d05140070	A o Zakon si dodaime te umnožil pe o prestup. Ali, kaj umnožisajlo o bezeh, e milost umnožisajli još majbut,
2d05150096	te, sago kaj o bezeh vladilas kroz o smrto, gajda vi e milost vladil kroz e pravednost savi vodil ando večno trajo kroz o Isuso Hristo, amaro Gospod.
2d0601003b	So te phenas? Te ačhas ando bezah te umnožil pe e milost?
2d0602004d	Nisar! Sar šaj amen save mulam e bezehešće vi majdur te trajis ande leste?
2d0603005d	Ili, či džanen kaj savora amen save sam bolde ando Hristo Isus, ande lesko smrto sam bolde?
2d0604009c	E boldimasa sam zajedno lesa prahome ande lesko smrto, te šaj trajis neve trajosa, sago kaj o Hristo uštilo andar e mule lešće Dadešće slavno snagasa.
2d06050082	Kaj, ako sam gajda lesa ujedinime ando smrto sago kaj vo mulo, avasa ujedinime vi ande o uštipe andar e mule sago kaj vo uštilo.
2d06060092	Akava džanas: amari purani narav si razapnime zajedno e Hristosa sar o bezeh hasardasas e vlast pe amaro trajo te majbut či robuis e bezehešće
2d06070029	kaj ko mulo, oslobodime si katar o bezeh.
2d06080034	Pa ako mulam e Hristosa, paćas kaj lesa vi trajisa.
