2800000006	Mateyo
280d0f00f2	pantu imitima yaaba bantu tayakutulukwa, kabili na matwi yabo yalikoma. Kabili baalisala amenso yabo, Ngateifyo amenso yabo, ngayalamona, na matwi yabo ngayalomfwa, Ne mitima yabo ngaileluka kabili ngabalibwelela kuli nebo ukuti imbondape.’
280d10004a	“Lelo yalipalwa amenso yenu pantu yalamona, namatwi yenu pantu yalomfwa.
280d11009c	Ndemyeba ukuti bakasesema abengi na bantu abalungami balefwaisya ukumona ifi, lelo tabafimwene, kabili balefwaisya ukumfwa ifi muleumfwa lelo tabafyumfwile.
280d12003a	“Umfweni nomba umulumbe wakwa katanda fintu ulepilibula.
280d130097	Umuntu ngaumfwa imbila yapa Bufumu ukwabula ukwiluka, aba ngembuto syaponene mumbali yansila. Umubiifi alesa nokwisa sompola ifyabyelwe mumitima wakwe.
280d140068	Imbuto syaponene pansakalabwe simininako, abantu abomfwa imbila kabili palya pene baipokelela ne nsansa,
280d150087	Lelo apo muli bena tamwaba misila. Basipikisyafye apalinga kabili lintu amafya no kupakaswa kwaisa pamulandu wambila balanenuka bwangu.
280d16009d	Imbuto syaponene mumyunga simininako abo bonse abomfwa imbila, lelo amasakamiko yabwikasi buno nomukonkelelo wafyuma watosya imbila, kabili tabatwala fisabo.
280d1700d2	Kabili nembuto syaponene mu musili uusuma simininako abo bonse abomfwa imbila nokwiluka, balatwala ifisabo, bamo imiku umwanda umo, bambi amakumi mutanda, kabili nabambi amakumi yatatu ukukila fintu babyele.”
280d180071	Yesu abebele umulumbe naumbi ukuti, “Ubufumu bwa mumulu bwaba ngo muntu uwabyele imbuto isisuma mwibala lyakwe.
280d19005b	Lelo lilya abantu bonse bali mutulo ubusiku, umulwani aisile byalamo kalolo muŋano nokuya.
280d1a0044	Kilya imisonga yamena yapakula nokupakula, elo kalolo nayo yamoneka.
280d1b008a	Ababomfi baulya muntu baisile kuli ena nokumweba ukuti, ‘Mwemfumu, busye tamwatandile imbuto isisuma mwibala? Nga kalolo aafumine pi?’
280d1c0053	Ayaswike ukuti, ‘Umulwani ewakitile ifi. Busye ulefwaya tuleyanukulamo kalolo?’
280d1d0052	Abaswike ukuti, ‘Awe, pantu ilyo mulenukula kalolo kuti mwanukwila pamo neŋano.
280d1e00bb	Lekeni iŋano na kalolo fikulile pamo mpaka pa busombosi. Nkeba abakalasombola ukunukulamo kalolo pakwamba, ukuikaka mufikuka nokuyokya, kabili nokulonganya iŋano ukubika mubutala.’”
280d1f0086	Yesu abebele umulumbe naumbi ukuti, “Ubufumu bwamumulu bwaba ngo luseke lwa lubanga ulo umuntu apiitile nokuya byala mwibala lyakwe.
280d2000a6	Luseke ulunono panseke syonse, lelo ilyo lwakula, luba kimpunsa ikikalamba palifyonse mwibala. Kisanguka ikimuti, ikyakuti nefyoni fipanga ifinsa kumisambo yakiko.”
280d2100ae	Kabili Yesu abeba naumbi umulumbe ukuti, “Ubufumu bwamumulu bwaba nge ntutumusi sintu namayo apiitile angandwila mufipimo fitatu ifyabunga mpaka umufuba onse watutumuka.”
280d22006e	Fyonse ifi Yesu abomfesye imilumbe pakweba amabumba, taalandile ikintu nangu kimo ukwabula ukubomfya umulumbe.
280d23009f	Akiitile ifi mukufikilisya fintu kasesema Ezaya alandile ukuti, “Nkabomfya imilumbe pakulanda nabo, nkabeba ifintu ifyafisama ukutula pabubumbo bwe sonde.”
280d240094	Yesu afumine pa mabumba nokwingila muŋanda, abasambi bakwe baisile kuli ena nokumweba ati, “Twebe fintu umulumbe wakalolo mwibala ulepilibula.”
280d250044	Yesu abasuka ukuti, “Umuntu uwabyele inseke isisuma Mwana Wamuntu.
280d260048	Ibala lisonde, inseke isisuma bantu aba Mubufumu, kalolo bantu bamubifi,
280d270075	kabili nomulwani uwatandilemo inseke ni Kiwa. Ubusombosi nimpela yankulo, kabili na babomfi babusombosi ni bamalaika.
280d280050	Ngafilya kalolo alonganikwa nokokewa mumulilo, efintu kikaba na pampela yakyalo.
280d290092	Umwana Wamuntu akatuma bamalaika mukukolonganika abo bonse abalenga abantu ukubembuka nabo bonse abakita ifintu ifibi, ukubafumya Mubufumu bwakwe,
280d2a0048	kabili bakabaposa mwilungu lyamulilo, umukaba ukulila nokusumanya ameno.
280d2b0055	Elo abalungami bakabengesime nga kasuba Mubufumu bwakwa Tata. Uukwete amatwi naomfwe!
280d2c00ac	“Ubufumu bwa mumulu bwaba nge kipao kyafiswa mwibala kintu umuntu atutwila nokufimbapo, elo aya nasansamuka ngansi, asitisya nafyonse fintu aakwata ayasitamo lilya ibala.
280d2d0055	“Nakabili Ubufumu bwa mumulu bwaba ngo muntu wamakwebo ulefwaya ubulungu ubwayemba.
280d2e0047	Kilya asanga ubwayembesya ayasitisya fyonse fintu aakwata nokuyabusita.
280d2f0062	“Kabili Ubufumu bwamumulu bwaba ngo bukonde ubwaposwa pamumana nokwipaya isabi lyamisango yonse.
280d300078	Lintu isabi lyaisula mubukonde abashila babutintila kunshiko baikala balasala, ilisuma babika mukitunga, ilibi baliposa.
280d31005c	Efintu kikaba pakupwa kwakyalo, bamalaika bakesapatula abantu ababifi ukubafumya kubalungami
280d320044	nokuyabaposa mwilungu lyamulilo umo bakalila nokusumanya ameno yabo.
280d330064	“Elo Yesu abepusya ukuti, “Busye Namwiluka ifintu fyonse ifi?” Nabo bamwasuka ukuti, “Ee”.
280d3400af	Kabili abebele ukuti, “Eikyo onse kafundisya Wefunde uwaba umusambi wa Mubufumu bwa mumulu ali ngomwine waŋanda uufumya ifipao fyakwe ifipya ne fyakale muntu afisungila.”
280d350044	Lintu Yesu apwisisye ukulanda iyi milumbe alifumine kuli ilya nkende
280d3600ab	nokubwelulukila ku musumba wakwe. Aafundisye musinagogi nabonse abaumfwileko balisungwike. Baipwisye ukuti, “Busye nipii aafumya aya mano namaka yakukita ifisungusyo?”
280d37006b	“Busye uyu temwana Kapopa wambao? Busye temwana Mariya? Busye Yakobo, Yosefu, Simoni na Yuda tebamunyina?
280d38004e	Busye bankasi yakwe tatwikala nabo kuno? Nga nipi aafumya fyonse ifi fintu?”
280d39008b	Eikyo balimukene. Lelo Yesu abebele ukuti, “kasesema kunkende syonse balamukindika ukufumyakofye mumusumba wakwe nakuli balupwa bakwe.”
280d3a0040	Eikyo takitileko ifisungusyo ifingi pantu tabakwete ikitetekelo.
280e010048	Pali ilya nsita Herodi imfumu yamu Galili, yaumfwile ululumbi pali Yesu.
280e020076	Yaebele bakilolo bakwe ukuti, “Ni Yohani Kabatisya eubukile kubafwa, ekintu akwatiile amaka yakukita ifisungusyo.”
280e030080	Pantu Herodi alikete Yohani, amukaka mu minyololo nokumubika mukifungo. Aakitile ifi pamulandu na Herodyasi muka munyina Filipi.
280e040047	Yohani aebele Herodi ukuti, “Takyasuminisiwa webo ukupa Herodyasi!”
280e050065	Herodi alefwaya ukwipaya Yohani lelo aletiina abantu, pantu bena balisumine Yohani ukuti ni kasesema.
280e06008c	Lelo Pakusefya ubusiku bwa kufyalwa kwakwa Herodi, umwana wakwa Herodyasi umwanakasi alicindile ku ntansi ye bumba kabili alisekesye Herodi,
280e070034	ikyakuti alilapile ukumupela kyonse kintu engalomba.
280e08005e	Lelo nyina ailemusonga, eikyo alandile ati, “Mpeni umutwe wakwa Yohani Kabatisya pansani!”
280e09006a	Imfumu yalisakamene lelo pamulandu nomulapo yapangile pa menso ya bantu bonse yakonkomesye ukuti bamupele.
280e0a0035	Yatumine abakuyaputula umutwe wakwa Yohani mukifungo.
280e0b0041	Baletele umutwe pa nsani bapela akakasyana, nako kayapeela nyina.
280e0c0043	Abasambi bakwa Yohani bapiitile ikitumbi bayasika elo bayaeba Yesu.
280e0d009d	Lintu Yesu aumfwile ifyakitike, afumine kulya nobwato nokuya kunkende yakwe eka. Lelo lintu ibumba lyaumfwile ifi, lyamukonkele ulwa pansi ukufuma mumisumba.
280e0e0077	Lintu Yesu afikile ku nshiko amwene ibumba ilikalamba, umutima wakwe waiswilemo inkumbu, kabili aundepe amalwele yonse.
280e0f00a1	Mukyungulo abasambi bakwe baisile kuli ena nokumweba ukuti, “Kuno tuli nikukiswebebe kabili nakasuba nakawa, eba abantu baye mumisi bayesita ifyakuti balye.”
280e100052	Yesu nao abaswike ukuti, “Tabafwile ukuya, mwebobene bapeniko ifyakuti balye!”
280e11003e	Bayaswike ukuti, “Tukwetefye imikate isano nesabi libili.”
280e12002c	Yesu alandile ukuti, “Leteni kuli nebo.”
280e1300b5	Aebele amabumba ukwikala pafyani, elo abuula imikate isano ne sabi libili, alolesya mu mulu aapala ifyakulya. Aamokwele imikate isano apela abasambi, nabo abasambi bayakanya abantu.
280e140064	Abantu bonse balilile nokwikuta. Kabili nabasambi bapiitile ifitunga ifyaisula ifyakulya fyasyelepo.
280e150057	Impendwa yabaume abalile yali amakana yasano ukwabula ukupendelako abanakasi, na baana.
280e16006d	Yesu aebele abasambi bakwe ukupatama mubwato bamutangilile busilya bwa mumana, ilyo ena alesalanganya abantu.
280e17006c	Panuma ya kusalanganya abantu, apilukile pa lupili mukupepa. Lintu ikyungulo kyafikile aali kulya kwine eka,
280e180062	lelo pali iyi nsita ubwato bwali nabufika apatali, bwalesenkela namaputa pantu umwela walebusunka.
280e190036	Kuli kakula Yesu aisile ku basambi, aleyenda pamumana.
280e1a0075	Lintu abasambi bamumwene aleyenda pamumana balitiinine ngansi, baebele ukuti, “Kiwa!” Kabili bapundile no mwenso.
280e1b0047	Lelo Yesu palyapene abeba ukuti, “Tekeni imitima, Ninebo mwitiina!”
280e1c005a	Petelo epakulanda ukuti, “Wemfumu, nganiwebo ngeba ingise kuli webo ndeyenda pamensi.”
280e1d0065	Yesu nao amwaswike ukuti, “Isa!” Petelo akokele mubwato nokwamba ukwenda pamensi aleya kuli Yesu.
280e1e0069	Lelo lintu amwene umwela alitinine, ayamba nokwibila mumensi. Alilile ukuti, “Mwe Mfumu, mpususyeni!”
280e1f0075	Yesu palyapene atambulwile ukuboko amukwata nokulanda ukuti, “We muntu wakitetekelo kinono! Kinsi wakitwisikila?”
280e200026	Lintu bapateme mubwato nomwela walala.
280e21004f	Elo abaali mubwato basinsimwine Lesa ukuti, “Mukiine uli Mwana wakwa Lesa!”
280e22003f	Kabili lintu bayabwike umumana, baisile kukyalo kya Genesareti.
280e230077	Lintu abantu bakuli ilya nkende baisibe Yesu, balaisye bonse muli ilya nkende ukuleta bonse abaali nabalwala kuli Yesu.
280e240071	Balimupapatile ukuti, aleke abalwele bakumyekofye kumpela yansalu yakwe, kabili na bonse abakumisyeko balipolele.
280f010067	Elo Abafalise bamo naba Kafundisya bamafunde bafumine ku Yerusalemu baisa kuli Yesu nokumwipusya ukuti,
280f02005c	“Nikinsi abasambi bobe baletobela intambi syafikolwe fyesu? Tabasamba ku minwe pakulya!”
280f03005d	Yesu abaswike ukuti, “Nemwe nikinsi mutobela ifipope fyakwa Lesa, pamulandu nentambi syenu?
280f04008a	Pantu Lesa alandile ukuti, ‘Ulekindika wiso na noko,’ kabili ‘naonse uwalanda ifibi pali wisi nangu pali nyina, afwile ukwipaiwa.’
280f050071	Lelo mwebo mulanda ukuti umuntu nganakwata fintu engafwilisya wisi nangu nyina, mulanda ukuti, ‘fyakwa Lesa,’
280f06005d	eikyo tafwile ukukindika wisi, pamulandu nentambi syenu mulenga imbila yakwa Lesa ibe iyafye.
280f070042	Mweba bumbimunda! Ezaya alilungike lintu aseseme pali mwebo ukuti,
280f08004b	‘Aba bantu bankindikafye pa kanwa, lelo imitima yabo yaba ukutali nanebo.
280f090038	Bansinsimunafye apafye, namafunde yabo yabuntunse!’”
280f0a0037	Yesu aitile abantu nokubeba ati, “Kutikeni nokwiluka!
280f0b0064	Ifingila mukanwa kamuntu tafimulenga ukukowela lelo ififuma mukanwa kamuntu efimulenga ukukowela.”
280f0c0084	Elo abasambi baisile kuli ena nokumweba ukuti, “Busye namwisiba ukuti aba Falise nakibakalipa lintu bakyumfwa fintu mwakilanda?”
280f0d004f	Yesu ayaswike ukuti, “Kyonse ikimuti kintu Taata mumulu tabyala, kikanukulwa.
280f0e0065	Balekeni, nintungulusi impofu, kabili impofu ngayatungulula impofu inankwe bonse kuwiila mucikulo.”
280f0f0041	Petelo aebele ukuti, “Tulondolweleni umwalolola uyu mulumbe.”
280f100031	Yesu abepwisye ukuti, “Busye nanomba tamwiluka?
280f11005a	Busye tamumona ukuti kyonse ikingila mukanwa, kipita munda, elo kyafumina kunse ya mubili?
280f12004c	Lelo ififuma mukanwa, fifuma mu mutima kabili ifi efilenga umuntu ukukowela.
280f13006f	Pantu mumutima mufuma imilangwe iibi, ukwipaya, ubukende, ubulalelale, ubuŋo, bukambone bwa bufi, no musalula.
280f140053	Ifi efikowesya umuntu, lelo ukulya ukwabula ukusamba kuminwe takukowesya umuntu.”
280f15003e	Kabili Yesu afumine kulya nokuya kufitungu fya Tare na Sidoni.
280f1600a1	Namayo waku Kenani uwaleikala muli ilya nkende aisile alebilisya ukuti, “We Mfumu, Mwana Davidi mbelela uluse! Umwana wandi umwanakasi alekyusiwa nekibanda.”
280f17008d	Lelo Yesu tamwaswikepo isiwi nangu limo. Kabili abasambi baisile kuli Yesu no kumupapata ukuti, “Mwebeni aleya! Aletupangilafye ifyongo!”
280f180055	Yesu ayaswike ukuti, “Natumwafye kumpaanga isyaluba isya muŋanda yakwa Israeli.”
280f19005e	Lelo namayo apalamine mupepi, afukama pansi nokumupapata ukuti, “Ngafwilisyeni mwe Mfumu!”
280f1a0054	Yesu ayaswike ukuti, “Tekintu ikyayana ukupiita umukate wabana ukuposela imbwa.”
280f1b0071	Nao ayaswike ukuti, “Kisinka mwe Mfumu, lelo nembwa sine silalya ubufungau bupona kwitebulo lyakwa wisikulu.”
280f1c009e	Yesu epakumwasuka ukuti, “Uli namayo wakitetekelo ikikalamba! Kintu wakilafwaya kyalakitwa kuli webo.” Kabili pali ilya ine nsita, umwana wakwe alipolele.
280f1d0063	Kabili Yesu afumine kulya nokuya kumumana wa Galili. Aapilukile mumbali yalupili nokuyaikala kulya.
280f1e00bc	Amabumba ayakalamba yaisile kuli ena nokumuletela abantu aabali, abalema, impofu, ababulebe, bankomya matwi nabambi abantu abaali nabalwala, bababikile pankasa syakwa Yesu, nao alibondepe.
280f1f0078	Abantu balipapile ukumona bakibulu balelanda, abalema baleyenda, nempofu silemona kabili balumbenye Lesa wabena Israeli.
280f2000de	Yesu aitile abasambi bakwe abeba ukuti, “Nabomfwila inkumbu aba bantu, pantu baaba nanebo pansiku sitatu nomba apa tabakwete ifyakuti balye. Nsilefwaya ukubatuma baye ukwabula ukulya pantu kuti bapona ulushile pakuya.”
280f21005a	Abasambi bamwipwisye ukuti, “Nipi twalasanga ifyakulisya ili ibumba muno mukiswebebe?”
280f22007b	Yesu abepwisye ukuti, “Mukwete imikate inga?” Nabo bamwaswike ukuti, “Tukwete imikate kinelubali nesabi ilyalinga.”
280f230022	Yesu aebele ibumba ukwikala pansi.
280f24005e	Elo apiita imikate kinelubali nesabi, atasya Lesa, amokola apela abasambi nabo bapeela abantu.
280f25006d	Bonse balilile nokwikuta fyasyalanapo. Abasambi bapiitile ifitunga kinelubali ifyaisula ifyakulya fyasyelepo.
280f260053	Impendwa yabaume abaalile ukwabula ukupendelako abanakasi nabana yali amakana yane.
280f27004c	Panuma Yesu asalanganya abantu, apateme mubwato nokuya kukyalo kya Magadani.
2810010075	Kabili Abafalise naba Saduki baisile kuli Yesu mukumwesya, eikyo bamwipwisye ukuti abalange ikisibilo ukufuma mumulu.
2810020072	Lelo Yesu abaswike ukuti, “Akasuba nga kawa, mulanda ukuti, ‘lelo kwalaba bwino, pantu umulu uli uwakasika.’
28100300a7	Kabili ulukyelo mulanda ukuti, ‘yalaloka pantu umulu uli uwakasika kabili uwafiita.’ Mwalisiba ukwilula imimonekele ya mulu, lelo teti mwilule ifisibilo fya nsita!
281004009d	Inkulo iibifi kabili iyabukende ifwaya ikisibilo, lelo takuli ikisibilo ikikapelwa kuli yena ukukila pa kisibilo kyakwa Yona.” Eifyo Yesu alibasile nokuya.
2810050049	Lintu bayabukile busilya bwamumana, abasambi balilabile ukupiita umukate.
281006004a	Yesu abebele ukuti, “Kengeleni ku ntutumusi syaba Falise naba Saduki.”
281007004f	Bayambawile abene beka ukuti, “Aalandila ifi pamulandu tatupitile umukate.”
281008007c	Lelo Yesu aisibe fintu baleyambaula, alandile ukuti, “Mwebakitetekelo ikinono, kinsi muleyambawila pakukana kwata umukate?
281009009b	Busye tamwailuka nandakai? Busye tamwibusya imikate isano fintu yalisisye abantu amakana yasano? Busye mwaiswisye ifitunga finga, ifya fyakulya fyasyelepo?
28100a0075	Nga pamikate kinelubali iyo nalisisye abantu amakana yane? Busye mwaiswisye ifitunga finga, ifya fyakulya fyasyalepo?
28100b006f	Nikinsi mwakifililwa ukwiluka ukuti nsyakilalanda pa mukate? Kengeleni kuntutumusi syaba Falise naba Saduki.”
28100c006e	Elo abasambi bailwike ukuti taalelanda pa ntutumusi sya mumikate, lelo nipamafundisyo yaba Falise naba Saduki.
28100d0088	Lintu Yesu aisile mukitungu kya Kaesaliya Filipi, aipwisye abasambi bakwe ukuti, “Busye abantu balanda ukuti Umwana Wamuntu ninani?”
28100e009a	Bayaswike ukuti, “Bamo balanda ukuti ni Yohani Kabatisya, bambi balanda ati ni Eliya, elo bambi balanda ukuti ni Yeremaya nangu umo muli ba kasesema.”
28100f0043	Elo Yesu abepwisye ukuti, “Ngamwebo mulanda ukuti ninebo nani?”
281010004d	Simoni Petelo ayaswike ukuti, “Niwebo Klistu, Umwana wakwa Lesa uwamweo.”
281011009e	Yesu amwaswike ukuti, “Walipalwa we Simoni mwana Yohani, pantu tekumuntu iki kisinka kyasokolwelwa kuli webo, lelo ni Taata uwamumulu ewakupela ubusokololo.
281012007d	Kabili nakweba ukuti niwebo Petelo, kabili napa ili libwe nkakulapo ulukuta lwandi nempongolo syamaka yamfwa tafyakalukinfye.
2810130099	Nkakupa imfungulo syabufumu bwa mumulu, kyonse kintu wakaka pesonde, namumulu kikakakwa, kabili nakyonse kintu wakakula pesonde na mumulu kikakakulwa.”
2810140058	Elo Yesu asoka abasambi bakwe ukuti tabafwile ukwebako umuntu nangu umo ukuti ni Klistu.
28101500eb	Ukufuma pali ilya nsita Yesu ayambile ukweba abasambi bakwe ukuti, “Nkaya ku Yerusalemu mukukyula apakalamba ku bakalamba, kuli basimapepo bakindami nabakafundisya Bamafunde. Nkepaiwa, lelo panuma yansiku sitatu nkabusiwa kubafwa.”
281016005e	Petelo apiitile Yesu pambali nokumukalipila ukuti, “Iyoo we Mfumu! Ifi tafyakamikitikile!”
28101700a0	Yesu apiilibwike nokweba Petelo ukuti, “Fuma kuli nebo Satana! Uli kyakumpumfyanya munsila yandi, pantu amatotonkanyo yobe yabuntunse tayalefuma kuli Lesa.”
281018007b	Yesu aebele abasambi bakwe ukuti, “Onse ulefwaya ukuba umusambi wandi, aikane umwine, apiite umusalaba wakwe nonkunkonka.
2810190062	Pantu onse upususya umweo wakwe akaulufya, lelo onse ulufya umweo wakwe pamulandu wandi akausanga.
28101a0080	Busye umuntu finsi engakwatamo, nganonka isonde lyonse, lelo alufya umweo wakwe? Takuli kintu umuntu engapela ukukabusya nomweo.
28101b0078	Pantu Umwana Wamuntu alinokwisa mubukata bwakwa Wisi naba Malaika bakwe, mukulambula umuntu ukulingana nefikitwa fyakwe.
28101c0064	Ndemyeba ikisinka ukuti bamo pano tabakafwe mpaka bakamona Umwana Wamuntu aleisa Mubufumu bwakwe.”
2811010068	Panuma yansiku mutanda Yesu apiitile Petelo, Yakobo namunyina Yohani pa lupili ulutali apo baileba beka.
2811020072	Yesu ayalwike pamenso yabo. Pamenso yakwe pabengesime nga kasuba. Nensalu syakwe syasangwike isyabuta ngo lubuuto.
2811030035	Kabili kwamonekele Mose na Eliya baleambaula na Yesu.
281104009a	Petelo epakweba Yesu ukuti, “We Mfumu kuti kyawama twaikala pano. Ngaulefwaya nalakula imitanda itatu, umo uobe, umo uwakwa Mose naumbi uwakwa Eliya.”
28110500ac	Lintu Petelo akili alelanda, awe inkumbi ilyabeka lyabakupa, kabili nesiwi lyafumine mumakumbi nokulanda ukuti, “Uyu Mwana wandi untu natemwa, eombekelwamo mumfwileni!”
2811060051	Lintu abasambi baumfwile isiwi, bawile pansi ubunkupeme kabili baiketwe nomwenso.
281107004f	Lelo Yesu aisile kuli bena nokubakumya, elo abeba ukuti, “Imeni, mwitiina!”
281108003b	Lintu bainwine amenso tabamwene nangu umo lelo Yesu ekafye.
2811090084	Lintu baletentemuka pa lupili, Yesu abakonkomesye ukuti, “Mwiyebako nangu umo ikimonwa, mpaka Umwana Wamuntu akabusiwe kubafwa.”
28110a007c	Kabili abasambi bamwipwisye ukuti, “Busye nikinsi bakafundisya bamafunde balandila ukuti Eliya afwile abalilapo ukwisa?”
28110b0084	Yesu nao abaswike ukuti, “Kisinka, Eliya ali nokwisapo bwangu kabili akesa mona ukuti ifintu fyonse fyabela muntu fifwile ukubela.
28110c0090	Lelo ndemyeba ukuti Eliya alisa kale kabili na bantu tabamwisibe, bamukitile ukulingana nefyabasekesye. Efintu no Mwana Wamuntu bakamukyusya.”
28110d003a	Elo abasambi bailwike ukuti alebeba pali Yohani Kabatisya.
28110e0045	Lintu babwelele kwibumba, umuntu aisilefukamina Yesu nokumweba ukuti,
28110f007b	“We Mfumu belela umwana wandi uluse! Pantu alapona ikifulubi kabili alakyula ububi. Ilingi alaponena mumensi na mumulilo.
2811100031	Nakimuleta ku basambi bobe lelo tabakimundapa.”
28111100be	Yesu ayaswike ukuti, “Mwenkulo iisyasumina, kabili iyaumalala imitima! Busye nkekala namwebo ukufika lisa? Busye nkasipikisya ukwikala namwebo ukufika lisa? Leteni akalumendo kuli nebo!”
2811120055	Yesu akalipile ikibanda, nakyo kyafumine mukalumendo napali kalya kene kasita kapola.
2811130073	Elo abasambi baisile kuli Yesu bamwipusya kumbali ukuti, “Busye nikinsi fwebo twakifililwa ukutamfya ikibanda?”
28111400f8	Abaswike ukuti, “Nipamulandu wa kitetekelo kyenu ikinono, ndemyeba ikisinka ukuti ngamwakwata ikitetekelo nga kaluseke ka lubanga, kuti mwalanda ku lupili ulu ukuti, ‘Fuma apa selela kulya!’ Nalo kuti lwasela. Tapali ifikasyupa kuli mwebo.”
281115002b	Lelo ifi tafiyafye kano kwi pepo nokufunga.
2811160073	Lintu abasambi bakolongene bonse mu Galili, Yesu abebele ukuti, “Umwana Wamuntu alaba pakupelwa mumaboko ya bantu
2811170063	bakamwipaya, lelo panuma ya nsiku sitatu akabusiwa kubafwa.” Kabili abasambi baiswilemo ubulanda.
28111800af	Lintu Yesu nabasambi bakwe baisile mu Kapenamu, bakasonkesya bamusonko wamwi tempele baisile ipusya Petelo ukuti, “Busye kafundisya wenu talipila umusonko wa mwi tempele?”
28111900ec	Petelo nao abaswike ukuti, “alalipila.” Kabili lintu Petelo aisile paŋanda, Yesu ewabalilepo ukumwipusya ukuti, “Simoni ngawebo uletipo syani? Nibani balipila umusonko ku mfumu syapano kyalo? Busye bana babo nangu bantu bambi?”
28111a0074	Petelo alandile ukuti, “bantu bambi” Yesu amwebele ukuti, “Ikilepilibula ukuti abana babo tabafwile ukulipila.
28111b00e5	Lelo tatulefwaya ukuleta ubwafya. Kabiye ku mumana uposepo indobani, isabi ulebalilapo ukuloba, wisule mukanwa ulesangamo ulupiya ulwalinga ukulipila umusonko wamwi tempele ulobe nolwandi. Ulupiite uleyabalipila umusonko wesu.”
2812010072	Pali ilya nsita abasambi baisile kuli Yesu mukumwipusya ukuti, “Busye ninani umukalamba mu bufumu bwa mumulu?”
2812020029	Yesu aitile umwaike amwimika pakati kabo,
2812030077	nokulanda ukuti, “Ndemyeba ikisinka ukuti ngatamupilibwike nokuba ngo mwana umunono tamwakengile mubufumu bwa mumulu.
2812040041	Onse uwaikefya ngo mwana umunono, mukalamba mu bufumu bwa mumulu.
281205004b	Onse uwapokelela umwana umunono ngoyu mwisina lyandi, ninsi apokelela nebo.
28120600a5	Lelo onse uwalenga ukuti kamo pali utu twaike utwasumina muli nebo ukubembuka, kyamuwamina ukumukakila ilibwe lya kupelelako mu mukosi nokumuposa pali bemba washika.
2812070086	Akalanda pesonde pamulandu wafintu ifilenga abantu ukupunuka! Pantu ifi fintu fyalingile ukwisa, lelo akalanda ku muntu uwalenga fise!
28120800d9	Ukuboko kobe nangu ulukasa lobe ngalwakulenga ukubembuka, kuputuleko nokukuposa! Kyawamapo ukwingila ku mweo ukwabula ukuboko nangu ulukasa ukukila na maboko yabili nangu amakasa yabili nokuposwa mu mulilo wamuyayaya.
2812090091	Ilinso lyobe ngalyakulenga ukubembuka, lilobole nokuliposa! Kyawamapo ukwingila ku mweo nelinso limo ukukila na menso yabili nokuposwa mu Gehena.
28120a008e	Moneni ukuti tamusalwilepo nangu kamo pali utu twaike. Pantu ndemyeba ukuti bamalaika batuko mumulu, lyonse bamona ikinso kyakwa Taata mumulu.
28120b0036	Pantu Umwana Wamuntu aisile mukupususya abantu baluba.
28120c00a1	Busye mwebo muletipo syani? Umuntu ngalikwata impaanga umwanda umo elo paluba imo? Busye tekuti asye isili amakumi pabula napabula kulupili nokuyafwaya iilubile?
28120d0083	Ndemyeba ikine kine ngaisanga, ala kuti asansamukisya ngansi pali imo iyalubile ukukila pasili amakumi pabula napabula isisilubile.
28120e004e	Efintu na Wisinwe wamumulu tafwayapo ukuti nangu kamo pali utu twaike ukuloba.
28120f0074	“Munonko ngakubifya, kabiye kuli ena uleyamweba ikilubo uko muli babili. Ngakumfwa ninsi mwawikisyanya na munonko.
281210007f	Lelo ngakana ukukumfwa, piitako umuntu umo nangu babili, pakuti ubwafya bonse busininkisiwe kuli bakambone babili nangu batatu.
281211009b	Kabili ngakana ukubomfwa, londolwelako abakulukuta. Ngakana ukumfwa ku lukuta lyena ninsi lekafye abe kuli webo ngo mwina fyalo nangu kasonkesya wamusonko.
281212008e	“Ndemyeba ikinekine ukuti, kyonse kintu mwakaka pesonde na mumulu kikakakwa, kabili na kyonse kintu mwakakula pesonde na mumulu kikakakulwa.
2812130081	“Kabili ndemyeba ukuti, ngakyakuti babili pali mwebo basuminisyanya pano isonde pali kintu balomba, Taata wamumulu akabakitila.
281214005b	Pantu ponse apo babili nangu batatu bakolongana mwisina lyandi nanebo nkaba pakati kabo.”
2812150080	Petelo aisile kuli Yesu amwipusya ukuti, “We Mfumu busye miku inga ningelela munyinane uwandufyanya? Busye miku kinelubali?”
281216007a	Yesu amwaswike ukuti, “Nsyakwebe ukuti imiku kinelubali lelo ndelanda ukuti,” “amakumi kinelubali, imiku Kinelubali,
281217006a	eikyo ubufumu bwa mumulu bwaba nge mfumu iyalefwaya ukwisiba abasya bakwe fintu babomfesye ulupiya lwakwe.
2812180066	Lilya yatampa ukupitulukamo, bailetela umusya umo uwamukongwele ulupiya lwa golide amakana ikumi limo.
28121900a1	Uyu musya takwete ifyakuti alipile, eikyo imfumu yapingwile ukumusitisya pamo nomukasi wakwe, abana bakwe pamo nafyonse fintu akwete pamulandu wakulipila imisya.
28121a0053	Uyu musya afukeme ku mfumu nokupapata ukuti, ‘Ndoleleniko, nkamilipila fyonse!’
28121b0045	Imfumu yalimumfwilile uluse, eikyo yalimwelele imisya nokumuleka aya.
28121c00ae	“Lelo uyu musya lilyafye afumapo, akumanya umusya mubiye uwamukongwele ulupiya lwa golide umwanda umo. Epakumukwata pamukosi alamweba ukuti, “Ndipila fintu wankongola!”
28121d004d	Umusya mubiye afukeme nokumupapata ukuti, ‘Mpelako akasita, nkakulipila!’
28121e004a	Lelo alikene ukumumfwa, asukwa amuposa mukifungo mpaka akamulipile imisya.
