2800000005	Matej
2c021a0065	Golese mingro ilo radujil pe thaj mi čhib dol vika taro radost, čak i mingro telo ka avol ani nada,
2c021b0060	golese kaj ni ka ačhave mingri duša ano sveto e mulengo, ni ka mučhe ćiro Sveco te ćernjol.
2c021c0059	Sikadan manđe e droma e džuvdimase thaj ka phere man baxtasa anglo ćiro prisutnost.’
2c021d0096	Phralalen, putarde thaj čače šaj vaćarav tumenđe kaj amaro paradad o David mulo, sasa prahome thaj leso limori si maškar amende dži kava đive.
2c021e0080	Al o David sasa proroko thaj džanglja kaj o Dol sovljasa vaćarda lese kaj jekhe tare lese potomkura ka čhuvol ke leso presto.
2c021f008a	Vov angleder gova dikhlja thaj phenda tare Hristeso uštipe tare mule: ‘ni ačhada le ano sveto e mulengo thaj leso telo ni ćernilo’.
2c0220005f	Kava proročanstvo vaćarol taro Isus save o Dol vazdija tare mule a amen savore gova dikhljam.
2c022100ab	O Dol vazdija e Isuse ko počasno than ki desno rig thaj primisada taro Dad e Svetone Duxo savo sasa lese obećimo. Vov čhuta pe amende kava so akana dičhen thaj šunen.
2c02220081	Golese kaj o David ni uštilo ko nebo, a vov korkoro phenda: ‘Vaćarda o Gospod e Gospodese mingrese: Beš manđe ki desno rig,
2c0223003c	sa dži kaj ni čhuvav ćire dušmajen tale ćire pingre.’
2c02240084	Golese šukar te džanol sa o Izraelsko narodo kaj gole Isuse kas tumen čhuten ko krsto, o Dol ćerda te avol Gospod thaj Hrist.”
2c0225007a	Kana kava šunde e manuša, dukhaja len ano ilo thaj pučlje e Petre thaj avere apostoluren: “Phralalen, so te ćera?”
2c022600c6	O Petar phenda lenđe: “Pokajin tumen tare tumare grehura thaj savore te krstin tumen ano alav e Isuseso e Hristeso. Gija tumare grehura ka aven oprostime thaj ka primin e Svetone Duxo sar poklon.
2c02270083	Golese gova obećanje si tumenđe thaj tumare čhavenđe thaj sa e durutnenđe saven ka dol vika ke peste o Gospod, o Dol amaro.”
2c02280086	Thaj bute avere lafurencar opomenisada thaj molisada len vaćarindoj: “Spasin tumen taro sudo savo avol pe kava rumimo bijandipe!”
2c02290075	Tegani krstisajle kola save pačaje o lafi. Gija ane gova đive paše trin milje duše pridružisajle e pačavnenđe.
2c022a0065	Ačhile ustrajna ano sikajipe e apostolurengo, ano ćidinipe, ano phađipe o mangro thaj ani molitva.
2c022b0064	Ane sa e duše avili i dar, golese kaj o Gospod ćerda but čudura thaj znakura prekal e apostolura.
2c022c0043	A sa save pačaje sesa katane thaj sa so sasa len sasa zajedničko.
2c022d003a	Bićinena sa po barvalipe thaj ulade kolenđe kase trubul.
2c022e008b	Svako đive ćidije pe katane ano Hram. Ane čhera ćidije pe te len i Gospodnjo večera thaj xalje mangro baxtasa thaj čačukane ilencar.
2c022f006e	Hvalisade e Devle thaj poštujisade len sa e manuša. A o Gospod svako đive anola lenđe kolen so spasina pe.
2c0301004f	O Petar thaj o Jovane đele katane ano Hram ki molitva ko trin o sato ko đive.
2c030200c4	E manuša inđarena jekhe manuše savo sasa bango tare po bijandipe thaj svako đive čhuvena le paši kapija e Hramesi savi akhardol “Lačhi”, te prosil pare tare manuša save džan ano Hram.
2c03030061	Kana vov dikhlja e Petre thaj e Jovane kaj manđen te džan ano Hram, lija te prosil pare lendar.
2c0304004d	O Petar thaj o Jovane dikhlje premal leste pa vaćarde: “Dikh pe amende!”
2c03050041	A vov dikhlja premal lende thaj dija gođi kaj ka den le khanči.
2c0306008d	A o Petar vaćarda: “Zlato thaj srebro naj man, al kova so isi man dav tut: Ano alav e Isuseso e Hristeso taro Nazaret, ušti thaj phir!”
2c0307005a	Lija le taro desno va thaj vazdija le. Thaj sigate zurajle lese pingre thaj lese zglobura.
2c03080067	Gija vov hutija, uštilo thaj phirda. Đelo lencar ano Hram, phirindoj thaj hutindoj hvalisada e Devle.
2c03090042	Sa e manuša dikhlje le sar phirol thaj šunde sar hvalil e Devle.
2c030a00a8	Kana džanglje kaj vov si kova savo bešola thaj prosila angli kapija e Hramesi savi akhardol “Lačhi”, but čudisajle thaj divisajle kalese so sasa kale manušesa.
2c030b00bc	Sa e manuša save sesa odori sesa začudime thaj prastije premalo than savo akhardola “E Solomonesi streja” kaj sesa o Petar, o Jovane thaj o sastardo manuš, savo ni crdija pe lendar.
2c030c00c4	Kana dikhlja o Petar gova, vaćarda e manušenđe: “Izraelcuralen, sose čudin tumen kalese? Sose dičhen premal amende te phene amen amara zorasa il devlikanimasa ćerdam kava manuš te phirol?
2c030d00cf	O Dol e Avraameso, e Isaakoso thaj e Jakoveso, o Dol amare paradadengo proslavisada pe sluga e Isuse, save tumen predijen te mudaren le thaj odreknisaljen anglo muj e Pilateso kana vov manglja te mučhol le.
2c030e008c	A tumen e Isusestar, e Svetone manušestar thaj e Pravednikostar, odreknisaljen a mangljen te mučhol tumenđe o Pilat manuše savo mudarol.
2c030f006f	A tumen mudarden Kole kastar avol o džuvdipe, al o Dol vazdija le tare mule thaj amen sama svedokura golestar.
2c031000be	Golese kaj kava manuš save dičhen thaj džanen, pačaja ane Isuseso alav thaj gova alav zurada le. O pačajipe ano Isus ćerda kale manuše te avol savršeno sasto angle savorende tumende.
2c03110055	A akana, phralalen, džanav kaj ano bidžanglipe gova ćerden, sar i tumare šorutne.
2c03120075	Gija o Dol ispunisada gova so već angleder vaćarda andare muja pe prorokurenđe, kaj leso Pomazaniko mora te trpil.
2c03130063	Golese, pokajin tumen tare tumare grehura thaj irin tumen e Devlese te bi kosena pe tumare grehura,
2c0314007b	te avol tumenđe taro Gospod vreme taro odmoripe thaj te bičhalol e Isuse, save već angleder birisada te avol Pomazaniko.
2c03150082	Vov trubul te ačhol ko nebo sa dži kaj ni avol o vreme tari sa i obnova savatar o Dol angleder vaćarda prekale sveta prorokura.
2c031600a5	Golese kaj o Mojsije vaćarda: ‘O Gospod, o Dol tumaro, ka vazdol tumenđe proroko maškar tumare phrala, sar so sem me. Šukar šunen sa so vov vaćarol tumenđe!
2c03170048	A kova savo ni šunol gole proroko, ka avol uništimo andar o narodo!’
2c03180058	A sa e prorokura taro Samuilo thaj kola pale leste vaćarde so ka avol ane kala đivesa.
2c031900e8	Tumen sen naslednikura taro obećanje savo o Dol dija prekale prorokura thaj tumen sen ano savez savo o Dol phanglja tumare paradadencar. O Dol vaćarda e Avraamese: ‘Ćiro čhavo ka avol ko blagoslov sa e narodurenđe ki phuv.’
2c031a008a	O Dol vazdija pe sluga e Isuse thaj bičhalda le tumenđe angleder te blagoslovil tumen thaj te crden tumen tare tumare bilačhe buća.”
2c0401008e	Vadži dok o Petar thaj o Jovane vaćarena e manušenđe, avile paše lende e sveštenikura, o šorutno tare hramesi straža thaj e sadukejura
2c04020061	thaj but holajle golese so von sikaven e manušen thaj objavin kaj ano Isus si uštipe tare mule.
2c04030054	Dolde len thaj čhute len ano phanglipe dži aver đive, golese kaj već peli i rat.
2c04040065	Al but džene lendar save šunde lengo lafi, pačaje thaj o đinipe barilo paše pandž milje murša.
2c04050069	Theara đive ano Jerusalim ćidije pe e šorutne e Jevrejenđe, e starešine thaj e učitelja taro Zakon.
2c0406007a	Gothe sasa i o baro svešteniko o Ana thaj o Kajafa, o Jovane, o Aleksandar thaj avera tari familija e bare sveštenikosi.
2c0407006d	Von ikalde e apostoluren angle peste thaj lije te pučen len: “Save zorasa il save alavesa gova ćerden?”
2c04080066	Tegani o Petar pherdo Svetone Duxosa vaćarda lenđe: “Šorutnalen thaj starešinalen e Jevrejenđe!
2c04090076	Te sam amen akharde ko odgovornost baše lačhe buća so ćerdam e nasvale manušese thaj pučen amen sar vov sastilo,
2c040a00e5	tegani te džanen savore tumen thaj sa e Jevrejska manuša: Ćerdam gova ano alav e Isuseso e Hristeso e Nazarećanineso, kas tumen čhuten ko krsto thaj kas o Dol vazdija tare mule! Golese kava manuš ačhol angle tumende sasto.
2c040b0060	O Isus si: ‘o bar savo tumen e graditelja čhudijen, thaj ćerdilo emglavno bar taro čher.’
2c040c0080	Ane khanikaste avereste naj spasenje, golese kaj talo nebo naj aver alav so dija pe e manušenđe savesa šaj te ava spasime.”
2c040d00a1	Kana von dikhlje kaj o Petar thaj o Jovane ni daran thaj dodžanglje kaj von naj sikade thaj si prosta manuša, but čudisajle. Džanglje kaj von sesa e Isusesa.
2c040e005b	Al kana dikhlje kaj kova sastardo manuš gothe ačhol lencar, naštine khanči te vaćaren.
2c040f006e	Golese naredisade e Petrese thaj e Jovanese te ikljen andaro Baro sudo. Tegani lije maškar peste te vaćaren:
2c04100097	“So te ćera kale manušencar? Savore save bešen ano Jerusalim šukar džanen kaj prekal lende ćerdilo baro čudo, a amen našti te vaćara kaj na.
2c04110076	Al te ma bi kava sikajipe po but širila pe maškare manuša, te preti len ma khanikase te vaćaren tare gova alav.”
2c04120073	Tegani akharde e apostoluren thaj naredisade lenđe ma te putren po muj khanikase il te sikaven ano alav e Isuseso.
2c04130071	Al o Petar thaj o Jovane phende lenđe: “Tumen li smatrin kaj si šukar anglo Dol te šuna tumen, a na e Devle?
2c04140051	Amen našti te ačhava thaj te ma phena tare kova so dikhljam thaj so šundam.”
2c041500e7	E manuša taro Baro sudo vadži jekh drom pretisade e Petre thaj e Jovane thaj mukhlje len, golese kaj ni arakhlje khanči sosa bi kaznina len a i golese so e manušendar darajle; golese kaj savore hvalisade e Devle kalese so sasa.
2c04160052	Golese kaj o manuš sasa po but tare saranda berš bango i akana čudesno sastilo.
2c0417008c	Kana mukhlje len, o Petar thaj o Jovane irisajle ke pumare thaj vaćarde lenđe so phende lenđe e šorutne sveštenikura thaj e starešine.
2c04180093	Kana von šunde gova, sar jekh vazdije po glaso e Devlese thaj vaćarde: “Gospode, tu ćerdan o nebo thaj i phuv, o more thaj sa so si ane lende.
2c0419008f	Tu vaćardan e Svetone Duxosa taro muj amaro paradadeso, će slugaso e Davideso: ‘Sose bunin pe e narodura, a e manuša džabe ćeren zavere?
2c041a006d	Uštile e carura e phuvaće thaj e vladara udružisajle protiv o Gospod o Dol thaj protiv leso Pomazaniko.’
2c041b00ba	Čače, o caro o Irod thaj o vladari o Pontije Pilat ane kava foro udružisajle katane e narodurencar thaj e manušencar taro Izrael protiv ćiro sveto sluga o Isus, save tu pomazisadan.
2c041c006d	Udružisajle katane te ćeren sa so ćiro zuralipe thaj ćiro manglipe angleder odredisade so trubul te avol.
2c041d0063	A akana Gospode, dikh pe lengo pretipe thaj de amen, ćire slugenđe, ćo Lafi te vaćara bizi dar.
2c041e0066	Pruži ćo va te sastare thaj te ćere znakura thaj čudura ano alav će svetone slugaso e Isuseso.”
2c041f008a	Kana završisade i molitva, tresisada o than kaj sesa ćidime. A savore pherdile e Svetone Duxosa thaj vaćarde o Lafi e Devleso bizi dar.
2c0420008d	Sa save pačaje sesa jekh ilo thaj jekh duša thaj sesa but. Khoni ni ićarda pese kova so sasa len, nego ulade sa so sesa len maškar peste.
2c04210079	E apostolura bare zorasa svedočisade taro uštipe tare mule e Gospodeso e Isuseso. O Dol but blagoslovisada len savoren.
2c0422007e	Khanikase maškar lende khanči ni falila, golese kaj savoren kas sasa phuv il čher, bićinde thaj ande e pare taro bićinipe
2c04230064	thaj e pare čhute angle pingre e apostolurenđe. A von ulade savorenđe gaći kobor trubuja lenđe.
2c0424006f	A o Josif, save e apostolura akharde Varnava, so značil kova savo hrabril averen, o Levito, bijando ano Kipar,
2c0425004c	sasa le njiva, bićinda la thaj e pare čhuta e apostolurenđe angle pingre.
2c0501005e	A sasa jekh manuš, savo akhardola Ananija thaj vov pe romnjasa e Safirasa bićinda po imanje.
2c05020081	Ano dogovor pe romnjasa crdija jekh kotor tare pare thaj garada len, a kola pare so ačhile čhuta e apostolurenđe angle pingre.
2c05030095	A o Petar vaćarda lese: “Ananija! Sose o Satana pherda ćo ilo te xoxave e Svetone Duxo thaj te garave jekh kotor e parengo so lijan bašo imanje?
2c050400ca	Angleder so bićindan o imanje, naj li sasa ćiro? Šajine li gole parencar kana bićindan o imanje te ćere sa so manđe. Sose ane ćo ilo gija mangljan? Ni xoxadan e manušen, nego xoxadan e Devle!”
2c0505006b	Kana šunda o Ananija kala lafura, pelo thaj mulo. Tegani avili bari dar ane kola manuša save šunde kava.
2c05060046	Nesave terne murša uštile, paćarde le, ikalde le thaj prahosade le.
2c0507005a	Paše trin satura pale gova, avili andre lesi romni i Safira. Al voj ni džanglja so sasa.
2c05080076	O Petar pučlja la: “Vaćar manđe, paše gaći li pare bićinden i njiva?” A voj vaćarda: “Va, paše gaći.”
2c0509009b	O Petar vaćarda laće: “Sose vaćarden katane te iskušin o Duxo e Gospodeso? Dikh, kola save prahosade ćire rome anglo vudar si, a i tut ka ikalen!”
2c050a0093	Tegani peli angle lese pingre thaj muli. Tegani avile andre e terne murša thaj arakhlje la mulja. Gija ikalde la thaj prahosade la paše lako rom.
2c050b0041	A avili bari dar ane sa i Khanđiri thaj ane sa save šunde kava.
2c050c008b	Prekale apostolura sesa ćerde but znakura thaj čudura maškare manuša. Sa e pačavne sa jekhe dušasa ćidena pe tali Solomonesi streja.
2c050d004a	Khoni aver ni tromaje te aven paše lende, al e manuša but hvalisade len.
2c050e006d	A gija sa po but manuša, murša thaj džuvlja lije te pačan ano Gospod thaj priključisajle e pačavnenđe.
2c050f0097	A ke droma e manuša ikalde e nasvalen thaj čhute len ke thana e soimase thaj inđarimase, te bi kana načhola o Petar bar lesi senka perola pe lende.
2c0510009a	Thaj avena but manuša tare pašutne forura save si pašo Jerusalim, save anena e nasvalen thaj kolen kas mučisade e bilačhe duxura thaj savore sastile.
2c05110053	O baro svešteniko thaj savore save sesa lesa – e sadukejura – pherdile zavist.
2c0512003c	Von dolde e apostoluren thaj čhute len ano javno phanglipe.
2c05130063	Ane goja rat o anđelo e Gospodeso putarda o vudar taro phanglipe, ikalda len thaj vaćarda lenđe:
2c05140059	“Džan thaj ačhen ano Hram thaj vaćaren sa e manušenđe tare kava nevo Džuvdipe!”
2c0515010d	E apostolura šunde e anđelo e Gospodese, đele rano sabalje ano Hram thaj lije te sikaven e manušen. Kana avilo o baro svešteniko thaj kola so sesa lesa, ćidije o Baro sudo, sa e starešinen e Izraelese thaj bičhalde ano phanglipe pe slugen te anen e apostoluren.
2c0516005e	Al kana e stražara avile ano phanglipe, ni arakhlje len gothe. Tegani irisajle thaj vaćarde:
2c05170089	“O phanglipe arakhljam kaj si šukar phanglo thaj e stražara sar ačhen angle vudara, al kana putardam, andre khanika ni arakhljam!”
2c05180095	Kana šunde kala lafura o kapetano tari hramsko straža thaj e šorutne sveštenikura, čudisajle thaj lije te pučen pe so bi akava šajine te avol.
2c0519008d	Tegani nesavo manuš avilo thaj vaćarda lenđe: “Ek, kola manuša saven čhuten ano phanglipe, ačhen ano Hram thaj sikaven e manušen!”
2c051a0081	Gija đelo o kapetano pe stražarencar thaj anda len, al na ki zor, golese kaj darajle tare manuša te ma mudaren len e barencar.
2c051b0061	Ande e apostoluren andre thaj ačhade len anglo Baro sudo. O baro svešteniko lija te pučol len:
2c051c00c1	“Na li strogo zabranisadam tumenđe te ma sikaven ane gova alav? A dikh, tumen pherden o Jerusalim tumare sikajimasa taro Isus thaj vadži manđen amen te ćeren banđen baše leso meripe!”
2c051d0060	O Petar thaj e apostolura irisade lenđe vaćarindoj: “E Devle trubul te šuna, na e manušen.
2c051e005b	O Dol amare paradadengo vazdija tare mule e Isuse, kas tumen umladen ko kaš thaj mudarden.
2c051f00a5	O Dol le vazdija ki piri desno rig sar Vođa thaj Spasitelje. Ćerda gova te bi dola prilika sa e Izraelcurenđe te obratin pe, te bi lenđe grehura avena oprostime.
2c0520008a	Amen dikhljam so sasa thaj vaćara kaj gova si čače. I gova potvrdil thaj o Sveto Duxo, savo o Dol dija kolen save si lese poslušna.”
2c0521003e	Kana von šunde gova, but holajle thaj manglje te mudaren len.
2c052200b4	Tegani uštilo jekh farisejo ano Baro sudo, savo akhardola Gamalilo. Vov sasa učitelji e zakoneso kas poštujisade sa e manuša. Tegani vaćarda te ikalen e apostoluren zala avri.
2c05230055	Pa vaćarda lenđe: “Izraelcuralen, šukar den gođi so ka ćeren kale manušencar!
2c052400c6	Golese, kaj anglal nesavo vreme uštilo o Tevda thaj vaćarda pestar kaj si khoni. Ćidija paše peste štaršelen dženen. Al kana mudarde le, sa lese manuša našle thaj tare gova ni sasa khanči.
2c05250089	Pale leste ano vreme taro popis uštilo o Juda o Galilejco thaj vov vazdija buna e manušencar. Thaj le mudarde a sa lese manuša našle.
2c0526008e	Gija tare kava phenav tumenđe: ačhaven tumen tare kala manuša thaj mučhen len. Te si lengo plan il lenđe buća tare manuša, ka properen.
2c0527007b	Te si kala buća taro Dol, našti te ačhaven len, a šaj aven ano maripe e Devlesa.” Thaj o Baro sudo šunda e Gamalile.
2c05280073	Dije vika e apostoluren ke peste thaj šibisade len, pretisade te ma vaćaren taro alav e Isuseso thaj mukhlje len.
2c05290079	E apostolura đele taro Baro sudo radosna golese kaj o Dol dikhlja len dostojna te trpin kaja ladž za ko alav e Isuseso.
2c052a0082	Thaj ni ačhile svako đive te sikaven e manušen ano Hram il ane čhera thaj te vaćaren taro Lačho Lafi kaj si o Isus o Mesija.
2c060100db	Ane gola đivesa, kana but barilo o đinipe tare sikade, e grčka Jevreja holjame sesa pe Jevreja save vaćarde jevrejski, golese kaj lenđe džuvlja, kase roma mule, sesa zapostavime svako đive kana ulavola pe o xape.
2c060200b3	Tegani e dešuduj apostolura akharde sa e sikaden thaj vaćarde lenđe: “Ni ka avol šukar amen e apostolura te ačhava o sikajipe taro Lafi e Devleso te bi amen ulavasa o xape.
2c060300b0	Golese phralalen, aračhen maškar tumende efta šukaren muršen, savenđe džangljol pe kaj si pherde Svetone Duxosa thaj but džanglimasa. Len ka čhuva te ćeren kala buća,
2c0604004c	al amen ka ačha ustrajna ani molitva thaj ano sikajipe taro Lačho Lafi.”
2c060500fb	Gova vaćaripe sasa šukar sa e manušenđe. Birisade e Stefane, manuše pherdo pačajimasa thaj Svetone Duxosa thaj e Filipe, e Prohore, e Nikanore, e Timone, e Parmene thaj e Nikola andari Antiohija, savo angleder obratisajlo ko jevrejsko pačajipe.
2c0606004a	Len čhute angle apostolura, save molisajle thaj čhute pe vasta pe lende.
2c06070097	Gija o Lafi e Devleso širilasa pe, a o đinipe tare sikade barilo but ano Jerusalim. Sasa maškar lende i but sveštenikura so prihvatisade kaja pač.
2c0608006d	A o Stefane, manuš pherdo e Devlese milostesa thaj zorasa, ćerola but znakura thaj čudura maškaro narodo.
2c060900da	Tegani uštile nesave manuša tari gija akhardi Sinagoga tare oslobodime robura. Kava sesa Jevreja tari Kirina, Aleksandrija thaj nesave tari Kilikija thaj andari Cikni Azija. Thaj von lije te raspravin pe e Stefanesa.
2c060a004b	Al naštine te suprostavin pe bašo mudrost thaj e Duxose savesa vaćarola.
2c060b0066	Golese čhute nesave manušen te vaćaren: “Šundam sar hulil protiv o Mojsije thaj protiv o Dol.”
2c060c0098	Gija lije te bunin pe e manuša, e starešine thaj e učitelja tare Mojsijaso zakon. Tegani dolde ani zaseda e Stefane thaj inđarde le anglo Baro sudo.
2c060d0080	Ande gothe i xoxavne svedokuren save vaćarde: “Kava manuš ni ačhol te vaćarol protiv o Hram thaj protiv e Mojsijaso zakon.
2c060e008b	Šundam le kaj phenol: ‘Kava o Isus o Nazarećanino ka phađol kava Hram thaj ka promenil e adetura save ačhada amenđe o Mojsije.’”
2c060f006d	Savore save bešle ano Baro sudo dičhena premalo Stefane thaj dikhlje kaj leso muj sasa sar muj e anđeloso.
2c07010042	Tegani o baro svešteniko pučlja e Stefane: “Čače li gova?”
2c070200b9	O Stefane vaćarda: “Phralalen thaj dadalen, šunen man! O Dol tari slava sikadilo amare paradadese e Avraamese kana sasa ani Mesopotamija, angleder nego so avilo te bešol ano Haran.
2c0703006e	Vaćarda lese: ‘Iklji andar ćiri phuv thaj tari ćiri familija thaj dža ani phuv savi ka sikavav tuće.’
2c0704009b	Gija o Avraam iklilo andari Haldejsko phuv thaj avilo te bešol ano Haran. A palo meripe lese dadeso o Dol nakhada le ani kaja phuv kaj akana tumen bešen.
2c070500bb	Ni dija le ni jekh korako e phuvako ano nasledstvo, al obećisada lese kaj ka dol kaja phuv lese thaj lese čhavenđe pale leste. Kana vaćarda lese gova, e Avraame vadži ni sesa čhave.
2c07060094	A o Dol vaćarda lese gija: ‘Ćire čhave ka aven abandžije ane averenđi phuv. Ka čhuven len te aven robura thaj ka mučin len štaršel berš.
2c0707007f	Al me ka sudiv e manušen kase von ka robujin.’ A o Dol vaćarda: ‘Pale gova ka ikljen thaj ka služin man ke kava than.’
2c070800f2	Pale gova o Dol ćerda e Avraamesa e suneteso savez. Kana bijandilo lese o Isaak o Avraam ćerda lese suneti ohtoto đive, gova ćerda thaj o Isaak e Jakovese thaj o Jakov pe dešuduje čhavenđe, e jevrejska bare paradada – e patrijarhura.
2c07090095	E Jakovese čhave, e patrijarhura, sesa zavidna pe po phral o Josif thaj bićinde le sar robo e manušenđe save đele ano Egipat. Al o Dol sasa lesa
2c070a00ce	thaj ikalda le taro dži jekh bilačhipe. Dija le mudrost thaj ćerda o faraono, o caro e Egipateso, te dol gođi šukar lestar. A o faraono čhuta e Josife te avol šorutno po Egipat thaj pe sa piro čher.
2c070b006c	Pale gova avilo o bokhalipe thaj baro bilačhipe pe sa Egipat thaj o Hanaan. Amare paradaden ni sasa xamase.
2c070c0062	Kana o Jakov šunda kaj isi điv ano Egipat, bičhalda odori angleder pe čhaven, amare paradaden.
2c070d0069	Kana avile dujto drom, o Josif vaćarda pe phralenđe ko si vov thaj o faraon upoznajisada lese familija.
2c070e006c	Gija o Josif bičhalda pe dade e Jakove thaj akharda le i sa lese familija, eftavardeš thaj pandž dženen.
2c070f0044	Tegani o Jakov đelo ano Egipat. Gothe mulo vov thaj amare paradada.
2c07100076	Ande lenđe kokala ano Sihem thaj čhute len ano limori savo ćinda parencar o Avraam ano Sihem tare čhave e Emorese.
2c0711007e	Kana avilo paše o vreme te ispunil o Dol o obećanje so dija e Avraamese, amaro narodo but barola thaj širila pe ano Egipat.
2c07120049	Tegani ‘vladisada aver caro ano Egipat, savo ni pindžarda e Josife.’
2c07130098	Vov lukavo ćerda but bilačhipe amare narodose, mučila amare paradaden thaj čhuta len te ačhaven avri pe čhavoren save tek bijandona, te bi merena.
2c07140070	Ane gova vreme bijandilo o Mojsije savo sasa but šukar e Devlese. Trin čhon sasa arakhado ane pe dadeso čher.
2c07150059	Kana morajle te ačhaven le, arakhlja le e faraonesi čhej thaj bararda le sar pe čhave.
2c0716005e	E Mojsija sikade tare sa o Egipatsko džanglipe. Sasa zuralo ane lafura thaj ane sa so ćerda.
2c07170063	Kana sasa le saranda berš, dija pe gođi te džal te dičhol pe phralen, e čhaven e Izraelskonen.
2c07180097	Kana dikhlja sar nesavo Egipćanino marol jekhe Izraelco, branisada e Izraelco thaj suprostavisajlo e Egipćanese. Osvetisajlo lese gija so mudarda le.
2c07190075	O Mojsija dija gođi kaj lese phrala ka haljaren kaj o Dol prekal leste bičhalol o oslobođenje, al von ni haljarde.
2c071a00b5	Theara đive avilo maškar lende thaj dikhlja sar maren pe duj Izraelcura. Dikhlja te miril len vaćarindoj: ‘Manušalen! Tumen sen phrala! Sose ćeren bilačhipe jekh averese!’
2c071b0082	Al kova savo ćerda bilačhipe pe pašutnese gurisada e Mojsija thaj vaćarda: ‘Ko tut čhuta te ave šorutno thaj te sudi amen?
2c071c0043	Il manđe i man te mudare sar kole Egipćane so mudardan eraći?’
2c071d007b	Kana gova o Mojsije šunda, našlo taro Egipat thaj sasa sar abandžija ani phuv i Midjansko kaj bijandile lese duj čhave.
2c071e0079	Kana nakhle saranda berš, sikada pe lese o anđelo e Devleso ano grmo so sasa ani jag, ani pustinja paši Sinajsko gora.
2c071f0071	Kana gova o Mojsije dikhlja, divisajlo kalese. Al kana avilo paše pošukar te dičhol, šunda o glaso e Devleso:
2c0720008d	‘Me sem o Dol ćire paradadengo, Dol e Avraameso, e Isaakoso thaj e Jakoveso.’ A o Mojsije tresisada tari dar thaj ni tromaja te dičhol.
2c0721005c	O Gospod vaćarda lese: ‘Uljar će sandale, golese kaj o than ke savo ačhe si sveto phuv.
2c07220095	Me šukar dikhljem i muka mingre manušenđi ano Egipat. Šundem sar jaučin thaj uljiljem te ikalav len. Akana dža! Ka bičhalav tut ano Egipat.’
2c072300d8	Kava si o Mojsija, save čhudije thaj vaćarde lese: ‘Ko tut čhuta te ave šorutno thaj te sudi amen?’ Le o Dol prekal o anđelo so sikadilo lese ano grmo bičhalda te avol vladari thaj kova savo ka izbavil len.
2c0724007a	Thaj o Mojsije ikalda len thaj ćerda čudura thaj znakura ano Egipat, maškaro Lolo more thaj ani pustinja saranda berš.
2c0725007b	Kava si o Mojsije savo vaćarda e Izraelcurenđe: ‘O Dol tumaro ka vazdol tumenđe proroko tare tumare phrala sar man.’
2c072600c5	Kava si o Mojsije savo sasa ćidimo e manušencar ani pustinja e anđelosa savo vaćarda lese ki Sinajsko gora thaj amare paradadencar. Vov primisada e lafura e džuvdimase, te bi dola len amenđe.
2c0727005d	Al amare paradada ni manglje te šunen le. Odbacisade le thaj pe ilencar irisajle ano Egipat.
2c0728009c	Golese vaćarde e Aaronese: ‘Ćer amenđe devlen save ka džan angle amende, golese kaj ni džana so si kale Mojsijasa, savo ikalda amen andaro Egipat.’
2c07290076	Tegani ćerde idole savo ličila po terno guruv thaj dije žrtva e idolese thaj slavisade kole so ćerde pe vastencar.
2c072a00b6	Al o Dol crdija pe lendar thaj mukhlja len te klanjin pe e čerenjenđe, sar pisil ano lil e prorokurengo: ‘Izraele! Dijen li manđe žrtve thaj darura saranda berša ani pustinja?
2c072b00d0	Na, nego inđarden o šatori e devleso e Moloheso thaj i čereni tumare devlese e Refanese. Kala si idolura save ćerden te molin tumen lenđe; Golese ka bičhalav tumen ano progonstvo’ po dur taro Vavilon.
2c072c0083	Amare paradada sasa len šatori taro svedočanstvo ani pustinja, sar so vaćarda o Dol e Mojsijase te ćerol le sar so sikada lese.
2c072d00d7	Pale gova amare paradada save primisade šatori, ande le e Isusesa e Navineso ani phuv e abandžijenđi saven o Dol tradija angle lende tari goja phuv. Gothe ačhilo o šatori dži ko vreme kana sasa o caro o David.
2c072e005a	O David arakhlja milost anglo Dol thaj molisada e Devle te vazdol Hram e Jakovese Devlese.
2c072f0025	Al tek o Solomon vazdija lese o Hram.
2c0730005e	Al o Embaro Dol ni bešol ane Hramura ćerde e manušikane vastencar, sar so phenda o proroko:
2c07310088	‘O Gospod vaćarol: O nebo si mo presto a i phuv than tale mingre pingre. Savo čher ka ćeren manđe? Kaj si than pašo odmor mingro?
2c0732001e	Na li ćerda sa kava mo va?’
2c0733008b	O tumen, zurale šorenđe sen! Bisunetime ilenđe sen thaj kašuće e čačimase! Uvek protivin tumen e Svetone Duxose sar tumare paradada!
2c073400a1	Isi li jekh proroko save ni tradije tumare paradada? Mudarde i kolen save angleder vaćarde taro avipe e Pravednikoso, kas tumen akana izdajisaden thaj mudarden.
2c07350058	Tumen sen gola so dobisaden o Zakon prekalo anđelura, al ni ićarden tumen pe leste.”
2c0736005f	Kana e Jevreja ano Baro sudo gova šunde, holajle ane pe ile thaj ćićidije pe danda pe leste.
2c07370091	Al o Stefane pherdo e Svetone Duxosa vazdija pe jakha premalo nebo thaj dikhlja i slava e Devlesi thaj e Isuse kaj ačhol ki desno rig e Devlese.
2c0738006c	Thaj vaćarda: “Akh, dikhav o nebo putardo thaj e Čhave e Manušese kaj ačhol ki desno rig e Devlese.”
2c0739005f	Tegani von dije vika andare sa o glaso thaj phanglje pe kana. Savore sar jekh uštile pe leste,
