0100000007	Genesis
172e0700c7	They lift it on their shoulder and carry it; they set it in its place, and it stands in its place and does not move from it. They cry out to it, but it cannot answer nor save anyone from his trouble.
172e080038	Think about these things; never ignore them, you rebels!
172e090080	Think about the earlier things, those of times past, for I am God, and there is no other, I am God, and there is no one like me.
172e0a008d	I announce the end from the beginning, and beforehand what has not yet happened; I say, “My plan will happen, and I will do as I desire.”
172e0b00a1	I call a bird of prey from the east, the man of my choice from a distant land; yes, I have spoken; I will also accomplish it; I have purposed, I will also do it.
172e0c0048	Listen to me, you stubborn people, who are far from doing what is right.
172e0d0093	I am bringing my righteousness near; it is not far away, and my salvation does not wait; and I will give salvation to Zion and my beauty to Israel.
172f0100ab	Come down and sit in the dust, virgin daughter of Babylon; sit on the ground without a throne, daughter of the Chaldeans. You will no longer be called dainty and delicate.
172f020078	Take the millstone and grind flour; remove your veil, strip off your flowing robe, uncover your legs, cross the streams.
172f03006f	Your nakedness will be uncovered, yes, your shame will be seen: I will take vengeance and will not spare a man.
172f040042	Our Redeemer, Yahweh of hosts is his name, the Holy One of Israel.
172f050073	Sit in silence and go into darkness, daughter of the Chaldeans; for you will no longer be called queen of kingdoms.
172f0600a2	I was angry with my people; I defiled my heritage and gave them over into your hand, but you showed them no mercy; you placed a very heavy yoke on the old people.
172f07008d	You said, “I will rule forever as sovereign queen.” You did not take these things to heart, nor did you consider how they would turn out.
172f0800cf	So now hear this, you who love pleasure and sit securely; you who say in your heart, “I exist, and there is no one else like me; I will never sit as a widow, nor will I ever experience loss of children.”
172f0900c5	But these two things will come to you in a moment in one day: the loss of children and widowhood; in full force they will come on you, despite your sorceries and your many incantations and amulets.
172f0a00c5	You have trusted in your wickedness; you have said, “No one sees me”; your wisdom and your knowledge lead you astray, but you say in your heart, “I exist, and there is no one else like me.”
172f0b00d3	Disaster will overcome you; you will not be able to drive it away with your incantations. Destruction will fall on you; you will not be able to ward it off. Calamity will strike you suddenly, before you know it.
172f0c00b4	Persist in casting your spells and your many sorceries which you have faithfully recited since your childhood; perhaps you will be successful, perhaps you will scare away disaster.
172f0d00da	You are tired out with your many consultations; let those men stand up and save you—those who chart the heavens and look at the stars, those who declare the new moons—let them save you from what will happen to you.
172f0e00b9	See, they will become like stubble. The fire will burn them up. They will not save themselves from the hand of the flame. There are no coals to warm them and no fire for them to sit by!
172f0f00dd	This is what they have become to you— those with whom you have worked, and you have bought and sold with them since your youth— they wandered about each one in his own direction; there is no one who can rescue you.”
17300100d3	Hear this, house of Jacob, who are called by the name Israel, and have come from the sperm of Judah; you who swear by the name of Yahweh and invoke the God of Israel, but not sincerely nor in a righteous manner.
173002006d	For they call themselves people of the holy city and trust in the God of Israel. Yahweh of hosts is his name.
1730030091	“I have declared the things from long ago; they came out from my mouth, and I made them known; then suddenly I did them, and they came to pass.
1730040067	Because I knew that you were obstinate, your neck muscles tight as iron, and your forehead like bronze,
17300500d2	therefore I declared these things to you beforehand; before they happened I informed you, so you could not say, 'My idol has done them,' or 'My carved figure and my cast metal figure has ordained these things.'
17300600ba	You heard about these things; look at all this evidence; and you, will you not admit what I said is true? From now on, I am showing you new things, hidden things that you have not known.
173007009d	Now, and not from previously, they come into being, and before today you have not heard about them, so you will not be able to say, 'Yes, I knew about them.'
17300800b3	You never heard; you did not know; these things were not unfolded to your ears beforehand. For I knew that you have been very deceitful, and that you have been a rebel from birth.
1730090065	For the sake of my name I will defer my anger, and for my honor I will hold back from destroying you.
17300a0059	Look, I refined you, but not as silver; I have purified you in the furnace of affliction.
17300b0081	For my own sake, for my own sake I will act; for how can I allow my name to be profaned? I will not give my glory to anyone else.
17300c005c	Listen to me, Jacob, and Israel, whom I called: I am he; I am the first, I also am the last.
17300d0085	Yes, my hand laid the foundation of the earth, and my right hand spread out the heavens; when I call to them, they stand up together.
17300e00c8	Assemble yourselves, all of you, and listen! Who among you has announced these things? Yahweh's ally will accomplish his purpose against Babylon. He will carry out Yahweh's will against the Chaldeans.
17300f0054	I, I have spoken, yes, I have summoned him, I have brought him, and he will succeed.
17301000a1	Come near to me, listen to this: From the beginning I have not spoken in secret; when it happens, I am there.” Now the Lord Yahweh has sent me, and his Spirit.
17301100a6	This is what Yahweh, your Redeemer, the Holy One of Israel says, “I am Yahweh your God, who teaches you how to succeed, who leads you by the way that you should go.
1730120094	If only you had obeyed my commandments! Then your peace and prosperity would have flowed like a river, and your salvation like the waves of the sea.
17301300c3	Your descendants would have been as numerous as the sand, and the children from your womb as numerous as the grains of sand; their name would not have been cut off nor blotted out from before me.
17301400c4	Come out from Babylon! Flee from the Chaldeans! With the sound of a ringing cry announce it! Make this known, make it go out to the ends of the earth! Say, 'Yahweh has redeemed his servant Jacob.'
17301500a0	They did not thirst when he led them through the deserts; he made the water to flow out of the rock for them; he split open the rock, and the waters gushed out.
1730160032	There is no peace for the wicked—says Yahweh.”
17310100a1	Listen to me, you coastlands! Now give my your attention, you distant peoples. Yahweh has called me from birth by name, when my mother brought me into the world.
1731020093	He has made my mouth like a sharp sword; he hid me in the shadow of his hand; he has made me into a polished arrow; in his quiver he has hidden me.
173103004e	He said to me, “You are my servant, Israel, through whom I show my glory.”
173104009e	But I replied, “Though I thought I have labored in vain, I have spent my energy for nothing, yet my justice is with Yahweh, and my reward is with my God.”
17310500df	Now Yahweh has spoken—he who formed me from birth to be his servant, to restore Jacob again to himself, so that Israel would be gathered to him, for I am honored in the eyes of Yahweh, and my God has become my strength—
17310600ef	and he says, “It is too small a thing for you to be my servant to reestablish the tribes of Jacob, and to restore the survivors of Israel. I will make you a light to the Gentiles, that you may be my salvation to the ends of the earth.”
1731070130	This is what Yahweh says, the Redeemer of Israel, their Holy One, to the one whose life is despised, hated by the nations, and a slave of rulers, “Kings will see you and arise, and princes will see you and bow down, because of Yahweh who is faithful, even the Holy One of Israel, who has chosen you.”
17310800f8	This is what Yahweh says, “At a time I decide to show my favor I will answer you, and in a day of salvation I will help you; I will protect you, and give you as a covenant for the people, to rebuild the land, to reassign the desolate inheritance.
17310900ab	You will say to the prisoners, 'Come out;' to those in dark dungeons, 'Show yourselves.' They will graze along the roads, and on all the bare slopes will be their pasture.
17310a009f	They will not be hungry or thirsty; nor will the heat or sun beat on them, for he who has mercy on them will lead them; he will guide them to springs of water.
17310b004d	Then I will make all my mountains into a road, and make my highways level.”
17310c0069	Look, these will come from far away, some from the north and the west; and others from the land of Sinim.
17310d0092	Sing, heavens, and be joyful, earth; break into singing, you mountains! For Yahweh comforts his people, and will have compassion on his afflicted.
17310e004b	But Zion said, “Yahweh has forsaken me, and the Lord has forgotten me.”
17310f00a1	“Can a woman forget her baby, nursing at her breast, so she does not have compassion on the son she has borne? Yes, they may forget, but I will not forget you.
1731100053	Look, I have inscribed your name on my palms; your walls are continually before me.
173111004e	Your children are hurrying back, while those who destroyed you are going away.
17311200c2	Look around and see, they are all gathering and coming to you. As surely as I live—this is Yahweh's declaration—you will surely wear them like jewelry, and you will put them on like a bride.
173113009b	Though you were a waste and desolate, a land that was in ruins, now you will be too small for the inhabitants, and those who devoured you will be far away.
1731140099	The children born during the time of your bereavement will say in your hearing, 'The place is too cramped for us, make room for us, so we may live here.'
17311500cb	Then you will ask yourself, 'Who has borne these children for me? I was bereaved and barren, exiled and divorced. Who has raised these children? Look, I was left all alone; where did these come from?'”
17311600d1	This is what the Lord Yahweh says, “Look, I will raise my hand to the nations; I will raise my signal flag to the peoples. They will bring your sons in their arms and carry your daughters on their shoulders.
17311700f3	Kings will be your foster fathers, and their queens your nursemaids; they will bow down to you with their faces to the earth and lick the dust of your feet; and you will know that I am Yahweh; those who wait for me will not be put to shame.”
1731180051	Can the spoils be taken from the warrior, or captives be rescued from the fierce?
17311900ac	But this is what Yahweh says, “Yes, the captives will be taken away from the warrior, and spoils will be rescued; for I will oppose your adversary and save your children.
17311a00da	I will feed your oppressors with their own flesh; and they will get drunk on their own blood, as if it were wine. Then all mankind will know that I, Yahweh, am your Savior and your Redeemer, the Mighty One of Jacob.”
17320100f0	This is what Yahweh says, “Where is the certificate of divorce with which I divorced your mother? To which of my creditors did I sell you? Look, you were sold because of your sins, and because of your rebellion, your mother was sent away.
1732020106	Why did I come but there was no one there? Why did I call but no one answered? Was my hand too short to ransom you? Was there no power in me to rescue you? Look, at my rebuke I dry up the sea; I make the rivers a desert; their fish die for lack of water and rot.
173203003d	I clothe the sky with darkness; I cover it with sackcloth.”
17320400ce	The Lord Yahweh has given me a tongue as one of those who are taught, so that I speak a sustaining word to the weary one; he wakes me morning by morning; he awakens my ear to hear like those who are taught.
173205005a	The Lord Yahweh has opened my ear, and I was not rebellious, nor did I turn away backward.
173206008d	I gave my back to those who beat me, and my cheeks to those who plucked out my beard; I did not hide my face from acts of shame and spitting.
173207008e	For the Lord Yahweh will help me; therefore I am not disgraced; so I have made my face like flint, for I know that I will not be put to shame.
173208008a	He who will justify me is close by. Who will oppose me? Let us stand and confront one another. Who is my accuser? Let him come near to me.
1732090085	See, the Lord Yahweh will help me. Who will declare me guilty? See, they will all wear out like a garment; the moth will eat them up.
17320a00a4	Who among you fears Yahweh? Who obeys the voice of his servant? Who walks in deep darkness without light? He should trust in the name of Yahweh and lean on his God.
17320b00d7	Look, all you who light fires, who equip yourselves with torches: walk in the light of your fire and in the flames that you have ignited. This is what you have received from me: You will lie down in a place of pain.
1733010099	Listen to me, you who pursue righteousness, you who seek Yahweh: look at the rock from which you were chiseled and to the quarry from which you were cut.
173302008b	Look at Abraham, your father, and to Sarah, who bore you; for when he was a lone individual, I called him. I blessed him and made him many.
1733030105	Yes, Yahweh will comfort Zion; he will comfort all her waste places; her wilderness he made like Eden, and her desert plains beside the Jordan River valley like the garden of Yahweh; joy and gladness will be found in her, thanksgiving, and the sound of singing.
1733040093	“Be attentive to me, my people; and listen to me, my people! For I will issue a decree, and I will make my justice to be a light for the nations.
173305009a	My righteousness is near; my salvation will go out, and my arm will judge the nations; the coastlands will wait for me; for my arm they will eagerly wait.
1733060110	Lift up your eyes to the sky, and look at the earth beneath, for the heavens will vanish away like smoke, the earth will wear out like a garment, and its inhabitants will die like flies. But my salvation will continue forever, and my righteousness will never stop working.
1733070097	Listen to me, you who know what is right, you people who have my law in your heart: Do not fear the insults of men, nor be disheartened by their abuse.
17330800a1	For the moth will eat them up like a garment, and the worm will eat them like wool; but my righteousness will be forever, and my salvation to all generations.”
17330900b8	Awake, awake, clothe yourself with strength, arm of Yahweh. Awake as in the days of old, the generations of ancient times. Is it not you who crushed Rahab, you who pierced the monster?
17330a0085	Did you not dry up the sea, the waters of the great deep, and make the depths of the sea into a way for the redeemed to pass through?
17330b00c0	The ransomed of Yahweh will return and come to Zion with cries of joy and with gladness forever on their heads; and gladness and joy will overtake them, and sorrow and mourning will flee away.
17330c0077	“I, I, am he who comforts you. Why are you afraid of men, who will die, the sons of mankind, who are made like grass?
17330d00fb	Why have you forgotten Yahweh your Maker, who stretched out the heavens and laid the foundations of the earth? You are in constant dread every day because of the hot fury of the oppressor when he decides to destroy. Where is the fury of the oppressor?
17330e0077	The one who is bent down, Yahweh will hurry to release; he will not die and go down to the pit, nor will he lack bread.
17330f0065	For I am Yahweh your God, who churns up the sea so that its waves roar—Yahweh of hosts is his name.
17331000bf	I have placed my words in your mouth, and I have covered you in the shadow of my hand, that I may plant the heavens, lay the foundations of the earth, and say to Zion, 'You are my people.'”
17331100bd	Awake, awake, stand up, Jerusalem, you who have drunk out of the hand of Yahweh from the bowl of his anger; you who have drunk out of the bowl, down to the dregs from the cup of staggering.
173312008d	There is no one among all the sons she has born to guide her; there is no one among all the sons that she has raised to take her by the hand.
1733130091	These two troubles happened to you—who will grieve with you?— desolation and destruction, and the famine and the sword. Who will comfort you?
1733140095	Your sons have fainted; they lie at every street corner, like an antelope in a net; they are filled with the anger of Yahweh, the rebuke of your God.
173315004e	But now hear this, you oppressed one and drunken one, but not drunk with wine:
17331600d5	Your Lord Yahweh, your God, who pleads the cause of his people, says this, “See, I have taken the cup of staggering from your hand— the bowl, which is the cup of my anger—so that you will not drink it again.
17331700c1	I will put it into the hand of your tormentors, those who have said to you, 'Lie down, that we may walk over you'; you made your back like the ground and like the street for them to walk on.”
17340100a0	Awake, awake, put on your strength, Zion; put on your beautiful garments, Jerusalem, holy city; for never again will the uncircumcised or the unclean enter you.
1734020079	Shake yourself off from the dust; arise and sit, Jerusalem; take off the chain from your neck, captive, daughter of Zion.
1734030066	For this is what Yahweh says, “You were sold for nothing, and you will be redeemed without money.”
173404009f	For this is what the Lord Yahweh says, “In the beginning my people went down to live temporarily in Egypt; and Assyria has oppressed them for no good reason.
17340500dd	Now what do I have here—this is Yahweh's declaration—seeing that my people are taken away for nothing? Those who rule over them mock—this is Yahweh's declaration—and my name is blasphemed continually all day long.
1734060071	Therefore my people will know my name; they will know in that day that I am the one who says, “Yes, it is I!”
17340700c1	How beautiful on the mountains are the feet of the messenger who brings good news, who announces peace, who bears good tidings, who announces salvation, who says to Zion, “Your God reigns!”
1734080087	Listen, your watchmen raise their voices, together they shout for joy, for they will see, every eye of theirs, Yahweh's return to Zion.
173409007f	Break out into joyful singing together, you ruins of Jerusalem; for Yahweh has comforted his people; he has redeemed Jerusalem.
17340a006f	Yahweh has bared his holy arm in the sight of all the nations; all the earth will see the salvation of our God.
17340b0085	Leave, leave, go out from there; touch nothing unclean; leave from her midst; purify yourselves, you who carry the vessels of Yahweh.
17340c008e	For you will not go out in a rush, nor will you leave in a panic; for Yahweh will go before you; and the God of Israel will be your rearguard.
17340d0058	Look, my servant will act wisely; he will be high and lifted up, and he will be exalted.
17340e008c	As many were horrified at you— his appearance was so disfigured beyond that of any man, and his form no longer looked like anything human.
17340f00ce	Even so, my servant will sprinkle many nations and kings will shut their mouths because of him. For that which they had not been told, they will see, and that which they had not heard, they will understand.
173501005a	Who has believed what they heard from us, and to whom has the arm of Yahweh been revealed?
17350200b5	For he grew up before Yahweh like a sapling, and like a sprout out of parched earth; he had no remarkable appearance or splendor; when we saw him, there was no beauty to attract us.
17350300b4	He was despised and rejected by people; a man of sorrows, and one familiar with pain. Like one from whom men hide their faces, he was despised; and we considered him insignificant.
173504008a	But surely he has borne our sicknesses and carried our sorrows; yet we thought he was being punished by God, struck by God, and afflicted.
17350500a3	But he was pierced because of our rebellious deeds; he was crushed because of our sins. The punishment for our peace was on him, and with his wounds we are healed.
173506007c	We all like sheep have gone astray; we have each turned to his own way, and Yahweh has placed on him the iniquity of us all.
17350700c2	He was oppressed; yet when he humbled himself, he did not open his mouth; as a lamb that is led to the slaughter, and as a sheep that before its shearers is silent, so he did not open his mouth.
17350800cf	By coercion and judgment he was condemned; who from that generation thought anymore about him? But he was cut off from the land of the living; because of the offenses of my people the penalty was put on him.
1735090095	They placed his grave with the criminals, with a rich man in his death, although he had done no violence, nor had there been any deceit in his mouth.
17350a00cf	Yet it was Yahweh's will to crush him and make him ill. When he makes his life an offering for sin, he will see his offspring, he will prolong his days, and Yahweh's purpose will be accomplished through him.
17350b009c	After the suffering of his life, he will see light and be satisfied by his knowledge. My righteous servant will justify many; he will bear their iniquities.
17350c00fa	Therefore will I give him his portion among the multitudes, and he will divide the spoils with the many, because he exposed himself to death and was numbered with the transgressors. He bore the sin of many and made intercession for the transgressors.
17360100ef	“Sing, you barren woman, you who have not given birth; break into joyful singing and cry aloud, you who have never been in birth labor. For the children of the desolate one are more than the children of the married woman,” says Yahweh.
1736020080	“Make your tent larger and spread your tent curtains farther out, unsparingly; lengthen your ropes and strengthen your stakes.
1736030082	For you will spread out to the right hand and to the left, and your descendants will conquer nations and resettle desolate cities.
17360400a8	Do not fear for you will not be ashamed, nor be discouraged for you will not be disgraced; you will forget the shame of your youth and the disgrace of your abandonment.
173605008e	For your Maker is your husband; Yahweh of hosts is his name. The Holy One of Israel is your Redeemer; he is called the God of the whole earth.
1736060084	For Yahweh has called you back as a wife abandoned and grieved in spirit, like a woman married young and rejected,” says your God.
1736070051	“For a short time I abandoned you, but with great compassion I will gather you.
17360800a4	In a flood of anger I hid my face from you momentarily; but with everlasting covenant faithfulness I will have mercy on you— says Yahweh, the one who rescues you.
17360900b5	For this is like the waters of Noah to me: as I swore that the waters of Noah would never again pass over the earth, so have I sworn that I will not be angry with you or rebuke you.
17360a00b7	Though the mountains may fall and the hills be shaken, yet my steadfast love will not turn away from you, nor will my covenant of peace be shaken— says Yahweh, who has mercy on you.
17360b0086	Afflicted one, storm-driven and uncomforted one, look, I will set your pavement in turquoise, and lay your foundations with sapphires.
17360c0071	I will make your pinnacles of rubies and your gates of sparkling stones, and your outer wall of beautiful stones.
17360d005e	Then all your children will be taught by Yahweh; and the peace of your children will be great.
17360e0098	In righteousness you will be established, and you will be far from oppression, for you will not fear; and from terror, for it will not come near to you.
17360f0073	Look, if anyone stirs up trouble, it will not be from me; anyone who stirs up trouble with you will fall in defeat.
173610008b	See, I have created the craftsman, who blows the burning coals and forges weapons as his work, and I have created the destroyer to destroy.
17361100d2	No weapon that is formed against you will succeed; and you will condemn everyone who accuses you. This is the heritage of the servants of Yahweh, and their vindication from me—this is Yahweh's declaration.”
173701009a	“Come, everyone who is thirsty, come to the water, and you who have no money, come, buy and eat! Come, buy wine and milk without money and without cost.
17370200b2	Why do you weigh out silver for what is not bread, and why do you labor for what does not satisfy? Listen carefully to me and eat what is good, and delight yourselves in fatness.
173703009d	Turn your ears and come to me! Listen, that you may live! I will make an everlasting covenant with you—my reliable, faithful love that I promised to David.
173704005e	Look, I have placed him as a witness to the nations, as a leader and commander to the peoples.
17370500b7	Look, you will call to a nation that you did not know; and a nation that did not know you will run to you because of Yahweh your God, the Holy One of Israel, who has glorified you.”
1737060042	Seek Yahweh while he may be found; call on him while he is nearby.
17370700a0	Let the wicked leave his path, and the man of sin his thoughts. Let him return to Yahweh, and he will pity him, and to our God, who will abundantly forgive him.
1737080065	“For my thoughts are not your thoughts, nor are your ways my ways—this is Yahweh's declaration—
1737090077	for as the heavens are higher than the earth, so are my ways higher than your ways, and my thoughts than your thoughts.
17370a00c1	For as the rain and snow come down from heaven and do not return there unless they saturate the earth and make it produce and sprout and give seed to the farmer who sows and bread to the eater,
17370b0086	so also my word will be that goes from my mouth—it will not return to me empty, but it will achieve the purpose for which I sent it.
17370c00b6	For you will go out in joy and be led along peacefully; the mountains and the hills will break out in joyful shouts before you, and all the trees of the fields will clap their hands.
17370d00c4	Instead of the thornbushes, the cypress will grow; and instead of the brier, the myrtle tree will grow, and it will be for Yahweh, for his name, as an everlasting sign that will not be cut off.”
173801008c	This is what Yahweh says, “Observe what is right, do what is just; for my salvation is near, and my righteousness is about to be revealed.
1738020091	Blessed is the man that does this, and who holds it tightly. He observes the Sabbath, not defiling it, and keeps his hand from doing any evil.”
17380300a8	Let no foreigner who has become a follower of Yahweh say, “Yahweh will certainly exclude me from his people.” The eunuch should not say, “See, I am a dry tree.”
173804007e	For this is what Yahweh says, “To the eunuchs who observe my Sabbaths and choose what pleases me, and hold fast my covenant,
17380500b7	to them I will set up in my house and within my walls a monument that is better than having sons and of daughters. I will give them an everlasting monument that will never be cut off.
17380600d1	Also foreigners who join themselves to Yahweh— to serve him, and who love the name of Yahweh, to worship him, every one who observes the Sabbath and who keeps from defiling it, and who holds fast my covenant
17380700d7	—I will bring to my holy mountain and make them joyful in my house of prayer; their burnt offerings and their sacrifices will be accepted on my altar. For my house will be called a house of prayer for all nations,
1738080084	this is the declaration of the Lord Yahweh, who gathers the outcasts of Israel— I will still gather others in addition to them.”
1738090050	All you wild beasts of the field, come and devour, all you beasts in the forest!
17380a008e	All their watchmen are blind, they do not understand. They are all silent dogs who cannot bark. They dream, and lying down they love to sleep.
17380b00a9	The dogs have big appetites; they can never get enough; they are shepherds without discernment; they have all turned to their own way, each one covetous for unjust gain.
17380c0072	“Come,” they say, “let us drink wine and liquor. Tomorrow will be like today, a day great beyond measure.”
17390100b3	The righteous perish, but no one considers it, and the people of covenant faithfulness are gathered away, but no one understands that the righteous is gathered away from the evil.
1739020053	He enters into peace; they rest in their beds, those who walk in their uprightness.
173903006e	But come here, you sons of the sorceress, children of the adulterer and the woman who has prostituted herself.
1739040098	Whom are you merrily mocking? Against whom are you opening the mouth and sticking out the tongue? Are you not children of rebellion, children of deceit?
173905009c	You heat yourselves up sleeping together under the oaks, under every green tree, you who kill your children in the dry riverbeds, under the rocky overhangs.
17390600f0	Among the smooth things of the river valley are the things that have been assigned to you. They are the object of your devotion. You pour out your drink offering to them and raise up a grain offering. In these things should I take pleasure?
1739070055	You prepared your bed on a high mountain; you also went up there to offer sacrifices.
17390800d9	Behind the door and the doorposts you set up your symbols; you deserted me, made yourselves naked, and went up; you made your bed wide. You made a covenant with them; you loved their beds; you saw their private parts.
1739090071	You went to Molech with oil; you multiplied perfumes. You send your ambassadors far away; you went down to Sheol.
17390a008b	You were tired from your long journey, but you never said, “It is hopeless.” You found life in your hand; therefore you did not weaken.
17390b00de	“Whom are you worried about? Whom do you fear so much that has caused you to act so deceitfully, so much that you would not remember me or think about me? Because I was silent for so long, you are no longer afraid of me.
17390c0064	I will proclaim all your righteous acts and tell all that you have done, but they will not help you.
17390d00ea	When you cry out, let your collection of idols rescue you. Instead the wind will carry them all away, a breath will carry them all away. Yet he who takes refuge in me will inherit the land and will take possession of my holy mountain.
17390e0068	He will say, 'Build, build! Clear a way! Remove all the stumbling blocks from the path of my people!'”
17390f010f	For this is what the high and elevated One says, who lives eternally, whose name is holy, “I live in the exalted and holy place, with him also that is of a crushed and humble spirit, to revive the spirit of the humble ones, and to revive the heart of the contrite ones.
1739100084	For I will not accuse forever, nor will I be angry forever, for then man's spirit would faint before me, the lives that I have made.
1739110093	Because of the sin of his violent gain, I was angry, and I punished him; I hid my face and was angry, but he went backward in the way of his heart.
173912006b	I have seen his ways, but I will heal him. I will lead him and comfort and console those who mourn for him,
1739130086	and I create the fruit of the lips. Peace, peace, to those who are far off and to those who are near—says Yahweh—I will heal them.
1739140061	But the wicked are like the tossing sea, which cannot rest, and its waters churn up mire and mud.
1739150033	There is no peace for the wicked one—says God.”
173a010094	“Cry loudly; do not hold back. Lift up your voice like a trumpet. Confront my people with their rebellion, and the house of Jacob with their sins.
173a0200ef	Yet they seek me daily and delight in the knowledge of my ways, like a nation that practiced righteousness and did not abandon the law of their God. They ask me for righteous judgments; they take pleasure in the thought of God coming near.
173a0300c6	'Why have we fasted,' they say, 'but you do not see it? Why have we humbled ourselves, but you do not notice?' Look, on the day of your fast you find your own pleasure and oppress all your laborers.
173a040083	Look, you fast to quarrel and fight, and to hit with your fist of wickedness; you do not fast today to make your voice heard above.
173a0500ed	Is this really the kind of fast that I would want: A day for anybody to humble himself, for him to bow down his head like a reed, and to spread sackcloth and ashes under himself? Do you really call this a fast, a day that pleases Yahweh?
173a060092	Is not this the fast that I choose: To release wicked bonds, to undo the ropes of the yoke, to set the crushed ones free, and to break every yoke?
173a0700d1	Is it not to break your bread with the hungry and to bring the poor and homeless into your house?” When you see someone naked, you should clothe him; and you should not hide yourself from your own relatives.
173a0800b9	Then your light would be broken open like the sunrise, and your healing would quickly sprout up; your righteousness would go before you, and the glory of Yahweh would be your rearguard.
173a0900d0	Then you would call, and Yahweh would answer; you would cry out for help, and he would say, “Here I am.” If you take away from among yourselves the yoke, the accusing finger, and the speech of wickedness,
173a0a00a7	if you yourselves provide for the hungry and satisfy the need of the distressed; then your light will rise in the darkness, and your darkness will be like the noonday.
173a0b00d4	Then Yahweh will lead you continually and satisfy you in regions where there is no water, and he will strengthen your bones. You will be like a watered garden, and like a spring of water, whose waters never fail.
173a0c00b9	Some of you will rebuild the ancient ruins; you will raise up the ruins of many generations; you will be called “The repairer of the wall,” “The restorer of streets to live on.”
173a0d0169	Suppose that you turn back your feet from traveling on the Sabbath day, and from doing your own pleasure on my holy day. Suppose that you call the Sabbath a delight, and that you call the matters of Yahweh holy and honored. Suppose that you honor the Sabbath by leaving your own business, and by not finding your own pleasure and by not speaking your own words.
173a0e00c1	“Then you will find delight in Yahweh; and I will make you ride on the heights of the earth; I will feed you from the inheritance of Jacob your father—for the mouth of Yahweh has spoken.”
173b010062	Look, Yahweh's hand is not so short that it cannot save; nor his ear so dull, that it cannot hear.
173b020085	Your sinful acts, however, have separated you from your God, and your sins have made him hide his face from you and from hearing you.
173b030079	For your hands are stained with blood and your fingers with sin. Your lips speak lies and your tongue speaks maliciously.
173b040098	No one calls in righteousness, and none pleads his case in truth. They trust in empty words, and tell lies; they conceive trouble and give birth to sin.
173b05009c	They hatch eggs of a poisonous snake and weave a spider's web. Whoever eats of their eggs dies, and if an egg is crushed, it hatches into a poisonous snake.
173b06009f	Their webs cannot be used for garments, nor can they cover themselves with their works. Their works are works of sin, and deeds of violence are in their hands.
173b07008e	Their feet run to evil, and they run to pour out innocent blood. Their thoughts are thoughts of sin; violence and destruction are their roads.
173b080099	The way of peace they do not know, and there is no justice in their paths. They have made crooked paths; whoever travels these paths does not know peace.
173b090098	Therefore justice is far from us, nor does righteousness reach us. We wait for light, but see darkness; we look for brightness, but we walk in darkness.
173b0a0091	We grope for the wall like the blind, like those who cannot see. We stumble at noonday as in the twilight; among the strong we are like dead men.
173b0b0073	We growl like bears and moan like doves; we wait for justice, but there is none; for rescue, but it is far from us.
173b0c0086	For our many transgressions are before you, and our sins testify against us; for our transgressions are with us, and we know our sins.
173b0d00ae	We have rebelled, denying Yahweh and turning away from following our God. We have spoken extortion and turning aside, conceived complaining from the heart and words of lying.
173b0e0079	Justice is driven back, and righteousness stands far off; for truth stumbles in the public square, and right cannot come.
173b0f0092	Trustworthiness has gone away, and he who turns away from evil makes himself a victim. Yahweh saw it and was displeased that there was no justice.
173b1000a4	He saw that there was no man, and wondered that there was no one to intervene. Therefore his own arm brought salvation for him, and his righteousness sustained him.
173b11009a	He put on righteousness as a breastplate and a helmet of salvation upon his head. He clothed himself with garments of vengeance and wore zeal as a mantle.
173b12008e	He repaid them for what they had done, angry judgment to his adversaries, vengeance to his enemies, to the islands punishment as their reward.
173b13009e	So they will fear the name of Yahweh from the west, and his glory from the sun's rising; for he will come as a rushing stream, driven by the breath of Yahweh.
173b14007a	“A redeemer will come to Zion and to those who turn from their rebellious deeds in Jacob—this is Yahweh's declaration.
173b150126	As for me, this is my covenant with them—says Yahweh—my spirit who is upon you, and my words which I have put in your mouth, will not leave your mouth, or go out of the mouth of your children, or go out of the mouth of your children's children—says Yahweh—from this time and forever.”
173c010050	Arise, shine; for your light has come, and the glory of Yahweh has risen on you.
173c020088	Though darkness will cover the earth, and thick darkness the nations; yet Yahweh will arise upon you, and his glory will be seen on you.
173c03004f	Nations will come to your light, and kings to your bright light that is rising.
173c04009d	Look all around and see. They all gather themselves together and come to you. Your sons will come from far, and your daughters will be carried in their arms.
173c0500b5	Then you will look and be radiant, and your heart shall rejoice and overflow, because the abundance of the sea will be poured out to you, the wealth of the nations will come to you.
173c0600b1	Camel caravans will cover you, the dromedaries of Midian and Ephah; all of them will come from Sheba; they will bring gold and frankincense, and will sing the praises of Yahweh.
173c0700ba	All the flocks of Kedar will be gathered together to you, the rams of Nebaioth will serve your needs; they will be acceptable offerings on my altar; and I will glorify my glorious house.
173c08004f	Who are these who fly along like a cloud, and like the doves to their shelters?
173c0900dc	The coastlands look for me, and the ships of Tarshish lead, to bring your sons from far, their silver and their gold with them, for the name of Yahweh your God, and for the Holy One of Israel, because he has honored you.
173c0a009d	Sons of foreigners will rebuild your walls, and their kings will serve you; though in my wrath I punished you, yet in my favor I will have compassion on you.
173c0b009f	Your gates also will remain open continually; they will not be shut day or night, so that the wealth of the nations may be brought, with their kings being led.
173c0c006d	Indeed, nations and kingdoms that will not serve you will perish; those nations will be completely destroyed.
