2800000005	Mateu
290506004a	Cãndu elu lu vidzu Isusul di diparti, imnã shi s-ncljinã dininti a lui.
29050700b1	Sh-cu unã aurlari mari dzãsi: “Tsi ari namisa di mini sh-di tini, Isus, Hiljilu al Dumnidzãu atsel multu analtu? Mini mi spigiurã pi numa al Dumnidzãu, nu mi pidipsea!”
2905080042	Cã Isusul lji-avea dzãsã: “Duh nicurat, eshi dit aestu om!”
2905090085	Atumtsea Isusul lu ntribã: “Cai easti numa a ta?” Shi elu apãndisi dzãcãnda: “Mini mi acljeamã Legion, cã him multsã.”
29050a0044	Shi l-pãrãcãlsea multu tsi si nu li aĝuneascã dit loclu atselu.
29050b0046	Aclo la coasta a muntilui eara unã cupii mari di portsi tsi pãshtea.
29050c006b	Atumtsea tuts demonjili pãrãcãlsirã dzãcãndã: “Pitreatsi-nã la portsi tsi s-intrãm tu nãshi.”
29050d00d4	Sh-Isusul trãoarã lã deadi izini a lor, sh-duhurili nicurati dupã tsi ishirã, intrarã la portsilji, sh-cupia s-arucã nghios di tu ripã tu amari. Era aproapi doauã njilji di capiti tsi s-nicarã tu amari.
29050e008a	Atselji tsi pãshtea portsilji fudzirã sh-u scurpisirã shtirea tu cãsãbã sh-pri hoari. Sh-oamnjili vinirã s-videa tsi avea undzitã.
29050f0088	Cãndu vinirã la Isus, vidzurã drãcuitlu mpadi, nviscut sh-cu mintea ntreag, atselu tsi eara demonizat di leghionlu, shi avea fricã.
2905100069	Atselji tsi u avea vidzutã, lji spusirã a lor cã tsi lji avea undzitã a demonizatlui shi a portsilor.
2905110055	Atumsina atselji ahurhirã s-lji pãrãcãlseascã al Isus s-fugã di sinurili a lor.
2905120069	Cãndu elu ma intra tu varcã, atselu tsi eara demonizat lji pãrãcãlsea tsi s-putea s fudzea cu nãsu.
2905130094	Ma Isusul nu lji deadi izini, shi lj-dzãsi: “Imnã la casa a ta, la-a tãlji shi spunã a-lor tsi lucri mãri featsi Domnul shi cum ti njilui.”
290514007b	Sh-elu fudzi shi ahurhi sã predica pri regiunea di Decapolis di tuti atseali tsi avea faptã Isusul shi tuts s-ciudisirã.
2905150089	Shi cãndu Isus tricu nãpoi tu alantã parti cu varcã, un multsãmi marã s-adunã avãrliga di nãsu, sh-elu armasi mardzina di amari.
2905160068	Deapoea vini un di ma mãrlji a sinagogãljei, cu numa Iair, tsi cãndu lu vidzu, lj-cãdzu la cicioari.
2905170088	Sh-multu lã pãrãcãlsi dzãcãnda: “Hiljea a mea ma moari, haidi shi bagã mãnjili pri nãsã, tsi s-vindicã shi s-bãneadzã.”
2905180063	Sh-elu s-dusi cu nãsu, sh-unã multsãmi mari nidzea dupã nãsu shi s-pindzea avãrliga di nãsu.
2905190054	Namisa di nãshi eara unã muljeari tsi lj-cura sãndzili di doisprãdzatsi di anji.
29051a0079	Sh-avea traptã multi di partea a iatsrilor sh-avea chirutã tutã avearea a ljei fãrã ufilii, sh-ma s-fãtsea ma rãu.
29051b0069	Cãndu avdzã si zbura di Isusul, intrã la multsãmea, sh-dupã nãsã timsi mãna la stranjilu al Isus.
29051c004b	Ea dzãtsea: “Macã va bagã mãna la stranjili a lui, va mi vindicã.”
29051d006c	Sh-trãoarã curarea a sãndzilui pãpsi shi ea sãmtsã tu truplu a ljei cã s-vindicã di atsea lãngoari.
29051e0090	Ma trãoarã Isusul sãmtsã un puteari tsi avea ishit di la nãsu, s-turnã cãtrã multsãmea sh-dzãsi: “Cai deadi di stranjili a meali?”
29051f008a	Sh-ucenitsilji a lui lji-dzãsirã: “Nu vedz cã multsãmea ma s-pingã di tuti pãrtsãli shi tini dzãtsi: ‘Cai deadi di mini?’”
2905200031	Elu mutrea avãrliga s-videa cai u featsi aestã.
290521008f	Atumtsea, muljearea mplinã di fricã sh-trimurãnda, cã shtia tsi avea pãtsãtã, vini shi lji cãdzu pi cicioari shi lj-spusi tutã alihea.
290522006e	Sh-elu lj-dzãsi: “Hilje, pistea a ta ti-vindicã, imnã tu pace cã eshti vindicatã di lãngoarea a ta!”
29052300a4	Iarã Isusul ninga ma grea, vinirã niscãntsi di la casa a primarlui a sinagogãljei dzãcãndã: “Hjiljea a ta muri. Cãtse lu cãrteshti ninga nvitsãtorlu?”
2905240078	Ma Isusul cãndu avdzã tsi dzãsirã, lji dzãsi a primarlui a sinagogãljei: “Nu ti asparã, mash s-ai pistusini!”
2905250061	Nu alãsã s-lu urmeadzã nitsiun altã, dicãt mash Petrul, Iacovul shi Ioanul, fratli al Iacov.
2905260082	Shi dupã cum agiumsi la casa a marlui a sinagogãljei, vidzu unã mintiturã mari shi oaminji tsi plãndzea shi vãita cu boatsi.
290527005a	Intrã sh-lã dzãsi a lor: “Cãtse aurlats shi plãndzets? Feata nu muri, ma doarmi.”
29052800a0	Elji s-pizuirã, ma elu dupã tsi lji scoasi tuts afoarã, lo cu nãsu tat-su shi mã-sa-a li feati sh-atselji tsi eara cu nãsã, sh-intrã aclo iu eara feata.
290529007d	Elu u lo feata di mãnã shi lj-dzãsi: “Talitha kumi”, tsi va s-dzacã: “Featã, atsãia ma tsã-dzãc: Scoalã-ti!”
29052a0069	Trãoarã feata si sculã sh-imnã singur. Ea eara di doisprãdzatsi di anji. Sh-elji s-ciudisirã multu.
29052b0058	Ma elu lã deadi ordin tsi vãrã s-nu shtia. Sh-lã ursi si lj-da ali feati di mãcari.
2906010053	Apoea Isusul fudzi di aclo sh-vini tu tsara a lui, shi ucenitsilji a lui u urmarã.
29060200f1	Cãndu vini Sãmbãta, ahurhi sã li nvitsa tu sinagogã. Sh-multsã cãndu lu-avdza, s-ciudisea sh-dzãtsea: “Di iu lj-yinã aishtui aesti? Tsi mintiminiljii easti atsea tsi lj-easti datã? Sh-cum s-facã aesti thavmati cu mãnjili a lui?
29060300b1	Nu easti aestu lemnar, hiljilu ali Marii, fratili al Iacov, sh-al Iose, al Iuda sh-al Simon? Sh-nu sãntu aoa namisa di noi surãrili a lui?” Shi si scandalizea di itia a lui.
2906040080	Isusul lã dzãsi a lor: “Nitsiunu prufit nu easti dispretsuit dicãt mash tu patria a lui, tu soia a lui sh-tu casa a lui.”
2906050076	Sh-nu pãtu s-facã atsia nitsiunã thavmã, dicãt mash s-vindicã vãrãndoi lãndzitsã bãgãnda mãna pri nãshi.
2906060057	Shi s-ciudisea ti nipistipsirea a lor. Isusul imna avãrliga pri hoarili sh-lã-nvitsa.
290607007b	Sh-lã acljimã atselji doisprãdzatsi sh-ahurhi s-lji pitreacã doi cãti doi sh-u deadi puteari pristi duhurili nicurati.
2906080080	Sh-lã dimãndã s-nu ljea tsiva altã pri cali, dicãt mash unã ciumagã, nitsi trastã, nitsi pãni, nitsi pãradzi tu brãn,
2906090048	Ma s-ncalcã mash sandalili shi s-nu bagã doauã pãreaclji di tunicã.
29060a0063	Deapoea lã dzãsi: “Iutsido tsi s-intrats tu unã casã, armãnets aclo pãnã s-fudzit di aclo.
29060b0115	Macã niscãntsã nu vã ashteaptã sh-nu vã avdã, cãndu s-fudzits di aclo, ascuturats puhlu di cicioarili-a voastri, ca mãrtirii contra-a lor. [Dealihea vã dzãc cã dzua a giudicarãljei Sodoma sh-Gomora va si s-veadã cu ma multã lishuredz dicãt atselu cãsãbã.]”
29060c0045	Ashã atselji s-dusirã sh-predica a oamnjilor tsi s-mitãnjiuseascã
29060d0054	Sh-aĝuneascã multsã demonji sh-aungã cu untulem multsã lãndzits sh-li vindica.
29060e00cb	Tora amirãlu Herod avdzã si sbura di Isusul cã numa a lui eara faptã cunuscut sh-elu dzãsi: “Ioan pãtidzãtorlu s-inje dit mortsã, trã atsea pri nãsu ma lucreadzã putearili cu mari ciudii.”
29060f007a	Niscãntsã altsã dzãtsea: “Easti Ilia.” Sh-niscãnts altsã dzãtsea: “Easti un prufit icã un di prufitsilji.”
290610006c	Ma cãndu Herodul avdzã tuti atseali, dzãsi: “A Ioanlui, a cui lji tãljai caplu, s-inje dit mortsã!”
29061100ab	Cã Herodul avea datã ordin s-acãtsa Ioanul shi si s-tsãnea ligatã tu hapsi di itia a Herodiadãljei, muljearea al Filip, fratli a lui, cã lu avea loatã ti muljeari.
2906120054	Ioanlu lj-dzãtsea al Herod: “Nu ai ndriptati s-ai muljearea a fratilui a tãu.”
2906130035	Herodiada lu aura sh-vrea s-lu vãtãma, ma nu putea.
29061400aa	Herodul s-afirea di Ioanlu tsi lu cunushtea ca om ndrept shi sãmtã, sh-lu apãra, sh-dupã tsi avdza multi lucri di nãsu, fãtsea multi lucri, sh-lu asculta cu vreari.
2906150090	Ma vini dzua tsi lipsea shi Herodul, tu dzua a amintariljei a lui adrã uspetsi ti mãrilji a lui, capitãnjilji sh-tinjisitsilji a Galileiljei.
29061600c7	Intrã hiljea a Herodiadãljei, giucã sh-lji arãsi al Irod shi a lor tsi shidea deadun cu nãsu la measã, atumtsea amirãlu lji-dzãsi a featiljei: “Caftã-nji itsi vrei shi mini va ts-u dau.”
290617006a	Sh-lji si spigiurã: “Itsido tsi va nji caftsã va ts-u dau, pãn la giumitatea a amirãriljei-a mea.”
290618007f	Ea ishi afoarã sh-lji dsãsi a mumãljei: “Tsi prindi s-lji caftã?” Shi ea apãndisi: “Caplu al Ioan Pãtidzãtorlu!”
290619008e	Ea s-turnã trãoarã la amirãlu sh-lji-cãftã aĝonjea: “Mini voi tsi tini s-nji dai trãoarã tu tãpsii caplu al Ioan Pitidzãtorlu.”
29061a0082	Sh-amirãlu cu tutã cã si nvirinã multu di aestã, nu vrea s-arnisea ti itia cã eara spigiuratã sh-ti tinjia a acljimatsilor.
29061b0049	Ashã trãoarã amirãlu pitricu un vigljitor s-lji aducã caplu al Iaon.
29061c0085	Shi elu s-dusi tu hapsi, lj-tãlje caplu sh-lji lu-adusi pri unã tãpsii, lji lu deadi ali feati shi feata lji lu deadi a mumãljei.
29061d0069	Cãndu ucenitsilji al Ioan lji avdzãrã aesti, vinirã, loarã truplu a lui shi lu bãgarã tu murmintu.
29061e0071	Tora apostoljilji s-adunarã ningã Isus shi lji spusirã tuti atseali tsi avea faptã shi tsi lj-avea nvitsatã.
29061f00a8	Sh-elu lã dzãsi a lor: “Haidets tu un loc tu irnjii sh-discurmats-vã.” Cã oamnjilji tsi yinea shi s-dutsea eara ahãntsã multsã cãt nu avea chiro di mãcari.
290620003d	S-nchisirã cu unã varcã cãtrã un loc ermu shi dipãrtat.
29062100be	Macãt multsãmea lã vidzu tsi s-nchisirã, multsi di atselji lu cunuscurã, sh-di tuti cãsãbadzli vinirã aclo pi cicioari shi agiumsirã dininti a lor shi s-adunarã avãrliga di nãsu.
2906220090	Cãndu Isus ishi dit varcã, vidzu unã multsãmi marã shi lj-vini rãu, cã era ca oili fãrã picurar. Shi ahurhi s-lã nveatsã multi lucri.
290623007d	Shi cum tricu multu chiro, ucenitsilji a lui s-apruchearã sh-lji-dzãsirã: “Aestu loc easti ermu sh-tora easti amãnatã.
2906240085	Dã-lã cali aishtoru oaminji si s-ducã tu cãmpurili sh-hoarili di avãrliga tsi s-acumpãrã pãni, cã nu au tsiva ti mãcari.”
29062500bc	Iarã elu apãndisinda lã dzãsi a lor: “Dats-lã voi s-mãcã!” Sh-elji lji-dzãsirã: “Prindi s-nidzem noi s-acumpãrãm doauã sutã di denari pãni shi s-lã dãm ti mãcari?”
2906260084	Elu lã dzãsi a lor: “Cãti pãnji avets? Imnats sh-mutrits!” Dupã tsi vidzurã dzãsirã: “Tsintsi pãnji sh-doi peshti.”
290627005e	Atumtsea elu deadi ordin a lor tsi s-lji ndreagã tuts, apunats grupi-grupi pri yiarba veardi.
290628004a	Ashã atselji s-apunarã tu grupuri cãti unã sutã sh-cãti tsindzãtsi.
29062900cf	Apoea elu lo tsintsi pãnjili sh-doi peshti, sculã ochljilji cãtrã tser, ghinicuvãntãnda, pãrtsã pãnjili sh-u deadi a ucenitsilor a lui, tsi s-u pãrtsa a lor, tutashã u pãrtsã a lor sh-peshtilji.
29062a001e	Tuts mãcarã pãn s-fãntirã
29062b0059	Sh-adunarã doisprãdzatsi di cãneastri cu sãrmi di pãnji shi cu armãnturi di peshti.
29062c003e	Atselji tsi mãcarã pãnjili eara tsintsi njilji di bãrbats.
29062d00a3	Trãoarã Isusul lã ursi ucenitsilji a lui s-intra tu varcã shi si s-ducã tu alantã parti cãtrã Betsaida, pãnã-cãndu elu s-alãsa s-dispãrtsea mutsãmea.
29062e003b	Macãt li salutã, elu s-alinã tu munti ti pãrãcãlsiri.
29062f0045	Cãndu tunicã varca eara namisa di amari sh-elu singur eara tu meal.
29063000ca	Cãndu lji vidzu ucenitsilji, elji ma s-pidipsea nãftãnda, cã vimtul eara contra lor. Tu a patrulu vigljitor a noaptãljei Isusul s-nchisi cãtrã nãshi imnãnda pri amari sh-elu vrea s-lji tritsea.
290631006f	Ma elji, cãndu lu-vidzurã cã ma tritsea pri amari, mintuirã cã eara unã fantazmã shi ahurhirã s-aurlã.
290632008c	Tuts lu vidzurã sh-eara lãhtãrsitsã, ma elu trãoarã ahurhi s-greascã cu nãshi, sh-dsãsi: “Curaiu! Mini escu, nu vã-aspãrats!”
290633006d	Deapoea s-alinã tu varcã cu nãshi sh-vimtul pãpsi. Sh-atselji armasirã ciudisits shi si thãvmãtisirã.
290634004d	Cã nu lu-avea aduchitã thavma a pãnjilor cã inima a lor eara chitrisitã.
2906350051	Dupã tsi tricurã, agiumsirã tu loclu a Ghenezaretlui, sh-aclo u-ligarã varca.
2906360041	Sh-cãndu ishirã dit varcã, oamnjilji lu-cunuscurã dinãoarã.
290637008e	Shi trãcãnda trãoarã pisti tutã locurili di avãrligã, ahurhirã s-aducã tuts lãndzitslji pri paturi iutsido tsi avdza cã s-afla elu.
29063800d2	Iutsido tsi elu intra, tu hoari, tu cãsãbadz icã tu mãhãladz oamnjilji bãga lãndzitslji tu padi, sh-lu pãrãcãlsea tsi s-bãga mãna pi stranjili a lui. Sh-tuts atselji tsi bãgarã mãna s-vindicarã.
2907010067	Atumtsea s-adunarã avãrliga di nãsu Fariseilji shi niscãntsã scribi tsi avea vinitã di Ieruzalem.
2907020078	Atselji bãgarã oarã cã niscãntsã di ucenitsilji a lui ma mãca pãni cu mãnjili lãvushiti, va s-dzãcã ni-lati.
2907030069	Fariseilji sh-tuts Iudeilji nu mãcã ni-lati ghini mãnjili ma nãinti, tsãnãnda adetsili a vecljilor.
29070400cf	Sh-cãndu s-toarnã dit pãzari nu mãcã macã nu sãntu latã ma nãinti. Suntu multi alti lucri tsi atselji prindi s-li fac ti itia a adetsilor: larea a cupilor, a pocilor, a cãldãrilor shi a paturilor.
290705009b	Deapoea Fariseilji shi scriblji lu ntribarã: “Cãtse ucenitsilji a tãlji nu facã dupã adetsili a vecljilor, ma mãcã pãni ni aspãlati mãnjili?”
29070600be	Ma elu apãndisinda lã dzãsi a lor: “Ghini prufitipsi Isaia trã voi, ipucrits, ashã cum easti scriatã: ‘Aestu popul cu budzili mi tinjiseashti, ma inima-a lor easti diparti di mini.
290707005e	Ma di geaba mi alãvdatsã, nvitsãnda unã doctrinã tsi easti unã dimãndari umineascã.’
290708009e	Alãsãnda di unã parti ordinlu al Dumnidzãu, ma tsãnets adetsili a oamnjilor, aspãlarea a pocilor sh-a cupilor, shi fãtsets multi alti ahtãri lucri.”
2907090070	Sh-ninga lã dzãsi a lor: “Voi hits axii ti arnisiri ordinlu al Dumnidzãu, sh-di tsãneari adetulu a vostru.
29070a0088	Moisiul dzãsi: ‘Tinjisea tatãlu a tãu sh-muma a ta.’ Shi: ‘Atselu tsi blastimã tatãlu sh-muma, easti giudicatã cu moarti.’
29070b00ab	Ma voi dzãtsets: ‘Macã vãrã lji-dzãtsi a-tatãlui a lui icã ali mumi a lui, itsi pot s-facã trã voi easti un Curban, va s-dzãcã un pisches trã Dumnidzãlu,’
29070c0048	nu lu alãsats atselu s-facã tsiva di tatãlu a lui icã di muma a lui,
29070d008c	ashi voi arnisits zborlu al Dumnidzãu cu adetulu a vostru, tsi voi lu avets clirunumsitã. Shi voi ma fãtsets multi alti ahtãri lucri.”
29070e0062	Deapoea acljimã tutã lumea avãrliga di nãsu shi lji-dzãsi: “Mi ascultats tuts shi aduchits!
29070f0097	Nu ari tsiva di nafoarã a omlui, tsi intrãnda tu nãsu s-u lãvãshescu, aljiumtrea, sãntu atseli lucri tsi easã di la nãsu tsi u lãvãshescu.”
2907100029	[Cai ari ureclji trã avdzãri, s-avdã!]
2907110081	Ma napoea, cãndu elu s-turnã la casã, diparti di multsãmea, ucenitsilji a lui lu-ntribarã trã achicãsirea a parabolãljei.
290712008b	Sh-elu lã-dzãsi a lor: “Sh-voi nu avets minti n-capã. Nu-u aduchitsã cã itsi intrã di nafoarã la omlu nu poati s-u lãvãsheascã?
2907130089	Cã nu lji-intrã tu inimã, ma tu pãnticã, sh-deapoea lu-scoatã tu tualet?” Zburãnda ashi, elu li declarã curati tuti mãcãrili.
290714003a	Elu dzãsi: “Atsea tsi easi di la omlu, lu fatsi lãvos.
2907150079	Cã di nãuntru, va s-dzãcã dit inima a-omlui ies minduirili arali, ncãlcarea a cãruniljei, furãrili, vãtãmãrili,
290716006d	putãnsirili, mãniili, ruteatsili, arãdearili, rushinarea, pizma, blãstemlu, mintimãrirea, hãzãmãrili.
290717003d	Tuti atseli arãli ies di nãuntru sh-u lãvãshescu omlu.”
2907180095	Deapoea s-nchisi di aclo shi s-dusi tu cãsãbãlu a Tirlui. Intrã tu unã casã sh-vrea tsi nitsiun s-nu lu shtibã, ma nu putu s-armãnã ascumtu.
2907190070	Unã muljeari, tsi hiljea a ljei avea un duh nicuratã, avdzãnda di Isusul, vini sh-cãdzu la cicioarili a lui.
29071a0083	Tora atsea muljeari eara elenicã, cu rãdãtsinã Sirofenicã. Shi lji pãrãcãlsi a lui tsi s-lu aĝunea draclu di hilja a ljei.
29071b0095	Iarã Isusul dzãsi: “Alasã cilimenjilji prota s-fãnteascã, cã nu easti ghini s-ljeai pãnea a-cilimenjilor shi s-u arutsã a cãtsãljilor.”
29071c007e	Ma ea apãndisi shi lj-dzãsi: “Ghini ma greshtã, Doamne, ma shi cãtsãljilji sum masã mãcã sãrmili a cilimenjilor!”
29071d0057	Atumtsea elu lj-dzãsi: “Trã aestu sbor a tãu, fudz, draclu ishi di hiljea a-ta!”
29071e0054	Sh-ea, cãndu s-turnã la casa a-ljei, u-aflã feata tu pat shi draclu avea ishitã.
29071f008d	Dupã tsi s-nchisi nãpoi dit locurli a Tirlui shi s-dusi cãtrã Sidon, Isusul agiumsi la amarea a Galileiljei, namisa di loclu a Decapolei.
2907200067	Sh-lji adusirã un mut tsi cu zori grea, shi lj-pãrãcãlsirã s-bagã mãnjili pi nãsu s-lu vindica.
2907210080	Cum lu lo, diparti dit multsãmea, lj-bãgã dzeadzitli tu urecljilji a lui, shi dupã tsi scuchie dzeaditlu, lj-acãtsã limba.
2907220073	Deapoea sculã ocljilji cãtrã tser, suschirã shi-lj dzãsi: “Effatha”, tsi va s-dzãcã: “Discljidi-ti!”
2907230053	Shi trãoarã s-discljisirã urechljilji shi s-dizligã gura sh-elu gri cum prindi.
290724007c	Sh-Isusul lã-ursi atselji tsi s-nu lj-spunea a vãrui. Ma cãt ma multu lã ursea ahtãt ma multu elji lu scurpisea sborlu.
2907250073	Sh-multu ciudisits, dzãtsea: “Elu itsido lu ari faptã ghini, tsi surdzãlji s-avdã shi mutsilji s-greascã!”
290801007f	Tu atseali dzãli, s-adunã unã multsãmi multu mari sh-nu avea tsi s-mãca, Isusul lã-gri a ucenitsilor sh-lã dzãsi a lor:
290802006c	“Nj-easti njilã di aestã multsãmi, cã s-featsirã trei dzãli tsi sta cu mini, sh-nu ari tsi s-mãcã.
290803006a	Sh-ma s-lji pitrecu la casã ni mãcat, va-s armãnã pi cali, niscãntsã di elji au vinit di diparti.”
2908040066	Sh-ucenitsilji a lui lj-apãndisirã: “Cum va s-lji fãntea vãrã cu pãni aeshti aoa tu irnjii?”
290805004b	Sh-elu lji-ntribã: “Cãti pãnji avets?” Elji dzãsirã: “Shapti.”
29080600c2	Atumtsea elu lã-deadi ordin ali multsãmi s-apunã mpadi. Sh-lo shapti pãnjili, hãrãstisi, li-frãmsi shi li-deadi a ucenitsilor a-lui tsi s-li pãrtsea ali multsãmi, sh-elji li pãrtsarã.
2908070071	Avea sh-niscãnti peshti njitsi. Dupã tsi li-ghinicuvãntã, ordinã tsi sh-atselji s-lji mpãrtsa la mutsãmea.
290808005d	Ashã elji mãcarã shi s-fãntirã, sh-adunarã shapti coshuri cu bãcãtsili tsi armasirã.
290809004e	Atselji tsi mãcarã eara vãrã patru njilji di oaminji, deapoea lã-alãsã.
29080a005b	Elu trãoarã intrã tu varcã cu ucenitsilji a lui shi s-dusi tu locurili a-Dalmanutiljei.
29080b006e	Vinirã Fariseilji shi acãtsarã si zburãscã cu nãsu, cãftãnda un semnu dit tser tsi su bãga tu provã.
29080c0095	Elu suschirãnda dzãsi: “Cãtse aestã gheneratã caftã un semnu? Dealihea ma vã dzãc cã aishtei gheneratã nu-va sã si da nitsiunu semnu.”
29080d003d	Sh-lji alãsã, intrã napoi tu varcã shi tricu di napãrti.
29080e0067	Tora ucenitsilji avea agãrshat s-ljea pãni, sh-tu varcã nu-avea tsiva dicãt mash unã singur pãni.
29080f0070	Isusul lã-urlã dzãcãnda: “S-avets cãshtiga, afirits-vã di maeaua a Fariseilor sh-di maeaua al Irodul!”
2908100045	Ma atselji minduia namisa di nãshi, dzãcãnda: “Nu avem pãni.”
290811009b	Isusul bãgã oarã sh-lã-dzãsi: “Cãtse minduits cã nu avets pãni? Ninga nu avets achicãsitã sh-nu avets aduchitã? Ninga u-avets inima chitritã?
2908120049	Avets oclji sh-nu videts, avets ureclji sh-nu-avdzãts? Nu tsinets minti?
2908130087	Cãndu pãrtsãi tsintsi pãnjili ti tsintsi njilji, cãti coshuri mplini cu bãcãtsi adunat?” Elji dzãsirã: “Doisprãdzatsi.”
290814007e	“Cãndu pãrtsãi shaptili pãnji ti patru njilji, cãti coshuri mplini cu pãnji adunatã?” Elji dsãsirã: “Shapti.”
290815003b	Sh-elu lã dzãsi a lor: “Ma cum ninga nu achicãsits?”
2908160057	Deapoea agiumsi tu Betsaida sh-lji adusirã un orb shi l-pãrãcãlsirã s-bagã mãna.
2908170099	Atumtsea lo di mãnã orbulu, lu scoasi afoarã dit hoarã, shi dupã tsi lji-scuche tu oclji shi bãgã mãnjili pi nãsu, lu-ntribã macã videa tsiva.
2908180051	Sh-elu, discljidzãnda ocljilji, dzãsi: “Ma vedu oaminj ca ponji tsi imnã.”
2908190098	Sh-Isusul lã bãgã mãnjili napoi pristi ochljilji a lui sh-lu featsi s-veadã cãtrã nsus, shi atsilui lji si turnã videarea sh-videa ghini itsido.
29081a0070	Sh-Isusul lu-pitricu s-ducã la-casa a lui dzãcãnda: “Nu intrã tu horã sh-nu lji spunã a vãrui tsiva.”
29081b00b3	Deapoea Isusul s-dusi deadun cu ucenitsilji a lui pri hoarili a Cesareljei al Filip. Sh-tu cali lã-ntribã ucenitsilji a lui dzãcãndã: “Cai dzãc oamnjilji cã escu mini?”
29081c0066	Elji apãndisirã: “Niscãntsã Ioan Pãtidzãtorlu, altsã Ilia, sh-altsilji un dit prufitsilji.”
29081d007c	Sh-elu lã-dzãsi a lor: “Ma voi, cai dzãtsets cã escu?” Sh-Petrul apãndisinda lji-dsãsi: “Tini eshti Hristolu.”
29081e0036	Atumtsea elu lã ursi s-nu spunea a nitsiunu ti nãsu.
29081f00f1	Deapoea Isusul apãrnji s-lã nveatsã a lor cã Hiljilu a-omlui prindi s-mundueascã di multi lucri, shi va-si s-alipideascã di aushilji, di ma mãrlji a-preftsilor sh-di scriblji, cã va si-s vatãmã shi dupã trei dzãli va s-injeadzã.
290820006a	Sh-elu lã dzãsi aesti zboari pri fatsã. Atumtsea Petrul lu lo dinãparti sh-apãrnji s-lu vãrgheascã.
29082100b5	Ma elu s-nturnã, vidzu ucenitsilji a lui sh-lji aurlã a Petrului dzãcãnda: “Fudz di la mini, drac, cã tini nu ai minti ti lucrili al Dumnidzãu, ma ti lucrili a-oamnjilor.”
29082200b6	Sh-u acljimã ningã nãsu multsãmea cu ucenitsilji a lui, sh-lã dzãsi: “Caitsido tsi va s-yinã dupã mini, s-alipideascã bana a lui, s-ljea crutsea a lui, shi s-mi urmeadzã.
290823008d	Cã atselu tsi va s-ascapã bana a lui, va su-cheardã, ma atselu tsi va-su cheardã bana a lui ti itia a mea sh-ti evanghelul, va s-ascapã.
2908240065	Tsi buneatsã va s-aibã omlu s-amintã ntreagã lumea ma cã ma napoea va s-cheardã suflitlu a lui?
2908250038	Icã tsi poati s-da omlu tu alãxirea a suflitlui a lui?
290826010a	Cã a caitsido tsi va-lji yinã rushãni trã mini sh-trã zboarili a meali namisa di aestã gheneratã cãrunã-cãlcatã shi amãrtioasã, trã atsea va lj-yinã rushãni sh-a Hiljilu a omlui, cãndu s-agiungã la mãrirea a Tatilui a lui, cu anghilji sãmtsã.”
29090100d8	Deapoea Isusul lã dzãsi a lor: “Dealihea vã-dzãc cã namisa di voi tsi hits aoa sãntu niscãntsã tsi nu-va u gusteadzã moartea ma nãinti tsi s-veadã cã va s-yinã cu puteari amirãriljea al Dumnidzãu.”
2909020098	Dupã shasi dzãli Isusul lo cu nãsu Petrul, Iacovul sh-Ioanul sh-li adusi dinãparti, singur atselji pri un munti analtu. Shi s-alãxi nãintea a lor.
2909030082	Shi stranjili a lui si strãlutsirã shi s-featsirã albi ca neaua, ashã cum nu poati s-li alãgheascã nitsiun alghitor pri loc.
290904003f	Sh-a lor lã si fãnipsi Elia cu Moisiu tsi ma zbura cu Isusul.
29090500af	Atumtsea lo zborlu Petrul sh-lji dzãsi al Isus: “Nvitsãtore, trã noi easti ghini s-him aoa, s-adrãm trei cãlivi, unã trã tini, unã trã Moisiu shi unã trã Elia!”
2909060035	Elu nu-shtia tsi s-dzãtsea, cã elji eara aspãrats.
2909070092	Deapoea vini un nior tsi lã amvãli cu aumbra a lui, sh-dit nior ishi unã boatsi tsi dzãsi: “Aestu easti Hiljilu a meu vrut! Ascultats-lu!”
290908005d	Shi trãoarã elji vidzurã avãrliga, ma nu vidzurã vãrã, dicãt singur Isusul cu nãshi.
2909090098	Tora cãndu ma dipuna dit munti, Isusul lã-ordinã si nu spunã a vãrui lucrili tsi avea vidzut, pãnã-cãndu Hiljilu a-omlui s-nyeadzã dit mortsã.
29090a0061	Elji lu tsãnurã zborlu shi s-ntriba un cu alantu cã tsi va s-dzãtsea s-injeadzã dit mortsã.
29090b0060	Deapoea lu ntribarã dzãcãnda: “Cãtse scriblji dzãc cã ma nãinti prindi s-yinã Elia?”
29090c00c6	Sh-elu, apãndisinda, lã dzãsi a lor: “Elia dealihea prindi s-yinã ma nãinti shi s-adarã itsido. Ma ashã cum easti scriatã trã Hiljilu a-Omlui, elu prindi s-hibã munduit sh-s-dispretsuit.
29090d006a	Ma mini ma vã-dzãc cã Elia vini sh-cu nãsu featsirã tsi vrurã, ashã cum easti scriatã ti nãsu.”
29090e0084	Cãndu s-turnã la ucenitsilji a lui, vidzu unã multsãmi mari avãrliga di nãshi sh-niscãnts scribi tsi ma si-ncãcea cu nãshi.
29090f0063	Shi dinãoarã tutã multsãmea, cãndu lu vidzu, s-ciudisi sh-vini trãoarã la nãsu ti salutari.
2909100047	Sh-elu lã ntribã scriblji: “Trã tse ma vã ncãceats cu nãshi?”
2909110066	Sh-un dit multsãmea apãndisinda, dzãsi: “Nvitsãtore, ts-adush ficiorlu a meu tsi ari un duh mut,
