2a00000005	Lucas
2a092100d5	Y pur se chaláron de ó, penó Pedro á Jesus: Duquendio, mistos sinela que mu sinelemos acoi: y querelemos trin estañas, yeque para tucue, y yeque para Moysés, y aver para Elias, na chanelando, ma se penelaba.
2a09220071	Y pur sinaba ó penando ocono, abilló yeque paros, y os ucharó: y tereláron dal, sinando junos andré o paros.
2a09230060	Y abilló gole baro abrí e paros, penando: Ocona sinela minrio Chaboro camelado; junelad á ó.
2a092400a8	Y al chalar abrí ocona gole, alacháron colcoro á Jesus; y junos se sonsibeláron, y á cayque penáron andré ocolas chibeses chichi, de o saro que terelaban dicado.
2a09250055	Y aver chibes pejando junos del bur, les abilló á rachelar plastañi bari de sueti.
2a0926008c	Y he acoi yeque manu de la plastañi garló, penando: Duquendio, manguelo tucue, que diqueles a minrio chaboro, presas menda na terelo aver.
2a092700ba	Y he acoi que yeque bengui le ustilela, y yescotria díñela goles; y le bucharela por chiquen, y le asparabela querelandole chibar abrí espuma, y na camela chalar de ó, lliguerandole.
2a0928004a	Y manguelé á tires discipules, que ó bucharasen abrí, y na astisáron.
2a0929007f	Y rudelando Jesus, penó: O rati infiel y chori! ¿disde pur sinará con-a-sangue, y sangue urjiyaré? Lanela acoi tun chaboro.
2a092a0047	Y pur abilló sunparal, le bucharó o bengui en chiquen, y le caqueró.
2a092b0062	Tami Jesus chamulió al bengui chindó, y chibó lacho al bedoro, y se le diñó á desquero batu.
2a092c00f8	Y se darañelaban sares de la sila bari de Debél: y zibandose sares de sarias as buchias sos querelaba, penó á desqueres discipules: Chibelad andré jires carlés oconas vardas: Jomte que o Chaboro e manu sinele chibado andré bastes es manuces.
2a092d0082	Tami junos na jabilláron ocona varda, y les sinaba tan oruni, que na le chanelaban: y darañelaban de puchararle acerca de siró.
2a092e003f	Y les abilló tambien a jestia, coin de junos sinaria o fetér.
2a092f0070	Tami Jesus dicando ma penchababan andré desqueres carlés, ustiló yeque chaboro, y lo childó sunparal á sí,
2a093000eb	Y les penó: O sos ustilare á ocona chaboro andré minrio nao, á mangue ustilela: y o saro sos á mangue ustilare, ustilela á ocola, sos mangue bichabó: presas ó sos sinela mendesquero andré sangue sares, ocona sinela o mas baro.
2a093100af	Entonces Juan ustilando a varda, penó: Duquendio, hemos dicado a yeque bucharando abrí os bengues andré tiro nao, y se lo nicobelamos: presas na te plastañela con amangue.
2a09320060	Y Jesus le penó: Na se lo nicobeleis, presas ó sos na sinela contra sangue, por sangue sinela.
2a0933006d	Y sasta se abillase sunparal o chiros de desquero Asuncion, quereló silno semblante de chalar á Jerusalém.
2a09340074	Y bichabó anglal de ó manuces: junos nacáron, y chaláron andré yeque gau es Samaritanes, somia orotarle mesuna.
2a09350046	Y na le ustiláron, presas quereló semblante de chalar á Jerusalém.
2a09360089	Y pur lo dicáron Santiago, y Juan discipules de ó, penáron: Erañó: camelas que penelemos, que perele yaque del Charos, y los marele.
2a0937005e	Tami ó, boltañandose acia junos, os chingaró, penando: Na chanelais de que suncai sinelais.
2a09380063	O chaboro e manu na ha abillado á marelar ochias, sino á listrabarlas. Y se nacáron á aver gau.
2a0939006b	Y anacó que chalando junos por o drun, penó yeque á Jesus: Menda plastañaré tucue aduque que chalares.
2a093a0082	Jesus le penó: Os rubasunches terelan turnias, y as pulias e Charos nidos: tami o chaboro e manu na terela duque chibelar o jero.
2a093b006d	Y á aver penó: Plastañamangue. Y ó rudeló: Erañó, mejelamangue chalar antes á garabar á minrio batu.
2a093c0072	Y Jesus le penó: Mequela que os mules garaben á desqueres mulés: tami tucue abillel, y pucana o chim de Debél.
2a093d007d	Y aver le penó: Plastañaré tucue Erañó: tami brotobo mequelamangue chalar á chitar mistos ma terelo andré minrio quer.
2a093e007b	Jesus le penó: Cayque, sos chibela baste andré o caste randiñador, y diquela palal, sinela lacho somia o chim de Debél.
2a0a0100a1	Y despues de ocono araqueró o Erañó tambien averes setenta y dui; y os bichabó de dui en dui anglal de ó á saro foros y gau, aduque ó terelaba de abillar.
2a0a0200a0	Y les penaba! Aromali a mies sinela baribustri, tami os randiñadores frimés. Manguelelad pues al Erañó e mies, que bichabele randiñadores á desqueri mies.
2a0a030049	Chalad: He acoi menda bichabelo sangue, sasta brajias en medio de lueyes.
2a0a040056	Na lliguereleis quisóbu, ni manrañea, ni calcos, ni aspasareis á cayque por o drun.
2a0a05004c	André o saro quer que chalareis, brotobo penelad: paz sinele á ocona quer.
2a0a060066	Y si sinare oté chaboro de paz, se chibará opré ó jiré paz; y si nanai, se limbidiará á sangue.
2a0a07009d	Y socabelad andré o matejo quer, jamando y piyando ma junos terelen, presas o randiñador digno sinela de desquero jayere. Na naqueleis de quer andré quer.
2a0a080064	Y andré o saro foros andré coin chalareis, y sangue ustilaren, jamelad ma sangue childaren anglal.
2a0a090079	Y chibelad mistos á os merdés, sos andré ó terelare, y penadles: Se ha abillado sunparál á sangue o chim de Debél.
2a0a0a006e	Tami si andré o foros andré que chalareis, na ustilaren sangue, abillando por desqueres maasqueres, penelad:
2a0a0b0094	Aun o pracos, sos se ha pegado á amangue de jiré foros, chibelamos contra sangue: Chanelad no obstante, que ha abillado sunparal o chim de Debél.
2a0a0c005a	Sangue penelo, que andré ocola chibes sinará fetér a baji de Sodoma que de ocola foros.
2a0a0d00fa	¡Ysna de tucue, Corozain! ¡Ysna de tucue Bethsaida! Que si andré Tyro, y andré Sydón se hubiéran querdi as buchias, sos se han querdi andré sangue, chiros há que bestelados andré conel de gono y andré jaquestaro, hubieran querdi penitencia.
2a0a0e0052	Aromali para Tyro, y Sydón, sinará andré o juicio fetér baji, que para sangue.
2a0a0f0058	Y tucue, Capharnaúm, ardiñado disde o Charos, disde o butrón sinarás chibado ostely.
2a0a10006a	O sos junela á sangue, junela á mangue. Y ó sos girela á mangue, girela á ocola, sos mangue bichabó.
2a0a11006f	Y limbidiáron os setenta y dui sat pesquital, penando: Erañó, aun os bengues se nos sujetan andré tiro nao.
2a0a120049	Y les penó: Dicaba á Satanas sasta yeque maluno, sos peraba del Charos.
2a0a13008b	Diquelais: que sangue he diñado sila de pirar opré gulistrabas, y birberechas, y opré saro o ezor e daschmanu: y chichi sangue dañará.
2a0a14008e	Tami andré ocono na asaseleis sangue: que os bengues os sinelen sujetos, antes asaselaos de que jires naues sinelan randados andré o Charos.
2a0a150122	André ocola mateja ocana se asaseló andré o Peniche, y penó; Díñelo á tucue chimusolano, Dada Erañó e Tarpe y de la pu, presas ucharaste oconas buchias, á os Chandes y peruiques, y as has chibado en dut a os chinores. Andiar sinela, Dada: presas andiar ha sinado de tun pesquital.
2a0a1600c5	Sarias as buchias a mangue sinelan diñadas de minrio Dada. Y cayque chanela, coin sinela o Chaboro, sino o Dada, ni coin sinela o Dada, sino o Chaboro, y ocola, á sos lo camelare penar o Chaboro.
2a0a170061	Y limbidiándose hacia os discipules, penó: Majares as aquias, sos diquelan ma sangue diquelais.
2a0a1800a1	Presas á sangue penelo, que baribustres Prophetas, y Crallises camelaron dicar ma sangue diquelais, y na lo dicáron; y junelar ma junelais, y na lo juneláron.
2a0a190082	Y se ardiñó yeque Chande de la Eschastra, y le penó somia pesquilarle: ¿Duquendio, que quereláre somia terelar chipen deltó?
2a0a1a004a	Y ó le penó: ¿André á Eschastra qué sinela randado? ¿sasta lirenas?
2a0a1b00b2	O rudelando penó: Camelarás al Erañó tun Debél de saro tun carlochin, y de sari tun ochi, y de sari tun sila, y de sari tun chaneleria: y á tun proximo sasta á tun matejo.
2a0a1c003e	Y le penó: Mistos has rudelado: Querelad ocono, y vivisarás.
2a0a1d005b	O camelandose justificar á desquero matejo, penó a Jesus: ¿Y coin sinela minrio proximo?
2a0a1e00d8	Y Jesus ustilando a varda, penó: Elabel chalaba ostely de Jerusalém á Jerichó, y diñó andré bastes de yeques randes, sos le randáron; y despues de terelarle curado, le mequeláron pas-mulo, y se chapescáron.
2a0a1f0058	Anacó pues, que nacaba por o matejo drun yeque erajai: y pur o dicó, nacó de muy dur.
2a0a20005c	Y andiar matejo yeque Levita, bigoreando sunparal de ocola stano, y dicandole, nacó de dur.
2a0a210072	Tami yeque Samaritano, sos chalaba desquero drun, se bigoreó sunparal de ó: y pur le dicó, se lo diñó canrea.
2a0a2200a0	Y bigoreandose, le pandó as merdes, chibelando andré siras ampio y mol: y chibandolo opré desquero gra, lo lligueró a yeque mesuna, y tereló cuidado de ó.
2a0a2300a2	Y aver chibes sicobó dui calés, y os diñó al julai, y le penó: Garabelamanguele: y o saro sos gastisareles de butér, menda á tucue lo diñare pur limbidie.
2a0a240064	¿Coin de ocolas trin penchabelas que sinaba o proximo de ocola, sos diñó andré bastes es randes?
2a0a250062	Ocola, rudeló o Chandé, sos tereló canrea sat ó: Pues cha, le penó, y querela tucue o matejo.
2a0a26008f	Y anacó, que sasta sinasen andré drun, chaló Jesus andré yeque gau: y yeque cadchi, sos se hetó Martha, lo ustiló andré o quer de siró.
2a0a27006b	Y ocona terelaba yeque plañi, araquerada Maria, sos bejelada á os pindres e Erañoró, junelaba su varda.
2a0a2800cf	Tami Martha sinaba ocupada gajere andré as haciendas e quer: y siró se abilló y penó: ¿Erañó, na diqueles, sasta minri plañi, mangue ha mequelado colcori somia querelar? penle pues, que mangue ayude.
2a0a290077	Y o Erañó le rudeló, y penó: Martha, Martha, baribu cuidadosa sinelas, y andré baribustrias buchias te trajatelas.
2a0a2a0066	Aromali jomte solamente yeque buchi. Maria ha ustilado a aricata fetér, sos na le sinará nicobelada.
2a0b0100d3	Y anacó, que sinando beqelando andré yeque stano, pur achinóse a mui, penó á ó yeque es discipules de ó. Erañó, bedela amangue a manguelar á Un-debél, sasta tambien Juan bedó á desqueres discipules.
2a0b0200bc	Y les penó: Pur manguelareis, penelad: Amaro Dada, oté andré o Tarpe, majarificable sinele tun nao. Abillele tun chim. Sinele querdi tun pesquital andré a jolili, sasta andré o Tarpe.
2a0b03002f	Diñamangue achibes amaro manro de cada chibes.
2a0b040098	Y amangue ertina amarias visabas, andiar sasta mu ertinamos á os sares, sos debisarelen amangue buchi. Y na enseeles amangue andré o chungalo y choro.
2a0b050085	Les penó tambien: Coin de sangue terela yeque monro, y chalará á ó á pas-rachi, y le penará: Monro, prestelamangue trin manres,
2a0b060058	Presas monro de mangue ha bigoreado del drun, y na terelo buchi que chitar anglal de ó.
2a0b0700d3	Y o aver rudelase de enrun, penando: Na sinele á mangue trajatoso, ya sinela pandada a bundal, y minres lacrés sinelan tambien sasta menda andré a cheripen, n’astis que menda me costunase somia diñartelos.
2a0b0800e6	Y si o aver perseverase araquerando á la bundal, penelo á sangue, que ya que na se costunase á diñarselos por sinelar desquero quiribo; aromali por desqueres goles se costunaria, y le diñaria sares os manres hubiese menester.
2a0b090070	Y menda penelo á sangue: Manguelad, y se os diñará: orotelad, y alachalareis: araquelad, y se os pendrabará.
2a0b0a0067	Presas o saro sos manguela, ustilela: y ó sos orotela, alachela: y al sos araquela, se le despandará.
2a0b0b009f	¿Y si yeque de sangue manguelare manro á desquero batu, le diñara ó yeque bar? ¿ó si yeque macho, por baji le diñará yeque julistraba en lugar e macho?
2a0b0c0048	¿O si le manguelare yeque anro, por baji le bucharará yeque escorpion?
2a0b0d00af	Pues si sangue, sinando chorés, chanelais diñar lachias diñipenes á jires chabores ¿cuanto butér jire Dada del Tarpe diñara suncai lachi á junos sos se lo manguelaren?
2a0b0e008f	Y sinaba Jesus bucharando abri yeque bengue: y ocona sinaba musilé, y pur hubó bucharado al bengue, chamulió o musilé, y sares se zibáron.
2a0b0f0061	Tami yeques de junos penáron: André sila de Beelzebub Manclay es bengues, bucharela os bengues.
2a0b10003d	Y averes somia pesquibarle, le manguelaban simache del Tarpe.
2a0b110093	Y pur dicó os carlochines de junos, les penó: Saro chim chingarando contra sí matejo, sinará chibado andré najipen; y perará quer opré quer.
2a0b1200ab	Pues si Satanas sinele tambien en billa contra sí matejo, ¿como sinará en pindré o chim de ó? presas penelais que menda bucharelo abrí bengues por sila de Beelzebub.
2a0b13008e	Pues si menda por sila de Beelzebub bucharelo os bengues, ¿jirés chabores por coin os bucharelan? Por ocono sinarán junos jueces de sangue.
2a0b140069	Tami si sat l’angusti de Debél bucharelo os bengues, aromalí o chim de Debél ha bigoreado á sangue.
2a0b15005b	Pur o manusalo ujarela desquero quer, andré trifusco sinelan sarias as buchias que terela.
2a0b160094	Tami si abillando aver butér manusalo que ó, le venciere, le nicobará sarias as armas de ó, andré que pachibelaba, y sicobará desquero jayere.
2a0b17005d	O sos na sinela con-a-mangue, contra mangue sinela: O sos na ustilela con-a-mangue, najibela.
2a0b1800ba	Pur o bengue jindo ha chalado abrí de yeque manu, pirela por stanes bipaniosos orotando paratuté: y pur no lo alachela, penela: Mangue limbidiare á minrio quer, d’uque chalé abrí.
2a0b19002f	Y pur limbidiela, lo alachela julabado y chito.
2a0b1a00af	Entonces chala, y ustilela sat ó averes efta bengues, butér chores que ó, y chalan andré, y socabelan oté. Y lo segriton de ocola manu sinela butér choro que lo brotobo.
2a0b1b0094	Y anacó, que penando ó ocono, yeque cadchi de enré a sueti ardiñó a voz, y le garló: Majari a poria sos te chindó, y as chuchais sos mamaste.
2a0b1c0056	Y ó rudeló: Nanai! antes majares junos sos junelan a varda de Debél y l’ujarelan.
2a0b1d00b5	Y sasta a sueti abillase de sarias aricatas, se chibó a penar: Ocona rati, rati sungali sinela, simache manguela, y simache na le sinará diñada, sino a simache e Propheta Jonás.
2a0b1e006f	Presas sasta Jonás sinaba simache a junos de Ninive; andiar tambien o Chaboro e manu la sinará á ocona rati.
2a0b1f00dd	La Crallisa e Pas-chibe se ardiñará andré juicio contra os manuces de ocona rati, y os saplará, presas abílló de os fines de la pu á junelar a chaneleria de Salomon; y he acoi butér que Salomon andré ocona stano.
2a0b2000b9	Os manuces de Ninive se ardiñarán contra ocona rati andré juicio, y la saplarán: presas quereláron penitencia á los goles de Jonás; y he acoi buter que Jonás andré ocona stano.
2a0b2100bd	Cayque urdiflela á yeque mermellin, y la chitela andré yeque stano escondido, ni ostely de yeque melalo; sino opré yeque dendesquero, somia que junos sos abillelan andré diquelen a dut.
2a0b22009d	A mermellin de tun trupos sinela tun aqui. Si tun aqui sinare lachi, saro tun trupos sinará dutoso: tami si sinare chori, tambien tun trupos sinará bi dut.
2a0b230036	Diquela pues, que a dut andré tucue, na sinela rachi.
2a0b240094	Y andiar si saro tun trupos sinare dutoso, bi terelar yeque aricata de rachi, o saro sinará dutoso, y te diñará dut sasta yeque mermellin de dut.
2a0b250088	Y pur sinaba chamuliando, le mangó yeque Phariséo, que chalase á jamar sat ó, y habiendo chalado andré, se besteló á la mensalle.
2a0b26006a	Y o Phariséo se chitó á penchabar, y penar andré de sí, presas na se había chobelado antes de jamar.
2a0b270099	Y o Eraño penó: Acana sangue os Phariseyes chobelais lo de abrí e gote, y e plato; tami sangue de enrun sinelais perelalés de randipen y de choripen.
2a0b280055	Dineles, ¿O sos quereló ma sinela de abrí, na quereló tambien ma sinela de enrun?
2a0b29004c	Ocono no obstante, diñelad limosna: y sarias as buchias os sinelan limpias.
2a0b2a00ed	¡Tami ysna de sangue, Phariseyes, sos chibelais andré deque aricatas a cha-lachi, y a Romani cha, y sari hortaliza, y na querelaís bajin e lachiria, y e amor de Debél! Pues sinaba mistos querelar oconas buchias, y na mequelar ocolas.
2a0b2b007f	¡Ysna de sangue Phariseyes, sos camelais as brotoborias bestés andré as Synagogas, y sinelar saludados andré os maasqueres!
2a0b2c007a	¡Ysna de sangue, sos sinelais sasta os sepulchres, sos na se diquela, y na lo chanelan os manuces, que pirelan por opré!
2a0b2d007e	Y rudelando yeque es Chandés e Eschastra, le penó: Duquendio, chamuliando oconas buchias, tucue afrentas tambien á amangue.
2a0b2e00b2	Y ó penó: Y ysna de sangue Chandes e Eschastra: sos cargais os manuces de cargas, sos n’astis lliguerar, y sangue ni aun sat yeque de jiresias angustias pajabelais as cargas!
2a0b2f0058	¡Ysna de sangue, sos querelais os sepulchres es Prophetas: y jires batuces os maráron!
2a0b300095	Aromali diñelais á chanelar, que camelais ma quereláron jires batuces: ocolas os maráron, chachipén; tami sangue querelais desqueres sepulchres.
2a0b310087	Por ocono penó tambien a chaneleria de Debél: Les bichabaré Prophetas y Apóstoles, y de junos mararán, y plastañarán para marar:
2a0b320074	Somia que sinele pedida á ocona sueti a rati de sares os Prophetas, que sinaba chibada desde o principio de chiros.
2a0b33008a	Desde a rati de Abel, disde a rati de Zacharias, sos meró entre o altar, y a cangri. Andiar os penelo, que pedida sinará á ocona sueti.
2a0b3400a2	¡Ysna de sangue, Chandés e Eschastra, sos ardiñasteis sat a clichi de chaneleria! sangue na chalasteis andré, y na mequelasteis á ocolas sos chalaban andré.
2a0b350099	Y penando oconas buchias, os Phariseyes, y os Chandés e Eschastra se chibáron á chingarar con ó sat sila, y á trajatarle sat baribustrias preguntas,
2a0b36005d	Chibandole lazos, y orotando de sicobar de desquero sonsi yeque buchi somia astisar saplarle.
2a0c0100dc	Y sasta se terelasen catanado al crugos de Jesus baribustri sueti, de modo que yeques á averes bucharelaban ostely, se chitó á penar á desqueres discipules: Garabelaos de la levadura es Phariseyes, que sinela jujana.
2a0c020062	Na sinela buchi ucharada, sos na se haya de dicar: ni buchi escondida, sos na se haya de chanelar.
2a0c0300a2	Presas as buchias, que penasteis andré a rachi, á la dut sinarán chamuliadas: y ma chamulasteis á la cani andré os queres, sinará pucanado opré os tejados.
2a0c040094	A sangue pues plalores de mangue os penelo: Que na tereleis dal de ocolas, sos marelan o trupos, y despues de ocono, na terelan butér que querelar.
2a0c0500b9	Tami menda penaré sangue á coin jomte terelar dal: Terelad dal á ocola, sos despues de nicobar a chipen, terela ezor de bucharar al butron: andiar sangue penelo, a ocona terelad dal.
2a0c060065	¿Na se binelan pansch ujarres por dui calés, y yeque de ocolas na sinela olvidado anglal de Debél?
2a0c070081	Y aun as balas de jire jero sarias sinelan jinadas. Pues na darañeleis: presas amolelais baribu butér, que ujarres baribustres.
2a0c080097	Y tambien sangue penelo, Que o saro manu sos veáre mangue anglal es manuces, o Chaboro e manu lo veará tambien á ó anglal es Manfarieles de Debél.
2a0c09005b	Tami ó sos me negisáre anglal es manuces, negado sinará anglal es Manfarieles de Debél.
2a0c0a00ae	Y o saro manu sos chibare abrí yeque varda contra o Chaboro e manu, ertinado le sinará: Tami á ocola sos penáre zermañas contra o Peniche, na le sinará ertinado, nanai.
2a0c0b0091	Y pur sangue lligueraren á as Synagogas, y á os Chineles, y a os Solares, na piraleis penchabando, sasta, ó qué terelais de rudelar, o penar.
2a0c0c004e	Presas o Ducos Majaro sangue penará andré ocola ocana ma sangue jomte penar.
2a0c0d0063	Y yeque de la sueti le penó: Duquendio, pen á minrio plal que partisarele con-a-mangue la jayere.
2a0c0e0059	Tami ó le rudeló: ¿Manu, coin ha childo mangue por Barander o repartidor enré sangue?
2a0c0f008a	Y les penó: Diquelad, y garabelaos de sari cascañia: presas a chipen de saro yeque no sinela andré la baribustri es buchias sos terela.
2a0c10005c	Y les penó yeque parabola, penando: La pu de yeque manu balbalo habia diñado mibao baribu.
2a0c110070	Y ó penchababa enré sí matejo, y penaba: ¿Qué querelaré, presas na terelo anduque pandisarar minrio mibao?
2a0c120095	Y penó: Ocono querelaré: Buchararé abajines minres malabayes, y os querelaré mas bares: y oté chibaré saro minrio mibao, y minres balbalipenes.
2a0c130084	Y penaré á minri ochi: Ochi, baribustres balbalipenes terelas chités para baribustres berjis: Sobela, jama, piya, din jachipenes.
2a0c14006b	Tami Debél le penó: Dinelo, ocona rachi te vuelven á ustilar a ochi, ¿Ma has chitó, para coin sinará?
2a0c150051	Andiar sinela ó sos chitela manchin para sí; y na sinela balbalo andré Debél.
2a0c160096	Y penó á os discipules de ó: Pre ocono sangue penelo: na pireleis solicitos para jiré ochi, ma jamareis, ni para o trupos, que coneles chibareís.
2a0c17003d	Butér sinela a ochi, que o jamar, y o trupos que os coneles.
2a0c18008e	Diquelad os cuerves, sos na chinelan, ni terelan dispensa, ni malabai, y Debél os parbarela. ¿Pues quanto butér amolelais sangue que junos?
2a0c190063	Y coin de sangue, por baribu que lo penchabele, astisarela chibar a sun estatura yeque codo butér?
2a0c1a0067	Pues si na astisarelais ma sinela mendesquero: ¿por qué pireleis penchabando por as avérias buchias?
2a0c1b00b8	Diquelad os lirios sasta se querelan baro; sos ni randiñelan ni hilan: pues sangue penelo, que ni Salomon andré saro desquero chimusolano, na sinaba tan chitó sasta yeque de oconas.
2a0c1c009f	Pues si al cha, sos achibes sinela andré o lugos, y tasata se bucharela andré o sosimbo, Debél vistió andiar lacho; ¿quanto butér á sangue de frima fé?
2a0c1d005e	Na pireleis pues penchabando andré ma terelais de jamar, o piyar, y na pireleis ardiñelados.
2a0c1e008e	Presas sarias oconas sinelan buchias, en que pirelan penchabando os busnes de la sueti. Y jire Dada chanela, que de oconas terelais necesidad.
2a0c1f006f	Pre ocono orotelad brotobo o chim de Debél, y su lachoria; y sarias oconas buchias á sangue sinarán jinadas.
2a0c200050	Na darañeleis, ne-bari plastañi; presas jire Dada ha camelado diñaros o chim.
2a0c2100b8	Binelad ma terelais y diñad limosna. Querelaos quisobes, sos na se chitelan purés, manchin andré o Charos, sos jamas faltisarela: anduque o rande na bigorela, y na jamela a polilla.
2a0c220046	Presas duque sinela jire manchin, oté tambien sinará jire carlochin.
2a0c23004b	Terelad ceñidos jires dumes, y mermellines encendidas andré jires bastes.
2a0c2400c4	Y sinelad sangue semejantes á os manuces, sos ujarelan á o Erañó de junos, pur limbidiela de las romandiñipenes: somia que pur abilláre, y araqueráre á la bundal, yescotria le pindrabelen.
2a0c2500bb	Majarés ocolas lacrés, sos alacháre velando o Erañó pur abilláre: Aromali sangue penelo, que se chibará la sustigui; y os querelará bestelar á la mensalle, y nacando os servirá.
2a0c26008f	Y si abilláre andré la duisquera vela, y si abilláre andré la trinchera vela, y andiar alacháre á junos, majarés sinelan oconas lacrés.
2a0c270093	Tami chanelad ocono, que si o julai e quer chanelase a ocana en que abillaria o randé, na querelaria o sobindoi, y na mequelaria enquerar su quer.
2a0c280064	Sangue pues sinelad emposunés: presas á la ocana, que na penchabelais, abillará o Chaboro e manu.
2a0c290055	Y Pedro le penó: Erañó, penelas ocona parabola á amangue, ó tambien á os sares.
2a0c2a00ac	Y penó o Erañó, ¿Coin, penchabelais que sinela o baro-lacró lacho y cabalico, sos chitó o Erañó opré su sueti, somia que les díñele o melalo de gi andré chiros?
2a0c2b0051	Majaro ocola lacró, sos pur abilláre o Erañó, le alacháre andiar querelando.
2a0c2c003d	Aromali sangue penelo, que lo chitará opré saro que terela.
2a0c2d00c2	Tami si penáre ocola lacro andré su carló: Se tasalela minrio Erañó de abillar, y se chibáre á querelar choro á os lacrés, y á as lacrias, y á jamar, y á pijar, y diñarse á curdá:
2a0c2e00a0	Abillará o Erañó de ocola lacró o chibes, que na penchabela, y á la ocana que na chanela, y le chibará abrí, y chitará su aricata sat junos de dabrocos.
2a0c2f0083	Presas ocola lacró sos chanó ma camelaba desquero Erañó, y na queró bajin, y na queró ma camelaba, sinará muy mistos curado.
2a0c3000d7	Tami ó sos na chanó, y queró buchias dignas e saniséo, frima sinará curado: presas á saro manu, á coin baribu sinaba diñado; baribu le sinará manguelado: y al que baribu encomendáron, butér le ustilarán.
2a0c31004d	Yaque he abillado á chitar andré la pu: ¿y que camelo, sino que jacharele?
2a0c320059	Me jomte sinelar chobelado sat bautismo: ¿y cómo me trajatelo, disde que se lo querele?
2a0c33006a	¿Penchabelais, que sinelo abillado á chitar paz andré la pu? Sangue penelo que nanai, sino chingaripen.
2a0c340080	Presas de acoi anglal sinarán pansch andré yeque quer en chingaripen, os trin sinarán contra os dui, y os dui contra os trin.
2a0c35009b	Sinarán en chingaripen o batu sat o chaboro; la dai sa’ la chabori, y la chabori sa’ la dai, la dai e rom sa’ la romi, y la romi sa’ la dai e rom.
2a0c36008d	Y penaba tambien á la sueti: pur diquelais ardiñelar o paros del aracata e poniente, yescotria penelais: Buros abillela: y andiar anaquela.
2a0c37004b	Y pur chumasquerela o Austro, penelais: jar querelará: y chachipen sinela.
2a0c380076	Sungalés, chanelais distinguir as chichias e charos y de la pu: ¿pues como na chanelais pincherar o chiros presente?
2a0c390041	¿Y por qué na pincherelais por sangue matejos: ma sinela lacho?
2a0c3a00da	Pur chalas sa’ tun daschmanu al Manclay, querela ma astis somia listrabarte de ó andré o drun, somia que na te lliguerele al Barander, y o Barander te díñele al chinel, y o chinel te chitele andré l’estaripel.
2a0c3b0050	Te penelo, que na chalarás abrí de acoi, disde que poquineles o segriton cale.
2a0d010099	Y andré ocona matejo chiros sinaban oté yeques, sos le penaban nuevas es Galileyes, cuya rati habia bucharado Pilato andré la es sacrificios de junos.
2a0d020094	Y Jesus les rudeló, penando: ¿Penchabelais, que ocolas Galileyes sináron chorés butér que sares os averes, por terelar padecido buchias oconas?
2a0d030064	Sangue penelo, que nanai: Tami si na querelareis penitencia, os sares merareis andré a mateja beda.
2a0d0400d0	Andiar sasta tambien ocolas deque y otor manuces, opré coines peró o quer baro andré Siloé, y los maró: ¿penchabelais, que junos debisáron butér qus os sares manuces sos socabelaban andré Jerusalém?
2a0d050064	Sangue penelo, que nanai: tami si na querelareis penitencia, os sares merareis andré a mateja beda.
2a0d060096	Y penelaba tambien ocona parabola: Manu terelaba carschta chabéra chitalada andré sun resis, y chaló á orotar mibao andré siró, y na le alachó.
2a0d0700ca	Y penó al paillo sos randiñó a resis: Diquela; trin berjis sinela que abillelo a orotar mibao andré ocona carschta chabera, y na lo alachó: velala pues: ¿para qué terela de ucharar aun a chiquen?
2a0d080070	Tami ocola rudeló y le penó: Erañó: mequelela aun ocona berji, y la cavaré al crugos, y le chibaré groñi:
2a0d09003f	Astis sat ocono diñare mibao: y si nanai, la velarás despues.
2a0d0a0038	Y sinaba bedando andré a Synagoga de junos as Canchés.
2a0d0b0087	Y he acoi yeque cadchi, sos terelaba bengui de merdipen deque y otor berjis habia: y sinaba encorbada que na le astis dicar acia opré.
2a0d0c005e	Pur la dicó Jesus, la araqueró á siró, y la penó: Cadchi, libre sinelas de tun merdipén.
2a0d0d0059	Y chibó opré siró as bastes, y yescotria se ardiñó, y diñaba chimusolano á Debél.
2a0d0e00fd	Y ustilando a varda o Manclay e Synagoga, ululé presas Jesus habia chibado lacho andré la Canché, penó á la sueti: Zoi chibeses terelais, andré que astis randiñar: andré oconas pues abillad, y que chibele sangue lacho, y andré la Canché nanai.
2a0d0f00a0	Y rudelando o Erañó penó: Sungales, saro yeque de sangue na despandela andré la Canché desquero goruy, ó desquero gel del olibal y lo lliguerela á piyar.
2a0d10009d	¿Y ocona chai de Abraham, á coin terelaba pandisarado Satanás deque y otor berjis, na sinela mistos despandarla de ocona trajata andré chibes de Canché?
2a0d11009c	Y penando oconas buchias se pachibelaban sares os daschmanuces de ó: tami se alendaba sari a sueti de sarias as buchias, que ó querelaba chimusolanamente.
2a0d12005e	Penelaba pues: ¿A qué buchi sinela semejante o chim de Debél, y á que buchi lo compararé?
2a0d1300c8	Semejante sinela al grano e mostaza, sos lo ustiló yeque manu y lo chitó andré desquero vea, y se queró baro, y se queró carschta udschi; y as ujarres e charos sobeláron opré desqueres senques.
2a0d14004d	Y penó aver chiros: A qué penelaré, que o chim de Debél sinela semejante?
2a0d15008a	Semejante sinela á la levadura, sos ustiló yeque cadchi, y la chibó andré trin melales de roi, disde que o saro se querase fermentado.
2a0d160046	Y chalaba por foros y gau, bedando y querelando drun ácia Jerusalém.
2a0d170054	Y le penó yeque manu: ¿Eraño, sinelan frimes junos sos se salvan? Y ó les penó:
2a0d180087	Querelad ezor á sicobaros andré por a bundal chinori: presas sangue penelo, que baribustres camelarán chalar andré, y na les astis.
