2800000005	Matej
2b09240050	A ov phenđa lese: “Phen maje koi ov, Gospode, te šaj verujinav ano leste.”
2b0925004c	O Isus phenđa lese: “Već dikhljan le. Adavai okova kova vaćeri tuja.”
2b0926004b	Tegani ov phenđa: “Verujinava, Gospode.” I pelo ko kočija anglo Isus.
2b092700ae	O Isus phenđa lese: “Me aljum ko akava sveto te šaj e svetose ovel sudime, te šaj dikhen okola kola na dikhena hem te ačhoven korore okola kola mislinena da dikhena.”
2b0928005e	Nesave fariseja kola inele oleja šunde adava, i pučle le: “Te na injam hem amen korore?”
2b092900aa	A o Isus phenđa lenđe: “Te priznajinen ine da injen korore, naka oven ine kriva zako greh. Ali, adalese so phenena da dikhena, tumari krivica ačhola upra tumende.”
2b0a01008e	“Čače, čače vaćerava tumenđe, ko na đerdini ko udar kotei ogradime e bakrenđe, nego preskočindoj đerdini, ovi čor hem razbojniko.
2b0a020030	A ko đerdini ko udar, ovi e bakrengoro pastiri.
2b0a030076	Olese o stražari phravela o udar, a o bakre šunena lesoro glaso. Ov ple bakren vičini palo anav hem ikali len avri.
2b0a04006e	Kad ikali sa ple bakren, džala anglo lende, a o bakre džana palo leste, adalese so pendžarena lesoro glaso.
2b0a050068	Naka džan palo abanđija, nego ka našen olestar, adalese so na pendžarena o glaso e abanđijasoro.”
2b0a06005b	O Isus vaćerđa lenđe adaja priča, ali on na halile so manglja te phenel lenđe adaleja.
2b0a07006a	Adalese o Isus palem vaćerđa lenđe: “Čače, čače, vaćerava tumenđe, me injum o udar e bakrenđe.
2b0a080052	Sare kola ale angleder mande, oni čora hem razbojnici, ali o bakre na šunde len.
2b0a09006e	Me injum o udar. Ko đerdini prekala mande, ka ovel spasime. Ka đerdini hem ka ikljol hem ka arakhi hajbnase.
2b0a0a0081	O čor avela samo te čorel, te mudari hem te uništini. Me aljum e manušen te ovel dživdipe, hem adava dživdipe ano izobilje.
2b0a0b004a	Me injum o šukar pastiri. O šukar pastiri dela plo dživdipe zako bakre.
2b0a0c00e3	A o manuš kovai platime te pazini e bakren – adalese so nane pastiri hem o bakre nane olesere – kad dikhela e ruve sar avela, ačhaj e bakren hem našela. A o ruv napadini e bakren hem ćerela len te našen ko sa o strane.
2b0a0d003e	Adalese soi samo platime manuš, olese na ačhilo đi o bakre.
2b0a0e0053	Me injum o šukar pastiri. Me pendžarava mle bakren hem mle bakre pendžarena man,
2b0a0f0066	ađahar sar so o Dad pendžari man hem sar so me pendžarava e Dade. Me dava mlo dživdipe zako bakre.
2b0a100090	Isi man hem avera bakre, kola nane taro akava stado; hem olen valjani te anav. Hem on ka šunen mlo glaso, i ka ovel jekh stado jekhe pastireja.
2b0a11004e	Adalese mlo Dad volini man, so dava mlo dživdipe – te šaj palem te lav le.
2b0a12009c	Niko na lela le mandar, nego me korkoro mandar dava le. Isi man vlast te dav le hem isi man vlast palem te lav le. Adaja naredba priminđum mle Dadestar.”
2b0a130034	Zbog akala lafija maškaro Jevreja palem uli podela.
2b0a140052	But Jevreja phende: “Ovi opsednutime demoneja hem dilindilo. Sose šunena le?”
2b0a150085	A avera phende: “Adava nane o lafija e manušesere kovai opsednutime demoneja. Šaj li o demoni te phravel e kororengere jaćha?”
2b0a16005d	Tegani ano Jerusalim slavinđa pe o prazniko Hanuka, o posvećenje e Hramesoro. Inele jevend.
2b0a170043	O Isus nakhela ine maškari phravdi terasa e Solomonesiri ano Hram.
2b0a18008d	A e jevrejengere vođe okružinde le hem phende lese: “Đikote ka garave amendar ko tu injan? Te injan o Hrist, phen amenđe phravdeste!”
2b0a19009c	A o Isus phenđa lenđe: “Već phenđum tumenđe angleder, ali tumen na verujinena. O delja save ćerava ano anav mle Dadesoro – on svedočinena mandar.
2b0a1a0037	Ali tumen na verujinena, adalese so na injen mle bakre.
2b0a1b004d	Mle bakre šunena mlo glaso hem me pendžarava len, hem on džana pala mande.
2b0a1c0059	Me dava len večno dživdipe hem on nikad naka meren. Niko naka čorel len mle vastendar.
2b0a1d0068	Mlo Dad, kova dinđa man len, po baroi sarijendar, hem niko našti te čorel len mle Dadesere vastendar.
2b0a1e001b	Me hem o Dad jekh injam.”
2b0a1f005e	Tegani e jevrejengere vođe palem mangle te mudaren le hem lelje bara sar te frden upro leste,
2b0a200082	a o Isus phenđa lenđe: “Mothovđum tumenđe but šukar delja e Dadestar. Zako save olendar mangena te mudaren man barencar?”
2b0a2100a0	A o Jevreja phende lese: “Na mangaja te mudara tut barencar zako šukar delja, nego so hulineja upro Devel. Tu injan samo manuš, a pheneja da injan Devel!”
2b0a220065	O Isus phenđa lenđe: “Nane li pisime tumenđe ano zakoni: ‘Me phenđum: tumen injen develja’?
2b0a230074	Te o Devel e manušen kolenđe alo o lafi e Devlesoro vičinđa develja – a o Sveto lil našti te promenini pe –
2b0a240092	sar onda šaj okolese kole o Dad posvetinđa hem bičhalđa ko sveto te phenen: ‘Hulineja’, adalese so phenđum da injum o Čhavo e Devlesoro?
2b0a250036	Te na ćerava o delja mle Dadesere, ma verujinen maje.
2b0a260075	Ali te ćerava len, sa hem te na verujinen maje, verujinen olenđe, te džanen dai o Dad ana mande hem me ano Dad.”
2b0a270044	Tegani on palem mangle te dolen le, ali ov našlo lenđe taro vasta.
2b0a28006f	O Isus palem nakhlo ki aver strana oti len Jordan, ko than kaj o Jovan angleder krstini ine, hem ačhilo adari.
2b0a290091	A but manuša ale koro leste hem vaćerena ine: “O Jovan na ćerđa nijekh čudesno znako, ali čače inele sa so phenđa akale manušestar.”
2b0a2a002a	Hem but džene adari poverujinde ano Isus.
2b0b01007d	Nesavo manuš palo anav Lazar inele namborme. Ov inele tari Vitanija, taro gav kaj živinde i Marija hem lakiri phen i Marta.
2b0b020097	I Marija inele okoja đuvli koja čhorđa o miris upro e Gospodesere pre hem koslja len ple balencar. O Lazar, kova inele namborme, inele lakoro phral.
2b0b030059	Adalese o phenja bičhalde lafi e Isusese: “Gospode, ače, nambormei to volime amal.”
2b0b0400b1	Kad o Isus šunđa adava, phenđa: “Akava nambormipe naka završini pe meribnaja, nego ka ovel e Devlese ki slava, te šaj prekalo adava proslavini pe o Čhavo e Devlesoro.”
2b0b050036	A o Isus volinđa e Marta, lakere phenja hem e Lazare.
2b0b06004a	I kad šunđa dai o Lazar namborme, ačhilo pana duj dive adari kaj inele,
2b0b070041	i tegani phenđa ple učenikonenđe: “Hajde palem ki Judeja.”
2b0b08009d	A o učenici phende lese: “Učitelju, na li e jevrejengere vođe angleder nekobor dive mangle te mudaren tut barencar, a tu palem mangeja te dža adari?”
2b0b090086	O Isus phenđa lenđe: “Nane li e dive dešu duj saća? Ko phirela diveja, na perela, adalese so dikhela o svetlost akale svetosoro.
2b0b0a0049	Ali, ko phirela raćaja, ka perel, adalese so nane svetlost ano leste.”
2b0b0b0063	Palo adala lafija, phenđa hem akava: “Amaro amal o Lazar zasuća, ali me džava te vazdav le.”
2b0b0c0040	A o učenici phende lese: “Gospode, te zasuća, ka sasljol.”
2b0b0d0061	Ali o Isus vaćerđa lenđe e Lazaresere meribnastar, a on mislinde da vaćeri da o Lazar sovela.
2b0b0e0039	Tegani o Isus phravdeste phenđa lenđe: “O Lazar mulo.
2b0b0f0062	Zbog tumende radujinav man so na injumle adari, te šaj verujinen. Ali, hajde akana koro leste.”
2b0b100064	Tegani o Toma vičime Blizanco phenđa avere učenikonenđe: “Hajde hem amen te mera e Isuseja.”
2b0b11004a	Kad o Isus reslja adari, dodžanđa dai o Lazar štar dive već ano grobo.
2b0b12003b	A i Vitanijai taro Jerusalim dur đi sar trin kilometarija,
2b0b130054	i but Jevreja adathar ale ki Marta hem ki Marija te tešinen len zbog lengoro phral.
2b0b14005c	Kad i Marta šunđa da o Isus avela, lelja te džal nakoro leste, a i Marija ačhili čhere.
2b0b150059	Tegani i Marta phenđa e Isusese: “Gospode, te ove ine akate, mlo phral naka merel ine.
2b0b160046	Ali me hem akana džanav da o Devel ka del tut sa so rodeja lestar.”
2b0b170039	O Isus phenđa laće: “To phral ka uštel taro mule!”
2b0b180073	A i Marta phenđa lese: “Džanav da ka uštel taro mule tegani kad sare ka ušten taro mule ko Poslednjo dive.”
2b0b19007c	O Isus phenđa laće: “Me injum o uštiba taro mule hem o dživdipe. Ko verujini ana mande, čak hem te merel, ka živini.
2b0b1a005c	Hem svako kova živini hem verujini ana mande, nikad naka merel. Verujineja li ano adava?”
2b0b1b007d	A oj phenđa lese: “Oja, Gospode! Verujinava da tu injan o Hrist, o Čhavo e Devlesoro, kova valjanđa te avel ko sveto.”
2b0b1c007d	Kad phenđa adava, dželi hem vičinđa pla phenja e Marija hem pohari phenđa laće: “Akatei o učitelj hem rodela tut.”
2b0b1d0040	Kad i Marija šunđa adava, sig uštini hem dželi nakoro leste.
2b0b1e0051	A o Isus pana na đerdinđa ano gav, nego pana inele adari kaj i Marta reslja le.
2b0b1f00ac	A kad o Jevreja kola inele e Marijaja ano čher hem tešinde la, dikhle da ki sig uštini hem iklili, lelje te džan palo late, mislindoj da džala ko grobo te rovel adari.
2b0b2000a0	Kad i Marija resli adari kaj inele o Isus hem kad dikhlja le, peli anglo lesere pre hem phenđa lese: “Gospode, te ove ine akate, mlo phral naka merel ine.”
2b0b210067	Kad o Isus dikhlja ola hem e Jevrejen kola ale olaja sar rovena, pelo lese žal hem ine lese but pharo,
2b0b220053	i pučlja len: “Kaj čhivđen le?” On phende lese: “Gospode, ava hem dikh.”
2b0b230018	A o Isus lelja te rovel.
2b0b240036	Tegani o Jevreja phende: “Dikh kobor volinđa le!”
2b0b250079	Ali nesave olendar phende: “Našti ine li ov, kova e kororesere jaćha phravđa, te ćerel akava manuš te na merel?”
2b0b260072	I e Isusese palem ine but pharo, i dželo ko grobo. Adava inele i pećina ko savakoro udar inele pašljardo o bar.
2b0b270095	O Isus phenđa: “Ciden o bar.” A i Marta, i phen e mulesiri, phenđa lese: “Gospode, već khandela, adalese soi štarto dive sari ano grobo.”
2b0b280059	O Isus pučlja la: “Na li phenđum će da ka dikhe e Devlesiri slava te verujinđan?”
2b0b290063	Tegani cidinde o bar, a o Isus dikhlja nakoro nebo hem phenđa: “Dade, hvala će so šunđan man.
2b0b2a0083	Džanav da tu uvek šuneja man, ali akava vaćerđum zbog o manuša kola akate terđovena, te poverujinen da tu bičhalđan man.”
2b0b2b0042	Kad phenđa adava, vičinđa oto sa o glaso: “Lazare, ikljov!”
2b0b2c00b6	I o mulo iklilo. Lesere vasta hem o pre inele paćarde zavojencar, a lesoro muj inele paćardo maramicaja. A o Isus phenđa lenđe: “Huljaven lestar adava hem muken le te džal!”
2b0b2d005d	Tegani but Jevreja, kola ale kori Marija hem dikhle so o Isus ćerđa, poverujinde ano leste.
2b0b2e0054	Ali nesave olendar džele koro fariseja hem vaćerde lenđe okova so o Isus ćerđa.
2b0b2f0087	Tegani o šerutne sveštenici hem o fariseja čedinde pe ko sabor, i phende: “So te ćera? Adava manuš ćerela but čudesna znakija.
2b0b300095	Te mukljam lese te ćerel ađahar sa o manuša ka poverujinen ano leste. Tegani ka aven o Rimljanja hem ka uništinen amaro Hram hem amare narodo.”
2b0b31006d	A jekh olendar, o Kajafa, kova adava berš inele prvosvešteniko, phenđa lenđe: “Tumen ništa na džanen!
2b0b320066	Na haljovena dai tumenđe po šukar jekh manuš te merel zako narodo, nego sa o narodo te properel.”
2b0b33009f	O Kajafa na phenđa adava korkoro pestar, nego, adalese so adava berš inele prvosvešteniko, prorokujinđa da o Isus ka merel zako sa o narodo e Jevrejengoro.
2b0b340056	Hem na samo zako adava narodo, nego hem te bi čedela sa e Devlesere rasejime čhaven.
2b0b35004a	Ađahar adava dive e jevrejengere vođe dogovorinde pe te mudaren e Isuse.
2b0b3600a8	Adalese o Isus na tromandilo te phirel javno maškaro e jevrejengere vođe, nego adathar dželo paše uzali pustinja, ano gav Efrem, hem adari inele ple učenikonencar.
2b0b370089	A inele paše e jevrejengoro prazniko Pasha hem but Jevreja taro avera dizja hem gava ale ko Jerusalim te očistinen pe angleder i Pasha.
2b0b380063	Rodinde e Isuse hem, terdindoj ano Hram pučle jekh avere: “So mislinena, ka avel li ki Pasha?”
2b0b39007c	A o šerutne sveštenici hem o fariseja već dinde naredba, ko ka dodžanel kaj o Isus te vaćeren lenđe, te šaj dolen le.
2b0c01006c	Šov dive angleder o prazniko Pasha, o Isus dželo ki Vitanija, kaj inele o Lazar, kole vazdinđa taro mule.
2b0c02007a	Adari spreminde lese večera. I Marta poslužini ine, a o Lazar inele maškaro okolende kola e Isuseja inele uzalo astali.
2b0c0300b5	Tegani i Marija lelja ekvaš litar oto but skupo mirisno ulje savoi ćerdo oto čisto nard, makhlja e Isusesere pre hem koslja len ple balencar. Hem sa o čher mirišinđa ano ulje.
2b0c04005a	A jekh oto e Isusesere učenici, o Juda Iskariot, kova posle ka izdajini e Isuse, phenđa:
2b0c05006e	“Sose akava mirisno ulje na bikninđa pe zako trišel srebrna kovanice, a o pare te den pe e čororenđe?”
2b0c060094	Ov na phenđa adava adalese so ačhilo lese zako čorore, nego adalese so inele čor: oleste inele o zajednička pare, hem adathar čorela ine pese.
2b0c070050	Tegani o Isus phenđa: “Muk la! Adava ćerđa te pripremini man zako paruniba.
2b0c080051	Maškara tumende uvek ka oven čorore manuša, ali me naka ovav uvek tumencar.”
2b0c090096	But Jevreja dodžande dai o Isus ki Vitanija hem džele adari, ali na džele samo zbog o Isus, nego hem zbog o Lazar, kole o Isus vazdinđa taro mule.
2b0c0a003c	A o šerutne sveštenici odlučinde te mudaren hem e Lazare,
2b0c0b0051	adalese so zbog oleste but Jevreja džana ine palo Isus hem verujinena ano leste.
2b0c0c0054	Tejsato dive but manuša ale ko prazniko, i kad šunde da o Isus avela ko Jerusalim,
2b0c0d00a2	lelje granke oti palma hem iklile anglo leste, vičindoj: “Hosana! Blagoslovimei okova kova avela ano anav e Gospodesoro! Blagoslovimei o Caro e Izraelesoro!”
2b0c0e0059	A o Isus arakhlja jekhe terne here hem beštino upro leste, sar soi pisime ano Sveto lil:
2b0c0f0048	“Ma dara, Jerusalime! Ače, to Caro avela bešindoj upro terno her.”
2b0c100095	Lesere učenici tegani na halile akava, ali kad o Isus legardilo ani slava, setinde pe so adava inele pisime olestar hem da baš ađahar ćerde lese.
2b0c11007f	A o manuša kola inele e Isuseja kad vičinđa e Lazare taro grobo hem vazdinđa le taro mule, svedočinde adalestar averenđe.
2b0c120067	Adalese sa edobor manuša iklile anglo leste, so šunde dai ov adava kova ćerđa adava čudesno znako.
2b0c13006d	Tegani o fariseja phende jekh averese: “Dikhena da našti ništa te ćera! Sa o sveto dželo palo leste!”
2b0c14004b	A maškaro manuša kola ale ko prazniko te slavinen e Devle inele hem Grci.
2b0c15008a	On ale koro Filip, kova inele tari Vitsaida ani Galileja, hem zamolinde le, vaćerindoj: “Gospodarona, amen mangaja te dikha e Isuse.”
2b0c160059	O Filip dželo hem phenđa adava e Andrejase, i on duj džele hem phende adava e Isusese.
2b0c170050	A o Isus phenđa lenđe: “Alo o vreme te proslavini pe o Čhavo e manušesoro.
2b0c18008a	Čače, čače vaćerava tumenđe: te e đivesoro zrno na perela ki phuv hem na merela, ačhola korkoro. A te merela, anela but bijandipe.
2b0c190075	Ko volini plo dživdipe, ka našali le, a ko mrzini plo dživdipe ko akava sveto, ka arakhi le zako večno dživdipe.
2b0c1a008b	Ko služini maje, mora te phirel pala mande. Kaj injum me, adari ka ovel hem mlo sluga. Mlo Dad ka mothoj čast okolese kova služini maje.
2b0c1b0086	Mli dušai akana uznemirime. So te phenav? ‘Dade, spasin man adalestar so adžićeri man’? Na, adalese so me hem aljum zako adava.
2b0c1c006a	Dade, proslavin to anav!” Tegani taro nebo šundilo glaso: “Proslavinđum hem palem ka proslavinav!”
2b0c1d0074	Kad o narodo kova adari terdino šunđa adava, phenđa da grminđa. A avera phende da o anđeo vaćerđa lese adava.
2b0c1e0050	O Isus phenđa lenđe: “Akava glaso na šundilo zbog mande, nego zbog tumende.
2b0c1f005f	Akanai o vreme te sudini pe akale svetose. Akana o vladari akale svetosoro ka ovel frdime avri.
2b0c20004c	A me, kad ka ovav vazdime tari phuv, sa e manušen ka cidav nakora mande.”
2b0c210036	Adava phenđa sar te mothoj savo meriba adžićeri le.
2b0c2200bd	Tegani o narodo phenđa lese: “Šunđam taro Zakoni da o Hrist ka živini zauvek. Sar onda vaćereja da o Čhavo e manušesoro valjani te merel? Kovai adava ‘Čhavo e manušesoro’?”
2b0c2300c3	A o Isus phenđa lenđe: “O svetlost samo pana hari ka ovel maškar tumende. Phiren sar isi tumen svetlost, te na prelel tumen i tomina. Adalese so, ko phirela ki tomina, na džanel kaj džala.
2b0c240082	Sar isi tumen svetlost, verujinen ano svetlost, te oven čhave e svetlosere.” Kad phenđa adava, dželo hem garavđa pe olendar.
2b0c250054	Iako o Isus edobor čudesna znakija ćerđa anglo lende, on palem na verujinde lese.
2b0c2600a5	A sa adava inele sar te pherđol okova so vaćerđa o proroko Isaija: “Gospode, ko poverujinđa amare lafenđe hem kase mothovđa pe o zoralo vas e Gospodesoro?”
2b0c270049	Adalese našti ine te poverujinen, adalese so o Isaija phenđa hem akava:
2b0c28009e	“O Devel korjarđa lengere jaćha, hem steđinđa lengere vile, jaćhencar te na dikhen hem vileja te na haljoven, hem te na irinen pe, te sasljarav len.”
2b0c290053	O Isaija adava phenđa, adalese so dikhlja e Isusesiri slava hem vaćerđa olestar.
2b0c2a008a	A čak hem but vođe e jevrejengere verujinde ano leste, ali na mangle te priznajinen zbog o fariseja, sar te na oven ikalde oti sinagoga.
2b0c2b0041	Adalese so, više volinde o manuša te hvalinen len nego o Devel.
2b0c2c0083	A o Isus vičinđa oto sa o glaso: “Ko verujini ana mande, na verujini samo ana mande, nego hem ano Okoleste kova bičhalđa man.
2b0c2d003a	Hem ko dikhela man, dikhela hem Okole kova bičhalđa man.
2b0c2e0060	Me injum o Svetlost savo alo ko sveto, da svako kova verujini ana mande te na ačhol ani tomina.
2b0c2f0085	Ko šunela mle lafija, a na ćerela len, me na sudinava lese. Adalese so, me na aljum te sudinav e svetose, nego te spasinav o sveto.
2b0c30007c	Ko odbacini man hem na prihvatini mle lafija, isi le lesoro sudija: o Lafi savo vaćerđum ka sudini lese ko Poslednjo dive.
2b0c310088	Adalese so, me na vaćerđum korkoro mandar, nego korkoro mlo Dad, kova bičhalđa man, naredinđa maje so te phenav hem so te vaćerav.
2b0c320076	A me džanav da olesere naredbe dena večno dživdipe. Me vaćerava samo okova so mlo Dad phenđa maje te vaćerav.”
2b0d0100bc	Angleder o prazniko Pasha, o Isus džanđa so alo lesoro vreme te džal taro akava sveto koro Dad. Tegani o Isus đi o kraj mothovđa kobor volini okolen kola inele olesere ko akava sveto.
2b0d020098	O Isus hem lesere učenici hana ine zajedno i večera. O beng e Judase e Iskariotese, e Simonesere čhavese, već čhivđa ano vilo te izdajini e Isuse.
2b0d030068	A o Isus džanđa so o Dad dinđa lese sa i vlast; džanđa da e Devlestar alo hem da ko Devel ka džal.
2b0d040063	Uštino oti večera hem huljavđa plo ogrtači, i lelja o peškiri hem phandlja le pese ko maškar.
2b0d050081	Tegani čhorđa pani ano lavori hem lelja te thovel e učenikonengere pre hem te kosel len peškireja saveja phandlja po maškar.
2b0d060052	Kad alo đi o Simon Petar, ov phenđa lese: “Gospode, tu li ka thove mle pre?”
2b0d070059	O Isus phenđa lese: “Tu akana na haljoveja so me ćerava, ali jekh dive ka haljove.”
2b0d080095	A o Petar phenđa lese: “Tu nikad naka thove mle pre!” A o Isus phenđa lese: “Te na thovđum te pre, našti te ove jekh mle učenikonendar.”
2b0d09006e	Tegani o Simon Petar phenđa lese: “Gospode, ma onda thov samo mle pre, nego hem mle vasta hem mlo šero!”
2b0d0a0093	A o Isus phenđa lese: “Okolese kovai nanđardo valjani te thoven pe samo o pre, adalese soi već čisto. Hem tumen injen čista, ali na sare.”
2b0d0b004a	Džanđa ko ka izdajini le, i adalese phenđa: “Na injen sare čista.”
2b0d0c0086	Kad thovđa lengere pre, lelja plo ogrtači hem palem čhivđa pe uzalo astali, hem pučlja len: “Haljovena li so ćerđum tumenđe?
2b0d0d0059	Tumen man vičinena Učitelju hem Gospode, hem šukar phenena, adalese so me adava injum.
2b0d0e006b	I te me, o Gospod hem o Učitelj, thovđum tumare pre, onda valjani hem tumen te thoven o pre jekh averese.
2b0d0f004e	Dinđum tumen primer, hem tumen te ćeren ađahar sar so me ćerđum tumenđe.
2b0d100077	Čače, čače vaćerava tumenđe: o sluga nane po baro ple gospodarestar, ni o bičhaldo okolestar kova bičhalđa le.
2b0d110040	Adalese so džanen akava, blago tumenđe te ađahar ćerđen.”
2b0d1200b6	“Na vaćerava sarijendar tumendar. Me džanav okolen kas birinđum. Ali mora te pherđol okova soi pisime ano Sveto lil: ‘Okova kova mancar hala maro, irinđa pe protiv mande.’
2b0d13005f	Vaćerava tumenđe akana, angleder nego so te ovel, da kad ka ovel, te poverujinen da Me injum.
2b0d14008c	Čače, čače vaćerava tumenđe: ko primini okole kole me bičhalava, man primini, a ko primini man, primini Okole kova bičhalđa man.”
2b0d1500a0	Kad phenđa adava, lesoro duho inele but uznemirime, i tegani phravdeste phenđa lenđe: “Čače, čače vaćerava tumenđe: jekh tumendar ka izdajini man.”
2b0d160051	Tegani o učenici dikhle jekh avere, adalese so na džande kastar o Isus vaćeri.
2b0d170053	Jekh e učenikonendar – okova kas o Isus but volinđa – inele odmah uzalo Isus,
2b0d180041	i o Simon Petar dinđa le znako te pučel e Isuse kastar vaćeri.
2b0d19005d	Ađahar adava učeniko pašljarđa pe nakoro Isus hem pučlja le: “Kovai adava, Gospode?”
2b0d1a00b4	A o Isus phenđa lese: “Okova kase ka dav o maro savo ka macinav ano čaro.” Tegani lelja o kotor maro, macinđa le hem dinđa le e Judase, e Simonesere Iskariotesere čhavese.
2b0d1b0087	I samo so o Juda halja o maro, đerdinđa ano leste o Sotoni. Tegani o Isus phenđa lese: “Adava so mangeja te ćere, ćer po sig.”
2b0d1c0054	Ali niko e učenikonendar kola inele uzalo astali na halilo sose phenđa lese adava.
2b0d1d00a9	Adalese so ko Juda inele o zajednička pare, nesave mislinde da o Isus phenđa lese te džal hem te činel nešto hajbnase zako prazniko ili te del nešto e čororenđe.
2b0d1e0042	Palo adava so o Juda halja o maro, odmah iklilo avri. A inele rat.
2b0d1f0075	Kad o Juda iklilo, o Isus phenđa: “Akanai proslavime o Čhavo e manušesoro hem o Devel proslavinđa pe ano leste.
2b0d20006a	Te o Devel proslavinđa pe ano leste, hem o Devel ole ka proslavini ana peste, hem ka proslavini le odmah.
2b0d2100b6	Mle čhavoralen, pana hari injum tumencar. Ka roden man, ali, sar so phenđum e jevrejengere vođenđe: ‘Kaj me džava, tumen našti te aven’, ađahar adava hem tumenđe phenava.
2b0d220073	Nevi naredba dava tumen – te volinen jekh avere. Sar so me volinđum tumen, ađahar hem tumen volinen jekh avere.
2b0d230057	Palo akava sare ka džanen da injen mle učenici: te ine tumen mangipe jekh averese.”
2b0d240094	O Simon Petar pučlja le: “Gospode kaj džaja?” A o Isus phenđa lese: “Kaj me džava, tu akana našti te ave pala mande. Ali ka ave posle.”
2b0d25006d	O Petar pučlja le: “Gospode, sose našti te džav tuja akana? Spremno injum mlo dživdipe te dav tuće!”
2b0d26009d	A o Isus pučlja le: “To dživdipe te de maje? Čače, čače vaćerava će, angleder so o bašno ka đilabi, trin puti ka hovave da na pendžareja man.”
2b0e010063	I o Isus phenđa: “Ma te uznemirinen pe tumare vile. Verujinen ano Devel hem verujinen ana mande.
2b0e02008d	Ano čher mle Dadesoro isi but thana bešibnase. Te na ovel ine ađahar, naka phenav tumenđe ine: ‘Džava te pripreminav tumenđe than.’
2b0e030081	A kad ka džav hem kad ka pripreminav tumenđe than, ka avav palem hem ka lav tumen mancar, te oven hem tumen adari kaj me injum.
2b0e040029	A tumen džanena o drom kaj me džava.”
2b0e05005b	O Toma phenđa lese: “Gospode, na džanaja kaj džaja. Sar onda šaj te džana o drom?”
2b0e060073	A o Isus phenđa lese: “Me injum o Drom, o Čačipe hem o Dživdipe. Nijekh na avela koro Dad, sem prekala mande.
2b0e07005d	Te pendžarđen man, ka pendžaren hem mle Dade. Od akana pendžarena le, hem dikhljen le.”
2b0e08005f	O Filip phenđa lese: “Gospode, mothov amenđe e Dade, hem adava ka ovel amenđe dovoljno.”
2b0e0900af	O Isus phenđa lese: “Edobor vreme injum tumencar, a tu man, Filipe, pana na pendžareja! Ko dikhlja man, dikhlja hem e Dade. Sar šaj te phene: ‘Mothov amenđe e Dade’?
2b0e0a00c3	Tu li na verujineja da me injum ano Dad hem dai o Dad ana mande? O lafija save vaćerava tumenđe na vaćerava korkoro mandar, nego o Dad, kova živini ana mande, ćerela ple delja prekala mande.
2b0e0b0076	Verujinen maje da injum ano Dad hem dai o Dad ana mande. A te na verujinena maje, verujinen zbog o delja save ćerava.
2b0e0c0092	Čače, čače vaćerava tumenđe: ko verujini ana mande, ka ćerel o delja save me ćerava. Ka ćerel hem po bare, adalese so me džava koro Dad.
2b0e0d005c	Hem sa so ka roden ano mlo anav, me ka ćerav adava, te šaj o Dad proslavini pe ano Čhavo.
2b0e0e002d	Sa so ka roden ano mlo anav, me ka ćerav.”
2b0e0f002b	“Te volinena man, ka ićeren mle naredbe.
2b0e100055	A me ka molinav e Dade hem ov ka del tumen avere Zastupniko, te ovel tumencar zauvek:
2b0e1100a8	e Duho e čačipnasere, kole o sveto našti primini, adalese so na dikhela le hem na pendžarela le. Tumen pendžarena le, adalese soi tumencar hem ka ovel ana tumende.
2b0e120054	Naka ačhavav tumen sar čhavoren bizo dad hem bizi daj. Palem ka avav kora tumende.
2b0e130076	Pana hari, hem o sveto više naka dikhel man, ali tumen ka dikhen man. Adalese so me živinava, hem tumen ka živinen.
2b0e14005e	Adava dive ka haljoven da me injum ano mlo Dad hem da tumen injen ana mande, a me ana tumende.
2b0e150098	Ko prihvatini mle naredbe hem ićeri len, ov volini man, a ko volini man, ole ka volini hem mlo Dad. A hem me ka volinav le hem ka mothovav man lese.”
2b0e160066	O Juda (na o Iskariot) pučlja le: “Gospode, sar adava da ka mothove tut amenđe, a na e svetose?”
2b0e170095	O Isus phenđa lese: “Te neko volini man, ka ićeri mlo Lafi, hem mlo Dad ka volini le. Mlo Dad hem me ka ava koro leste hem ka ačhova koro leste.
2b0e180071	Ko na volini man, na ićeri mlo Lafi. A o Lafi savo šunena nane mlo, nego avela e Dadestar, kova bičhalđa man.
2b0e190037	Adava phenđum tumenđe akana, sar pana injum tumencar.
2b0e1a008b	A o Zastupniko, o Sveto Duho, kole o Dad ka bičhali te zastupini man, ka sikaj tumen sa hem ka podsetini tumen ko sa so phenđum tumenđe.
2b0e1b0091	Ačhavava tumenđe mir, mlo mir dava tumen. Ali, na dava tumen ole ađahar sar o sveto so dela. Ma te uznemirinen pe tumare vile hem ma te daran.
2b0e1c00a4	Šunđen man so phenđum: ‘Džava hem ka irinav man kora tumende.’ Te volinena man, ka radujinen tumen ine so džava koro Dad, adalese soi o Dad po baro mandar.
2b0e1d0058	Adava phenđum tumenđe akana, angleder nego so ka ovel, te verujinen kad ka ovel adava.
2b0e1e0067	Naka vaćerav pana but tumencar, adalese so avela o vladari akale svetosoro. Ole nane vlast upra mande,
2b0e1f007f	ali sar te šaj o sveto dodžanel da me volinava e Dade, ćerava ađahar sar so o Dad naredinđa maje. Ušten, hajde akatar!”
2b0f01003a	“Me injum o čačikano čokot, a mloi Dad o vinogradari.
2b0f020082	Ov čhinela đijekh loza upra mande savi na anela bijandipe, a čistini đijekha savi anela bijandipe, sar te del više bijandipe.
2b0f03003f	A tumen injen već čista zbog o lafi savo vaćerđum tumenđe.
