0100000007	Genesis
3c02160032	Who did no sin, nor was deceit found in his mouth.
3c02170078	Who, being reviled, did not revile in return. Suffering, he did not threaten, but yielded to him who judges righteously.
3c021800a0	Who himself took up our sins in his body upon the tree, so that we, having died to sins, might live to the righteousness of him from whose wound ye were healed.
3c02190066	For ye were like sheep going astray, but now were returned to the Shepherd and Guardian of your souls.
3c030100ae	Likewise the wives, being subordinate to their own husbands, so that even if any are disobedient to the word, they will be gained without a word by the behavior of the wives,
3c03020027	observing, in fear, your pure behavior.
3c0303006f	Of which let it not be the outward world of braiding of hair, and of wearing of gold, or of putting on apparel,
3c03040080	but the hidden man of the heart, in the incorruptible, of the meek and quiet spirit, which is very precious in the sight of God.
3c03050079	For this way formerly also, the holy women, trusting in God, adorned themselves, being subordinate to their own husbands,
3c0306007a	as Sarah obeyed Abraham, calling him lord, whose children ye became, doing good, and not being afraid of anything fearful.
3c030700bd	Likewise the husbands living together knowledgeably, as with a weaker vessel, apportioning worth to the female as also joint-heirs of the grace of life, for your prayers not to be hindered.
3c03080056	And finally, all be like-minded, sympathetic, brother-loving, compassionate, friendly,
3c0309009c	not rendering evil for evil, or reviling for reviling, but instead giving praise, knowing that ye were called for this, so that ye might inherit a blessing.
3c030a007a	For he who wants to love life, and see good days, let him restrain his tongue from evil, and his lips not to speak deceit.
3c030b004c	Let him turn away from evil, and do good. Let him seek peace, and pursue it.
3c030c0096	Because the eyes of the Lord are toward the righteous, and his ears to their supplication, but the face of the Lord is against men who do evil things.
3c030d0044	And who is he who will harm you, if ye become imitators of the good?
3c030e0072	But even if ye should suffer because of righteousness, ye are blessed. But do not fear their terror nor be shaken,
3c030f009b	but sanctify the Lord God in your hearts. And always be ready for a defense to every man who asks you a word about the hope in you, with meekness and fear.
3c03100096	Having a good conscience, so that, in what they speak against you as of evildoers, they may be ashamed, those who revile your good behavior in Christ.
3c03110057	For it is better to suffer doing good, if the will of God desires, than for doing evil.
3c031200b1	Because Christ also once suffered for sins, a righteous man for unrighteous men, so that he might bring you to God. Having indeed been killed in flesh, but made alive in spirit,
3c03130040	in which also, having gone, he preached to the spirits in prison
3c031400aa	who were disobedient formerly, when the longsuffering of God waited in the days of Noah who prepared an ark in which a few, that is, eight souls were saved through water.
3c031500af	Which counterpart-immersion-now also saves us, not the putting away of filth of flesh, but an appeal of a good conscience toward God, through the resurrection of Jesus Christ,
3c03160089	who is at the right hand of God, having gone into heaven, agents, and positions of authority, and powers having been subordinated to him.
3c0401009e	Therefore of Christ having suffered in flesh for us, arm ye yourselves also with the same mentality, because he who has suffered in flesh has ceased from sin,
3c04020060	in order to live the remaining time in flesh, no longer by lusts of men, but by the will of God.
3c040300bb	For enough time of life has past for you to accomplish the will of the Gentiles, having gone in debaucheries, lusts, excesses of wine, revelings, drinking parties, and lawless idolatries.
3c0404007b	During which they think it strange of you not running together into the same pouring out of debauchery, while they slander.
3c0405005f	Men who will give back an accounting to him who fares readily to judge the living and the dead.
3c04060099	For good news was preached even to the dead for this, so that they might indeed be judged according to men in flesh, but live according to God in spirit.
3c0407005d	But the end of all things has approached. Therefore be serious, and be sober for the prayers.
3c0408005e	And above all having fervent love for yourselves, because love will cover a multitude of sins,
3c04090035	stranger-loving toward each other without complaints.
3c040a0066	As each has received a gift, serving it for yourselves, as good stewards of the manifold grace of God.
3c040b00e0	If any man speaks, as oracles of God. If any man serves, as of ability as God supplies. So that God may be glorified in all things through Jesus Christ, to whom is the glory and the dominion into the ages of the ages. Truly.
3c040c0084	Beloved, ye should not be surprised at the fieriness in you, which occurs for a trial to you, like a strange thing happening to you.
3c040d009b	But rejoice in so far as ye are partakers in the sufferings of the Christ, so that also at the revealing of his glory ye may rejoice, having exceeding joy.
3c040e00b0	Blessed are ye if ye are reviled for the name of Christ, because the Spirit of glory and of God rests upon you. From them he is indeed blasphemed, but from you he is glorified.
3c040f005e	For let not any man of you suffer as a murderer, or a thief, or an evildoer, or as a busybody.
3c04100056	But if as a Christian, let him not be ashamed, but let him glorify God in this regard.
3c0411008d	Because the time to begin judgment is from the house of God, and if first from us, what is the end of those who disobey the good news of God?
3c0412005c	And if the righteous man is scarcely saved, where will the irreverent and sinful man appear?
3c0413007c	Therefore also let those who suffer according to the will of God entrust their souls as to a faithful Creator by well-doing.
3c0501008a	I, a fellow elder and witness of the sufferings of the Christ, and a partaker of the glory going be revealed, exhort the elders among you:
3c0502006f	Tend ye the flock of God among you, watching over, not by obligation, but willingly, nor greedily, but readily,
3c05030045	nor as domineering over the lots, but becoming examples of the flock.
3c05040057	And when the chief Shepherd is made known, ye will receive the unfading crown of glory.
3c050500d2	Likewise younger men should be subordinate to the elder men. And all being subordinate to each other, clothe yourselves with humility, because God sets himself against the haughty, but gives grace to the lowly.
3c05060056	Therefore be lowered under the mighty hand of God, so that he may lift you up in time,
3c05070040	having cast all your concern upon him, because he cares for you.
3c05080066	Be sober, be vigilant. Your opponent the devil, as a roaring lion, walks about seeking whom to devour.
3c05090079	Whom resist, steadfast in the faith, knowing the same sufferings are to be accomplished in the world by your brotherhood.
3c050a00ca	And may the God of all grace who called you to his eternal glory in Christ Jesus (after suffering a little while) himself thoroughly prepare you. He will establish, strengthen, and provide a foundation.
3c050b0046	To him is the glory and the dominion into the ages of the ages. Truly.
3c050c00a4	By Silvanus, the faithful brother to you, as I reckon, I wrote because of a few things, exhorting and testifying this to be the true grace of God in which ye stand.
3c050d003e	She in Babylon, chosen together, salutes you, and my son Mark.
3c050e0057	Salute each other by a kiss of love. Peace to you, to all those in Christ Jesus. Truly.
3d00000007	2 Peter
3d010100a9	Simon Peter, a bondman and apostle of Jesus Christ, to those who have received an equally precious faith with us in the righteousness of our God and Savior Jesus Christ:
3d01020053	Grace to you and peace be multiplied in the knowledge of God and of Jesus our Lord,
3d0103009e	as all things of his divine power to us, things toward life and piety, which were granted through the knowledge of him who called us through glory and virtue.
3d010400cb	Because of which, the precious and greatest promises have been given to us, so that through these ye might become companions of the divine nature, having escaped from the corruption in the world in lust.
3d01050070	Now this same thing also, having applied all eagerness, furnish in your faith, virtue, and in virtue, knowledge,
3d0106005e	and in knowledge, self-control, and in self-control, perseverance, and in perseverance, piety,
3d01070044	and in piety, brotherly affection, and in brotherly affection, love.
3d01080084	For these things existing in you and abounding, it leads to not being idle nor unfruitful in the knowledge of our Lord Jesus Christ.
3d0109008c	For he in whom these things are not present is blind, being near-sighted, having deliberately forgotten the purification of his former sins.
3d010a0089	Therefore, brothers, instead be diligent to make your calling and selection sure, for doing these things, ye would, no, not ever stumble.
3d010b0075	For so the entrance will be furnished to you abundantly into the eternal kingdom of our Lord and Savior Jesus Christ.
3d010c0093	Therefore I will not neglect to always remind you about these things, although having known them, and having been established in the present truth.
3d010d004d	But I think it right, inasmuch as I am in this tent, to arouse you in memory.
3d010e0068	Knowing that the putting off of my tent is imminent, even as also our Lord Jesus Christ indicated to me.
3d010f0069	And also I will endeavor for you to always have, after my departure, the memory of these things to apply.
3d011000b4	For we revealed to you the power and presence of our Lord Jesus Christ, not men who followed in cunningly devised myths, but men who became eyewitnesses of the majesty of that man.
3d011100b0	For having received from God the Father honor and glory from a voice of such kind brought to him from the Majestic Glory, This is my Son, the beloved in whom I am well pleased.
3d0112005e	And we heard this voice, which was brought out of heaven, being with him on the holy mountain.
3d011300a7	And we have the prophetic word sure, to which ye do well giving heed, as to a lamp shining in a dark place, until the day dawns, and the daystar arises in your hearts.
3d0114005d	Knowing this first, that no prophecy of scripture comes to pass of a personal interpretation.
3d0115006b	For no prophecy was ever brought by a will of man, but holy men of God spoke, being led by the Holy Spirit.
3d020100de	But false prophets also developed among the people, as false teachers will also be among you, who will sneak in pernicious denominations, even denying the Master who bought them, bringing upon themselves swift destruction.
3d0202005f	And many will follow their wantonness, because of whom the way of the truth will be blasphemed.
3d02030086	And they will exploit you in greed with fabricated words, whose judgment is not idle for long, and their destruction will not slumber.
3d02040090	For if God did not spare agents who sinned, but delivered them up to chains of darkness, having been cast into hell being reserved for judgment,
3d0205009f	and he did not spare the ancient world, but preserved Noah, the eighth, a herald of righteousness, when he brought on a flood upon the world of the irreverent,
3d02060098	and he condemned the cities of Sodom and Gomorrah to destruction, being reduced to ashes, having made an example of men who were going to be irreverent,
3d02070064	and he rescued righteous Lot, being distressed by the conduct of the lawless in their licentiousness
3d0208008d	(for that righteous man dwelling among them day after day, in the sight and hearing of their lawless deeds, it anguished his righteous soul),
3d02090085	the Lord knows how to rescue the pious out of temptation, and to hold in reserve unrighteous men being cut off for a day of judgment.
3d020a00a8	And especially those going rear of flesh in a degenerate lust, and who despise lordship. Reckless, self-willed men, they do not tremble when speaking evil of dignities.
3d020b006f	Whereas agents, being greater in might and power, do not bring a railing judgment against them before the Lord.
3d020c00bb	But these men, like irrational beasts of nature, having been born for capture and destruction, speaking evil at which things they do not understand, will be destroyed in their corruption,
3d020d00b4	getting back a wage of unrighteousness. Men who consider soft living in the daytime to be pleasure, spots and blemishes reveling in their deceitfulness, feasting together with you,
3d020e007f	having eyes full of adultery, and unceasing sin, enticing unstable souls, having a heart trained in greed, children of a curse,
3d020f008e	having forsaken a straight path, they were led astray, men who followed the way of Balaam, son of Beor, who loved the wage of unrighteousness.
3d0210007c	But he had a rebuke of his own lawbreaking. A mute donkey, uttering in a man's voice, restrained the madness of the prophet.
3d02110080	These men are waterless wells, and clouds driven by a fierce wind, for whom the gloom of darkness has been reserved into an age.
3d0212008e	For, uttering swollen things of vanity, they entice (to sensuality by lusts of flesh) those who actually escaped from those who live in error,
3d02130092	promising them freedom, while they themselves are bondmen of corruption, for by what any man has been overcome, of this he has also been enslaved.
3d021400de	For if, having escaped the defilements of the world by knowledge of the Lord and Savior Jesus Christ, and, having been again entangled in these, they are overcome, the last things have become worse for them than the first.
3d02150097	For it were better for them not to have known the way of righteousness, than having known it, to turn back from the holy commandment delivered to them.
3d02160084	But that of the true proverb has happened to them, The dog returning to his own vomit, and the sow that washed to wallowing in mire.
3d03010062	I write to you now this second letter, beloved, in which I arouse your sincere mind by a reminder,
3d03020082	to remember the sayings that were earlier spoken by the holy prophets, and of the command of your apostles of the Lord and Savior.
3d03030075	Knowing this first, that there will come at the end of the days, scoffers, proceeding according to their own desires,
3d03040097	and saying, Where is the promise of his coming? For, from since the fathers became asleep, all things continue this way from the beginning of creation.
3d03050096	For this is willfully ignored by them, that long ago there were heavens, and an earth that came together out of water and by water by the word of God,
3d03060044	by which the world then perished, having been overflowed with water.
3d030700a3	But now the heavens and the earth, which have been stored up by the same word, are being preserved for fire in a day of judgment and destruction of irreverent men.
3d0308008a	But beloved, let not this one thing be ignored by you, that one day with the Lord is as a thousand years, and a thousand years as one day.
3d0309009c	The Lord is not slack about his promise, as some regard slackness, but is patient toward us, not wanting any to perish, but all to go forward to repentance.
3d030a00ea	But the day of the Lord will come as a thief in the night, during which the heavens will pass away with a roar, and the elements, being intensely hot, will be disintegrated, and the earth and the works in it will be destroyed by fire.
3d030b0066	Therefore, all these things being disintegrated, what kind ought ye to be in holy actions and pieties,
3d030c00ab	anticipating and hastening the coming of the day of God, by which the heavens, being made fiery hot, will be disintegrated, and the elements dissolve, being intensely hot?
3d030d0068	But we anticipate a new heavens and a new earth according to his promise, in which righteousness dwells.
3d030e0073	Therefore, beloved, anticipating these things, be diligent to be found by him in peace, without spot and blameless.
3d030f008f	And consider the longsuffering of our Lord, salvation, just as also our beloved brother Paul wrote to you according to the wisdom given to him,
3d031000cc	as also in all his letters, speaking in them about these things, in which are some things hard to understand, which the ignorant and unstable twist, as also the other scriptures, to their own destruction.
3d03110092	Ye therefore, beloved, knowing in advance, keep watch, lest, having accommodated to the error of the lawless, ye fall from your own steadfastness.
3d03120089	But grow in the grace and knowledge of our Lord and Savior Jesus Christ. To him is the glory both now and into the day of the age. Truly.
3e00000006	1 John
3e01010099	What was from the beginning, what we have heard, what we have seen with our eyes, what we looked upon, and our hands touched, concerning the Word of life
3e01020095	(and the life was made known, and we have seen, and testify, and declare to you the eternal life that was with the Father, and was made known to us),
3e010300a9	what we have seen and heard we also declare to you, so that ye also may have fellowship with us. Even also our fellowship with the Father, and with his Son Jesus Christ.
3e01040043	And we write these things to you, so that our joy may be made full.
3e0105007c	And this is the message that we have heard from him and declare to you, that God is light, and in him is no darkness at all.
3e01060062	If we say that we have fellowship with him and walk in the darkness, we lie, and do not the truth.
3e01070099	But if we walk in the light, as he is in the light, we have fellowship with each other, and the blood of Jesus Christ his Son cleanses us from every sin.
3e01080054	If we say that we have no sin, we lead ourselves astray, and the truth is not in us.
3e01090084	If we confess our sins, he is faithful and righteous so that he will forgive us our sins, and cleanse us from every unrighteousness.
3e010a0051	If we say that we have not sinned, we make him a liar, and his word is not in us.
3e0201009c	My little children, I write these things to you so that ye may not sin. And if any man does sin, we have an advocate with the Father-righteous Jesus Christ.
3e0202005a	And he is the atonement for our sins, and not for ours only, but also for the whole world.
3e02030042	And by this we know that we know him, if we keep his commandments.
3e02040069	He who says, I know him, and does not keep his commandments, is a liar, and the truth is not in this man.
3e02050075	But whoever keeps his word, truly in this man the love of God is fully perfected. By this we know that we are in him.
3e0206004f	He who claims to abide in him he also ought so to walk just as that man walked.
3e020700a5	Brothers, I write no new commandment to you, but an old commandment that ye had from the beginning. The old commandment is the word that ye heard from the beginning.
3e0208008e	Again, a new commandment I write to you, which is true in him and in you, because the darkness is passing away, and the true light now shines.
3e02090056	He who claims to be in the light, and hates his brother, is in the darkness until now.
3e020a0052	He who loves his brother abides in the light, and no cause of stumbling is in him.
3e020b009b	But he who hates his brother is in the darkness, and he goes about in the darkness, and knows not where he goes, because the darkness has blinded his eyes.
3e020c005b	I write to you, little children, because your sins have been forgiven you through his name.
3e020d00b6	I write to you, fathers, because ye have known him from the beginning. I write to you, young men, because ye have overcome evil. I write to you, children, because ye know the Father.
3e020e00b5	I wrote to you, fathers, because ye have know him from the beginning. I wrote to you, young men, because ye are strong, and the word of God abides in you, and ye have overcome evil.
3e020f0072	Love not the world, nor the things in the world. If any man loves the world, the love of the Father is not in him.
3e02100097	Because everything in the world, the lust of the flesh, and the lust of the eyes, and the arrogance of life, is not of the Father, but is of the world.
3e02110063	And the world passes away, and the lust of it, but he who does the will of God abides into the age.
3e0212009f	Children, it is the last hour. And as ye heard that the antichrist comes, and now many antichrists have developed, from which we know that it is the last hour.
3e021300ad	They went out from us, but they were not of us. For if they were of us, they would have continued with us, but-so that they might be made known, that they are not all of us.
3e02140043	And ye have an anointing from the Holy, and ye know all the things.
3e0215006d	I wrote to you not because ye know not the truth, but because ye know it, and because no lie is of the truth.
3e0216007c	Who is the liar if not he who denies that Jesus is the Christ? This is the antichrist, he who denies the Father and the Son.
3e0217003c	Every man who denies the Son, also does not have the Father.
3e021800a4	Therefore ye, let what ye heard from the beginning abide in you. If what ye heard from the beginning abides in you, ye also will abide in the Son and in the Father.
3e0219003e	And this is the promise that he promised us: the eternal life.
3e021a0041	I wrote these things to you concerning those who lead you astray.
3e021b00f3	And for you, the anointing that ye received from him abides in you, and ye have no need that any man teach you, but as the same anointing teaches you about all things, and is true and is no lie, and just as it taught you, ye will abide in him.
3e021c0086	And now, little children, abide in him, so that when he is made known, we may have confidence, and not be shamed by him at his coming.
3e021d0065	If ye know that he is righteous, know ye that every man doing righteousness has been begotten of him.
3e030100a5	Behold what kind of love the Father has given to us, that we may be called children of God. Because of this the world does not know you, because it did not know him.
3e030200b4	Beloved, now we are children of God, and it is not yet made known what we will be. But we know that whenever he is made known we will be like him, because we will see him as he is.
3e03030052	And every man who has this hope in him purifies himself, just as that man is pure.
3e03040042	Every man doing sin also does lawlessness, and sin is lawlessness.
3e03050061	And ye know that that man was made known so that he might take up our sins. And in him is no sin.
3e03060064	Every man abiding in him does not sin. Every man who is sinning has not seen him, nor has known him.
3e03070077	Little children, let no man lead you astray. He who is doing righteousness is righteous, just as that man is righteous.
3e030800aa	He who is doing sin is of the devil, because the devil sinned from the beginning. The Son of God was made known for this, so that he might destroy the works of the devil.
3e03090090	Every man who has been begotten of God is not doing sin, because his seed abides in him, and he cannot sin, because he has been begotten of God.
3e030a009e	By this the children of God are visible, and the children of the devil. Every man not doing righteousness is not of God, and he who is not loving his brother.
3e030b005d	Because this is the message that ye heard from the beginning, that we should love each other.
3e030c008e	Not as Cain. He was of the wicked, and murdered his brother. And why did he murder him? Because his works were wrong, and his brother's right.
3e030d0030	Marvel not, my brothers, if the world hates you.
3e030e0083	We know that we have passed out of death into life, because we love the brothers. He who is not loving the brother abides in death.
3e030f006d	Every man hating his brother is a man-killer. And ye know that no man-killer has eternal life abiding in him.
3e03100076	By this we know love, because that man laid down his life for us. And we ought to lay down our lives for the brothers.
3e0311008c	But whoever has the world's living, and sees his brother having need, and closes his bowels from him, how does the love of God abide in him?
3e0312005e	My little children, we should not love in word, nor with the tongue, but in deed and in truth.
3e03130054	And by this we know that we are of the truth, and will assure our hearts before him.
3e03140061	Because if our heart should condemn us, that God is greater than our heart, and knows all things.
3e0315004b	Beloved, if our heart should not condemn us, we have confidence toward God,
3e03160072	and whatever we may ask we receive from him, because we keep his commandments and do things pleasing in his sight.
3e03170086	And this is his commandment, that we should believe in the name of his Son Jesus Christ, and love each other, just as he gave command.
3e0318008a	And he who keeps his commandments abides in him, and he in him. And by this we know that he abides in us, from the Spirit that he gave us.
3e04010091	Beloved, do not believe every spirit, but examine the spirits, whether they are of God, because many false prophets have gone out into the world.
3e0402006b	By this ye know the Spirit of God: every spirit that confesses Jesus Christ having come in flesh is of God,
3e040300bc	and every spirit that does not confess Jesus Christ has come in flesh is not of God. And this is that of the antichrist, which ye have heard that it comes, and is now in the world already.
3e0404006d	Ye are of God, little children, and ye have overcome them, because greater is he in you than he in the world.
3e04050059	They are of the world. Because of this they speak of the world, and the world hears them.
3e04060090	We are of God. He who knows God hears us. He who is not of God does not hear us. From this we know the spirit of truth, and the spirit of error.
3e0407007c	Beloved, we should love each other. Because love is of God, and every man who loves has been begotten of God, and knows God.
3e0408003c	He who does not love does not know God, because God is love.
3e0409008c	By this the love of God was made known in us, because God sent his Son, the only begotten, into the world so that we might live through him.
3e040a006a	In this is love, not that we loved God, but that he loved us, and sent his Son, an atonement for our sins.
3e040b0046	Beloved, if God so loved us, we also are obligated to love each other.
3e040c0076	No man has ever seen God. If we love each other, God abides in us, and his love is in us, having been fully perfected.
3e040d005b	In this we know that we abide in him and he in us, because he has given us from his Spirit.
3e040e0055	And we have seen and testify that the Father has sent the Son, a Savior of the world.
3e040f0054	Whoever acknowledges that Jesus is the Son of God, God abides in him, and he in God.
3e04100088	And we know, and have believed the love that God has in us. God is love, and he who abides in love abides in God, and God abides in him.
3e0411009b	By this love has been fully perfected with us, so that we may have boldness in the day of judgment, because just as that man is, we also are in this world.
3e0412008f	Fear is not in love, but perfect love casts out fear, because fear holds punishment, and he who is afraid has not been fully perfected in love.
3e04130027	We love him, because he first loved us.
3e041400a2	If any man says, I love God, and hates his brother, he is a liar. For he who does not love his brother whom he has seen, how can he love God whom he has not seen?
3e0415005b	And we have this commandment from him, so that he who loves God will also love his brother.
3e050100a1	Every man who believes that Jesus is the Christ has been begotten from God, and every man who loves him who begot, also loves him who has been begotten from him.
3e0502005d	By this we know that we love the children of God, when we love God and keep his commandments.
3e05030068	For this is the love of God, that we may keep his commandments. And his commandments are not burdensome.
3e05040084	Because everything that has been begotten from God overcomes the world. And this is the victory that overcomes the world, our faith.
3e0505005b	And who is he who overcomes the world, if not he who believes that Jesus is the Son of God?
3e050600ae	This is he who came by water and blood, Jesus Christ, not by the water only, but by the water and the blood. And it is the Spirit that testifies, because the Spirit is truth.
3e05070024	Because those who testify are three:
3e05080043	the Spirit, and the water, and the blood. And the three are in one.
3e0509008d	If we accept the testimony of men, the testimony of God is greater. Because this is the testimony of God that he has testified about his Son.
3e050a00c3	He who believes in the Son of God has the testimony in himself. He who does not believe God has made him a liar, because he has not believed in the testimony that God has testified about his Son.
3e050b0059	And this is the testimony, that God gave eternal life to us, and this life is in his Son.
3e050c005c	He who has the Son has the life. He who does not have the Son of God does not have the life.
3e050d00b3	I wrote these things to you, those who believe in the name of the Son of God, so that ye may know that ye have eternal life, and that ye may believe in the name of the Son of God.
3e050e0070	And this is the confidence that we have toward him, that, if we ask anything according to his will, he hears us.
3e050f0074	And if we know that he hears us, whatever we may ask, we know that we have the requests that we have asked from him.
3e051000dc	If any man may see his brother sinning a sin not toward death, he will ask, and he will give life to him, to those not sinning toward death. There is sin toward death. I do not say that he should make request about that.
3e0511003e	All unrighteousness is sin. And there is sin not toward death.
3e05120094	We know that every man who has been begotten from God does not sin, but he who was begotten from God keeps himself, and the evil does not touch him.
3e05130043	We know that we are of God, and the whole world is set in the evil.
3e051400c1	And we know that the Son of God comes, and has given us understanding, so that we may know the true. And we are in the true, in his Son Jesus Christ. This is the true God, and the eternal life.
3e05150038	Little children, guard yourselves from the idols. Truly.
3f00000006	2 John
3f0101007b	The elder to the chosen lady and her children, whom I love in truth, and not only I, but also all those who know the truth,
3f01020049	because of the truth that abides in us, and will be with us into the age.
3f01030082	Grace, mercy, peace will be with us from God the Father, and from the Lord Jesus Christ, the Son of the Father, in truth and love.
3f0104007a	I rejoice exceedingly that I have found of thy children walking in truth, just as we received commandment from the Father.
3f0105008a	And now I beseech thee, lady, not as writing a new commandment to thee, but what we had from the beginning, that we would love each other.
3f0106009d	And this is love, that we should walk according to his commandments. This is the commandment, just as ye heard from the beginning, that ye should walk in it.
3f01070095	Because many deceivers have gone forth into the world, those not acknowledging Jesus Christ coming in flesh. This is the deceiver and the antichrist.
3f0108005e	Watch yourselves, so that we may not lose what we have wrought, but may receive a full reward.
3f010900b3	Every man transgressing, and not abiding in the doctrine of the Christ, does not have God. The man abiding in the doctrine of the Christ, this man has both the Father and the Son.
3f010a007f	If any man comes to you, and does not bring this doctrine, do not receive him into a house, and do not speak to him to rejoice.
3f010b0040	For he who speaks to him to rejoice, partakes of his evil works.
3f010c009b	Having many things, I did not want to write to you by paper and ink, but I hope to come to you, and to speak mouth to mouth, so that our joy may be filled.
3f010d0035	The children of thy chosen sister salute thee. Truly.
4000000006	3 John
4001010035	The elder to the beloved Gaius, whom I love in truth.
4001020068	Beloved, I pray for thee to prosper concerning all things, and to be healthy, just as thy soul prospers.
400103006e	For I rejoiced exceedingly of brothers coming and testifying to the truth of thee, just as thou walk in truth.
4001040051	I have no greater joy than these things that I hear my children walking in truth.
4001050059	Beloved, thou do a faithful thing, whatever thou work for the brothers and for strangers,
4001060082	who testified about thy love in sight of the congregation, whom thou will do well having helped send on their way worthily of God.
400107004c	For they went forth on behalf of the Name, taking nothing from the Gentiles.
400108005d	We therefore ought to welcome such men, so that we might become fellow workmen for the truth.
400109005e	I wrote to the congregation, but Diotrephes, who loves to be first of them, did not accept us.
40010a0100	Because of this, if I come, I will remember his works that he does, prating against us with evil words. And not being satisfied in these, he himself does not even accept the brothers, and he forbids those who would, and expels them out of the congregation.
40010b0074	Beloved, do not imitate the evil, but the good. The man doing right is of God. The man doing wrong has not seen God.
40010c007a	Demetrius has been testified by all, and by the truth itself. But we also testify, and ye know that our testimony is true.
40010d004f	I had many things to write, but I did not want to write to thee by pen and ink.
40010e008a	But I hope to see thee straightaway, and we will speak mouth to mouth. Peace to thee. The friends salute thee. Salute the friends by name.
4100000004	Jude
410101007e	Jude, a bondman of Jesus Christ, and brother of James, to the called, sanctified in God the Father, and kept for Jesus Christ:
410102002e	Mercy to you and peace and love be multiplied.
41010300c8	Beloved, making all diligence to write to you about the common salvation, I had need to write to you exhorting you to earnestly contend for the faith that was once for all delivered to the sanctified.
41010400d5	For certain men have sneaked in, those written about formerly for this condemnation, irreverent men, perverting the grace of our God into licentiousness, and denying our only Master God, and our Lord Jesus Christ.
41010500a2	Now I want to remind you, ye having known this once, that the Lord, having saved a people out of the land of Egypt, afterward destroyed those who did not believe.
41010600ae	And the agents who did not keep their own principality, but left their own habitation, he has kept reserved in eternal bonds under darkness for the judgment of the great day.
41010700d6	As Sodom and Gomorrah, and the cities around them, the same kind of way with these who indulged in fornication, and who went rear of queer flesh, are set forth an example, undergoing the punishment of eternal fire.
410108007d	Nevertheless in the same way also these men who dream, indeed defile flesh, and reject lordship, and speak evil of dignities.
41010900a8	But Michael the arch-agent, when he disputed with the devil, contending about the body of Moses, dared not bring a railing judgment, but said, May the Lord rebuke thee.
41010a009e	But these men indeed revile whatever they have not seen. But whatever they understand naturally, as the irrational beasts, in these things they are corrupted.
41010b0086	Woe to them! Because they went in the way of Cain, and rushed to the error of Balaam's reward, and perished in the rebellion of Korah.
41010c00c4	These are reefs in your love-feasts, feasting together, fearlessly tending to themselves, waterless clouds carried along by winds, autumn trees without fruit, who died twice having being uprooted,
41010d0080	wild waves of the sea foaming out their own shame, wandering stars for whom the gloom of darkness has been reserved into an age.
41010e0077	And Enoch also, the seventh from Adam, prophesied about these men, saying, Behold, the Lord came with his holy myriads,
41010f00e3	to execute judgment against all, and to convict all the irreverent of them about all the works of their own irreverence that they have done irreverently, and about all the harsh things that irreverent sinners spoke against him.
410110009c	These are grumblers, fault-finders, going according to their lusts, and their mouth speaks overblown things, marveling personages for the sake of advantage.
4101110061	But ye, beloved, remember the sayings previously spoken by the apostles of our Lord Jesus Christ,
410112007a	that they told you that there will be scoffers during the last time, going according to their own desires of irreverences.
4101130046	These are those who make divisions, world-soul men, not having Spirit.
410114005b	But ye beloved, building up yourselves in your most holy faith, praying in the Holy Spirit,
4101150061	keep yourselves in the love of God, awaiting the mercy of our Lord Jesus Christ for eternal life.
410116002c	And on some be ye merciful-being discerning.
410117006d	And in fear save some, snatching them out of the fire, hating even the garment that was stained by the flesh.
410118006c	Now to him who is able to keep them non-stumbling, and to present before his glory, unblemished in gladness,
410119006e	to the only wise God our Savior, is glory, majesty, dominion and power, both now and into all the ages. Truly.
420000000a	Revelation
42010100a0	The Revelation of Jesus Christ that God gave him to show his bondmen what must happen quickly. And he signified it, having sent by his agent to his bondman John
420102005a	who testified the word of God and the testimony of Jesus Christ, as many things as he saw.
4201030083	Blessed is he who reads, and those who hear the words of the prophecy, and who keep the things written in it, for the time is near.
42010400a7	John, to the seven congregations in Asia: Grace to you and peace from God, who is and who was and who is coming, and from the seven Spirits that are before his throne,
42010500ad	and from Jesus Christ, the faithful witness, the firstborn of the dead, and the ruler of the kings of the earth. To him who loves us and washed us from our sins by his blood
420106007c	and made us a kingdom, priests to his God and Father, to him is the glory and the dominion into the ages of the ages. Truly.
420107009d	Behold, he comes with the clouds and every eye will see him, even the men who pierced him. And all the tribes of the earth will wail against him. Yea, Truly.
4201080068	I am the Alpha and the Omega, says the Lord, the God who is and who was and who is coming, the Almighty.
42010900de	I John, your brother and companion in the tribulation and kingdom and perseverance in Christ Jesus, happened to be on the isle that is called Patmos because of the word of God, and because of the testimony of Jesus Christ.
42010a0057	I became in spirit on the Lord's day and I heard behind me a great voice like a trumpet
42010b00bd	saying, What thou see, write in a book and send to the seven congregations: to Ephesus, and to Smyrna, and to Pergamos, and to Thyatira, and to Sardis, and to Philadelphia, and to Laodicea.
42010c0068	And I turned there to see the voice that spoke with me. And having turned I saw seven golden lampstands.
42010d009b	And in the midst of the seven lampstands, resembling a son of man, he who was clothed down to the foot, and girded about with a golden belt at the breasts.
42010e0059	And his head and hair were white as wool, white as snow, and his eyes as a flame of fire,
42010f007f	and his feet resembling highly refined metal, as in a furnace having been fiery hot, and his voice as the sound of many waters,
420110009a	and having in his right hand seven stars, and a sharp two-edged sword coming out of his mouth. And the sight of him was as the sun shines in its strength.
4201110082	And when I saw him, I fell at his feet as dead. And he laid his right hand upon me, saying, Fear not, I am the first and the last,
4201120089	and he who lives. And I became dead, and behold, I am living into the ages of the ages. Truly. And I have the keys of death and of Hades.
