2a00000007	Lúcás
2a080800c9	Agus do thuit cuid eile a dtalamh mhaith, agus an tan do fhás sé, tug sé toradh céadach úadh. Agus ar na rádh so dhó, do éigh sé, Gidh be agá bhfuilid clúasa chum éisdeachda, éisdeadh sé.
2a08090051	Agus do fhiáfruigheadar a dheisciobuil de, ag rádh, Créd é an chosamhachdsin?
2a080a00d2	Agus a dubhairt seisean, Is dáoibhsi tugadh rúndiamhra rioghachda Dé daithniughadh: achd do chách eile a ccosamhlachduibh; ionnus ag faicsin dóibh nach bhfaicdís, agus ag cluinsin dóibh nach dtuigfidís.
2a080b0034	Ag so an chosamhlachd: a sé an síol bríathar Dé.
2a080c00be	Agus an dream úd chois na sligheadh a siad éisdeas; na dhiáigh sin tig an díabhal, agus tógbhuidh sé an bhriáthar as a gcróidhe, deagla go gcreidfidís agus go slánéochtháoi iád.
2a080d00de	Agus an dream úd air an gcarruic, noch an tan do chluinid, gabhuid chuca an briathar maille lé gáirdeachus; achd ní bhfuil fréamh aca so, noch chreideas feadh tamuill, agus fhilleas ar a nais a naimsir an chathaigthe.
2a080e00ca	Achd an ní úd do thuit a measg na ndeilbneach, a siad so do éisd, achd ar nimtheachd dóibh, muchtar íad lé cúram agus lé saidhbhreas agus lé saímhe na beatha, agus ní thabhruid toradh úatha.
2a080f00ab	Achd an ní do thuit ann sa talamh mhaith, a said súd éisdeas ris an mbreithir, agus chungmhas é a gcroidhe shocraidh mhaith, agus do bheirid toradh úatha a bhfoighid.
2a081000cf	Achd ní bhfuil neach ar bith, Iasas coinneall, fholchas fáoi shouightheach í, ná chuireas fáoi leabuidh í; achd cuiridh sé a gcoinnleóir í, do chum go bhfaicfheadh an luchd théid a sdeach an solas.
2a0811008b	Oír ní bhfuil éin ní foluightheach, nach déuntar follas; na secréideach, nach bhfuighthear a fhios agus nach dtiocfaidh chum soillsi.
2a081200d3	Ar a nadhbharsin tabhruidh bhur naire ribh cionnas éisdeas sibh: óir gidh be neach agá bhfuil, is dó do bhéarthar; agus gidh bé neach ag nach bhfuil, béarthar úadh an ní fós sháoiltear do bheith aige.
2a08130074	Agus tangadar a mhathair agus a dhearbhraithreacha chuige, agus níor bhéidir leó dul a ngar dhósan ón tslúagh.
2a08140079	Agus so hinniseadh dhó, ag rádh, Atá do mhathair agus do dhearbhraithreacha na seasamh a muigh, ag iarruidh tfáicsin.
2a08150096	Agus are bhfreagra dhósan a dubhairt sé riu, a siad so mo mhathairse agus mo dhearbhráithreacha noch éisdeas bríathar Dé, agus do ní dá réir.
2a081600aa	Agus tárla lá áirighe, go ndeachaidh seisean agus a dheisciobuil a luing: agus a dubbhart sé riú, Déanam ar an táobh úd a nunn don loch. Agus do sdiúradar rompa.
2a081700a0	Agus ag luingseórachd dóibh do thuit a chodladh airsean: agus do éirigh sdoirmgháoithe ar an loch; agus do líonadh súas íad, agus do bhádar a ngábhadh.
2a081800f3	Agus ar ndol cuigesean dóibh, do dhúisgeadar é, ag rádh, A Mhaighisdir, a mhaighisdir, a támaoid ar fágbháil. Agus ar neirghe dhósan do bhagair sé ar an gaoith agus ar thonnghail a nuisge: agus do choisgeadar, agus tainic ciuinas ann.
2a081900f7	Agus a dubhairt sé ríu, Cáit an a bhfuil bhar gcreideamh? agus ar mbeith le heagla dhóibhsion do ghabh iongnadh íad, ag rádh ré chéile, Cia be so! a deir ris na gáothaibh agus ris a nuisge fós bheith na dtochd, agus úmhluighid said dó.
2a081a005d	Agus do rinneader loingscórachd go crich na Ngadarénach, atá as comhair na Galilé a nunn.
2a081b00d5	Agus ar ndol a dtír dhósan, tárla óglach áirighe as an gcathruigh air, ann a rabhadar deamhuin re haimsir fhada, agus ag nach bíodh éadach uime, agus ní comhnuigheadh sé a dtigh, achd an sna tuámaidhibh.
2a081c00d3	Agus ag faicsin Iósa dhó, agus ag éighmhe, do theilg sé é féin siós aga chosaibh, agus a dubhairt sé do ghuth ard, Créd é mo chuidsi dhiót, a Iósa, a Mhic Dé ro áird? Iarruim ort, gan mo phiánadh.
2a081d0118	Oir do aithin sé don spiorad neamhghlan dol as an duine. Oír is iomdha uáir do bheireadh sé siothadh air: agus do cheangluidh le slabhraidhibh agus dp cpimhéaduibh le géimhleachuibh é; agus ar mbriseadh na gcuibhreach dhósan, do thiománadh an deamhan fá na fasaighibh e.
2a081e0095	Agus dfiafruidh Iósa dhé, ag rádh, Créd is ainm dhuit? Agus a dubhairt seision, Leighión: do brígh go ndeachádar mórán deamhan a sdeach ann.
2a081f0045	Agus diárradar air gan a chur dfiachaibh ortha dul ann sa dubhaigen.
2a08200091	Agus so bhí tréd mór muc ann sin ag inghilt ar a tslíabh: agus diárradar air a léigean doibh dul ionnta. Agus dfulaing seísion sin dóibh.
2a08210090	Agus ar ndul do na deamhnuibh as an duine, do chúadar ann sna mucaibh: agus do rith an tréd muc ris a nail ann sa loch, agus do múchadh iád.
2a082200a3	Agus an trath do chunncadar a háodhairidhe an ní do rinneadh an, do theitheadar, agus ar nimtheachd dóibh dinnseador sin ann sa chatruigh agus ar na machairibh.
2a082300f1	Agus do chúadarsan amach dféachain an neith do rinneadh; agus tangadar dionnsuighe Iósa, agus fúaradar an duine, as a ndeachadar na deamhuin, a na éadughadh, agus é ar deaghcheill, na shuidhe ag cosaibh Iósa: agus go ghabh eagla íad.
2a08240079	Agus an dream do bhí dhá fhéachain dinnsigheadar dhóibsion cionnas do slánaigheadh an tí iona rabhadar na deamhuin.
2a082500a5	Agus diárradar luchd chríche na Ngadarenach uile airsion imtheachd úatha; oír do bhí eagla ro mhór orrtha: agus ar ndol dósan ann sa luing, dfill sé tar ais.
2a08260078	Agus díarr an fear as a ndeachadar na deamhuin air, é fein do bheith na fhochair: achd léig Iósa úadh é, ag rádh,
2a082700b2	Fill dod thigh féin, agus innis meúd na neitheann do rinne Día dhuit. Agus do imthigh seision, ar feadh na caithreach uile ag innisin créd íad na neithe do rinne Iósa dhó.
2a0828006f	Agus tárla, an tan do fhill Iósa tar ais gur ghabh an sluagh chuca é: óir do bhádar uile ag feitheamh ris.
2a082900c7	Agus, féuch, táinic neach áirighe dar bhainm Iáirus, do bhí na úachdarán ar a tsinagóig: agus an tan do shléuchd sé ag cosaibh Iósa, diárr sé dathchuinghidh air dul leis dá thigh féin:
2a082a00a5	Do bhrígh go raibh éinghein inghine aige, timcheall a dá bhliadhan dég, agus í fagháil bhais. Achd ar mbeith ag imtheachd dhó do bhí an sluagh dha bhrughadh.
2a082b008b	Agus bean do bhí a bhflucsa fola dá bhliadhuin dég, agus do chaith a raibh aice le leaghaibh, agus nar béidir le héinneach a leigheas,
2a082c007b	Do chúaidh sí táobh shíar dheision, agus do chumail sí ré himeal a bhruit: agus do sguir a dórtadh fola ar an mball.
2a082d00e9	Agus a dubhairt Iósa, Cía so do bhean rium? Agus ar na shéana do chách uile, a dubhairt Peadar agus an dream do bhí na fharraidh, A Mhaighisdir, atá an slúagh ad bhrughadh agus ad phluchadh, agus a nabair tú, Cía bhean rium?
2a082e005c	Agus a dubhairt Iósa, Do bhean duine éigin riom: oír do mhothuigh mé subhailce dul asam.
2a082f00f4	Agus an tráth do chonnairc an bhean gur hairigheadh í, táinic si ar crith, agus ag sléuchdain dósan, dfoillsigh sí dhó a bhriadhnaisi an phobuil uíle créd é an tádhbhar far chumail sí ris, agus cionnus do leigheasadh í ar an mball.
2a08300087	Agus a dubhairt seisean ría, Bíodh mainighin mhaith agad, a inghean: do shlánuigh do chreideamh thú; imthigh romhad a sióthcháin.
2a083100a4	An feadh do bhí seision ag labhairt, táinic neach áirige ó úachdarán na sinagóige, da rádh ris, Fúair binghean bás; ná cuir buaidhreadh ar an Mhaghisdir.
2a0832007b	Agus ar na chluinsin so Díosa, do fhreagair sé é, ag rádh, Na bíodh eagla ort: créid amhain, agus sláineóchthar í.
2a083300a4	Agus ar ndul a sdeach don tigh dhó, níor fhuiling sé neach ar bith do dhul a sdeach, achd Peadar, agus Séumus, agus Eóin, agus athair agus mathair an chailín.
2a08340085	Agus do bhádar cách uile a gul, agus dá cáoineadhsa: achd a dubhairt seision, Ná guilidh; ní bhfuil sí marbh, achd na codladh.
2a08350051	Agus do rinneadarsan fonomhad faoi, tré go raibh a fhios aca go raibh sí marbh.
2a0836006f	Agus ag cur cháich uile amach dhósan, agus ad breith ar a láimh, do éigh sé, ag rádh, A chalín, éirigh.
2a0837006f	Agus táinic a spiorad a rís innte, agus déirigh sí ar an mball: agus do aithin sé bíadh do thabhairt dí.
2a08380089	Agus do ghabh úathbhás a hathair agus a mathair: gidheadh do áithin seision díobh gan an ní do rinneadh dinnísin do dhuine ar bith.
2a0901008b	Agus ag gairm a dhá dheisciobal deg dhó, tug sé neart agus cumhachda dhóibh art na huile dheamhnuibh, agus ar easláintibh do leigheas.
2a0902005a	Agus do chuir sé iád do sheanmoír ríoghachda De, agus do leigheas na ndáoine easlán.
2a0903009c	Agus a dubhairt sé riú, Ná beiridh ní ur bith libh chum na sligheadh, bataighe, ná tiach lóin, ná arán, ná aírgead ná biodh dhá chóta ag cách.
2a0904006d	Agus gidh bé ar bidh teach an a rachtáoi a sdeach, gur ab ann sin fhanfáoi, agus gur ab as rachtái amach.
2a090500a5	Agus gidh bé nach géubhuidh chuca sibh, ar bhfagbháil na caithreachasin dáoibh, craithidh fós an lúathbreachán dá bhur gcosnibh mar fhíadhnuisi na naghaidh.
2a0906007c	Agus do imthigheadarsan, trís agus do ghabhadar na mbailtreach, ag déanamh seanmóra agus ag leigheas ann gach uile bhall.
2a090700b5	Agus do chúaluidh Iórnáith an Tetraren gach uile ní dá ndeamuidh seision: agus do bhí sé a namharus, do brigh go ndubhradar dáoine áirighe, gur éirigh Eóin ó mharbhuidh;
2a09080077	Agus dáoine eile, Gur fhoillsigh Elias é féin; agus dáoine eile, Gur eirséirigh faigh éigin do na seanfháighibh.
2a09090088	Agus a dabhairt Iorúaith, Do bhean misi a cheann Deóin: agus cia hé so, ar a gcluinim a leithéde so? Agus diarr sé eision dfaicsin.
2a090a00bd	Achd ar bhfilleadh do na habsdalnibh, dinnseadar dhósan gach ní dhá ndearnadar. Agus ar na mbreith leis do, do chuáidh sé fá Leith ar fhásach na ciathreacha dá ngoirthear Betsáida.
2a090b00cf	Agus an tan, do aithin an pubal sin, do leanadar é: agus ar na ngabháil chuige dhó, do labhair sé ria a dtimcheall rioghachda Dé, agus do shlánaigh sé an chuid díobh ar a raibh úireasbhuide leigbis.
2a090c0120	Agus do bhí an lá ag dol thárrsa, agus trangadar an dá fhear dhég chuigesion, agus a dubhradar ris, Léigh uáit an slúagh, ionnus go numéochaidis fa na bailtibh agus fan tír do leathnughadh, agus go ccomhnuidhid, agus dfaigháil bídh: óir a tamáoid ann so a náit fhásamhuil.
2a090d00ce	Achd a dubhairt seision riú, Tabhruidhsi ní lé na ithe dhóibh. Agus a dubhradarsan, Ní bhfuil ní is mó aguinn ná cúig aráin agus dá iásglachsd mona dteímis do cheannach bidh don phobal so nile.
2a090e0085	Oír do bhádar a dtimcheall chuig míle fear. Achd a dubhairt seisión ré na dheisciobluibh, Cuiridh na suidhe iád na gcaogadaibh.
2a090f0046	Agus do rinneadarsan amhlaidh, agus do chuireadar na suidhe iád nile.
2a091000e7	Agus ar ngabháil na gcúig narán agus an dá iásgdhósan, agus ar bhféachain sias ar neamh, do bheannuigh sé iád, agus do bhris sé, agus tug sé dhá dheisciobluibh iád do chum go gcuirfidís a bhfiadhnuisi an phubail iád.
2a09110080	Agus a dithadar, agus do sasaigheadh iad uile: agus do tógbhadh dhá chlíabh dhég do bhíadh bhrisde do bhí dfhuighioll aca.
2a091200b6	Agus tárla, an tan do bhí sé na áonar ag déanamh urnuighe, go rabbadar a dheisciobuil na fhochair: agus gur fhíafruidh sé dhíobh, ag rádh, Créd a deir an slúagh cía misi?
2a09130094	Agus do fhreagradarsan agus a dubhradar, Eóin Baisde; agus cuid eile, Elías; agus cuid eile, gur éighe fáigh éigin do na seanfháighibh a rís.
2a09140079	Agus a dubhairt seision riú, Achd cred a deárthaoisi cía mé? agus ar bhfreagra do Pheadar a dubharit sé, Criosd Dé.
2a0915005a	Agus ar ndeanamh bagiar orrtha dhó, do aithin sé íad gan so dinnisin do dhuine ar bith;
2a091600c6	Ag rádh, Gur ab éigin do Mhac an duine mórán dfulang, agus a dhinltadh ó na sinnsearnibh agus ó úachdaránnibh na sagart agus ó na sgriobuidgibh, agus bás dfulang, agus éirghe an tres lá.
2a091700a0	Agus a dubhairt sé riá uile, Madh áill ré héinneach misi do leanmhuin, díultadh sé dho féin, agus toghbadh sé a chros gach láoi agus leamadh sé misi.
2a0918008c	Oír gidh bé lér ab aill an anam do shlánaghadh caillfidh sé é: agus gidh be chaillfeas a anam ar mo shousa, a sé so shláineochas é.
2a09190087	Oír créd a tharbha do dhuine, dá ngnoghuigheadh sé an domhan uile, agus go gcaillfeadh sé, nó go léigfeadh sé a mugba é féin?
2a091a00a7	Oír gidh bé le budh nár misi agus mo bhriathra, budh nár le Mac an duine eision, an tráth thiocfas sé ann a ghloír fein, agus Athar, agus na naingeal náomhtha.
2a091b008d	Agus a déirim ribh go firianeach, Go bhfuilid cuid don mhuintir ata á láthair ann so, nach blaisfidh bás, nó go bhfaicfid rioghachd Dé.
2a091c00a8	Agus tárla a dtimcheall ochd lá tar éis na mbriatharsa, ar mbeith Pheadair agus Eóin agus Shéamuis leis, go ndeachaidh sé súas ar shlíabh do dhéanadh urnuighe.
2a091d007b	Agus tárla ag deanamh urnuighe dhó, gur hathruigheadh fioghair a aighthe, agus go ndearnadh a éadach geal dealruigheach.
2a091e0053	Agus, féuch, do bhádar días fear ag comhrádh ris, mar atá Máoisi agus Elías:
2a091f0055	Noch do chomcas a nglóir, agus dfoillsigh an bás, do fhuilcongadh sé a Niarusalem.
2a092000b6	Agus do bhí codladh trom ar Pheadar agus ar a ndroing do bhí na fharradh, agus an tan do dhuisgeadar, do channcadar a ghloírsion, agus an dias fear do bhí na seasamh na fhochair.
2a092100ea	Agus tárlá, agá fhagbháil doibh, go ndubhairt Peadar réllíosa, A Mhaighisdir, is maith sinne do bheith ann so: agus déanam trí botha; both dhuitsi, agus both do Mháoisi, agus both Dhelías: gan fios aige créd a dubhairt sé.
2a09220091	Agus an tan a dubhairt sé só, táinic néull, agus do theilg sé agáile orrtha: agus do ghabh eagla iásdsan an tan do chuádar ann sa néull.
2a09230050	Agus táinic gith as a néull, ag rádh, Ag so mo Mhac gradhachsa: éisdigh ris.
2a092400a6	Agus ar teachd don ghuthsin, do fríoth Iósa na áonar. Agus do bhadarsan na dtochd, agus nior innisiodar dáonduine ann sna laéthibhsin ní ar bith dhá bhfacadar.
2a09250068	Agus tárla, an lá na dhiáighsin, ar ndul síos don tslíabh dhóibh, do dtárla slúagh mór airsion.
2a0926007d	Agus, féuch, do éigh neach don tslúagh, ag rádh, A Mhaighisdir, iárruim ort, feuch ar mo mhac: oír a sé méinghein é.
2a092700ba	Agus, féuch, beirídh an spiorad air, agus éimhigh sé go hobann; agus tairrngidh sé as a cheile é ag cur cubhair amach, agus is ar éigin fhágfas sé é tar éis a chomhmbrúghadh.
2a09280048	Agus diárr mé ar do dheiscioblaibhsi a chur as; achd níor fhéadadar.
2a092900a5	Agus ar bhfreaga Díosa a dubhairt sé, A chineadh míchreidmheach cláon, ga fad fós bhiás mé eadruibh, agus fhuileongas mé sibh? Tabhair do mhác leachd an so.
2a092a00d1	Agus ad teachd chuige dhó, do bhúail an deamhan síos é, agus do tharruing sé as a cheile é. Achd do imdhearg Iósa an spiorad neamhglan, agus do leighis sé an leanabh, agus thug sé dhá athair fein é.
2a092b00b9	Achd do ghabh úathbhás cách uile trí mhórchumhachd Dé. Agus ar mbeith ag déanamh iongantus doibh uile ann gach uile ní da ndearnuidh Iósa, a dubhairt sé ré na dheiscioblaibh,
2a092c007e	Taisgidh na bríathrasa ann bhur gcluasaibh: óir tiofuidh chum chríche go dtiobharthar Mac an duine a lámhuibh na ndaóine.
2a092d00bb	Achd níor thuigeadarsan an comhrádhsa, agus do bhí sé ar na fholach úatha, ionnas nar airigheadar é: agus do bhí eagla orrtha ceisd do chur airsion a dtimcheall an chomhráidh sin.
2a092e0043	Agus déirigh diospóireachd eatarra, cía dhíobh féin budh mhó.
2a092f006e	Agus ar bhfaicsin smuaintighe a gcroidhe, Díosa, do ghabh se leanabh chuige, agus chuir sé na aice féin é.
2a093000f3	Agus a dubhairt sé riú, Gidh bé ghéubhas chuige an leanabh so a mainmsi is misi ghabhas se chuige: agus gidh bé ghéubhas misi chuige, gabhuidh sé chuige an té do chuir uádh mé: óir gidh bé is lugha eadruibhsi uile, bíaidh se mór.
2a093100ba	Agus ar bhfreagra Déoin a dubhairt sé, A Mhaighisdir, do chunncamairne duine áirighe ag teilgean deamhan a mach ad ainuisi; agus do thoirmeasgamar é, ar son nach leananu sé dhínne.
2a09320064	Agus a dubhairt Iósa ríu, Ná toirmeasuidh é: oir gidh bé nach bhfuil ar naghuidh atá sé linn.
2a0933007b	Agus tárla, an tan do coímhliónadh laéthe a nglacfaidh súas é, gur chuir sé roimhe go daingion dul go Hiárusaléim.
2a093400a3	Agus do chuir sé teachdairighe róimhe: agus ar nimtheachd dóibh, do chúadara sdeach a mbaile na Samáritánach, do chum go ndéanaidís ullmhaghadh roimhesion.
2a09350060	Achd niór ghabhadársan chuca é, ar son go raibh a agháidh mar bhiagh sé dul go Hiarusalém.
2a093600cd	Agus an tráth do chuncadar a dheisciobuilsion Séumas agus Eóin so, a dubhradar, A Thighearna, a naill leachd go nabramáois teine do theachd a núas ó neamh, dá losadh síad, mar do rinne Elías leis?
2a0937007e	Agus ar gcasadh dhó, do imdhearg sé iad, agus a duibhairt sé, Ní bhfuíl a fhios aguibh créd é an spiorad dár dhe sibh.
2a0938007b	Oír ní thaínic Mac an duine do sgríos anmann na ndáoine, achd dá slánughadh. Agus do chúadar as sin go bhaile eile.
2a09390096	Agus tárla, ar nimtheachd dóibh san tslíghe, go ndúbhairt neach áirighe rision, Leanfuidh misi thú gidh bé háit ann a racha tú, a Thighearna.
2a093a00a8	Agus a dubhairt Iósa ris, Ataíd fúachaisighe ag na sionnchaibh, agus neíd ag éanlaith a naiéir; achd ní bhfuil áit ag Mac an duine ann a gcurfeadh sé a cheann.
2a093b0090	Agus a dubhairt sé ré neach eile, Leansa misi, Achd a dubhairt seision, A Thighearna, leigh dhamh imtheachd ar túís agus mathair daghlacadh.
2a093c0084	Achd a dubhairt Iósa ris, Leíg do na marbhuibh a mairbh féin daghlacadh: achd imthighsi, agus déana rioghachd Dé do sheanmóir.
2a093d008f	Agus mar an gcéadna a dubhairt neach eile, Leanfuidh misi thú, a Thighearna; Achd leigh dhamh ar tús mo chead do ghabháil, ag am mhuinntir.
2a093e0093	Achd a dubhairt Iósa ris, Gidh bé neach chureas a lámh ar an gcéuchd, agus fhéachas na dhíaigh, ní bhfuil se iomchubhaidh do ríoghachd Dé.
2a0a0100dc	Agus na dhiaigh so dórduigh an Tighearna mar an gcéadna deithneabhar agus trí fichid eile, agus do chuir sé na ndís agus na ndís roimhe féin iád dá gach uile chathruigh agus ionnad, ann a raíbh a theachd féin.
2a0a0200b0	Ar a nadhbharsin a dabhairt sé ríu, Is mór an foghmhar, achd is beag an luchd oibre: uime sin guidhidh Tighearna an fhoghmhuir, luchd oibre do chur amach chum a fhóghmhair.
2a0a030051	Imthighidh: féuch, ataimse dá bhur gcur úaim mar úana a measg mhadradh allta.
2a0a040066	Ná hiomchruidh sbarán, na tiach loín ná bróga: agus ná beannaighidh do neach ar bith sa tslighe.
2a0a05005e	Agus gidh bé tigh iona rachtáoi a sdeach, abruidh ar tús, Go raibh sióthcháin don tighse.
2a0a060092	Agus má bhionn Mac na sióthchána annsin, do dhéannidh bhur sióthcháinsi comhnnighe air: achd muna raibh, fillfidh sí chugaibh féin a rís.
2a0a07008e	Agus fanaidh an sa tighsin, ag ithe agus ag ól na neitheann atá aca: óir is fiú an toibrigh a thuárasdal. Ná himighidh ó thigh go tigh.
2a0a080083	Agus gidh bé cathair ann a rachtáoi a sdeach, agus go ngéubhaid siád sibh, ithidh na neithe chuirid siád ann bhur bhfiadhuisi:
2a0a09005c	Agus slánaghaidh na heaslaín bhias innte, agus abruidh riú, Do dhruid rioghachd Dé ribh.
2a0a0a0085	Agus gibh bé cathair ann a rachtáoi a sdeach, agus nach génbhuid siád sibh, ar nimtheachd dáoibh amach ar na sraídibh, abruidh,
2a0a0b009e	Craithmíd dhínn bhur naghaidh, go fiú an luaithridh do lean dínn, as bhur gcathruigh: achd cheana bíodh a fhios so aguibh, gur dhruid rioghachd Dé ribh.
2a0a0c0064	Agus a deirím bhur ribh, Go madh socamhluighe do na Sodomachaibh an lá úd, ná don chathraighsin.
2a0a0d00f4	Is anáoibhinn duit, a Chorásin! as anáoibhinn duit, a Bhetsáida! oir dá madh a Dtírus agus a Sídon, do dhéantáoi na miorbhuile do rinneadh ionnaibhsi, is fada ó da dhéanaidís aithrighe, na suidhe a néadach roín agus a luaithreagh.
2a0a0e0063	Ar a nadhbharsin budh socamhluighe do Thírus agus do Shídon ann sa bhreitheamhnus, na dháoibhsi.
2a0a0f0067	Agus tusa, a Chapernáum, atá ar do thógbháil súas go neamh, teilgfidhthear siós go hifearnn thú.
2a0a1000db	Gibh bé éisdeas ribhsi is riomso éisdeas sé; agus gibh bé bheir neimhchion oruibhsi, is oramsa do bheir sé neimhchion; agus gibh bé bheir neimhchion oramsa is ar an té do chuir úadh mé do bheir sé neimhchion.
2a0a11009e	Agus do fhilleadar an deithneabhar agus trí fichid maille lé gáirdeachas, ag rádh, A Thighearna, ataíd na deamhuin féin fá smachd aguinne tréd ainmsi.
2a0a120058	Agus a dubhairt sesion riu, Do chonnairc mé Sátan marr theinnteach ag tuitim ó neamh.
2a0a1300a2	Fénch do bheirim dhíbh cumhachda saltairt air na haithreachaibh nimhe agus ar na scorpiónuibh, agus ar uile neart namhad: agus ní ghoirteochaid éin ní sibh.
2a0a1400bd	Achd cheana na bíodh gáirdeachas oraibh, ar son go bhfuilid na spioraididhe fá bhur smachd; achd go madh mó bhiás gairdeachas oruibh fá go bhfuilid bhur nanmanna sgríobhtha ar neamh.
2a0a15014e	Ar a núairsion do ghabh gáirdeachas iona spioraid Iósa, agus a dubhairt sé, Do bheirim buidheachas duit a Athair, a Thighearna neimhe agus talmhan, trí gur fholuigh tú na neithesi ó dháonibh eagnuidhe agus glioca, agus gur nochd tú iad do naoidheanánuibh: a seadh, a Athair; tré gur ab mar sin do budh toil leachd féin é.
2a0a1600df	Atáid na huile neithe ar na dtabhairt dhanhsa óm Athair: agus ní bhfuil a fhios ag éinneach ciá hé an Mac, achd ag a Nathair; agus ciá hé an Tathair, achd ag an Mac, agus an té dá dtiúbhradh an Mac a nochdughadh.
2a0a170080	Agus ar bhfilleadh chum a dheiscíobal, a dubhairt sé fá leith riú, is beannaighthe na súile do chí na neithe do chithísi:
2a0a1800b4	Oír a deirim ribh, Gur ab iomdha fáighe agus righthe lér mhián na neithe do chithisi dfaicsin, agus ní fhacadar: agus na neithe do chluintí do chluinsin, agus ní chúaladar.
2a0a1900c2	Agus féuch, déirigh fear dlighe áirighe na sheasamh, ag cur chathaighthe airsion, agus ag rádh, A Mhaighhisdir, créd do dhéana mé ionnus go bhfuighinn an bheatha mharthannach doighreachd?
2a0a1a005c	Achd a dubhairt seision ris, Créd a tá sgríobhtha ann sa dligheadh? Cionnas léaghas tú?
2a0a1b00d8	Agus ar bhfreagra dhósan a dubhairt sé, Gráidheochuidh tú do Thighearna Dia as do chroidhe uile, agus as tanam uile, agus as do bhríoghuibh uile, agus as da smúaintighthibh uile; agus do comharsa mar thu féin.
2a0a1c005a	Agus a dubhairt seision ris, As díreach do fhreagair tú: déanasa so, agus mairfidh tú.
2a0a1d0084	Achd ar mbeith dhósan, funnmhar ó a fhiréantachd féin da thaisbéanadh, a dubhairt sé re Híosa, Maseadh ciá hé mo chomharsa?
2a0a1e00db	Agus ar bhfreagra Díosa a dubhairt sé, Do chúaidh duine áirighe siós ó lérusalem go Iérico, agus tárla a measg bhiothamhnach é, do shlad e, agus do loit é, agus do imthigh rompa, ar na fhagbháil leathmharbh.
2a0a1f009c	Agus tárla tré chinneamhain gur ghabh sagart áirighe síos sa tslighe sin: agus ar na fhaicsinsion dó, do ghabh sé thairis don táobh eile don tslighe.
2a0a200076	Agus mar an gcéadna Lebhita, a teachd chum a nionaid sin, ar na fhaicsin dó, do ghábh sé tháiris don táobh eile.
2a0a21009c	Agus ar mbeith ag gabháil na sligheadh, do Shamaritánach áirighe, tháinic sé mar a raibh seision: agus ar na fhaicsin, do ghabh truáighe ghér dhó é
2a0a2200c5	Agus ar ndrud ris, do cheangail sé a chneadha, ag dortadh ola agus fióna ionnta, agus ar na chuir air a ainmhidhe féin dó, rug sé leis go tigh ósda é, agus do ghabh sé cúram na thimcheall.
2a0a2300ff	Agus ag imtheachd dó lá ar na mhárach, do bhean sé dhá phighinn amach agus tug sé don ósdóir iád, agus a dubhairt sé ris, Bíodh cúram agad fan fhearso; agus gibh bé chaithfeas tú as a chionn so, an tráth fhillfeadsa, do bhéara me dhuit é.
2a0a240078	A nois cía don triúrsa, bhreathnaigheas tusa, do bheith na chomharsain ag an tí úd thárla a measg na mbiothamhnach?
2a0a250087	Agus a dubhairt seísion, An tí ud do rinne trocaire air, Ar a nadhbhasin a dubhairt Iósa ris, Imthighsi agus déana mar an gcéadna.
2a0a260088	Agus tárla, ag imtheachd dóibh, go ndeachaidh seision go baile áirighe: agus go rug bean áirighe dar bhaimn Martá dá tigh fein é.
2a0a270088	Agus do bhí deirbhshiúr aicesi dá ngoirthí Muire, agus ar suidhe dhi ag cosaibh Iosa, do bhí si ag éisdeachd lé na bhríathraibh.
2a0a2800dc	Agus do bhí Martá lán do chúram lé hiomad friotholuimh, agus a dubhairt sí, A Thighearna, an é nach meisde leachd mar dfág mo dheirbhshiúr misi am áonar ag friotholamb ar a nadhbharsin abair riá cungnamh riom.
2a0a290092	Agus ar bhfreagra Díosa a dubhairt sé ría, A Mhartá, a Mhartá, atá tú ro chúramach agus buaidhridh tú thú féin fá mhóran do neithibh:
2a0a2a006c	Achd cheana ein ní a mhaín atá riachdanach: rug Muire an chuid mhaith do roghain, nach béarthar uáithe.
2a0b0100f7	Agus tárla, an tan do bhí sé ag déanamh urnuighe a náit áirighe, mar do sguir sé, go ndubhairt fear áirighe dá dheisciobluibh ris, A Thighearna múin dúinne urnuighe do dhéanamh, amhail agus mar do mhúin Eóin dá dheisciobluibh féin.
2a0b0200be	Agus a dubhairt seision ríu, A núair do dhéantáoi urnuighe, abraidh, Ar nathair atá ar neamh, naomhthar hainin. Tigeadh do rioghachd. Déantar do thoil, ar an talamh, mar atá ar neamh.
2a0b030033	Ar narán laétheamhuil tabhair dhúinn gach láoi.
2a0b040091	Agus maith dhuinn ar bpeacaigh; óir maithmídne da gach áon air a bhfuil fiacha aguinn. Agus na leíg sinn a ccathughadh; achd soar inn ó olc.
2a0b0500b6	Agus a dubhairt sé ríu cía agaibhsi agá mbíadh cara, agus go rachadh sé chuige a meadhon oidhche, agus go naibeóradh sé ris, A chara, tabhair trí haráin dhamh air iásachd;
2a0b06006e	Oír tháinic cara dhamh as a tslighe am ionnsuighe, agus ní bhfuil éinni again do chuirfinn na fhiadhnuisi?
2a0b0700d6	Agus go bhfreigeóradh seision a sdigh, agus go naibeóradh sé, Na cuir búaidhreadh oram: atá an doras dúntí a nois, agus ataíd mo chlann am fhochair sa tseómra; ní fhéaduim éirghe agus a dtabhairt dhuit.
