2800000006	Matiyu
2c0c06009f	Udu ukurtunun nkuiye na ima nutunghe ninkutike Bitrus wadin moro kiitik nanang ncaa me naba. Itereghe nin ninyeng iba anan caa kibulunghe nyenju kilari licine.
2c0c070097	Gono kadura Kutelle daa kiti me, nkanang nin daa nanya kutiiye, akpeu Bitrus ku likot afyaghe anin woro, ““Fita mass.” Iyenghe nin deu nacara me.
2c0c0800a8	Gono kadura Kutelle woroghe, “Shoono imoon fe nin nakpatak fe.” Bitrus ta nafo na ibelinghe ba. Gono kadura Kutelle woroghe, “Shoono kulutuk ku dya fe udofini.”
2c0c0900a1	Bara nani Bitrus dofino gono kadura Kutelle udu udas. Na awa yiru imon ile na gono kadura Kutelle ntaaghe wa di kidegenere ba, a wadin su sa adi namoron wuiyari.
2c0c0a00b0	Na ikata kibulun kin funu nin kin ba, idaa kibulun nikora kaa na kipira nanya kagbirel kibulunghe puuno usamme, inuzu inyaa udu libau, gono kadura Kutelle nyaa a sunghe kikane.
2c0c0b008a	Na Bitrus nzinto, a woro, “Nene nyino Kutelle ntuu gono kadure me ada tu cui nanya nacaran Hirudus, nin kpilizu unanzang na Yahudawa.”
2c0c0c0085	Na ayinno nani, adaa ngan Maryamu unan Yohana ule na lisa lin ba me wa di Markus; anang yinu nin Kutelle gbardang wadi ku idin nlira.
2c0c0d0047	Na a reu kibulunghe, nkung kubura kucin lisa me Rhoda da amada kpanghe.
2c0c0e0091	Na ayinno liwuin Bitrus, bara liburi liboo na ayino upunu kibulunghe ba; akpila nin cum udu nanya kutiiya; a benle nani au Bitrus yisin kibulung.
2c0c0f0061	I woroghe, “Kibinai fe nwuluara so.” Ame dirtino nduu nanere, I woro “unang kadura mine.”
2c0c100065	Bara nani Bulus leu ubun nfoo kibulunghe, na inin da punoo kibulunghe, itene amere umamaki kifo nani.
2c0c1100c3	Bitrus lirina nin nacara me au iti tik, anin belle nani inda na Kutelle nnutunghe nanya kilari licin, a woro, “Benleng ile imoone kitin Yakubu nin kagisin linwana.” Anin nyaa udu nkon kusari.
2c0c120064	Na kitin shanta, manyardan madya wa fita nanya nanang ncaa kilari licine sa iyanghari nse Bitrus ku.
2c0c130086	Na Hirudus npiziraghe na ayeneghe ba, a tiro anang ncaa we aworo na imolu nani. Anin nyaa unuzu Yahudiya udu Ukasariya adi soo kikane.
2c0c1400b4	Hirudus wa nana ayi nin nanitin Taya nin Sidon. I doo kiti me ligowe iresa Blastus, unan buunung ngowe, a buun nani, I pizira lisosin limang bara na imonli mine wa nucu ngangowere.
2c0c150059	Nlong liri Hirudus shono Imoon tigowe ada soo kitene kutet tigowe, anin benle nani uliru.
2c0c160044	Anite taa ntet I woro, “Lole liwui Kutelleari na lin nitari ba.”
2c0c170057	Kitene gono kadura Kutelle penghe bara na a wa zazin Kutelle ba; ishung wa lighe a kuu.
2c0c180027	Uliru Kutelle kuno kang unin maka kiti.
2c0c190076	Na Barnabas nin shawulu nsaa unuzun Urshalima, naimala kadura mine; I yira Yohana ku ule na lisa limba me wadi Markus.
2c0d0100e8	Nene nanya ligozi na kagbirin Antakiya, anan liru nin nnu Kutelle nin nanan dursuzu yita ku. Tisa mine wa di Barnaba, Simeon (na iwa yicughe Niger), Lukiyus unitin Karita, Manain (unan liwalin gwanan Hiridus kukune me), nin Shawulu.
2c0d020096	Kube na ndin zazinu Kutelle nin sun kotu nayi, Uruhu Ulau woro, “Feren ni Barnabas ku nin Shawulu, isu katwa kanga na nna yicila nani bara kanin.”
2c0d030051	Na ligozen mmala ukotu nayi nin lira, i wunno nani likoot inin tarrda nani acara.
2c0d040093	Ame Barnabas nin Shawulu suu ubiyayya nin Ruhu Ulau itunna i nyi udu kusarin kilikiya; unuzu kikane idi tunun udu nlong lidan nanya kurawan kubrus.
2c0d050094	Kubi na iwa di nanya kagbir salamis, ibelle uliru Kutelle nanya kutyi nlirag, na Yahudawa, inung tutun yita nan Yohanna Markus nafo unan buunu mine.
2c0d06009e	Kubi na inya udu vat lidan kiyitik nmyen, udu Bafusa, idi se umong unan nizu tikanlang, ku Yahudawa, unan su kinu nin nnu Kutelle, ulenge na lisa me Bar Yesu.
2c0d07009d	Unan nizu tikankane munu liti min mukadas, Sargis, nin Bulus unit ujinjin, unit une wasu manyardang nin Barnabas a Bulus, bara adinin su alanzauliru Kutelle.
2c0d08008c	Ame Alima unan “nizu tikankang” (nanere lisa me di) asu ivira nanghinu, asa likum nworu a kpiliya Sarijiyus ku nanya nyinnu sa uyenu me.
2c0d090051	Ame Shawulu, ulenge na idin yicu Bulus, awa kullun nin Ruhu Ulau a borioghe iyizi
2c0d0a00b1	anin woro, “Fe gono shaitan, ukulun nin kinu a karusuzo, nin magunta, fe unan nivira nin vat ko iiyeme imon icine, na uba sunu ukpilizu nimon idert in Cikilari ba sa iba sunu?
2c0d0b00a5	Nene yene ucara Cikilari di kitene fe, uba da lawu uduu. na iba yenu uwui ba nin kubi baat.” Dedei luwutun nin nsirti, a cizina kiti, intiri nanut ikifo ghe ucara.
2c0d0c0066	Kubi na ame Sarjisu nyene ile imon na idi, ame yinna, bara awa kifo unuu nin ndursuzu kitene Cikilari.
2c0d0d0074	Nene Bulus nan nadondon me, kaffina unuzu Bafus udu Perga nanya Pamfiliya, ame Yohanna suuna nai a kpila Urushelima.
2c0d0e007e	Bulus nan nadondon me, cinna unuzu Bafos udak Antakiya Nbisidiya. Kikane inya udu kutyi nlirag liyiri nassabar idi soo kikane.
2c0d0f00c8	Kubi na ibelle inyerte nduka, nin na nan nliru nin nnu Kutelle, udia kutyi nlirag too nani nin kadura a woro, “Linuana, andi idinin nkan kadura, kan kpinu nagang kiti nanite kikane, bellen kanin.”
2c0d10006f	Bara Bulus fita ayisina a zillino liti me, a woro, “Annit Israila nin nalenge na idin zazinu Kutelle, lanzan.
2c0d110087	Kutelle nanit ale Israila wa feer acif bite ata nani anit gbardang, kubi na iwa so nmyin masar, nin nacara nakara awa nutun nani kitee.
2c0d12002f	Udu akus akut anas, ayita nanghinu nanya kusho.
2c0d130061	Kubi na awa mallu nin nipin kuzor, nanyan nmyin kaana, anaa anit bite nmyin mine miso nani ugadu.
2c0d1400a0	Vat nile imone iwasu inin ukatu nakus akalt anas nin nakut ataun, kubi nile imone vat, Kutelle na nani unan wucu kidegen udu Samaila unan nliru nin nnu Kutelle.
2c0d150085	Mammal nilele, anite tirino ini nani ugo, Kutelle na nani Saul ku usaun kish, unit unuzu likuran Banyami, bara kubi nakus akut annas.
2c0d1600bd	Na kutelle nkalaghe nanya nanan tigo, a yauna Dauda ku aso nani ugo, uwaso kitene Dauda kutelle wa woro, 'Nnase Dauda usaun Jesse aso unit nayi nighe; aba su vat nile imon na ndinin su we.'
2c0d170067	Unuzu kuwunu nnit ule Kutelle ba da ni nonon Israila ku unan tucu, Yesu nafo na anusu alikawali nsu we.
2c0d180077	Uleli imone wa cizin kube, kamin Yesu dak, Yohanna wa cizin ubellun nshimtinnu ndiu kutyin, udu kiti nanit Israila vat.
2c0d1900aa	Na Yohanna wadi malizunu katuwa me, aworo, 'Anung din su meng ghari? Na mere ba, ama lanzan, umong din cinu udak kidung nighe, akwatak nabunu me na meng batin nbunku ba.'
2c0d1a0081	Linuana, nono nanya kuwunu Ibrahim, nin nanya mine na idin dortu Kutelle, kiti bitere, kadura nbellen nnan tucu iwa tuu nari mun.
2c0d1b00cb	Bara inughe na iwa sosin nanyan Urushelima nan nago mine, na iwa yinin ghe ba, sa iyinin tiwui nanan nliru nnu Kutelle na isa ibelle ko ayeme assabar, ina ni na Kullo ubellu we, kadure nti Yesu unan kul.
2c0d1c005a	Vat nani na iwase imomon icaut kiti me nworu akuu ba, itirino Bilatus ku nworu amollu ghe.
2c0d1d0063	Kubi na imala vat nile imon na ina nyertu liti me itoltunghe kitene kutca, inonko ghe nanya kissek.
2c0d1e0029	Amma Kutelle wa fya ghe nanya na nan kul.
2c0d1f00a1	Anit gbardang wa yenje ghe nanya nayiri gbardang na lenge na i di ligowe nan ghe na i wa nuzun Galile ne indu Urushelima. Anit alelere iyizi naba me kiti nanite.
2c0d200060	Bara nani ti da minu nin liru unang imbeleng nciu nnuu ulenge na iwa su an kaa bite unin uworsu:
2c0d210056	Kutelle na ceo nari uciu nlirne, arik nono mine, nworu Kutelle wa fya Yesu ku kisssek.
2c0d22008e	Ununu kidegen nworu ana fya ghe nanya na nan kul bara kidowo me wa yene ubiju, amini wa su uliru nenge, 'Mma nifi nkoli milau in nanda milau.'
2c0d230063	Unnare nati ana kuru abelle nan nya namong avu tutung: 'Na una yinnu unit ulau fe a yene ubiju ba.'
2c0d240075	Bara na kimal na Dauda wa su Kutelle katwa kubi kiyi mine gegeme kanin aku. iwa aoroghe nin na cif me, amini wa biju,
2c0d25003e	amma ame ulenge na Kutelle wa fya Kissek na awa yene ubiju ba.
2c0d26004e	Linuana na iyinnin ilele, unuzu nlele ina sun nari unuu nbeleng nkussu nalapi.
2c0d270052	Bara ame vat ule na ayinni ma se usurtu nan nye vat ule na ti tisse usurtu mun ba.
2c0d280056	Bara ceon nibinai kiti kirum bara imon ile na a annabawa na belin kitene i wa minu ba.
2c0d2900ac	Yeneng, anung anan nanzu nimon nafi fiu kifo minu inana. Bara meng din su katwa nayiri mine, Katwaa kango na ima yinnu mun ba andi ma umong ma belin minu ubeleng kanin.'”
2c0d2a006a	Na Bulus nin Barnabas nnyaa, anite fo nani acara nworu ikuru ida belu nani uliru urum une Asabar ncin dak.
2c0d2b00c0	Na uzuru kilari nlire nmala, Ayahudawa gbardang nin namon anan salin dortu Kutelle dofino Bulus ku nin Barnabas, alenge na iwa su nani uliru i woro nani ili ubun nin cin nan nya nbolu Kutelle.
2c0d2c0045	Assabar nda duru anan kagbiri vat da zuro inan lanza uliru Ncikilari.
2c0d2d0071	Na Ayahudawa in yene ligozi nanite, ikulo nin shina isu uliru uganbalang nin nilenge na Bulus nbelle izoguzo ghe.
2c0d2e00e4	Amma Bulus nin Barnabas su uliru nin nayi akone i woro, “Uso gbas i cizin ubelu anughe ku uliru Kutelle. Na iyene nworu anung nfillo unin ina nin yira ati mine na ucaun ise ulai nsa ligan ba, yeneng, tima kpillu kiti na wurmi.
2c0d2f00a2	Bara nanere Cikilari na bellin nari, aworo, 'Nna ceo minu nafo nkanan ucin du kiti na wurmi, nworo adak nin adak nin tucu nan nyan vat niti nan nya in yii vat'”
2c0d300084	Na Awurme nlanza nani, ilanza mmang kang izazina lissa Ncikilari. Ngbardang nalenge na ina fere nani bara ulai nsa ligang wa yinnin.
2c0d31002d	Uliru Kutelle wa malu kiti vat nan nya nmine.
2c0d3200ae	Amma Ayahudawa su ubeleng nawani anan ni nati alenge na idi nin nimon icine. Ileli imon ta nworu ipiziru umonlun Bulus ku nin Barnabas iko nani inutuno nani unuzu kipin mine.
2c0d33005b	Amma Bulus nin Barnabas kotuno lidau nabunu mine liso nati mine. Inya ucindu kipin Ikoniya.
2c0d34002e	Nono kadura wa kulo nin nayi abo a Uruhu Ulau.
2c0e0100a6	Nyan min Iconiun Paul nin Barnabas iwa piro kutii lira na Yawudawa, i belle tipipin Yise nin likara me. amini wa ti, a yahudawa nin na Greek i yinna nin tipipin Yesu.
2c0e020080	Vat nin nanin among a Yhudawe wa yinin ba, inin belle anan salin yinu Kutelle ba inari, ita nibinai nanan salinyinu Kutelle nan.
2c0e030095	Nin nan Paul nin Barnabas i ya don-don kite ne kan imini wa lira tipipin Kutelle sa fiu, amini wa ninani kaduran bolu Kutelle kana ti kamata ti se ba
2c0e040066	Vat nin nanin anite i wawuchu kidaw, among ima dofunu among nin belle indofunu nono kata Y bellin esu.
2c0e050072	Nin nanin anan salin yiri Kutelle, nin na yahudawa, i wa tinin risu na dida mine, inan taasu an Paul nin Barnabas,
2c0e060092	Dana ulire daa kutuf nan Bulus nin barnabas imini iwa chun ka gbire udu nmin [Kagbiri] Liconia, Listra nin Derba a usauran niti naana nidi pit ba.
2c0e07005a	kikanare tutung an Paul nin barnabas iwa tinin bellu nani nin dursuzu ani tipipin Kutelle,
2c0e080067	Nan Listra umong unit wa diku salikara nabunu. Kubi kona uname wa marighe, na a sa tabina u sun chinba.
2c0e090062	Unit une wa lanza paul ku inliru, dana paul yeneghe, paul yinno, yinnume sau yenume matighe ashin.
2c0e0a0068	Amini wa belinghe nin liwui kan “fita nin nabunufe, “Ninnanin unite ghina nin nabunume atinan chinu.
2c0e0b0089	Dana anite yene ile imon na Bulus in su, ittunna ighantinna tiwui mine in belu nin tilem Nikoniyum “atelle abebene danari nafo anit.”
2c0e0c008a	Inin naa an paul nin Barnabas tisa, barnabase inaghe lisa “zeus”ame paul iyichilaghe nin lisa“harmas”bar ame wadi unanliru udiawe.
2c0e0d0092	Kutin prist zeus wadik kibulun kagbiri, ame nin anite, itina i nuzu kap udas nin nin Ninamine a tifulawa amomoagigimeichizina unakwizu usakirfais.
2c0e0e004a	Tutun Paul nin Barnabas lanza nanin inuzu nin kibinain kibibit nin jartina
2c0e0f00f6	inin woro anite bar yanghari imasu ilaimone? bar nanin na iwa molu inamine ba, arikima anitari nafo anighe, tida mini nin liru uma, tidimun su ichin imon inazan ine idak kiti Kutelle un nan la, amare ulena anake kitene nin kutin ah kuli kubgardan
2c0e100095	Nayirin burne, vat mine alenge na idi Ayahudawa ba wadin dortu namong atelle na iwa dinin suwe. Kutelle wa yinnin idortu nani bara na iwa yirughe ba.
2c0e1100a7	Ama awa durso nari nworu adin sunari katwa kacine. Amere asa ata uwuru ju, akuru ata imuse kunjo. Asa aamere tutung nafi imoli, ukuru akulo nibinayi mine nin nayi abo.
2c0e1200ad	Anite wa lanza imon ilenge na Paul nbelle, vat nin nani iwa yita nin su inakpiza ina ididya ine isu Paul nin Barnabas ku usujada. Ama udu nimalighe, anite kpiliza na isu ba.
2c0e130132	among a Ayahudawa, da unuzu Antiyok nin Ikoniyum, iwa dak ida risa anite gbardang nin nanan Listira inin nworu ilemon na Paul din bellu mimnu kinuwaridi. Anite na iyinna nin lire na Yahudawe tunna ilanza ayi nin Paul. Ita a Yahudawa tinnan filisu pau, inin kuru wunughe udu das kagbir, kikane iwa chiso aku
2c0e1400bb	Among na iwa yinni nin liru Kutelle Listira wa tinin iyisina ku popo Paul, kikane na awanonku kutinghe. Paul tunna azinto. Anin fita nya nin nanan yinnun nin liru Yesu inin pira ka gbire.
2c0e1500f9	Iwa so ita ayiri kikane ka, ile ubun bellu tipipin Yes, aniti gbardan wa yinin nin tipipinghe, nin kidu Paul nin Barnabas ita ubellen kwilu. inin kuru ida u Listira. inani wa kuru ikata udu Ikoniyum ini kuru ikata udu ka gbiri Antiyok nanya Pisidiya
2c0e1600e1	Vat kika na ipira iyatinin nizu linana likara nayi, na iwa lanza fiu ba, imini wa balin nanin yinu mine nin salin yenu itere kibinai mine nan ny, bar nanin nan nya tikanchi tona tinare matinari tipiru kitekane[kilari Kutelle]
2c0e17012a	Paul nin Barnabas wa fere adidya nanya ligozin nanite. Nin tin bellen gniu nan nya nite Paul nin Barnabas inanin wa pitirin anite, i ta ayiri nan ghinu i nin ta ilira nin kifin unu[sauli ninmunli] nin nanin Paul nin Barnabas ininnakwa nanin kiti Kutelle udia urkana iwa yinin ninghe ama bunu nanin,
2c0e18004b	Unuzu kidun, an Paul nin Barnabas, wa kata udu pisidiya inin da Upampiliya.
2c0e19005b	Nanya kusa kone, inin lirina tipipin Kutelle nan ghe ka gbiri Perga innin kata udu Attalia.
2c0e1a0111	Kikanner, iwa nin pira ujirgi mmen intina i kwiila udu Antakiya, nanghe kagbiri in Siriya. Kagbiri kanere iwa fere Paul nin Barnabas do nnan niti idi su uwaze ku, tutung niti nanga anan yinnu nin Yesu wasu nlira Kutelle bun Paul nin Barnabas nanya katwawe na ina malu nene.
2c0e1b00e1	Kubikono iwadak nanya Antiyok inin yichila anan yinnu sa uyenu kitikirum, inin belle elemon na Kutelle nasu nin punu kibulun udu iktinanan salin yinu Kutelle ini selibou lirika longo na lima du nin ghinu kitene nin yinnu yesu
2c0e1c003a	Nin nanin Paul nin Barnabas wa dodon nin nono kata Kutelle
2c0f0100bc	Among Ayahudawa nuzu kusari Urdun nin da kagbiri Antiyok. Inin tina dursusu na lumai na iyina nin yesu kikane inin woro “ulena ina bogye ba na ama piru kitenekane kana, nafo tipipin musa
2c0f0200c9	Kube na Buluse nin Barnabas wasu maqyerdan nan ghinu, anan yinnusauyenu nan nya Anticok intin na iwor, Bulu, Barnabas nan na mong ido u Urshalima kiti nannan kadura Yisa nin nin nakune i yene utirunun.
2c0f03015e	Ninkidu, Bulus nin Barnaabas ah among anan yinnu sa usalin yenu wa tunanin nuzu nan nya Antio, inanin wa chinu ikata kusarin Ponenisiya nin Samariya. In chin mine kap iwa yisisin niti niti, inanin wabelin anan yine sa usalin yenu nin woro alumai yinna nin Yis. dana ilanza ulur, vat anan yinu Yisa niti niti nibinai mine wâ kulo nin liburi libo Kan.
2c0f0400fc	Dana, Bulus nin Barnabas nin na mong duru nan nya Urshalima, nono kata yesu wa seru nanin nin kibinai kibuo nin na kune ah among anan yinnu lipitin kikane. Nin nanin Bulus nin Barnabas belle kadura nilemong na Kutelle na su nin ghinu nan nya na Alumai.
2c0f0500de	Tutun amon Ayahudawe na iyinna nin Yesu, inin idi nan nya na Farisawa imini wa fita nan nya nanan yinnu Yesu ì wor, “inin Alumai mase ulaiba sai isu nanin ubuo na churu inin dofuno tibau Musa tona Kutellẹ na nighe.”
2c0f060048	Uliru une wa ti anan kadura nin na kune isọ ktikirum isu uliru kitene.
2c0f07012a	Nin kidun ile kubi nin lire kan, Biturus nin fita alirina nin ghinu, aworo, “Linuana anan yinnu sa uyenu, iyiru kap Kutellẹ na fere menku nan nya nanan kadur, inan do di bellin Alumai ule ulir, nin nanin tutun inin ma lanza uliru ukunekune ulena Kutellẹ na sunanin mu inin ma nan yina ninghe.
2c0f0800b1	Kutellẹ yiru ni binai bite kap. Ana dura menku nin namong, anasaru anan salin yinnu Kutellẹ(Alumai) iyita anitime nin ninanin Ufunu ulau Kutellẹ, nafo arike na ana sunari.
2c0f09006d	Kutellẹ na wusu nari ba, anatinanin chaut naghe barna ina yinin nin Yesa. Nanere ana su arikimu ukafara ma.
2c0f0a0145	Bar yari tima ti Alumai alena yinna nin Yisa sau yenu idofin ti bau na Yahudawe nafo udokan Musa? Usu nanin masin fo ti toro nanin kutura ku getek nabandan min, bar yari timatinanin iyiru kutura ko na ankakani bit ina yinin uyiraba ninna anrik ba titinanin yiru! Bar nanin inje iwa ti Kutellẹ ayi me nana kitene nile umone.
2c0f0b00b1	Tiyiru Kutellẹ na bolunari arik a Yahudawe unuzu tilapi bit bar ilemon na Yesu na su nari. Kutellẹ na bolu arik aYahudawe amini na bolu Alumai alena iyinnu Ningo biteYesu.''
2c0f0c0103	Anite vat kitene tatik kubi kona Bitrus wa mala uliru me. Inin kuru ilanza Barnabas nin Bulus, inina nabe kuru belin nanin Kutellẹ. nasu uanfani nin ghinu inani nasu imon idide nan nya na Alumai, imonpuzunu tunu wa nuna Kutellẹ na seru alena Ayahudawe ba.
2c0f0d00af	Dana Barnabas nin Bulus wamali uliru min, Yakub, udemine atinna alirina nin nnan yinu sa uyenu nan nya Urshalima a woro,”Linuana anan yinusau yenu lanza ilemon na ma belumu.
2c0f0e0083	Ame Simon ghe malu benlu Kutellẹ namalin ti Alumai mmari nin kidun Ame Kutellẹ nasu nanin anan fere anit ale na imasọ kitime.
2c0f0f0064	Tipiping to na Kutellẹ na belling uworu, tipipin tona anan yenju-nbun na wa nyerti, tina yinin mu.
2c0f100061	Nin nuzu manin dak ida fere ugoh kilarin Dauda. ima yitu nafo ulena kekilare tutun, na kina nana.
2c0f1100ca	Ima sunanin bar anite vat nan yinno men Ugo kutellẹ ari. Nanin ma so umunu na lena iyiri ba, anit alengena inna yichila nanin i dak kitinin inasonanin dana ina malin punu ununuin ibelle to tipipinghe.
2c0f12002a	Inati anitininn iyinnin ile imone tuntuni.
2c0f1300ba	Ame Yakubu tinna aleu ubun liru. Anin woro, “Ninnanin idin yeju na ti chin udamu na lena ichino tilapi mine chindak kiti Kutell, na tiwa woro nanin idofun ti yejee bit nin ti aladubit.
2c0f1400c5	Natina nyerti tinyerta udu kitimine, ti wo nanin ichin imong inas elena idin suzu: na iwa li inawa hadaya, nin piziru nawani nani, na iwa li inawa ilenghena imalina ut, ikuru ichin ulin mmi ninawa.
2c0f150128	Nan nya ni gbiri gbardan kubi kona kunakata anit na belu ti yejee Musa tona ana nyertin, ti yejee na wantin usu nimon ile. Koyeme uwui na sabbath (uwuizshinu) ase gurtina nan nya, kuti inlira na Yahuduwa. Bar andi alena Ayahudawa ba yinnu nin ti yejee tone, iwangye ise nanin kuti mazurso bit”.
2c0f160151	Anan kadura nin na kun, ninmunu nanan yinu sau yenu yina nin tipipin Yakub. Inanin wa fere among nang nya min, inan tọ nanin nin Bulus ah Barnaba, udu Antiok iti anan yinnu sau yenu kikane i yinin iyari adide mine Urshalim i yinamu. Inanin wa fere Yahuda ku ulena iwa yichighe Barsaba nin Sil. Inin ma wadi adidawari nan nya Urshalima.
2c0f17013d	Inanin wa nyatu ti nyerta inin belle Yahuda nin Sila i yiru idini anan yinu sau yene in Antiok.” Arik anan kadura Yesu nin na kune nin nanan yinu sau yenu itọ nari nin nilip kitimine nin nyartinu udu kitimine anin alena idi Alumai anin na iyina sau yenu anin na isosin nan nya Antiok nin uyenkin Siria in Cilicia.
2c0f1800bd	Anit na belin nari among nanuzu kusari bit ida kitimin, na arikari wa tu nanin kitimine ba. Tiina lanza i taminu nan nya tikanchi kibinai mine nin beli minu imon elena ima rkichinu kibanai.
2c0f1900a1	Nin nuzu nani, tiwa zuru kikane kitikiru, tinanin na fere among anit tinanin na bellin nanin idak kitimin, inin nin Barnabas ah Bulu, alena tidin kauna mine kan.
2c0f1a0041	Anit ahwabane nati ulai mine tikanchi bar kata Chikilari bit Yes.
2c0f1b0060	Tinanin kuru ti tọ Yabuda nin Sila udu kitimine. mma bellinminu elemon na ti su nyerte kitene.
2c0f1c0080	Tiyene uta chau kitin Funu ulau nin narik na chau i dofin tibau tidoka na Yahudawab. ninnanin tina dumun su i dofin tọ tidoke.
2c0f1d00d8	Chinon uli nimonli elengena ina chil kukot. Naiwa li mmi ninawaba, nin li ninawa elengena imalina utua. Nin tutun ichin u piziru nawani na don mine. Andi i chino usu nileli imon, ima suzu ilemon na chau. imansokalau.
2c0f1e008d	Anit awa nas na iwaferewe inuzu kusarin Urshalima inanin wa dak u Antiok. Dana anan yinu sau yenu iwa dikitikirum ma inin na nanin ma nyerte.
2c0f1f0069	Dana anan yinu sau yenu garta unyertine iwa lanza mang nin liuru in, bar ulire wa tinanin likara kibinai.
2c0f200091	Inin wadi anan yenjun bun, Yahuda nin Sila lira kan inin ta ananyinu sauyenu likara kibinai kikane, nin bunu nanin iyinin nan nya Chikilari Yesu.
2c0f21009c	Nin nuzu nanin Yahuda nin Sila ilekubi kikane ini. fita ta ubelen kwillu udu Urshalim, anan yinu sauyenu nan nya Antiok ta nanin ilira uduru kalau inin nya.
2c0f22001c	Ama Sila yinna alawa kikane.
2c0f23009c	Ama Bulus nin Barnabas ile ubun lisosin nan nya Antiok. Kube dana iwadi kikan, inin nin namon itin dursuzu anite nin su nanin uwa, ázi kitene tipipin Isá.
2c0f2400eb	Nin nuzu kon kubi Bulus nin woro Barnabas ku,'' nati do kokame ni gbiri ni gbiri ti di lisu linana anan yinu sauyenu kikana tinamaldursuza tipipin Isa Ugo. Nin su nanin tima nin yinnu u chinmine yinnu nin salin yenu mine kitin Isa Ugo.
2c0f250070	Barnabas yina nin liru Bulus anin woro uchau ti yiru Yohana ku ulena idin yichighe Markus ti gyah nin ghe tutun.
2c0f260089	Ame Bulus belle Barnabas ku na uchau tiyiru Markus kuba, barna Markus wa chinnari kusarin Panphili, amini wa nari ulinbun kata nan ghinu.
2c0f2700a8	Bulus nin Barnabas wa yinin natimine kitenen lira uneba, bar nanin itina wusọ chingh. Barnabas yira Markus ku ligowe nin gh. Inin pira ujirgin mmen i gyah udu Cipros.
2c0f2800c8	Ame Bulus fere Sil, ulena na worin dak unuzu Antio, anan su kata nin ghe. Ananyinnu sauyenu kikane itananin inlira nun woro Kutellẹ bun Bulus ku nin Sila. inin inin nabe tinna inuzu kusarin Antiock.
2c0f290088	Bulus tina allebun chin nin Sila vat Siria nin niti Cilicia. Nan nya niti niti iya buzun Anayinu sauyenu Yesu Chikilari nikibinai kirum.
2c100100f4	Bulus nin sila yah udu nigbiri Deber nin Listria inanin wa gwin anan yinu sauyenu kikane. Umong unan yinnu sausalin yenu lisa me wadi Timintawus awa din nan nya Listra. Uname wadi kuYahudawari yinnu sauyenu, ninnanin uchifme wadi ku Helinawari.
2c10020055	Anan yinnu sauyenu nan nya Listra nin Iconium ibelle imong chine kite nen Timintawus,
2c100300ef	ame Bulus ita nin su uworu ayiru Timintawus ku nin ghe, anin pira niti niti, ma nin su Timintawus ukachiy. Awa su nanin bar a Yahudawa na iwa di niti niti inan sere Timintawus, bar iwa yiru uchif me ku Heliniyawari na awa sughe ukaciya ba.
2c100400cb	Nin nanin ame Timintawus nin Bulus ah Sila, inanin wa chinu nigbiri nigbiri. Ko kame ka gbiri na iwa piru iwa belin anan yinu sauyenu tidokoki to na anan kadura nin na kune na yinin mu nan nya Urshalima.
2c10050083	Inanin wa bun anan yinnu sauyenu nan nya ni gbiri isu uyinu nin Chikilari Yesu, nin nanin kolome liri anit wa ti anan yinnu sauyenu
2c10060083	Bulus nin nanan chinme wa kata udu ka gbiri Pirigia nin Galantia, bar na Ufunu Ulau wa naza nanin nin lirunu nan nya ka gbiri Asia.
2c1007009b	Inanin wadak ligan kusarin Mysia, nin nanin iwa dinin su ido kusarin arewa nan nya kagbiri Bitania, kika ne tutun Ufunu Ulau Isa wantina nanin udu kika ne.
2c10080069	Ninnanin itinna gnah udu kusarin Misia nin dak kusarin Troa, ka gbiri ka na ka di kusa nin kurawa ku diya
2c100900a9	Ninkitik kane Bulus wa ti amoron yenju kiti amini wa yene umong unit kusarin Macidonia. Amini wa din yinchin Bulus anin woro,”da kiti bite uda bun nari! Masidoniah”.
2c100a009a	Dana awa yene ammoro yenju kiti titinna ti fita ti gna udu Masidonia, bar tiwa yinnin Kutellẹ. ari yichila nari tidi belin tipipin ti pese chine kikane.
2c100b0069	Inani wa chin kusarin troas ipira ujigirgin mmen, ikata udu Samothra, lirin linbe iduru kagbiri Neapolis.
2c100c0093	kikane tichino Neapolis tinin da Philipia. Ka gbiri wa dinin apani kan nan nya Masodonia, kika na a Romawa diku. Tiwa ti ayiri kan nan nya Philipi.
2c100d00f1	Inwui na sabbath tinuzu udas ka gbiri ti do kusarin kuraw. Lanza umon unit woro Ayahudawa ase pitrno kidawo kikane itan lira. Dana tidur, ti yene amon awani pitirno kidawo anan talira, ti tinna ti so nan ghinu, tinin belle nanin ulirun Yesu.
2c100e00ee	Umon uwani wadiku lisa me Lidiy, awada nan nya na wanane na iwa din latiszu Bulus ku. ka gbiri wani une wadi Thiatira, awa din lesu na lutuk, nin zazunu Kutellẹ. Kutellẹ wa tighe a lanza uliru ulena Bulus wa di nbel, amini wa yinin m.
2c100f00cc	Dana Bulus nin Sila isu Lidia ubaptisma, nin nale na iwasosin gam, amini wabellin nar, “adi yerda men dinin unan fiwu Ketellẹ ari, piran ganin iso ku.” dana abelle nari nanin ti tinna tisọ ingame.
2c10100128	Inlon liri, dana ti wa chini uduk kika na anit sa pitirno kidawo isun lir, timini wa zuro nin kabura ulena awa di ubaiwa. Awadinin ifunu unanzan [agergenu] ulena uwa din nizighe likara yenjun bunkiti nanit. Anit wa biza ikubu kitin na lena iwadi adide kubur, nin belin nanin ilemon naima senanin.
