0100000006	1 Mose
140c12004e	Nsɛm hunu keka wowɔ te sɛ akofena nanso onyansafoɔ tɛkrɛma ma abodwoeɛ.
140c130047	Ano a ɛka nokorɛ no tim hɔ daa, na atorɔ tɛkrɛma ɛnkyɛre koraa.
140c14005a	Nnaadaa hyɛ wɔn a wɔdwene bɔne ho akoma mu, na wɔn a wɔpɛ asomdwoeɛ nya ahosɛpɛ.
140c150040	Ɔhaw biara rento ɔteneneeni, nanso amanehunu mee amumuyɛfoɔ.
140c160049	Awurade kyiri ano a ɛtwa atorɔ, na nʼani gye nnipa a wɔdi nokorɛ ho.
140c17004e	Ɔnifirafoɔ mmɔ ne nimdeɛ ho dawuro na nkwaseafoɔ akoma da agyimisɛm adi.
140c180042	Nsa a ɛyɛ adwuma no bɛdi tumi, nanso akwadworɔ wie nkoasom mu.
140c19004b	Akoma a ɛpere adeɛ ho ma onipa boto, nanso nkuranhyɛsɛm bi hyɛ no den.
140c1a004f	Ɔteneneeni wɔ ntoboaseɛ wɔ ayɔnkofa mu, nanso amumuyɛfoɔ kwan ma wɔfom.
140c1b0045	Onihafoɔ ntoto ne hanam, nanso nsiyɛfoɔ ahonyadeɛ som bo ma wɔn.
140c1c0037	Tenenee kwan mu wɔ nkwa; na owuo nni saa ɛkwan no so.
140d010046	Ɔba nyansafoɔ tie nʼagya nkyerɛkyerɛ; na ɔfɛdifoɔ ntie animka.
140d020063	Nneɛma pa a ɛfiri onipa anom no ma no anigyeɛ, na wɔn a wɔnni nokorɛ no kɔn dɔ basabasayɛ.
140d03005b	Deɛ ɔkora nʼano no kora ne nkwa so, nanso deɛ ɔkasa a ɔnsusu ho no bɛba ɔsɛeɛ mu.
140d040057	Onihafoɔ pere hwehwɛ nanso ɔnnya hwee, na deɛ ɔyɛ adwuma no nya deɛ ɔpɛ biara.
140d050052	Teneneefoɔ kyiri deɛ ɛnyɛ nokorɛ, nanso amumuyɛfoɔ de aniwuo ne ahohora ba.
140d060042	Tenenee bɔ ɔnokwafoɔ ho ban, na amumuyɛsɛm tu ɔbɔnefoɔ gu.
140d070068	Obi yɛ ne ho sɛ ɔdefoɔ, a nso ɔnni hwee, ɔfoforɔ yɛ ne ho sɛ ohiani, a nso ɔwɔ ahonya bebree.
140d080042	Obi ahonya bɛtumi agye no nkwa, nanso ohiani nte ahunahuna biara.
140d090042	Teneneefoɔ kanea hyerɛn pa ara, nanso wɔdum amumuyɛfoɔ kanea.
140d0a0052	Ahantan de ntɔkwa nko ara na ɛba, na wɔhunu nyansa wɔ wɔn a wɔtie afutuo mu.
140d0b0065	Ahonya a ɛnam kwammɔne soɔ no hwere ntɛm so, na deɛ ɔboa sika ano nkakrankakra no ma ɛdɔɔso.
140d0c005c	Anidasoɔ a wɔtu hyɛ da no bɔ akoma yadeɛ, nanso anigyinadeɛ a nsa aka no yɛ nkwa dua.
140d0d005a	Deɛ ɔtwiri ahyɛdeɛ no bɛtua so ka, nanso deɛ ɔde obuo ma mmara no, wɔma no akatua.
140d0e004e	Onyansafoɔ nkyerɛkyerɛ te sɛ nkwa asutire, ɛyi onipa firi owuo afidie mu.
140d0f0039	Nhunumu pa de adom ba, nanso atorofoɔ ɛkwan so yɛ den.
140d100052	Ɔbadwemma biara yɛ nʼadeɛ wɔ nimdeɛ mu, nanso ɔkwasea da nʼagyimisɛm adi.
140d110052	Ɔsomafoɔ mumuyɛfoɔ tɔ amaneɛ mu, nanso ɔnanmusini nokwafoɔ de abodwoɔ ba.
140d120065	Deɛ ɔpo ntenesoɔ no kɔ ohia ne animguaseɛ mu, na deɛ ɔtie ntenesoɔ no, wɔhyɛ no animuonyam.
140d130062	Akɔnnɔdeɛ a nsa aka ma ɔkra ani gye, nanso nkwaseafoɔ kyiri sɛ wɔtwe wɔn ho firi bɔne ho.
140d140057	Deɛ ɔne onyansafoɔ nante no hunu nyansa, na deɛ ɔne nkwaseafoɔ bɔ no hunu amane.
140d15003c	Ɔhaw di ɔbɔnefoɔ akyi, na nkɔsoɔ yɛ teneneeni akatua.
140d16005b	Onipa pa de agyapadeɛ gya ne nananom, na wɔkora ɔbɔnefoɔ ahonyadeɛ so ma ɔteneneeni.
140d17003c	Ohiani afuom nnɔbaeɛ tumi ba pii, nanso ntɛnkyea pra kɔ.
140d180051	Deɛ ɔkyɛe nʼabaa so no tane ne ba, na deɛ ɔdɔ no no hwɛ sɛ ɔbɛtene no.
140d190041	Teneneefoɔ didi ma wɔn akoma mee nanso, ɛkɔm de amumuyɛfoɔ.
140e010058	Ɔbaa nyansafoɔ si ne dan, nanso ɔbaa kwasea de nʼankasa ne nsa dwiri ne deɛ gu fam.
140e02004e	Deɛ ne nanteɛ tene no suro Awurade, na deɛ nʼakwan kyea no bu no animtiaa.
140e03004c	Ɔkwasea kasa ma wɔbɔ nʼakyi abaa, nanso anyansafoɔ ano bɔ wɔn ho ban.
140e040064	Baabi a anantwie nni no, adididaka no mu da mpan, na ɔnantwie ahoɔden mu na nnɔbaeɛ pii firi ba.
140e050041	Ɔdanseni nokwafoɔ rennaadaa, ɔdansekurumni hwie atorɔ gu hɔ.
140e060057	Ɔfɛdifoɔ hwehwɛ nyansa nanso ɔnnya, nanso wɔn a wɔwɔ nhunumu nya nimdeɛ ntɛm.
140e070046	Twe wo ho firi ɔkwasea ho, ɛfiri sɛ, worennya nimdeɛ mfiri nʼano.
140e080059	Anitefoɔ nyansa ne sɛ wɔbɛdwene wɔn akwan ho, na nkwaseafoɔ agyimisɛm yɛ nnaadaa.
140e090050	Nkwaseafoɔ de bɔne ho adwensakyera di fɛ, na wɔn a wɔtene mu na anisɔ wɔ.
140e0a0052	Akoma biara nim ɔyea ɛwɔ ne mu, na obi foforɔ rentumi ne no nkyɛ nʼanigyeɛ.
140e0b0042	Wɔbɛsɛe mumuyɛfoɔ efie, nanso teefoɔ ntomadan bɛyɛ frɔmm.
140e0c0043	Ɛkwan bi wɔ hɔ a ɛyɛ wɔ onipa ani so, nanso ɛkɔwie owuo mu.
140e0d0044	Ɔsereɛ mu mpo, akoma tumi di yea, na anigyeɛ tumi wie awerɛhoɔ.
140e0e0054	Akyirisanfoɔ bɛnya akatua sɛdeɛ wɔn akwan teɛ, na onipa pa nso bɛnya ne deɛ.
140e0f0045	Atetekwaa gye biribiara di, nanso ɔnitefoɔ dwene nʼanammɔntuo ho.
140e100053	Onyansafoɔ suro Awurade na ɔdwane bɔne, nanso ɔkwasea yɛ asowuiɛ ne basabasa.
140e110055	Onipa a ne bo nkyɛre fuo no yɛ nkwaseadeɛ, na deɛ ɔpam apammɔne no, wɔtane no.
140e12004b	Ntetekwaafoɔ agyapadeɛ ne gyimie, na wɔde nimdeɛ bɔ anitefoɔ abotire.
140e130054	Nnipa bɔnefoɔ bɛkoto nnipa pa anim, na amumuyɛfoɔ akoto ateneneefoɔ apono ano.
140e14005d	Ahiafoɔ deɛ, wɔn ayɔnkofoɔ mpo mpɛ wɔn anim ahwɛ, nanso adefoɔ wɔ nnamfonom bebree.
140e150051	Deɛ ɔbu ne yɔnko animtiaa yɛ bɔne, na nhyira nka deɛ ne yam yɛ ma onnibie.
140e160068	Wɔn a wɔbɔ pɔ bɔne nyera ɛkwan anaa? Nanso wɔn a wɔhyehyɛ deɛ ɛyɛ no nya adɔeɛ ne nokorɛ.
140e170044	Adwumadenyɛ nyinaa de mfasoɔ ba, na kasa hunu deɛ, ɛkɔ ohia mu.
140e18004c	Anyansafoɔ ahonya ne wɔn abotire, na nkwaseafoɔ agyimisɛm so gyimie aba.
140e190044	Ɔdanseni nokwafoɔ gye nkwa, nanso ɔdansekurumni yɛ ɔdaadaafoɔ.
140e1a0054	Deɛ ɔsuro Awurade no wɔ banbɔ a emu yɛ den, na ɛbɛyɛ dwanekɔbea ama ne mma.
140e1b003e	Awurade suro yɛ nkwa asutire, ɛyi onipa firi owuo afidie mu.
140e1c005c	Ɔman mu nnipa dodoɔ yɛ ɔhene animuonyam, nanso sɛ asomfoɔ nni hɔ a mmapɔmma no sɛe.
140e1d005f	Onipa a ɔwɔ abodwokyerɛ wɔ nteaseɛ a emu dɔ, na deɛ ne bo fu ntɛm no da agyimisɛm adi.
140e1e0043	Akoma mu asomdwoeɛ ma onipadua nkwa, na anibereɛ ma nnompe porɔ.
140e1f0077	Deɛ ɔhyɛ ahiafoɔ soɔ no bu wɔn Yɛfoɔ animtiaa, nanso deɛ ɔhunu ohiani mmɔbɔ no hyɛ Onyankopɔn animuonyam.
140e200057	Sɛ amanehunu ba a amumuyɛfoɔ hwe ase, nanso owuo mu mpo teneneefoɔ wɔ dwanekɔbea.
140e210043	Nyansa te nteaseɛ akoma mu, na nkwaseafoɔ mu mpo, ɔyi ne ho adi.
140e22003c	Tenenee pagya ɔman na bɔne yɛ animguaseɛ ma nnipa biara.
140e23004a	Ɔhene ani sɔ ɔsomfoɔ nyansani, na ɔsomfoɔ nimguaseni hyɛ no abufuo.
140f010047	Mmuaeɛ pa dwodwo abufuo, nanso asɛm a ano yɛ den hwanyane abufuo mu.
140f02004a	Onyansafoɔ tɛkrɛma yi nimdeɛ ayɛ, nanso ɔkwasea ano woro agyimisɛm.
140f03003f	Awurade ani hunu baabiara, na ɛhwɛ amumuyɛfoɔ ne apapafoɔ.
140f040051	Tɛkrɛma a ɛde abodwoɔ ba yɛ nkwa dua, nanso nnaadaa tɛkrɛma dwerɛ honhom.
140f050062	Ɔkwasea mmfa nʼagya ntenesoɔ nyɛ hwee, na deɛ ɔtie ntenesoɔ no kyerɛ sɛ ɔyɛ ɔnitefoɔ.
140f060050	Ahonya bebree wɔ ɔteneneeni fie, nanso amumuyɛfoɔ adenya de ɔhaw brɛ wɔn.
140f070050	Anyansafoɔ ano trɛtrɛ nimdeɛ mu; nanso ɛnyɛ saa na nkwaseafoɔ akoma teɛ.
140f080049	Awurade kyiri amumuyɛfoɔ afɔrebɔ, nanso teefoɔ mpaeɛbɔ sɔ nʼani.
140f090043	Awurade kyiri amumuyɛfoɔ akwan, nanso ɔdɔ wɔn a wɔti tenenee.
140f0a0056	Asotwe denden wɔ hɔ ma dea ɔmane firi ɛkwan no so, deɛ ɔtane ntenesoɔ no bɛwu.
140f0b004d	Owuo ne Ɔsɛeɛ da Awurade anim, na nnipa akoma mu deɛ, ɔnim ma ɛboro so.
140f0c0039	Ɔfɛdifoɔ mpɛ ntenesoɔ; ɔnnkɔbisa anyansafoɔ hwee.
140f0d0046	Anigyeɛ akoma ma anim yɛ seresere, na akoma a abotoɔ dwerɛ honhom.
140f0e0044	Nhunumufoɔ akoma hwehwɛ nimdeɛ, nanso ɔkwasea ano ka agyimisɛm.
140f0f0060	Wɔn a wɔhyɛ wɔn so nna nyinaa yɛ mmɔbɔmmɔbɔ, nanso anigyeɛ akoma wɔ daa ahosɛpɛ mu.
140f100056	Ketewa bi a yɛnya a Awurade suro ka ho no yɛ sene ahonyadeɛ bebree a ɔhaw bata ho.
140f11004c	Nhahamma aduane a ɔdɔ wɔ mu no yɛ sene nantwie sradenam a ɔtan bata ho.
140f12004e	Deɛ ne bo fu ntɛm de mpaapaemu ba, nanso deɛ ɔwɔ ntoboaseɛ pata ntɔkwa.
140f130044	Nkasɛɛ ama onihafoɔ kwan asi, nanso teneneefoɔ kwan yɛ tempɔn.
140f14004a	Ɔba nyansafoɔ ma nʼagya ani gye nanso ɔba kwasea bu ne maame animtiaa.
140f15005c	Agyimisɛm ma deɛ ɔnni adwene ani gye, nanso deɛ ɔwɔ nteaseɛ no fa ɛkwan a ɛtene so.
140f160048	Nhyehyɛeɛ a ɛnni afotuo no sɛe, nanso afotufoɔ bebree ma ɛyɛ yie.
140f17004e	Onipa a ɔma mmuaeɛ a ɛfata no ani gye, asɛm a ɛba berɛ pa mu no nso yɛ.
140f180049	Onyansafoɔ asetena mu kwan ma no nkɔsoɔ ɛsi ne da mu korɔ ho ɛkwan.
140f190045	Awurade sɛe ɔhantanni fie na ɔma akunafoɔ ahyeɛ yɛ pɛpɛɛpɛ.
140f1a0052	Awurade kyiri amumuyɛfoɔ nsusuiɛ, nanso nʼani sɔ wɔn a wɔyɛ kronn no deɛ.
140f1b0059	Ɔdufudepɛfoɔ de ɔhaw brɛ nʼabusua, nanso deɛ ɔkyiri kɛtɛasehyɛ no bɛnya nkwa.
140f1c0045	Ɔteneneeni akoma kari ne mmuaeɛ, nanso omumuyɛfoɔ ano woro bɔne.
140f1d0042	Awurade mmɛn amumuyɛfoɔ koraa nanso ɔte ɔteneneeni mpaeɛbɔ.
140f1e0044	Animu a ɛteɛ ma akoma nya ahomeka, na asɛm pa ma nnompe ahoɔden.
140f1f0044	Deɛ ɔtie animka a ɛma nkwa no ne anyansafoɔ bɛbɔ mu atena ase.
140f200054	Deɛ ɔmfa ahohyɛsoɔ no bu ne ho animtiaa, na deɛ ɔtie ntenesoɔ no nya nhunumu.
140f210042	Awurade suro kyerɛ onipa nyansa, ahobrɛaseɛ di animuonyam anim.
1410010046	Akoma mu nhyehyɛeɛ yɛ onipa dea, na tɛkrɛma mmuaeɛ firi Awurade.
1410020052	Ɛyɛ onipa sɛ nʼakwan nyinaa yɛ kronn nanso Awurade na ɔpɛɛpɛɛ adwene mu.
1410030044	Fa deɛ woyɛ nyinaa hyɛ Awurade nsam, na wo nhyehyɛeɛ bɛsi yie.
1410040058	Awurade yɛ biribiara ma nʼankasa botaeɛ, mpo, ɔhwɛ omumuyɛfoɔ kɔsi amanehunu da.
1410050059	Awurade kyiri akoma mu ahantanfoɔ nyinaa. Nya saa nteaseɛ yi sɛ, wɔremfa wɔn ho nni.
141006004f	Wɔnam ɔdɔ ne nokorɛ so pata bɔne; onipa nam Awurade suro so yi bɔne akwa.
1410070051	Sɛ onipa akwan sɔ Awurade ani a, ɔma nʼatamfoɔ mpo ne no tena asomdwoeɛ mu.
1410080059	Kakraa bi a wɔnam tenenee kwan so nya no yɛ sene mfasoɔ pii a wɔnam ntɛnkyea so nya.
1410090051	Onipa yɛ ne nhyehyɛeɛ wɔ nʼakoma mu, nanso Awurade na ɔhwɛ nʼanammɔntuo.
14100a0057	Ɔhene anomu kasa te sɛ nkɔmhyɛ, enti ɛnsɛ sɛ nʼano ka deɛ ɛnyɛ atɛntenenee.
14100b0064	Nsania ne abrammoɔ a nsisie nni mu firi Awurade; nkariboɔ a ɛwɔ kotokuo mu no, ɔno na ɔyɛeɛ.
14100c0038	Ahemfo kyiri bɔneyɛ, ɛfiri sɛ ahennwa si tenenee so.
14100d0041	Ahemfo ani sɔ ano a ɛka nokorɛ; na wɔbu onipa a ɔka nokorɛ.
14100e0045	Ɔhene abufuhyeɛ yɛ owuo somafoɔ, nanso onyansafoɔ bɛdwodwo ano.
14100f0048	Sɛ ɔhene anim te a, ɛyɛ nkwa, nʼadom te sɛ osutɔberɛ mu osumuna.
1410100068	Ɛyɛ sɛ wobɛnya nyansa sene sɛ wobɛnya sikakɔkɔɔ, sɛ wobɛnya nhunumu sene sɛ wobɛnya dwetɛ!
1410110054	Ɔteneneeni kwantempɔn kwati bɔne; deɛ ɔhwɛ nʼakwan yie no bɔ ne nkwa ho ban.
1410120044	Ahantan di ɔsɛeɛ anim, na ahomasoɔ honhom nso di ahweaseɛ anim.
141013006c	Ɛyɛ sɛ wobɛyɛ honhom mu hiani wɔ wɔn a wɔhyɛ wɔn so mu sene sɛ wo ne ahantanfoɔ bɛkyɛ afodeɛ.
141014005e	Deɛ ɔyɛ ɔsetie ma nkyerɛkyerɛ no nya nkɔsoɔ; nhyira nka deɛ ɔde ne ho to Awurade so.
1410150051	Wɔfrɛ akoma mu anyansafoɔ sɛ nhunumufoɔ, na kasa pa ma nkyerɛkyerɛ kɔ so.
141016005d	Nteaseɛ yɛ nkwa nsutire ma wɔn a wɔwɔ bi, nanso agyimisɛm de asotweɛ brɛ nkwaseafoɔ.
141017004c	Onyansafoɔ akoma kyerɛ nʼano kwan, na nʼanofafa ma nkyerɛkyerɛ kɔ so.
1410180043	Abodwosɛm te sɛ ɛwokyɛm ɛyɛ ɔkra dɛ, na ɛsa nnompe yadeɛ.
1410190043	Ɛkwan bi wɔ hɔ a ɛyɛ wɔ onipa ani so, nanso ɛkɔwie owuo mu.
14101a0050	Odwumayɛfoɔ akɔnnɔ ma no yɛ adwuma den; ɛfiri sɛ ɔpɛ sɛ ɔkum ne kɔm.
14101b0040	Ohuhuni bɔ pɔ bɔne, ne kasa te sɛ egyadɛreɛ a ɛhye adeɛ.
14101c0042	Onipa kɔntɔnkye de mpaapaemu ba, na osekuni tete nnamfonom ntam.
14101d003c	Basabasayɛni daadaa ne yɔnko na ɔde no fa ɛkwammɔne so.
14101e0052	Deɛ ɔbu nʼani no redwene bɔneyɛ ho; na deɛ ɔmua nʼano no ani wɔ bɔne so.
14101f003e	Ɛdwono yɛ animuonyam abotire; tenenee mu asetena na ɛde ba.
1410200062	Deɛ ɔwɔ abodwokyerɛ no yɛ sene ɔkofoɔ, na deɛ ɔmfa abufuo yɛ sene deɛ ɔko fa kuropɔn.
1410210050	Wɔtwe ntonto de hwehwɛ deɛ Awurade pɛ, nanso ne gyinasie biara firi Awurade.
1411010060	Aduane mmɔwe a asomdwoeɛ wɔ ho yɛ sene efie a apontoɔ ahyɛ no ma a nso basabasayɛ wɔ mu.
1411020074	Ɔsomfoɔ nyansafoɔ bɛdi ɔba nimguasefoɔ so, na ɔbɛnya ne kyɛfa wɔ agyapadeɛ no mu sɛ anuanom no mu baako.
1411030062	Kyɛmferɛ wɔ hɔ ma dwetɛ na fononoo wɔ hɔ ma sikakɔkɔɔ nanso Awurade na ɔsɔ akoma hwɛ.
141104004d	Omumuyɛfoɔ tie nsusuiɛ bɔne; ɔtorofoɔ yɛ aso ma adwen bɔne tɛkrɛma.
1411050065	Deɛ ɔdi ahiafoɔ ho fɛ no bu wɔn Yɛfoɔ animtiaa; na deɛ ɔfoa amanehunu soɔ no bɛnya asotwe.
1411060047	Mmanananom yɛ mmasiriwa animuonyam, na awofoɔ yɛ wɔn mma ahohoahoa.
1411070046	Anokrokro nyɛ mma ɔkwasea, saa ara na ano a ɛdi torɔ mfata ɔhene.
141108003c	Kɛtɛasehyɛ daadaa deɛ ɔma; ɔgye sɛ ɛbɛma no nkonim.
141109005e	Deɛ ɔbu nʼani gu mfomsoɔ so no ma ɔdɔ ɛkwan, na deɛ ɔbɔ soɔ no tete nnamfonom ntam.
14110a0047	Nkaanim sɔ onipa a ɔwɔ nhunumu ani sene mmaa ɔha a wɔbɔ ɔkwasea.
14110b0063	Onipa bɔnefoɔ ani wɔ atuateɛ nko ara so na wɔbɛsoma odwumayɛfoɔ tirimuɔdenfoɔ akɔ ne so.
14110c0047	Ɛyɛ sɛ wobɛhyia sisire a wɔawia ne mma sene ɔkwasea a ɔregyimie.
14110d0039	Sɛ obi de bɔne tua papa so ka a, bɔne rempa ne fie da.
14110e0057	Ntɔkwa ahyɛaseɛ te sɛ deɛ wɔretue suka; enti gyae ma ɛnka na ankɔfa ɔham amma.
14110f005e	Sɛ wɔbɛgyaa deɛ ɔdi fɔ ne sɛ wɔbɛbu deɛ ɔdi bem kumfɔ no, Awurade kyiri ne mmienu.
141110005f	Sika a ɛwɔ ɔkwasea nsam ho nni mfasoɔ, ɛfiri sɛ ɔnni botaeɛ biara sɛ ɔbɛhunu nyansa.
141111004b	Adamfo kyerɛ ɔdɔ ɛberɛ nyinaa mu, wɔwo onua barima ma ahokyere berɛ.
1411120063	Obi a ɔnni adwene no na ɔde ne nsa hyɛ krataa ase di akagyinamu nam so de si awowa ma ne yɔnko.
141113004f	Deɛ ɔpɛ ntɔkwa no dɔ bɔne; deɛ ɔsi ɛpono tentene no frɛfrɛ ɔsɛeɛ.
141114005b	Onipa a ɔwɔ akoma kontonkyi no nnya nkɔsoɔ; deɛ ne tɛkrɛma daadaa no tɔ amaneɛ mu.
1411150046	Deɛ ɔwo ɔba kwasea no di awerɛhoɔ; ɔba kwasea agya nni anigyeɛ.
1411160050	Akoma mu anigyeɛ yɛ aduro ɛsa yadeɛ, nanso honhom a apɛkyɛ no wewe nnompe.
141117003e	Omumuyɛfoɔ gye adanmudeɛ wɔ esum ase de kyea atɛntenenee.
1411180054	Onipa a ɔwɔ nhunumu no ani kɔ nyansa so, na ɔkwasea toto nʼani kɔsi asase ano.
141119004c	Ɔba kwasea hyɛ nʼagya awerɛhoɔ, na ɔma deɛ ɔnyinsɛnee no no di yea.
14111a0060	Ɛnyɛ sɛ wɔtwe deɛ ɔdi bem aso, anaasɛ wɔtwa adwumayɛfoɔ mmaa wɔ wɔn nokorɛdie enti.
14111b0049	Ɔnimdefoɔ dwene nʼanom kasa ho, na deɛ ɔwɔ nhunumu no wɔ abodwoɔ.
14111c0068	Mpo sɛ ɔkwasea yɛ dinn a wɔbu no sɛ ɔnyansafoɔ, na sɛ ɔmua nʼano a wɔbu no sɛ ɔwɔ nhunumu.
1412010042	Ɔhonankani yɛ pɛsɛmenkomenya; na ɔmfa atɛntenenee nyɛ hwee.
1412020058	Ɔkwasea nni nhunumu ho anigyeɛ na mmom deɛ ɔpɛ ara ne sɛ ɔde nʼadwene bɛto dwa.
141203004a	Sɛ amumuyɛsɛm ba a animtiabuo di so, na aniwuo nso di animguaseɛ akyi.
1412040050	Onipa anom nsɛm yɛ nsuo a emu dɔ, na nyansa asutire yɛ asuwa a ɛrepu ahuro.
1412050047	Ɛnyɛ sɛ wɔdi ma omumuyɛfoɔ anaasɛ wɔbu deɛ ɔdi bem atɛnkyea.
1412060038	Ɔkwasea ano de akasakasa ba na nʼano frɛfrɛ ɔhweɛ.
1412070041	Ɔkwasea ano yɛ ɔno ara sɛeɛ na nʼanofafa yɛ ne kra afidie.
141208004f	Osekuni anom asɛm te sɛ mfremfremadeɛ; ɛwurawura kɔ onipa akwaa mu nyinaa.
1412090040	Deɛ ɔtoto nʼadwuma ase no nuabarima ne deɛ ɔyɛ ɔsɛefoɔ.
14120a0050	Awurade din yɛ abantenten a ɛyɛ den; ahotefoɔ dwane kɔtoa na wɔnya banbɔ.
14120b0062	Adefoɔ ahonyadeɛ ne wɔn kuropɔn a wɔabɔ ho ban wɔfa no sɛ ɔfasuo tenten a wɔntumi mforo.
14120c0056	Ansa na onipa bɛhwe ase no ɔnya ahomasoɔ akoma, na ahobrɛaseɛ di animuonyam anim.
14120d004f	Deɛ ɔntie asɛm ansa na wama mmuaeɛ no, ɛno ne ne gyimie ne nʼanimguaseɛ.
14120e0055	Onipa sunsum na ɛhyɛ no den wɔ yadeɛ mu na honhom a apɛkyɛ deɛ, hwan na ɔpɛ?
14120f003a	Nhunumu akoma nya nimdeɛ; na anyansafoɔ aso nso hwehwɛ.
1412100040	Akyɛdeɛ bue ɛkwan ma deɛ ɔde ma na ɛde no ba atitire anim.
141211006a	Ɛyɛ deɛ ɔbɔ ne nkuro kane no sɛ nʼasɛm yɛ dɛ, kɔsi sɛ ɔfoforɔ bɛba abɛbisa no nsɛm no mu.
1412120033	Ntontobɔ twa akyinnyegyeɛ so, na ɛpata atamfoɔ.
141213007d	Onua a wɔafom noɔ no asɛm yɛ dene sene kuropɔn a ɛwɔ banbɔ, akyinnyegyeɛ te sɛ abankɛsewa apono a wɔabram akyire.
141214004e	Onipa anom asɛm so aba ma ɔyafunu mee, nnɔbaeɛ a nʼanofafa twa no mee no.
1412150046	Tɛkrɛma kura nkwa ne owuo tumi, na wɔn a wɔdɔ no no bɛdi nʼaba.
141216003d	Deɛ wanya yere no anya adepa na ɔnya adom firi Awurade hɔ.
141217003b	Ohiani srɛ ahummɔborɔ, nanso ɔdefoɔ de kasaden bua no.
1412180066	Ɔbarima a ne nnamfonom dɔɔso bɛtumi ahwe ase, nanso adamfo bi wɔ hɔ a ɔbɛfam ne ho asene onua.
141301004f	Ohiani a ne nanteɛ ho nni asɛm no yɛ sene ɔkwasea a nʼasɛm mfa ɛkwan mu.
1413020059	Mmɔdemmɔ a nimdeɛ nka ho no nyɛ, saa ara na ntɛmpɛ a ɛma obi yera ɛkwan nso nyɛ.
1413030042	Onipa agyimisɛm sɛe nʼabrabɔ, nanso nʼakoma huru tia Awurade.
1413040041	Ahonya frɛfrɛ nnamfonom bebree; nanso ohiani adamfo gya no hɔ.
1413050048	Adansekurumni bɛnya nʼakatua, na deɛ ɔtwa nkontompo remfa ne ho nni.
1413060050	Nnipa pii pɛ adom firi sodifoɔ nkyɛn, na deɛ ɔkyɛ adeɛ yɛ obiara adamfo.
141307008a	Ohiani abusuafoɔ nyinaa po no, na saa ara na ne nnamfonom po no! Mpo ɔhwehwɛ wɔn pɛ sɛ ɔpa wɔn kyɛw, nanso ɔnhunu wɔn baabiara.
1413080044	Deɛ ɔnya nyansa no dɔ ne kra; deɛ ɔpɛ nhunumu no nya nkɔsoɔ.
1413090040	Adansekurumni bɛnya asotwe, na deɛ ɔtwa nkontompo no bɛyera.
14130a003b	Akɛsesɛm mfata ɔkwasea, anaasɛ akoa bɛdi mmapɔmma so!
14130b0058	Onipa nyansa ma no ntoboaseɛ; sɛ ɔbu nʼani gu mfomsoɔ bi so a ɛhyɛ no animuonyam.
14130c0046	Ɔhene abufuo te sɛ gyata mmobom, na nʼadom te sɛ ɛserɛ so bosuo.
14130d0054	Ɔba kwasea yɛ nʼagya ɔsɛeɛ, ɔyere ntɔkwapɛfoɔ te sɛ nsusosɔ a ɛntwa da.
14130e0055	Afie ne ahonyadeɛ yɛ agyapadeɛ a ɛfiri awofoɔ, na ɔyere nimdefoɔ firi Awurade.
14130f0035	Akwadworɔ de nnahɔɔ ba, na ɛkɔm de ɔkwadwofoɔ.
1413100054	Deɛ ɔdi nkyerɛkyerɛ so no bɔ ne nkwa ho ban, na deɛ ɔgyaagyaa ne ho no bɛwu.
1413110058	Deɛ ɔyɛ adɔeɛ ma ohiani no yɛ de fɛm Awurade, na ɔbɛtua no deɛ ɔyɛ no so ka.
141312005b	Tene wo ba, na ɛno mu na anidasoɔ wɔ, na ɛnyɛ wɔn a wɔde no kɔ owuo mu no mu baako.
141313004d	Ɛsɛ sɛ onipa a nʼakoma ha no no tua so ka; sɛ woka ma no a wobɛyɛ bio.
1413140047	Tie afotuo na gye nkyerɛkyerɛ to mu, na awieeɛ no, wobɛhunu nyansa.
141315004c	Nhyehyɛeɛ bebree wɔ onipa akoma mu, nanso deɛ Awurade pɛ no na ɛba mu.
1413160056	Deɛ onipa pɛ ne nokorɛ dɔ; ɛyɛ sɛ wobɛyɛ ohiani sene sɛ wobɛyɛ ɔtorofoɔ.
1413170047	Awurade suro kɔ nkwa mu; na onipa de abotɔyam home a ɔhaw bi nni mu.
141318003c	Ɔkwadwofoɔ nsa ka ayowaa mu na ɔremma so mpo nkɔ nʼano!
1413190061	Twa ɔfɛdifoɔ mmaa, na atetekwaa bɛfa adwene; ka deɛ ɔwɔ nhunumu anim, na ɔbɛnya nimdeɛ.
14131a005a	Deɛ ɔbɔ nʼagya korɔno na ɔpamo ne maame no yɛ ɔba a ɔde aniwuo ne animguaseɛ ba.
14131b0048	Me ba, sɛ wogyae nkyerɛkyerɛ tie a, wobɛmane afiri nimdeɛ nsɛm ho.
14131c0046	Adansekurumni di atɛntenenee ho fɛw; na omumuyɛfoɔ ano mene bɔne.
14131d0041	Wɔasiesie asotwe ama fɛdifoɔ, ne mmaabɔ ama nkwaseafoɔ akyi.
141401006b	Nsa yɛ ɔfɛdifoɔ na nsaden yɛ ntɔkwapɛfoɔ; na obiara a nsã bɛma wafom ɛkwan no nnyɛ onyansafoɔ.
1414020052	Ɔhene abufuhyeɛ te sɛ gyata mmobom; na deɛ ɔhyɛ no abufuo no de nkwa twa so.
1414030054	Ɛyɛ onipa animuonyam sɛ ɔbɛkwati akasakasa, nanso ogyimifoɔ biara pɛ ntɔkwa.
