2800000003	Mat
281c100073	Na atoma akai be tuuru kaa leyende name ale a makeke ma Galili, a oyara ooka Yeso ka bekaa ne na ne gwarnang arame.
281c110049	Nangka ne laka kai, na ne girwǝ aa ne sabe kai, aa na ondo ne dambaraza.
281c12004e	Na Yeso paka na ka bekaa nee na, “A nyang pate obare azaa shili ka adeze.”
281c13007e	Azaa nyimi, ale na ka e baale pate aromo lerambo ka ne tareng, e eza ne batisma a nyimi le ze Ate, ka Kena, ka Obere o Ashili,
281c140073	e baala ne kane tare pate epaeka ma ote ying. Mi naana kangza ang ye legwa ka ying aa ale ka ying o omaare lerambo.
2a00000004	Luka
2a01010078	Ondoogong Tiyopalas, aromo a cake ne samba o wela aza epa eka Ashili a beke na nannamena e pena a nyimi oro a kazo Yeso,
2a01020057	nangka waze o bora andaaka ne laka ka yizi, ka azara o baala angmǝ a Ashili ne nya ro.
2a0103007e	A wa kang rere a mi, nangka ma tare epame aza Yeso a be ting, kang wele a kap a deya ara au ondooka aromo gonte o gongnga wai.
2a01040035	Ma ye nyimia adorana o rose edang angmǝ aka a baalo.
2a010500e0	A were a Ogomo Hiridus o makeke ma Yahudiya, ondo magame ma Ashili ka a beya wai na Zakariya wa zene, wai ondo akwilǝ ona Abija waye. Kanza pate one ka ondaye wai ne suri akora a Harona, a leze le ondaye mea leye Alisabatu.
2a01060066	Pate one a leere neya sangsang a begeshe be Ashili, ane tare angmǝ a Ateokora ka makili ma wai a kap.
2a01070071	Pate ka nyimi neta neye ka kena ne, aza o bena Alisabatu ta ngmenza ne, a pate one a leere ne kang onga a shenai.
2a01080048	A were aka Zakariya waya gole ka andaane akora Abija o makili ma Ashili.
2a0109008f	Nangka makili ma na magame ma Ashili maze, na zake wai na wa lyǝ ba akwilǝ a Ashili adorana wa ese mapapa ma o waze o lebo ara o esaza o mai.
2a010a005b	A were o esaza mapapa ma o waze o lebo, aromo a cake neya o yangga a beya angmǝ ka Ashili.
2a010b0066	Na otoma Ashili o zaa shili oyende wa deya wai, na wa itǝ a sara ore o esaza mapapa ma o waze o lebo.
2a010c003a	Nangka Zakariya wa laka wai na wa kerke, a boome meke wai.
2a010d00bb	Na otoma Ashili o zaa shili me bekaana, “Kana o kone boome ne, Zakariya, o beya angmǝ ka Ashili au, a kona, ondaye o Alisabatu wayo ngmenga kena ka lome, ka oyo nya kai leze na Yohana.
2a010e0055	Oyo kona o leba, ocǝ lenyong le lebo, aromo a cake neyo kona o leba ka ongmenga wai,
2a010f00c5	aza o bena Ateokora a yo ote wai kawa itǝ ondo ogong a nyimia aromo. Kana wa se oloo ne, ka pate epa eka e era e wongze aromo nangka o loo eze, a obere Ashili wayo tare wa kai zongka a ngmeng wai.
2a01100047	A Yohana me wayo kuriyǝ ying maYahuda ba cake ara Ateokora Ashili ane.
2a01110112	Kanza wayo kala izi Ateokora, a nyimi obere Ashili ka legoone le Ileya ondo beya a ngmǝ ka mawo ma Ashili, ka wa kuriyǝ anyong anate ba ra yana. Ana o dera o kona ngmǝ kane kabare ka o rosa aromo aka ne kone boome ba Ashili. Awa babare aromo kane ende o deya Ateokora.”
2a0112009e	Na Zakariya pirkǝ otoma Ashili o zaa shili ka o dera o kabare na, “Ma wanea ang rose epa ena? Ka ma samba o onga, a shenai se ondaye ong se lipǝ kanza.”
2a0113009f	Na otoma Ashili o zaa shili kabare wai na, “Mea Jibrailu, ondo itǝzǝ ba begeshe ba Ashili, a tongang kang beke angmǝ ka bo ang kang belo angmǝ a lebo na.
2a011400c5	Nannamena ongmǝ o wayo pate oto kang ama o bekaa ngmǝ ne se ngmeeka ba laka epa eka ma belo a e pena, aza o bena ota ba kabare ka angmǝ aka ma bekaa a bo ne, aka a yo pena a were aka ma Zaka.”
2a01150064	A aromo amea neya aza o enda Zakariya, ka madoola ma epa eka e ote wai na wa rabo ba akwilǝ Ashili.
2a011600a9	nangka wa suri o yangga, wa ta wa ama o beya angmǝ ka ne ne, na ne rose o bena Ashili a wore wai eyapa a nyimi name. A wa lya izi ka lerakare awata ama o beya eyapa ne.
2a0117004c	Nangka wa mare ogole o wai akwilǝ a Ashili a were name, na wa kuri akwilǝ.
2a0118004d	Malo tomore tome na Alisabatu ondaye wai waye tumǝ, naka baasa o mareka esu,
2a01190077	Aka bekaana, “Ateokora wa yang epa ena, a wereena ka wa lakang ka egonegone na wa kwizǝng e zǝng ba nyimi aromo.”
2a011a0090	A nyimi oreka o taashe e tumǝ Alisabatu, na Ashili tong otoma ai o sure a zaa shili Jibrailu a Nazarat apeng ayende a nyimi a makeke ma Galili,
2a011b008a	ara kagala kamea kata ka tukǝ o mora ka ondaleme ne. Ka Yusupu waya caasa kai, Yusupu ondo abuudu ana Daoda. Leze le kagala kamea Mariya.
2a011c0068	Nawa de a kai a wa bekaana, “A beyo ko bo ka ba cǝ o sana ara Ashili. A Ateokora waye legwa ka bo.”
2a011d0047	Na Mariya kone o burǝ aza ngmǝ me, aka dambaraza aza obela o ko name.
2a011e0063	Na otoma Ashili o zaa shili bekaa kai na, “Tana o kone boome ne Mariya, ba cǝ o sana ara Ashili.
2a011f0044	Oyo ya e tumǝ ka ongmeng kena ka lome, ka oyo nya kai leze na Yeso.
2a0120009a	Kena kame kayo itǝ ondo o gongnga a rare kai na kena ka ondo kala o gongnga. A Ateokora Ashili wayo nya kai ara o cikǝ togomo te abuudu ate a kai Daoda,
2a01210054	aka eze togomo te bedake ba za akora a Yakub. Togomo te kai teto ya ka bekazo ne.”
2a0122006c	Na Mariya pirkǝ otoma Ashili o zaa shili na, “A wiinia a nyimi ye ka anta tukǝ o mora ka ondaleme ne?”
2a012300cd	Na o otoma Ashili o zaa shili kabare na, “Obere Ashili o rere wayo lyǝ a bo, kanza a legoone le ondo kala o gongnga leyo panzau. Aza nyimi kena ka lome kamea oyo ngmenga a yo rara kai na Kena ka Ashili.
2a01240095	Kanza, Alisabatu kamea e gwaara eyapa kaye ka e tumǝ a nyimi le'ona lekai, kando kamea bezena kato ngmenga ne e tumǝ ekai eya nyimi oreka o taashe.
2a0125002f	A begeshe ba Ashili eyapa ta girǝzǝ ai ne.”
2a0126008d	Na Mariya kabare na, “Mi kazara ka Ashili kai, baya wa itǝ a mi nangka ba beka.” Ara name na otoma Ashili o zaa shili ale a wa baya kai.
2a01270085	A nyimi tomore tonname zora rabo, na Mariya ere a saseya naka meke orona o ale a kapeng ka yende a nyimi mayara o makeke ma Yahudiya.
2a0128004b	Ka o dukǝ kapeng kame, naka lyǝ akwilǝ Zakariya na ka beye Alisabatu ko.
2a01290078	Nangka Alisabatu ka kone oko o Mariya, na kena kamea ka ya lebangi lekai cokomarono, a obere Ashili wa kang tare ka kai.
2a012a0085	Naka ara lengmelo a jǝng aka bekaa Mariya na, “Boa ondo o kona o leba a nyimi andaye, ondo kona o leba kai kena kamea oyo ngmenga.
2a012b002f	Eyaka mima ma sana ka iini Ateokora ka deya mi?
2a012c006b	Rosa o bena, a were ka oko o wa dukǝ teto teng, kena kamea kaya lebangi leng ka cokomarono ko kona o leba.
2a012d0054	Bo kando ka o kona o leba kai ka ba kabare o bena Ateokora yo ya epa eka wa beka.”
2a012e0032	A Mariya bekaana, “Lenyong leng sabeze Ateokora,
2a012f0035	a mi okpwe ong zante o bena Ashili aya ondo boza ong,
2a0130006f	ka wa rintǝ o nata okpwe o kazara ka wai. Laka pa, nannamena ba ale a izi pate aromo neyo rarang na ondo sana,
2a0131004b	aza o bekaana ondoogong me wa ezeng epa e gong. Ashili aya ondo o sangsang.
2a01320043	Egonegone ai kanza eya kazo ondooka wa tare ai, a ale a pate aromo.
2a01330060	Wa ezeze ma gole ma moole ka legoone le wai. Wa bacakareze ana o ara okpwe a nyimi madoola mane.
2a01340070	A wa jǝpǝrǝzǝ agomo ana o arsaza tokpwe aza togomo tone andaaka ne jipǝrǝzǝ tokpwe tone a wa zalaraza ne.
2a01350061	Wa nya ana o kona e komo etii ka magogoro ma rere a wa tarangga ana ocǝ zora eyapa a taara tene.
2a0136004a	Wa kankama azara a wai abuudu a Yakubu, o bena wa rintǝ ne egonegone wai.
2a0137005a	Nangka wa beke anate aro, o era a Ibraheng ka andaame ne tare wai ba dimǝ zora bekazo.”
2a01380050	Na Mariya cikǝ ka Alisabatu mareka ma taaro, a malo nyimi aka kuri akwilǝ kai.
2a01390046	Nangka tomore to ngmenga Alisabatu te dukǝ, naka ngmeng kena ka lome.
2a013a0081	Ana o tokwilǝ to ting kai ka ana o gbaara eyapa ka kai kone o bena Ateokora wa wore kai egonegone cak, na ne kone o leba ka kai.
2a013b006c	A lengme lo riiru ka o ngmenga nane de a core kena kame, a neya nya kai leze na Zakariya, leze le ate a kai,
2a013c004c	na iini me beke angmǝ na, “Nyimi taza ne. A yo nya kai leze na Yohana.”
2a013d0051	Na ne kabare kai na, “Ondo a nyimi akwilǝ aying ta zene ka leze le name ne.”
2a013e0048	Nane beye erara ka ate kena kame, aza o gera nangka a yo rara kena kame.
2a013f0069	Na wa pirkǝ epa o daara e wela a wa wele na, “Leze le kai ya Yohana.” Na pate epa eme tere ne okpwe.
2a01400067	Malo nyimi na ongmǝ wai pǝrnu a leleng le wai dingarnu, na wa lya izi ka o beya angmǝ o saba Ashili.
2a014100a0	Na epa eme tere ana o tokwilǝ to ting one okpwe, na pate aromo a topepeng te eeno to mayara ma o makeke ma Yahudiya ne be ngmǝ epa ena ane kone ane kang laka.
2a0142007d	Pate andaaka ne kone nane eke anyong ane, ane bekaana, “Kena kaana kayo ya nannia?” Ka legoone le Ateokora leye azaa kai.
2a01430048	Na obere o rere tare ka ate a kai Zakariya aka beke letoma le Ashili na:
2a0144005e	“O saba itǝ a Ateokora, Ashili aromo aro abuudu a Yakubu, kawa de na wa boze ro aromo a ai.
2a0145003d	A wa ara ondo legoone lo boza a nyimi akwilǝ ozara ai Daoda,
2a01460054	(nangka Ashili a beke a tongmǝ te andaaka ne beya a ngmǝ ka mawo ma ai ka o rabo).
2a01470048	O boza a taara te ana o nyana oro ka aza legoone le ana o nyalang kaaro.
2a01480079	Ka wa sǝǝrǝ ondo legoone lo boza adorana wa wore egonegone ana magonggong maro. A wa kang panza o tono wai o sangsang,
2a01490027	o tono ka wa ye ogonggong oro Ibraheng.
2a014a0057	O bekaana, a boze ro ba taara te ana o nyana oro, adorana te tare ai zora o kona boome.
2a014b0059	A nyimi be sangsang ka o cikǝ oka Ashili a kone o leba a begeshe be ai kazo tomore tero.
2a014c009e	“A bo kena kang, aromo neyo rarau na, ondo o beya a ngmǝ ka mawo ma Ashili ondo kala o gongnga o bena oyo kala izi a Ateokora ka o babare orona o deya kai.
2a014d003c	O nya o rosa o boza aromo au nangka wa kwizǝ madinǝ ma ne,
2a014e0056	aza egonegone e jǝng Ashili aro. Aza egonegone ai ongme zaale ba ro a suri azaa shili
2a014f008a	ka wa nya masanto ba andaame ne cikǝ a maring nyimia ana o cikǝ a boome be o ululu gbwǝ, ka wa tare ka tobona tero a nyimi be cammo.”
2a0150007c	A kena kame gong aka itǝ ka legoone a nyimi obe re Ashili, a ka ya nyimi o wake zongka ka wore okpwe kai ba buudu a Yakubu.
2a0201009c	A nyimi tomore tome, Ogomo ogong o Roma Kaisar Agustas waya ogomo ogong a pate makeke ma Roma wa ote o bena a bale pate aromo aka neya nyimi togomo te Roma.
2a0202004a	(Aya a balo o bora a were e ka Kiriniyas wa ya togomo a makeke ma Suriya.)
2a0203003b	Na aromo a pate ne kuri a topepeng to ne adorana a bale ne.
2a020400c9	A Yusupu wa ere apeng Nazarat a nyimi makeke ma Galili na wa ale apeng Baitalami a makeke ma Yahudiya, araaka a ngmeng ogomo Daoda ne. Yusupu wa ale saname aza o bekaana ne abuudu ayende ai ka na Daoda
2a02050050	Wa ale ka Mariya kando kamea wa ya caasa me a kaye ka etumǝ, adorana a bale ne.
2a02060039	A were aka neya Baitalami, na tomore to ngmenga kai toye,
2a02070097	naka ngmeng kena ka kai ka o bora. Naka urǝ kai ka majembele aka nata kai a nyimi o onggo o nyaza emande epaolya, aza o bena a dera odo akwilǝ ageng.
2a02080063	A ana o tare ka emande epeng ya za o eza ogole one a lelyaare o wake a ma'amo ka apeng a Baitalami.
2a02090079	Na otoma o surǝ a zaa shili wa suri a nyimi one, a masanto ma Ashili ma malmi a nyimi one, nane kala o ara o kona boome.
2a020a0085	Na otoma Ashili o zaa shili bekaa ne na, “Tane kone boome ne. Ma ca ying oroka o lebo, omea wayo ote aromo a pate kane kone o leba.
2a020b0061	O ngmeengme na, a nyimi apeng a Daoda, a ngmenga ondo boza o ying Ondooka Ashili a zake Ateokora.
2a020c006d	Enna eyo itǝ aying epa o kabare, eyo mana kena a pate a nyimi majembele kanza a nata kai a nyimi o onggo.”
2a020d006d	A saseya na leguki le atoma a Ashili o zaa shili ne suri. Ane mana oyende name, nane saba Ashili ane beye na,
2a020e007b	“A saba Ashili azaa shili bedake, a nyimi lerambo le Ashili o cikǝ o cammo wa itǝ ka andaaka Ashili kone o leba one.”
2a020f00c0	Nangka Atoma Ashili o zaa shili ne kuri ba zaa shili ane baya ne, na ana o tare ka emande me bekaa tokpwe to ne na, “Era na nanname ka ale o Baitalami ka laka epa eka Ateokora wa bele ro.”
2a0210005d	Nyimia ne ere a saseya nane mana Mariya ka Yusupu, ka kena kame ane nata kai a nyimi o onggo.
2a02110074	Nangka ana o tare ka emande me ne laka kai, nane baale epa eka otoma Ashili o zaa shili wa bele ne ba zaa kena kame.
2a02120067	Pate aromo ka ne kone oroka me, na epa eme tere ne okpwe ba za epa eka ana o tare ka emande ne bele ne.
2a02130034	Na Mariya onte pate epa eka a beya a lenyong le kai.
2a021400a5	Ana o tare ka emande me ne kuri, ane beye leera ane saba Ashili, aza epa eka ne kona ka e epa eka ne laka. Nane eze keeya nangka otoma Ashili o zaa shili wa bele ne.
2a02150083	A lengme lo riiru, na core kena kame, a nya kai leze na Yeso, leze lee mea otoma Ashili o zaa shili wa nya a ta aya e tumǝ kai ne.
2a021600c5	Nangka a were o kwizǝ madinǝ ma iini me nangka maYahuda ezeze wa ye na Mariya ka Yusupu ne ale ka Yeso apeng Urushalima adorana a niyi kai ba Ateokora, nangka angmǝ aka Ashili a nya Mosa a beke.
2a02170081	Nyimia a wele ba ngmǝ a Ateokora, “Pate kena ka lome ko bora kamea a ngmenga a yo beya kai na kena ka sangsang ka Ateokora.”
2a02180069	Nane core egoma leere o wore bekaana ne tare e epa eka angmǝ a Ateokora a beke o kwizǝ madinǝ ma iini.
2a021900d2	A were me ondaleme yende wa zene apeng a Urushalima ka a beya wai na Siman. Wa ya sangsang lenyong, a wa tare Ashili, kanza wa ya zaa o enda lengme leeka a yo boza aromo a Yahuda. A obere Ashili wa tare ka wai.
2a021a006a	Na obere Ashili me wa bekaa wai na wato gbwǝ ne seeka wa laka Ondooka Ashili a zake oka Ateokora wa tong.
2a021b00a6	O bero o sangsang me wa tare ka wai na wa lyǝ atatara akwilǝ Ashili, ba were name iini ka ate a Yeso ne de ka kai kane eze e epa eka angmǝ Ashili a beke na ne eze.
2a021c0045	Na Siman ana kena kame ba taara te wai a wa saba Ashili, a wa beyana,
2a021d003b	“Ondo o gong Ateokora, ka a yizi ang ma laka ondo o boza,
2a021e002c	nangka ba beka, baya ozara o wa ale a cammo.
2a021f0030	Ondo boza ona ka ba nya a pate aromo neya gonta,
2a02200045	masanto ma o pari a yizi aworme kanza ka o sana aromo au maYahuda.”
2a02210050	Na epa eme tere okpwe ate ka iini kena kame aza epa eka a bekaa ba za kena kame.
2a022200fb	A Siman me bekaa angmǝ lebo aza one, a wa bekaa Mariya iini kena kame na, “Ashili a Zaka kena kaana ka ka itǝ orona o rizi andaaka ne nyana kai ka o boza ona ondo ba cake a Yahuda aka ne emba kai, kanza wa itǝ e epa eka aromo a cake neto yeme ne.
2a02230075	Aza nyimi a yo bangali madoola ma nyongnga cake. Bo ma Mariya oyo kona a kpwaiye na o sagali wa donga lenyong leo.”
2a022400c0	Kando ka o beya angmǝ ka mawo ma Ashili ka rene kanza, ka a beya kai na Hanatu, ongmenga Panuel ka abuudu ana Ashiru, ka ka she ong. Ka cikǝ ka ondaleme kai shenai sondaare malome a wa gbwi,
2a022500bd	nyimia ka cikǝ legbwǝri shenai tuuru riiru ka se naaze. Ka ta ka tukǝ baya akwilǝ Ashili ne lelyaare ka letereme aza o gera mainu ma Ashili, ka pateze ongmǝ aka beeze angmǝ ka Ashili.
2a02260091	Ka o deya kai ane a were name, naka wore o leba kai ba Ashili a ka beke angmǝ ba za kena kame andaaka neya soola o boza pate aromo a Urushalima.
2a02270073	Nangka Yusupu ka Mariya ne mare pate epa eka angmǝ a Ateokora beke, ane kuri apeng ane Narazat a makeke ma Galili.
2a0228006e	Na kena kame ka gong a kaye legoone, a Ashili tare ka kai a nyimi o rosa, a masanto ma Ashili ma ya zaa o kai.
2a02290073	Koonang lenai a ate ka iini Yeso ne aleze ba Urushalima aza o gwarnang o rintǝ o surǝ maYahuda a makeke ma Masar.
2a022a006d	A were oka Yeso ka dukǝ shenai betuuru ka se leere, nane ale ka kai a gwarnang name nangka makili mane maze.
2a022b0098	Nangka ne mare o gwarnang ome, aneya orona o kurǝ akwilǝ ane apeng Nazarat, na Yeso kena ka itǝ a dimǝ a Urushalima, ana ate ka iini kai ta rosa ne.
2a022c0080	Neya madoola ma o bekaana kaye legwa ka ne, nane were a teweno. Malo nyimia nane bore o gera kai ba nyimi arone ane ka ajaa kai.
2a022d003f	Nangka neta ne laka kai ne, nane kuri ba Urushalima a gera kai.
2a022e0098	Malo tomore to taaro nane cǝ kai ba nyimi atatara akwilǝ Ashili, aka ya cikǝ a tera ana o baala ngmǝ Ashili, aka ya konaza aka kang eza ne be pirǝ.
2a022f005f	Pate ondooka wa kone kai na epa eme tǝru a wai a lenyong aza o rosa kai ka nangka ka kabareze.
2a0230009a	Nangka ate ka iini Yeso ne laka kai, nane kerke ko kona o leba. Na iini kai bekaa kai na, “Kena, eyaka baya ro nanna? Me ka ate au te zitǝ a gera o.”
2a02310068	Naka pirkǝ ne na, “Eyaka eya gera ong? Eta rosa o bena ma era anta arnang ka kwilǝ ate ang ne na?”
2a02320026	Nane ta rosa epa eka ka ya beya me ne.
2a02330063	Naka kuri apeng a Nazarat kaa ne aka tare ngmǝ ane. A iini kai onte pate epaname a lenyong le kai.
2a0234004c	Na Yeso gongnga a lepung, ka o rosa o cak, kanza a Ashili ka aromo yeme kai.
2a03010125	Ashili a bekaa ngmǝ ka Yohana kena ka Zakariya o wake a were aka Ogomo Buntus Bilatus waya togomo ba nyimi makeke ma Yahudiya. A Ogomo Hiridus waya togomo ba Galili. Orone o wai ka lebangi lene leyende tazane Pilibus waya togomo ba Ituriya ka Tarakunitas. A Lisaniyas waya togomo ba Abilenes.
2a030200ce	A were aka na Hanana ka Kayapa neya agomo magame ma Ashili, a were name Ogomo ogong o Roma Kaisar Tibariya waya ogomo ogong o pate makeke mame ka Roma, a waya nyimi lenai le betuuru ka esu le togomo te wai.
2a0303009f	Na Yohana ale kuruwǝ a makeke ma ting obeno Urdung, a wa zoole a wa beya na, aromo ne arnang ka madinǝ mane a eze ne o batisma adorana a kwizǝ madinǝ mane.
2a030400a2	Nangka a wele angmǝ Ishaya ondo o beya a ngmǝ ka mawo ma Ashili o bena: “Ondo ya beya angmǝ a jǝng o wake, ‘Babarana Ashili orona, nayina kai marona mame.
2a030500a8	A yo panzaza pate mapati, a pose cale amea a ya orona pate ka a'owa Ara a ka orona me wa gendarono a yo nayii wai, araaka orona me wa burǝ, a yo babara wai ka wa rere.
2a0306002b	A pate aromo neyo laka o boza Ashili.’”
2a030700b4	Nangka aromo a cake ne deya a Yohana ka ye ne o batisma na wa bekaana, “Ying o kurkǝnǝng ewa ee buru. Mana wa zoola ying na e arnang ka epa e buru emea Ashili ya deya ne aying?
2a030800d0	Ezana epa eka eyo wore o bekaana e arnang ka madinǝ ma ying e kurǝ a Ashili. Kanza ‘Tane beya tokpwe toying na Ibraheng waya ate arone.’ Eyang beelo ying, Ashili ama o nya Ibraheng ayana nyimi acale na.
2a03090069	Betemo beya ting uti, pate uti omea wata ngwengza ayana a rere ne, a yo genda wai ka kare a nyimi ola.”
2a030a0031	Na aromo me pirkǝ na, “Eya teyo ya nanname?”
2a030b00b0	Na Yohana kabare na wa bekaana, “Ondo oka waya ka madibi ma leere, a wa nya ondooka wata ka mai ne oyende, ondooka waya ka epaolya, a wai ma wa nyapa andaaka neta ka e ne.”
2a030c007b	Ana o eesa emate makeke ne ma nane de adorana a eze ne o batisma. Nane pirkǝ kai o bena “Ondo baala, eya gbara te ye?”
2a030d005a	Nawa bekaane na, “Tane embe emate makeke ka e kale epa eka a bekaa ying na e embe ne.”
2a030e00d2	Na ana o tesa geza moole pirkǝ wai na, “Aaro kanza eya teya yame?” Nawa bekaa ne na, “Tane ote aromo kane nya ying emate ka legoone ne, kanza tane anane majakari ne, zanta na ka epa eka a arseze ying.”
2a030f0076	Aromo me neya aza o enda ondo boza, nane bore madoola anyong obena Yohana oromo omea Ashili a bekaana aya tonga ne na?
2a031000e6	Na Yohana bekaa pate one na, “Mi ang eze ying o batisma ka manyi, ondooka waya deya a malo ong, wa kalang o gongnga, anta bare ang dinggi sejǝng se tokakau to wai ne. Wai wayo eza o batisma o wai ka obere o Ashili kanza ka ola.
2a03110096	Epa o saka epaolya ya taara te wai, wayo zeera elya e wai, kanza wayo eke elya a lebengga le wai, a wa ese masuni mame ka ola ome awata lambuzu ne.”
2a03120050	Ka angmǝ a cak abelo anna, Yohana zoole aromo a wa baale ne angmǝ lebo Ashili.
2a0313009f	Na Yohana me kanza wa zoole Ogomo Hiridus, aza epa eka wa eza, wa ana Hirudiya ondaye orone wai Pilibus na wa itǝ ondaye wai, kanza a wa eze magogoro ma buru.
2a03140075	O maare ekeeya, Ogomo Hiridus wa wale eza epa eburu, wa ote na moke Yohana na pate wai akwilǝ ana o ezeza epa eburu.
2a03150082	Malo oka Yohana wa eze aromo o batisma a pate na wa kang eza Yeso, a were e ka kaya beya ngmǝ ka Ashili, na za a shili me pǝrnu,
2a031600a1	na o bere orere o Ashili wa japi aza kai naa kagoma. Nane kone lengmelo ale suri aza shili na le bekaana, “Boa kena kang ang yemo, ang kone o leba o ba cak.”
2a0317008f	A were aka Yeso ka bore ogole kai, kaye ka shenai tuuru taaro ko ngmenga. Aromo ne jeke o bekaana kai kena ka Yusupu kaye, Yusupu kena ka Heli.
2a03180068	Heli kena ka Matat, a Matat kena ka Lawi. Lawi kena ka Malki, a Malki kena ka Yana. Yana kena ka Yusupu,
2a03190074	a Yusupu kena ka Matatiya. Matatiya kena ka Amos, a Amos kena ka Nahum. Nahum kena ka Asele, a Asele kena ka Najaya.
2a031a0074	Najaya kena ka Ma'ata, Ma'ata kena ka Matatiya. Matatiya kena ka Shimeya, Shimeya kena ka Yosek. Yosek kena ka Yoda,
2a031b0084	a Yoda kena ka Yowanan. Yowanan kena ka Reesa, a Reesa kena ka Zerubabel. Zerubabel kena ka Sheyaltiyel, a Sheyaltiyel kena ka Niri.
2a031c006a	Niri kena ka Malki, Malki kena ka Adi. Adi kena ka Kosama, a Kosama kena ka Elmadama. Elmadama kena ka Er,
2a031d006e	a Er kena ka Yoshuwa. Yoshuwa kena ka Eliyeza, Eliyeza kena ka Yorim. Yorim kena ka Matat, Matat kena ka Lawi.
2a031e0070	Lawi kena ka Siman, a Siman kena ka Yahuda. Yahuda kena ka Yusupu, Yusupu kena ka Yonam. Yonam kena ka Eliyakim,
2a031f0073	Eliyakim kena ka Meleeya. Meleeya kena ka Menna, Menna kena ka Matata. Matata kena ka Natan, a Natan kena ka Daoda,
2a0320006d	a Daoda kena ka Yese, Yese kena ka Obed, a Obed kena ka Bowaza, Bowaza kena ka Salmon. Salmon kena ka Nashon,
2a03210074	a Nashon kena ka Aminadab. Aminadab kena ka Aram, Aram kena ka Hezron. Hezron kena ka Perez, a Perez kena ka Yahuda,
2a03220071	a Yahuda kena ka Yakub, Yakub kena ka Ishaku. Ishaku kena ka Ibraheng, Ibraheng kena ka Tera. Tera kena ka Nahor,
2a03230068	a Nahor kena ka Serug. Serug kena ka Reyu, a Reyu kena ka Peleg, Peleg kena ka Eber, Eber kena ka Shela,
2a03240070	a Shela kena ka Kenan, Kenan kena ka Arpakshad. Arpakshad kena ka Shem, a Shem kena ka Nuhu. Nuhu kena ka Lamek,
2a03250076	Lamek kena ka Metusela. Metusela kena ka Enok, a Enok kena ka Yared. Yared kena ka Mahalalel, Mahalalel kena ka Kenan,
2a03260054	a Kenan kena ka Enosh, Enosh kena ka Set. Set kena ka Adamu, a Adamu kena ka Ashili.
2a04010078	Yeso ka deye aka suri obeno Urdung obere Ashili wa panza kai, obere Ashili me na wa tare ka kai, a wa ale ka kai o wake.
2a04020085	A saname na ogomo obere oburu wa kedeya kai a nyimi tomore tuuru naaze aka ta ka lya eyapa ne, o maare tomore teme na ekomo moke kai.
2a04030073	Na ogomo obere oburu bekaa kai na, “Boa baaya dongdong Kena ka Ashili, kuriyǝ lecale leena kale itǝ oborode.”
2a0404005d	Na Yeso bekaana, “A wela nyimi angmǝ Ashili na ‘Epaolya ta montaza oromo belle ne.’”
2a0405009e	Malo nyimi na ogomo obere oburu wa ana kai na wa ale ka kai azaa kazalo ka yende, na wa wore kai togomo teeka te zene a walau ba nyimi lerambo le ogomo shili.
2a0406009b	Nawa bekaa kai na, “Eyang nyau pate legoone aza togomo ka epa emea eya nyimi te, obekaana pate te teya taara tong, ma era ang nya komana ondooka ma yeme.
2a04070036	Aza nyimi, ba girwǝ o tareng teyo itǝ tateo apat.”
2a040800a2	Na Yeso bekaana wai na, “Angmǝ Ashili a bekaana, ‘Ateokora Ashili aya bare a girwǝ a tare ai a kang eza ai ogole. Aya ayo girwǝ a eze ai ogole belle.’”
2a040900b5	Na ogomo obere oburu wa ale ka Yeso a Urushalima na wa zale ka kai ara o kala be zaati ba akwilǝ a Ashili. Awa bekaana, “Bo Kena ka Ashili a baaza canko ara kaana ko taru a deze.
2a040a0060	Aza o bena angmǝ Ashili bekaana, ‘A yo ote atoma Ashili o zaa shili kane wobo ane tare ka bo.
2a040b0042	Neyo wobo ka taara tene nangka oto jukǝ obona o oo cale ne.’”
2a040c005e	Na Yeso bekaana, “A wela angmǝ Ashili kanza na ‘Tana o kedeya Ashili Ateokora o ne.’”
2a040d0058	Nangka ogomo obere oburu wa mare okedeya Yeso ba kuruwǝ, na wa baya kai a were me suri.
2a040e0076	Yeso ka kuri ba makeke ma Galili akaa pena ka legoone le obere orere, na oroka azaa kai wa ale kuruwame a makeke mame.
2a040f004b	Aka baale ne a nyimi madandaro ma o gwarzanang ma mane, na komana sabe kai.
2a041000be	Nangka ka ale a apeng Nazarat araaka ka gong ne, na ka lyǝ ba nyimi o dandaro gwarzanang maYahuda a lengme lo teeseke one, nangka ka mena ezaza me. Naka ere a itǝ kaka baale angmǝ Ashili.
2a0411006c	Na nya kai angmǝ Ashili aka Ishaya ondo o beya angmǝ ka mawo ma Ashili wa be, naka dingi araaka a bekaana,
2a041200d2	“Obere Ateokora waya mi. Wa zakang kang beye ngmǝ a lebo ana o dera ocǝ. Wa tongang kang ale kang baale andaaka a tesa ne na a yo dinggǝ ne. Arǝ kanza a yo pari ne a yizi. Andaaka a noke ne ane cǝ o era.
2a04130062	Kanza ang baale komana me o bekaana a were ka Ashili a yo wore yeme o ai o boza aromo wa dukǝ.”
2a041400a6	Malo nyimi naka gbwindari angmǝ me, aaka nya ondo eza ogole o dandaro o gwarzanang maYahuda e wela me, aka ale naka cikǝ. Na komana a nyimi arakaname kare kai yizi.
2a04150056	Ka bore bekaana, “Angmǝ Ashili ana ka e kona a nannameena a pena o ngmeengme na.”
