0100000008	Génesis
0e05080079	Los querubines tenían las alas extendidas sobre el lugar del Arca, y cubrían a esta por encima, lo mismo que las varas.
0e050900b0	Las varas del Arca eran tan largas que se dejaban ver sus extremos que salían un poco fuera del Santísimo; pero no se veían desde lejos: y allí están hasta el día de hoy.
0e050a00a6	En el Arca no había más que las dos tablas que allí había colocado Moisés en el Horeb, cuando Yahvé hizo alianza con los hijos de Israel, a su salida de Egipto.
0e050b0094	Cuando los sacerdotes salieron del Santuario —pues todos los sacerdotes que estaban presentes se habían santificado, ni había orden de clases—
0e050c00fe	y cuando todos los levitas cantores, Asaf, Hernán y Jedutún, con sus hijos y hermanos, vestidos de lino fino, estaban de pie al oriente del altar, tocando címbalos, salterios y cítaras, y con ellos ciento veinte sacerdotes, que tocaban las trompetas;
0e050d0186	cuando al mismo tiempo y al unísono se hicieron oír los que tocaban las trompetas y los cantores, alabando y celebrando a Yahvé, y cuando alzaron la voz con las trompetas y con los címbalos y otros instrumentos de música, sucedió que mientras alababan a Yahvé, diciendo: “Porque es bueno, porque es eterna su misericordia”, la Casa se llenó de una nube, la misma Casa de Yahvé;
0e050e0089	y no pudieron permanecer los sacerdotes para hacer el servicio, a causa de la nube; porque la gloria de Yahvé llenaba la Casa de Yahvé.
0e06010048	Después dijo Salomón: “Yahvé ha dicho que moraría en la oscuridad.
0e0602005f	Por eso te he edificado una Casa para morada, y un lugar estable donde habites para siempre.”
0e06030073	Luego, volviendo el rey su rostro, bendijo a toda la asamblea de Israel, estando de pie toda la asamblea de Israel.
0e06040089	Dijo: “Bendito sea Yahvé, Dios de Israel, que con su boca habló a David, mi padre, y con su mano ha cumplido (lo prometido) diciendo:
0e060500ea	«Desde el día que saqué a mi pueblo de la tierra de Egipto, no he elegido ninguna ciudad entre todas las tribus de Israel, para edificar una Casa donde estuviese mi Nombre; ni elegí varón que fuese príncipe de Israel, mi pueblo;
0e06060085	pero (ahora) he escogido a Jerusalén, para que esté allí mi Nombre, y he elegido a David para que reine sobre Israel, mi pueblo.»
0e06070060	David, mi padre, tuvo la intención de edificar una Casa al Nombre de Yahvé, el Dios de Israel.
0e0608008b	Yahvé, empero, dijo a David, mi padre: «En cuanto a tu intención de edificar una Casa a mi Nombre, bien has hecho en concebir esta idea.
0e0609008e	Sin embargo, no edificarás tú la Casa, sino que un hijo tuyo que saldrá de tus entrañas, ese será quien edificará la Casa a mi Nombre.»
0e060a00f1	Ahora bien, Yahvé ha cumplido la palabra que había pronunciado; me he levantado yo en lugar de David, mi padre, y me he sentado sobre el trono de Israel, como Yahvé había dicho, y he edificado la Casa al Nombre de Yahvé, Dios de Israel;
0e060b006e	y he puesto allí el Arca, en la cual está la Alianza de Yahvé, que Él celebró con los hijos de Israel.”
0e060c0072	Después (Salomón) se puso ante el altar de Yahvé, frente a toda la asamblea de Israel y extendió las manos —
0e060d0111	pues Salomón había hecho una tribuna de bronce de cinco codos de largo, cinco codos de ancho, y tres codos de alto, que había colocado en medio del atrio— y poniéndose sobre ella se arrodilló y frente a toda la asamblea de Israel, extendió sus manos hacia el cielo,
0e060e00c4	y dijo: “Yahvé, Dios de Israel, no hay Dios como Tú, ni en el cielo ni en la tierra; Tú guardas la Alianza y la misericordia para con tus siervos que andan delante de Ti con todo su corazón.
0e060f00a8	Tú has cumplido todas las promesas que diste a tu siervo David, mi padre, porque con tu boca lo prometiste, y con tu mano lo has cumplido, como (se ve) el día de hoy.
0e0610011d	Ahora, oh Yahvé, Dios de Israel, cumple también lo que prometiste a tu siervo David, mi padre, diciendo: Nunca te faltará varón delante de Mí que se siente sobre el trono de Israel, con tal que tus hijos velen sobre su camino andando en mi Ley, como tú has andado delante de Mí.
0e06110058	Cúmplase ahora, oh Yahvé, Dios de Israel, tu palabra que prometiste a tu siervo David.
0e061200ca	Pero, ¿es realmente posible que Dios habite con los hombres sobre la tierra? He aquí que los cielos y los cielos de los cielos no te pueden abarcar, ¿cuánto menos esta Casa que yo acabo de edificar?
0e0613009b	Con todo, atiende a la oración de tu siervo y a su súplica, oh Yahvé, Dios mío, y escucha el clamor y la oración que tu siervo presenta delante de Ti.
0e061400bf	¡Que tus ojos estén abiertos sobre esta Casa día y noche, sobre este lugar del cual has dicho que pondrías allí tu Nombre para escuchar la oración que dirige tu siervo hacia este lugar!
0e0615009f	Oye, pues, la súplica de tu siervo y de Israel, tu pueblo, cuando oren hacia este lugar. Escucha Tú desde el lugar de tu morada, el cielo; escucha y perdona.
0e06160085	Si alguno pecare contra su prójimo, y se le impusiere que haga juramento, y si él viniere a jurar delante de tu altar en esta Casa,
0e061700c0	escúchale desde el cielo; obra y juzga a tus siervos; da su merecido al inicuo, haciendo recaer su conducta sobre su cabeza, y declarando inocente al justo, remunerándole según su justicia.
0e061800a9	Si Israel, tu pueblo, fuere vencido por el enemigo, por haber pecado contra Ti, y ellos se convirtieren y confesaren tu Nombre, orando y suplicando ante Ti en esta Casa,
0e0619008c	escúchalos desde el cielo, y perdona el pecado de Israel, tu pueblo, y llévalos de nuevo a la tierra que les diste a ellos y a sus padres.
0e061a00c4	Si se cerrare el cielo, de manera que no haya lluvia, por haber pecado ellos contra Ti; si entonces oraren hacia este lugar y confesaren tu Nombre, convirtiéndose de su pecado por afligirlos Tú,
0e061b00cc	escúchalos en el cielo, y perdona el pecado de tus siervos y de Israel, tu pueblo, enseñándoles el buen camino en que deben andar, y envía lluvia sobre la tierra que has dado por herencia a tu pueblo.
0e061c00e2	Si sobreviniere hambre en el país, si hubiere peste, o si hubiere tizón, o añublo, langosta u otra clase de insectos, o si su enemigo los cercare en el país, en las ciudades, o si hubiere cualquier otra plaga o enfermedad,
0e061d009c	si entonces un hombre, o todo Israel, tu pueblo, hiciere oraciones y súplicas, y uno, reconociendo su llaga y su dolor, tendiere sus manos hacia esta Casa,
0e061e00d9	escúchale desde el cielo, lugar de tu morada, y perdona, remunerando a cada uno conforme a todos sus caminos, estándote manifiesto su corazón —pues solamente Tú conoces el corazón de los hijos de los hombres—
0e061f0073	para que te teman, andando en tus caminos todo el tiempo que vivieren en la tierra que Tú diste a nuestros padres.
0e062000bc	También al extranjero, que no es de tu pueblo de Israel, si viniere de tierras lejanas a causa de tu gran Nombre, tu mano fuerte y tu brazo extendido, cuando viniere y orare en esta Casa,
0e0621010d	escúchale desde el cielo, lugar de tu morada, y haz conforme a todo lo que te pidiere el extranjero, a fin de que todos los pueblos de la tierra conozcan tu Nombre y te teman, como Israel, tu pueblo, y sepan que tu Nombre es invocado sobre esta Casa por mí edificada.
0e062200db	Si saliere tu pueblo a campaña contra sus enemigos siguiendo el camino por el cual Tú le envíes, si oraren a Ti, dirigiendo su rostro hacia esta ciudad que Tú has escogido, y la Casa que yo he edificado a tu Nombre,
0e06230048	escucha Tú desde el cielo su oración y su plegaria, y hazles justicia.
0e062400b4	Cuando pecaren contra Ti —pues no hay hombre que no peque— y Tú irritado contra ellos los entregares en poder de un enemigo que los lleve cautivos a un país lejano o cercano,
0e062500bc	y ellos volviendo en sí en el país de su cautiverio se convirtieren y te suplicaren en la tierra de su cautiverio, diciendo: «Hemos pecado, hemos cometido iniquidad, hemos obrado mal»;
0e06260117	si de veras se convirtieren a Ti de todo su corazón y con toda su alma en el país de su cautiverio a que fueron llevados cautivos, y oraren mirando hacia la tierra que Tú diste a sus padres, y hacia la ciudad que Tú escogiste, y hacia la Casa que yo he edificado a tu Nombre,
0e06270096	escucha desde el cielo, desde el lugar de tu morada, su oración y su plegaria; hazles justicia y perdona a tu pueblo los pecados cometidos contra Ti.
0e06280066	Estén, oh Dios mío, tus ojos abiertos, y tus oídos atentos a la oración que se haga en este lugar.
0e062900c0	¡Y ahora, levántate, oh Yahvé, Dios (y ven) al lugar de tu reposo, Tú y el Arca de tu poderío! ¡Que tus sacerdotes, oh Yahvé Dios, se revistan de salud y tus santos gocen de tus bienes!
0e062a0079	Yahvé, Dios mío, no rechaces el rostro de tu ungido; acuérdate de las misericordias (otorgadas) a David, tu siervo.”
0e0701008a	Cuando Salomón acabó de orar, bajó del cielo fuego que consumió el holocausto y los sacrificios; y la gloria de Yahvé llenó la Casa.
0e0702006e	Y no podían los sacerdotes entrar en la Casa de Yahvé, porque la gloria de Yahvé llenaba la Casa de Yahvé.
0e070300f9	Entonces todos los hijos de Israel, al ver descender el fuego y la gloria de Yahvé sobre la Casa, se postraron rostro en tierra sobre el pavimento, y adoraron, celebrando a Yahvé (diciendo): “porque es bueno, porque es eterna su misericordia.”
0e07040047	Luego el rey y todo el pueblo ofrecieron sacrificios delante de Yahvé.
0e070500a5	El rey Salomón ofreció en sacrificio veinte y dos mil bueyes y ciento veinte mil ovejas. Así el rey y todo el pueblo celebraron la dedicación de la Casa de Dios.
0e07060183	Los sacerdotes atendían su ministerio, como también los levitas con los instrumentos de música de Yahvé, que el rey David había hecho para alabar a Yahvé (con las palabras): “porque es eterna su misericordia”. El mismo David solía alabar (a Dios) por medio de ellos. Los sacerdotes que tocaban las trompetas estaban delante de los (levitas), y todo Israel se mantenía en pie.
0e0707010b	Salomón santificó también el atrio central, que está delante de la Casa de Yahvé; pues ofreció allí los holocaustos y las grosuras de los sacrificios pacíficos, ya que el altar de bronce que había hecho no podía contener los holocaustos, oblaciones y sebos.
0e070800a1	Salomón celebró durante siete días la fiesta, y con él todo Israel, una multitud numerosísima, venida desde la entrada de Hamat hasta el torrente de Egipto.
0e0709009a	Al día octavo tuvo lugar la asamblea solemne, porque habían hecho la dedicación del altar por siete días, de manera que la fiesta (duró) siete días.
0e070a00d8	El día veinte y tres del mes séptimo (Salomón) envió al pueblo a sus casas, y estaban alegres y contentos en su corazón por todos los beneficios que Yahvé había hecho a David, a Salomón y a Israel, su pueblo.
0e070b008f	Acabó Salomón la Casa de Yahvé y la casa del rey, y realizó todo cuanto se había propuesto hacer en la Casa de Yahvé y en su propia casa.
0e070c0088	Apareciose entonces Yahvé a Salomón de noche, y le dijo: “He oído tu oración, y me he escogido este lugar como Casa de sacrificio.
0e070d007e	Si Yo cerrare el cielo y no lloviere, si Yo enviare la langosta para que devore la tierra, o mandare la peste entre mi pueblo;
0e070e00cf	y si mi pueblo sobre el cual es invocado mi nombre se humillare, orando y buscando mi rostro, y si se convirtieren de sus malos caminos, Yo los oiré desde el cielo, perdonaré su pecado y sanaré su tierra.
0e070f0059	Estarán mis ojos abiertos, y mis oídos atentos a la oración que se haga en este lugar;
0e0710009a	pues ahora he escogido y santificado esta Casa, para que en ella permanezca para siempre mi Nombre. Allí estarán mis ojos y mi corazón todos los días.
0e07110092	Y en cuanto a ti, si andas en mi presencia como anduvo David, tu padre, haciendo todo lo que te he mandado, y guardando mis leyes y mis preceptos,
0e0712009a	haré estable el trono de tu reino, como he pactado con David, tu padre, diciendo: «Jamás te faltará hombre (de tu descendencia) que reine en Israel.»
0e07130097	Pero si os apartáis, abandonando mis leyes y mis mandamientos que os he puesto delante, y vais a servir a otros dioses, postrándoos delante de ellos,
0e071400b6	os arrancaré de mi país que os he dado, y esta Casa que he santificado para mi Nombre la echaré de mi presencia, y la haré objeto de proverbio y escarnio entre todos los pueblos.
0e071500a9	Y esta Casa tan alta vendrá a ser el espanto de todos los que pasaren cerca de ella, de modo que dirán: «¿Por qué ha tratado Yahvé así a este país y esta Casa?»
0e071600f9	Y se les responderá: «Porque abandonaron a Yahvé, el Dios de sus padres, que los había sacado de la tierra de Egipto, y se adhirieron a otros dioses, postrándose ante ellos y sirviéndolos, por eso Él hizo venir sobre ellos todo este mal».”
0e08010065	Al cabo de veinte años, cuando Salomón hubo acabado de edificar la Casa de Yahvé y su propia casa,
0e0802005e	reconstruyó las ciudades que Huram le había dado, y estableció allí a los hijos de Israel.
0e0803003b	Salomón marchó contra Hamat-Sobá, y se apoderó de ella;
0e08040062	edificó a Tadmor en el desierto, y todas las ciudades de abastecimientos que construyó en Hamat;
0e08050073	edificó a Bethorón la alta, y a Bethorón la baja, ciudades fortificadas, que tenían murallas, puertas y barras,
0e080600ef	y a Baalat, con todas las ciudades de abastecimientos que le pertenecían, y todas las ciudades de los carros y las ciudades de la caballería, y todo lo que le gustó edificar en Jerusalén, en el Líbano y en todo el país de su dominio.
0e08070080	A toda la gente que había quedado de los heteos, los amorreos, los fereceos, los heveos y los jebuseos, que no eran israelitas;
0e080800c4	(es decir), a sus hijos, que después de ellos habían quedado en el país y a quienes los israelitas no habían exterminado, los destinó Salomón para prestación personal, hasta el día de hoy.
0e080900ba	No empleó Salomón a ninguno de los hijos de Israel como esclavo para sus obras, sino que ellos eran hombres de guerra, jefes y oficiales, comandantes de sus carros y de su caballería.
0e080a0069	Los jefes de las guarniciones que tenía Salomón eran doscientos cincuenta. Ellos gobernaban a la gente.
0e080b0108	Salomón trasladó a la hija del Faraón de la ciudad de David a la casa que para ella había edificado; pues se decía: “No ha de habitar mi mujer en la casa de David, rey de Israel; porque sagrados son aquellos (lugares) adonde ha entrado el Arca de Yahvé.”
0e080c0071	Entonces ofreció Salomón holocaustos a Yahvé sobre el altar de Yahvé que había erigido delante del pórtico,
0e080d00dd	ofreciendo lo que para cada día había prescrito Moisés, para los sábados, los novilunios y las fiestas, tres veces al año: en la fiesta de los Ázimos, en la fiesta de las Semanas y en la fiesta de los Tabernáculos.
0e080e014e	Estableció también las clases de los sacerdotes en sus ministerios, conforme al reglamento de su padre David, y a los levitas en su cargo de cantar y servir bajo vigilancia de los sacerdotes, según el rito de cada día; y a los porteros con arreglo a sus clases, en cada puerta; porque así lo había mandado David, varón de Dios.
0e080f0083	Y no se apartaron en nada del mandamiento del rey respecto a los sacerdotes y los levitas, ni tampoco en lo relativo a los tesoros.
0e081000b1	Toda la obra de Salomón se hallaba bien preparada, desde el día en que se echaron los cimientos de la Casa de Yahvé hasta su terminación. Así fue acabada la Casa de Yahvé.
0e08110055	Entonces Salomón fue a Esionguéber y a Elat, a orillas del Mar en el país de Edom,
0e081200e6	y Huram envió, por mano de sus siervos, navíos cuyos marineros eran conocedores del mar. Fueron estos con los siervos de Salomón a Ofir, de donde trajeron cuatrocientos cincuenta talentos de oro, que entregaron al rey Salomón.
0e09010136	Había oído la reina de Sabá la fama de Salomón, y vino a Jerusalén para probar a Salomón con enigmas. (Vino) con séquito muy grande, con camellos que traían aromas, gran cantidad de oro, y piedras preciosas. Llegada que fue donde estaba Salomón, habló con él sobre todo lo que tenía en su corazón.
0e09020078	Salomón contestó a todas sus preguntas; y no hubo nada que fuese escondido a Salomón y que él no pudiera explicarle.
0e09030057	Cuando la reina de Sabá vio la sabiduría de Salomón, y la casa que había edificado,
0e090400df	los manjares de su mesa, las habitaciones de sus servidores, el porte de sus criados y los vestidos de los mismos, sus coperos con sus trajes, y la escalera por donde él subía a la Casa de Yahvé, se quedó como atónita,
0e09050057	y dijo al rey: “Verdad es lo que en mi país he oído decir de ti y de tu sabiduría.
0e090600d8	Yo no creía lo que se decía, hasta que he venido y lo han visto mis propios ojos; y he aquí que no se me había contado ni la mitad de la grandeza de tu sabiduría, pues tú sobrepujas la fama que yo Había oído.
0e09070074	¡Dichosas tus gentes! ¡Dichosos estos tus siervos, los cuales están siempre en tu presencia y oyen tu sabiduría!
0e090800fc	¡Bendito sea Yahvé tu Dios que se ha complacido en ti, poniéndote sobre su trono como rey de Yahvé, tú Dios, por el amor que tu Dios tiene hacia Israel para conservarlo para siempre, y te ha hecho rey sobre ellos para ejercer juicio y justicia!”
0e0909009e	Y dio al rey ciento veinte talentos de oro, gran cantidad de aromas y piedras preciosas. Nunca hubo aromas como los que la reina de Sabá dio al rey Salomón.
0e090a0082	Los siervos de Huram y los siervos de Salomón, que traían oro de Ofir, trajeron también madera de sándalo y piedras preciosas.
0e090b00c2	De la madera de sándalo hizo el rey balaustradas para la Casa de Yahvé y la casa real, y cítaras y salterios para los cantores. No se había visto antes en el país de Judá madera semejante.
0e090c00d5	El rey Salomón dio a la reina de Sabá todo cuanto ella quiso y cuanto pidió, fuera (del equivalente) de lo que ella había traído al rey. Después se volvió y regresó a su tierra, acompañada de sus siervos.
0e090d0067	El peso del oro que llegaba a Salomón año por año era de seiscientos sesenta y seis talentos de oro,
0e090e0090	además de lo que traían los mercaderes y traficantes. Todos los reyes de Arabia, y los gobernadores del país, traían oro y plata a Salomón.
0e090f007b	Hizo el rey Salomón doscientos grandes escudos de oro batido, empleando para cada escudo seiscientos siclos de oro batido,
0e091000a3	y (otros) trescientos escudos de oro batido, para cada uno de los cuales empleó trescientos siclos de oro; y los colocó el rey en la Casa del Bosque del Líbano.
0e09110048	Asimismo hizo el rey un gran trono de marfil, que revistió de oro puro.
0e091200ac	El trono sobre una tarima de oro, tenía seis gradas, que estaban sujetas a él, y brazos a uno y otro lado del lugar del asiento, y dos leones, de pie, junto a los brazos.
0e09130080	Además estaban allí de pie doce leones sobre las seis gradas a uno y otro lado. Nunca se hizo otro semejante en ningún reino.
0e091400b2	Todos los vasos de beber del rey Salomón eran de oro, y toda la vajilla de la Casa del Bosque del Líbano era de oro fino. La plata no se estimaba en los días del rey Salomón.
0e091500b6	Porque el rey tenía naves que navegaban a Tarsis con los siervos de Huram y una vez cada tres años llegaban las naves de Tarsis, trayendo oro y plata, marfil, monos y pavos reales.
0e09160057	Así el rey Salomón sobrepujó a todos los reyes de la tierra en riqueza y sabiduría.
0e0917007f	Todos los reyes de la tierra buscaban ver el rostro de Salomón, para oír la sabiduría que Dios había puesto en su corazón;
0e09180085	y cada uno de ellos traía su presente, objetos de plata y objetos de oro, vestidos, armas, aromas, caballos y mulos, año tras año.
0e091900ae	Tenía Salomón cuatro mil pesebres para los caballos y carros, y doce mil jinetes, a los cuales puso en cuarteles en las ciudades de los carros y en Jerusalén junto al rey.
0e091a006c	Dominaba sobre todos los reyes desde el río hasta el país de los filisteos y hasta los confines de Egipto.
0e091b009b	Hizo el rey que en Jerusalén la plata fuese (tan común) como las piedras, y tuvo tanta abundancia de cedros como los sicómoros que crecen en la Sefelá.
0e091c0049	Traían también caballos para Salomón de Egipto y de todos los países.
0e091d00e6	Las demás cosas de Salomón, las primeras y las postreras, ¿no están escritas en la historia de Natán profeta, en las profecías de Ahías silonita, y en las visiones del vidente Iddó dirigidas contra Jeroboam, hijo de Nabat?
0e091e003f	Salomón reinó en Jerusalén sobre todo Israel cuarenta años.
0e091f0078	Y Salomón se durmió con sus padres, y lo sepultaron en la ciudad de su padre David. En su lugar reinó su hijo Roboam.
0e0a010058	Fue Roboam a Siquem; porque todo Israel había concurrido a Siquem para proclamarle rey.
0e0a020073	Cuando lo supo Jeroboam, hijo de Nabat, que estaba en Egipto, adonde había huido de la presencia del rey Salomón,
0e0a03007c	volvió de Egipto, pues habían enviado a llamarle. Vino entonces Jeroboam con todo Israel, y hablaron con Roboam, diciendo:
0e0a040089	“Tu padre hizo duro nuestro yugo; ahora alivia tú la dura servidumbre de tu padre y su yugo pesado que nos impuso, y te serviremos.”
0e0a050050	Él les contestó: “Volved a mí de aquí a tres días.” Y el pueblo se fue.
0e0a0600a7	Luego consultó el rey Roboam a los ancianos, que habían servido a Salomón, mientras vivía, y les preguntó: “¿Qué me aconsejáis que responda a este pueblo?”
0e0a07009b	Le contestaron, diciendo: “Si eres bueno con este pueblo y condesciendes con ellos y les diriges palabras amables, serán siervos tuyos perpetuamente.”
0e0a080082	Pero él dejó el consejo que los ancianos le dieron y consultó a los jóvenes que se habían criado con él y formaban su corte.
0e0a090090	Les dijo: “¿Qué aconsejáis vosotros que responda a este pueblo, que me ha hablado, diciendo: «Alivia el yugo que nos impuso tu padre»?”
0e0a0a00f1	Le contestaron los jóvenes que se habían criado con él, diciendo: “Al pueblo que te dijo: Tu padre agravó nuestro yugo, aligéranoslo tú, le responderás en estos términos: «Mi dedo meñique es más grueso que los lomos de mi padre.
0e0a0b008d	Mi padre os impuso un yugo pesado, pero yo lo agravaré todavía más; mi padre os azotó con látigos, mas yo lo haré con escorpiones».”
0e0a0c0085	VoIvieron Jeroboam y todo el pueblo al tercer día a Roboam, como el rey había mandado, diciendo: “Volved a mí al tercer día”;
0e0a0d004b	pero el rey, dejando el consejo de los ancianos, les respondió con dureza,
0e0a0e00b8	y siguiendo el consejo de los jóvenes, dijo: “Mi padre agravó vuestro yugo, pero yo lo agravaré todavía más; mi padre os azotó con látigos, mas yo lo haré con escorpiones.”
0e0a0f00ae	Y no escuchó el rey al pueblo, pues esto sucedió por voluntad de Dios para cumplir la palabra que Yahvé había dicho por boca de Ahías silonita a Jeroboam, hijo de Nabat.
0e0a100133	Viendo todo Israel que el rey no los escuchaba, el pueblo dio al rey la siguiente respuesta: “¿Qué tenemos nosotros que ver con David? ¿Cuál es nuestra herencia con el hijo de Isaí? ¡Cada uno a su tienda, oh Israel! ¡Y tú, David, mira por tu propia casa!” Y todo Israel se retiró a sus tiendas.
0e0a110071	De manera que Roboam reinó (solamente) sobre cuántos de los hijos de Israel habitaban en las ciudades de Judá.
0e0a1200c0	Después envió el rey Roboam a Hadoram, prefecto de los tributos, al cual los hijos de Israel mataron a pedradas. Entonces el rey Roboam se apresuró a subir a su carro, y huyó a Jerusalén.
0e0a130040	Así se separó Israel de la casa de David hasta el día de hoy.
0e0b0100a8	Llegado a Jerusalén reunió Roboam la casa de Judá y la de Benjamín, ciento ochenta mil hombres, tropas escogidas, para atacar a Israel y devolver el reino a Roboam.
0e0b020054	Entonces llegó la palabra de Yahvé a Semeías, varón de Dios, en estos términos:
0e0b030069	Habla a Roboam, hijo de Salomón, rey de Judá, y a todo Israel que está en Judá y Benjamín, diciendo:
0e0b0400dd	Así dice Yahvé: “No subáis a luchar con vuestros hermanos; vuélvase cada cual a su casa; pues por voluntad mía ha sido hecho esto.” Y ellos, al oír las palabras de Yahvé, desistieron de marchar contra Jeroboam.
0e0b050048	Roboam habitó en Jerusalén, y edificó ciudades fortificadas en Judá.
0e0b060023	Fortificó a Betlehem, Etam, Tecoa,
0e0b070017	Betsur, Socó, Odullam,
0e0b080012	Gat, Maresá, Cif,
0e0b090019	Adoraim, Laquís, Acecá,
0e0b0a0051	Zorá, Ayalón y Hebrón, ciudades fortificadas situadas en Judá y en Benjamín.
0e0b0b006e	Después de restaurar las fortalezas, puso en ellas comandantes, provisiones de víveres, de aceite y de vino,
0e0b0c0069	y en cada una de ellas escudos y lanzas; y las hizo sumamente fuertes. Con él estaban Judá y Benjamín.
0e0b0d005a	Los sacerdotes y los levitas de todo Israel se vinieron a él desde todos sus territorios;
0e0b0e00cd	pues los levitas abandonaron sus ejidos y sus posesiones y se fueron a Judá y a Jerusalén, porque Jeroboam y sus hijos les habían prohibido el ejercicio de las funciones sacerdotales en honor de Yahvé;
0e0b0f006d	y además había establecido sacerdotes para los lugares altos, los sátiros y los becerros que había hecho.
0e0b1000d8	Los siguieron aquellos que de entre todas las tribus de Israel tenían puesto su corazón en buscar a Yahvé, el Dios de Israel. Vinieron, pues, a Jerusalén, para ofrecer sacrificios a Yahvé, el Dios de sus padres,
0e0b1100a9	y así fortalecieron el reino de Judá y consolidaron (el reino) de Roboam, hijo de Salomón, por tres años: pues tres años siguieron el camino de David y de Salomón.
0e0b12006c	Roboam tomó por mujer a Mahalat, hija de Jerimot, hijo de David y de Abihail, hija de Eliab, hijo de Isaí.
0e0b130030	Esta le dio los hijos Jeús, Semarías y Záham.
0e0b14005f	Después tomó a Maacá, hija de Absalón, la cual le dio a luz a Abías, Atai, Sisa y Selomit.
0e0b1500b8	Roboam amaba a Maacá, hija de Absalón, más que a todas sus mujeres y concubinas; pues tuvo diez y ocho mujeres y sesenta concubinas; y engendró veinte y ocho hijos y sesenta hijas.
0e0b160069	Roboam puso a Abías, hijo de Maacá, por cabeza y príncipe de sus hermanos, porque quería hacerle rey.
0e0b1700d1	Para este fin repartió hábilmente a todos sus (demás) hijos por toda la tierra de Judá y de Benjamín, en todas las ciudades fortificadas, dándoles alimentos en abundancia y procurándoles muchas mujeres.
0e0c010064	Consolidado y afianzado que hubo el reino, abandonó Roboam la Ley de Yahvé, y con él todo Israel.
0e0c020091	Y sucedió que el año quinto del rey Roboam subió Sesac, rey de Egipto, contra Jerusalén —porque (sus habitantes) no eran fieles a Yahvé—
0e0c03008a	con mil doscientos carros y sesenta mil jinetes; y no se podía contar la gente que venía con él de Egipto: libios, suquitas y etíopes.
0e0c040043	Tomó las ciudades fortificadas de Judá y llegó hasta Jerusalén.
0e0c0500f4	Entonces el profeta Semeías vino a Roboam y a los jefes de Judá, que se habían reunido en Jerusalén por miedo a Sesac, y les dijo: “Así dice Yahvé: Vosotros me habéis abandonado, y por esto también Yo os abandono en poder de Sesac.”
0e0c060061	Efectivamente los príncipes de Israel y el rey se humillaron y dijeron: “¡Justo es Yahvé!”
0e0c0700ff	Cuando Yahvé vio que se habían humillado, llegó a Semeías la palabra de Yahvé, que decía: “Por haberse ellos humillado, no los destruiré, sino que les concederé un poco de salvación, y no se derramará mi ira sobre Jerusalén por mano de Sesac.
0e0c080077	Pero le quedarán sujetos, para que conozcan lo que es mi servidumbre y la servidumbre de los reinos de los países.”
0e0c0900c7	Subió, pues, Sesac rey de Egipto contra Jerusalén y tomó los tesoros de la Casa de Yahvé y los tesoros de la casa real. Lo tomó todo, y se llevó también los escudos de oro hechos por Salomón.
0e0c0a0091	En su lugar hizo el rey Roboam escudos de bronce, que entregó en manos de los jefes de la guardia que custodiaban la entrada de la casa del rey.
0e0c0b0093	Y siempre que el rey iba a la Casa de Yahvé, venían los de la guardia y los llevaban; y después volvían a ponerlos en la cámara de la guardia.
0e0c0c0095	A raíz de su humillación se apartó de él la ira de Yahvé, el cual no le destruyó del todo, pues se hallaban aún en Judá algunas obras buenas.
0e0c0d0126	El rey Roboam se fortaleció en Jerusalén, y reinó. Roboam tenía cuarenta y un años cuando empezó a reinar, y diez y siete años reinó en Jerusalén, la ciudad que Yahvé había escogido de entre todas las tribus de Israel para poner allí su Nombre. Su madre se llamaba Naamá, ammonita.
0e0c0e0052	Hizo lo que era malo, porque no había dispuesto su corazón para buscar a Yahvé.
0e0c0f00c5	Las actividades de Roboam, las primeras y las postreras, ¿no están escritas exactamente en la historia del profeta Semeías y del vidente Iddó? Entre Roboam y Jeroboam hubo continuamente guerra.
0e0c10006b	Roboam se durmió con sus padres, y fue sepultado en la ciudad de David. En su lugar reinó su hijo Abías.
0e0d01004a	Abías comenzó a reinar sobre Judá el año decimoctavo del rey Jeroboam.
0e0d020084	Reinó tres años en Jerusalén. El nombre de su madre era Micaía, hija de Uriel, de Gabaá. Y hubo guerra entre Abías y Jeroboam.
0e0d0300bb	Abías empezó la guerra con un ejército de valientes guerreros: cuatrocientos mil hombres escogidos, pero se le opuso a él Jeroboam con ochocientos mil guerreros escogidos y valerosos.
0e0d04009c	Entonces se levantó Abías y habló desde el monte Semaraim, que está en la montaña de Efraím, en estos términos: “¡Oídme, Jeroboam, y todo Israel!
0e0d050086	¿Ignoráis acaso que Yahvé, el Dios de Israel, dio el reino sobre Israel para siempre a David, a él y a sus hijos con pacto de sal?
0e0d06006b	Pero Jeroboam, hijo de Nabat, siervo de Salomón, hijo de David, se levantó en rebelión contra su señor.
0e0d0700c2	Se juntaron con él unos individuos abyectos, hijos de Belial, con cuya ayuda prevaleció contra Roboam, hijo de Salomón, cuando este era joven y de tierno corazón y no podía hacerles frente.
0e0d0800d8	Y ahora tratáis vosotros de hacer resistencia al reino de Yahvé, que está en manos de los hijos de David, porque sois una inmensa multitud y con vosotros están los becerros de oro que Jeroboam os puso por dioses.
0e0d090133	¿No habéis expulsado a los sacerdotes de Yahvé, los hijos de Aarón y los levitas? ¿Y no os habéis hecho sacerdotes a la manera de los pueblos de los (demás) países? Cualquiera que viene con un novillo y siete carneros y pide la dignidad sacerdotal, es constituido sacerdote de los que no son dioses.
