2800000007	Matthew
2c0d2100a1	lo, God hath fulfilled it to us their children, in that he raised up Jesus; as it is written in the second psalm: Thou art my Son; this day have I begotten thee.
2c0d220093	And God hath so raised him from the dead, that he will not return again and see corruption; as he said: I will give to you the sure grace of David.
2c0d23005a	And again he said, in another place: Thou hast not given thy devout one to see corruption.
2c0d24007d	For David, in his generation, served the pleasure of God, and went to rest, and was added to his fathers, and saw corruption.
2c0d25003c	But this person, whom God raised up, did not see corruption.
2c0d260057	Know therefore, brethren, that through this man remission of sins is proclaimed to you.
2c0d270081	And every one that believeth in this man, is made just from all things, from which ye could not be made just by the law of Moses.
2c0d28004d	Beware, therefore, lest that come upon you, which is written in the prophets:
2c0d290087	Behold, ye despisers, and wonder, and perish; for I work a work in your days, which ye will not believe, though a man relate it to you.
2c0d2a006b	And when they had gone from them, they besought them to speak the same things to them the next sabbath day.
2c0d2b00b8	And when the synagogue was dismissed, many Jews went after them, and likewise proselytes who feared God. And they conversed with them, and persuaded them to adhere to the grace of God.
2c0d2c0047	And the next sabbath, the whole city assembled to hear the word of God.
2c0d2d008d	And when the Jews saw the great assembly, they were filled with envy, and set them selves against the words which Paul spoke, and blasphemed.
2c0d2e00e5	And Paul and Barnabas said openly: To you first, ought the word of God to be spoken; but because ye repel it from you, and decide, against yourselves, that ye are not worthy of life eternal, lo, we turn ourselves to the Gentiles.
2c0d2f0098	For so hath our Lord commanded us; as it is written: I have set thee a light to the Gentiles; that thou shouldst be for life unto the ends of the earth.
2c0d30007a	And when the Gentiles heard this, they rejoiced and glorified God. And those believed, who were appointed to life eternal.
2c0d31003a	And the word of the Lord was talked of in all that region.
2c0d3200c1	But the Jews stirred up the chiefs of the city, and the opulent women who with them feared God, and set up a persecution against Paul and against Barnabas, and expelled them from their borders.
2c0d33006c	And when they went out, they shook off the dust of their feet against them, and went to the city of Iconium.
2c0d340041	And the disciples were filled with joy, and with the Holy Spirit.
2c0e010083	And they came and entered into the synagogue of the Jews, and so spoke with them, that many of the Jews and of the Greeks believed.
2c0e020055	But Jews of the class of unbelievers, excited the Gentiles, to maltreat the brethren.
2c0e0300b7	And they continued there a long time, and spoke openly concerning the Lord; and he gave testimony to the word of his grace, by the signs and prodigies which he wrought by their hands.
2c0e040072	And the whole multitude of the city was divided; and a part were with the Jews, and a part adhered to the legates.
2c0e050082	And an assault was made on them, by the Gentiles, and by the Jews and their chiefs, to insult them, and to stone them with stones.
2c0e06007e	And when they knew it, they departed and fled to the cities of Lycaonia and Lystra and Derbe, and to the villages around them;
2c0e070018	and there they preached.
2c0e080082	And a certain man dwelt in the city Lystra, who was afflicted in his feet, a cripple from his mother's womb, who had never walked.
2c0e09004f	He heard Paul speak: and when Paul saw him, and knew that he had faith to live;
2c0e0a0091	he said to him, with a loud voice: In the name of our Lord Jesus Messiah, I say to thee, Rise upon thy feet. And he sprang up, stood, and walked.
2c0e0b00c0	And the assembly of people, when they saw what Paul had done, raised their voice, and said, in the language of the country: The gods have assumed the likeness of men, and have come down to us.
2c0e0c0061	And they named Barnabas the Lord of the Gods; and Paul Hermes, because he commenced the speaking.
2c0e0d00b5	And the priest of the Lord of the Gods, who was without the city, brought oxen and garlands to the gate of the court where they lodged, and was disposed to offer sacrifices to them.
2c0e0e0065	But Barnabas and Paul, when they heard it, rent their garments, and sprang and went among the throng,
2c0e0f00e9	and called out, and said: Men, what do ye? We also are frail mortals like yourselves, who preach to you, that ye should turn from these useless things, unto the living God, who made heaven and earth and seas, and whatever is in them.
2c0e100041	He, in former ages, left all the nations to go in their own ways:
2c0e1100ce	although he did not leave himself without testimony, while he did them good from heaven, and sent down the rain, and made the fruits to grow in their seasons, and filled their hearts with food and pleasure.
2c0e120067	And, by saying these things, they with difficulty prevented the people from offering sacrifice to them.
2c0e1300a6	But Jews came hither from Iconium and Antioch, and excited the people against them. And they stoned Paul, and dragged him out of the city, supposing that he was dead.
2c0e1400aa	And the disciples assembled around him; and he arose, and went into the city. And the next day, he departed from there, with Barnabas; and they came to the city of Derbe.
2c0e1500a8	And while they were preaching to the inhabitants of that city, they made many disciples. And turning back, they came to the city Lystra, and to Iconium, and to Antioch,
2c0e1600bb	confirming the souls of the disciples, and entreating them to persevere in the faith; and they told them, that it was necessary, through much affliction, to enter into the kingdom of God.
2c0e170093	And they established for them Elders in each church, while they fasted with them, and prayed, and commended them to our Lord in whom they believed.
2c0e18004e	And when they had travelled over the region of Pisidia they came to Pamphylia.
2c0e19005e	And when they had spoken the word of the Lord in the city of Perga, they went down to Attalia.
2c0e1a00a6	And thence they proceeded by sea, and came to Antioch; because from there they had been commended to the grace of the Lord, for that work which they had accomplished.
2c0e1b00a0	And when they had collected together the whole church, they narrated all that God had wrought with them, and that he had opened a door of faith to the Gentiles.
2c0e1c0037	And they remained there a long time with the disciples.
2c0f01009b	And certain men came down from Judaea, and taught the brethren, that unless ye be circumcised, in accordance with the rite of the law, ye cannot have life.
2c0f0200c8	And Paul and Barnabas had much trouble and disputation with them. And it resulted, that Paul and Barnabas, and others with them, went up to the legates and Elders at Jerusalem, because of this matter.
2c0f0300d4	And the church waited on them, and sent them away; and they travelled through all Phenicia and the territory of the Samaritans, narrating the conversion of the Gentiles, and causing great joy to all the brethren.
2c0f04009e	And when they came to Jerusalem, they were received by the church, and by the Elders, and by the legates; and they recounted all that God had wrought by them.
2c0f0500a8	And some who from the sect of the Pharisees had believed, rose up and said: It is necessary for you to circumcise them, and to command them to observe the law of Moses.
2c0f06003f	And the legates and Elders assembled, to look into this matter.
2c0f0700dc	And when there had been much discussion, Simon arose and said to them: Men, brethren, ye know that, from the earlier days, God chose that from my mouth the Gentiles should hear the word of the gospel, and should believe.
2c0f080078	And God, who knoweth what is in hearts, bore testimony concerning them, and gave the Holy Spirit to them, even as to us.
2c0f09005a	And he made no distinction between them and us; because he purified their hearts by faith.
2c0f0a0078	And now, why tempt ye God, by putting a yoke on the necks of the disciples, which neither our fathers nor we could bear?
2c0f0b0061	But we believe, that we as well as they, are to have life by the grace of our Lord Jesus Messiah.
2c0f0c009d	And the whole assembly were silent, and listened to Paul and Barnabas, who related how God by their hands had wrought signs and prodigies among the Gentiles.
2c0f0d004a	And after they ceased, James arose and said: Men, brethren, hearken to me.
2c0f0e0065	Simon hath related to you, how God hath begun to elect a people for his name from among the Gentiles.
2c0f0f0041	And with this the words of the prophets accord, as it is written:
2c0f10009e	After these things I will return, and will set up the tabernacle of David that had fallen; and will build that which was in ruins in it, and will raise it up:
2c0f110087	so that the residue of men may seek the Lord, and all the nations on whom my name is called; saith the Lord, who doth all these things.
2c0f120029	Known, from of old, are the works of God.
2c0f130062	Therefore I say to you, let them not crush those who from among the Gentiles have turned unto God.
2c0f14009e	But let word be sent to them, that they keep aloof from the defilement of a sacrifice to idols, and from whoredom, and from what is strangled, and from blood.
2c0f150066	For in every city, from former ages, Moses hath heralds in the synagogues, who read him every sabbath.
2c0f1600de	Then the legates and Elders, with all the church, chose men from among themselves, and sent them to Antioch, with Paul and Barnabas; namely, Jude, who was called Barsabas, and Silas, men who were chiefs among the brethren.
2c0f1700b4	And they wrote a letter by them, thus: The legates and Elders and brethren, to them that are in Antioch, and in Syria, and in Cilicia, brethren who are from the Gentiles, greeting:
2c0f1800ce	We have heard, that some have gone from us and disquieted you, by discourses, and have subverted your minds, by saying, That ye must be circumcised and keep the law; things which we have not commanded them.
2c0f190075	Therefore we all have thought fit, when assembled, to choose and send men to you, with our beloved Paul and Barnabas,
2c0f1a0049	men who have given up their lives for the name of our Lord Jesus Messiah.
2c0f1b0059	And we have sent with them Jude and Silas, that they may tell you the same things orally.
2c0f1c0090	For it was pleasing to the Holy Spirit, and to us, that there should not be laid upon you any additional burden, besides these necessary things:
2c0f1d00c0	that ye keep aloof from a sacrifice to idols, and from blood, and from what is strangled, and from whoredom. And if ye keep yourselves from these, ye will do well. Be ye steadfast in the Lord.
2c0f1e0060	And they who were sent, came to Antioch, and assembled all the people, and delivered the letter.
2c0f1f003c	And when they had read it, they rejoiced and were comforted.
2c0f200093	And with abundant discourse they strengthened the brethren; and the associates of Jude and Silas established them, because they also were prophets.
2c0f21005d	And when, they had been there some time, the brethren dismissed them in peace to the legates.
2c0f220031	But it was the pleasure of Silas to remain there.
2c0f23006e	Paul also and Barnabas remained at Antioch; and they taught and proclaimed, with many others, the word of God.
2c0f2400af	And after some days, Paul said to Barnabas: Let us return, and visit the brethren in every city, in which we have preached the word of God; and let us see what they are doing.
2c0f25003e	And Barnabas was disposed to take John, who was surnamed Mark.
2c0f260079	But Paul was not willing to take him with them; because he left them when they were in Pamphylia, and went not with them.
2c0f270085	In, consequence of this strife, they separated from each other: and Barnabas took Mark, and they travelled by sea and went to Cyprus.
2c0f28006a	But Paul chose Silas for his companion, and departed, being commended by the brethren to the grace of God.
2c0f290053	And he travelled through Syria, and through Cilicia, and strengthened the churches.
2c100100aa	And he came to the city Derbe, and to Lystra. And there was a certain disciple there, whose name was Timothy, the son of a believing Jewess, but his father was a Gentile.
2c10020047	And all the disciples of Lystra and Iconium gave good testimony of him.
2c100300ac	Him Paul was disposed to take with him: and he took him, and circumcised him, because of the Jews that were in that region; for they all knew that his father was a Gentile.
2c100400a3	And as they went among the cities, they preached and taught them, that they should observe those injunctions which the legates and Elders at Jerusalem had written.
2c10050056	And so were the churches established in the faith, and were increased in number daily.
2c10060080	And they travelled through the regions of Phrygia and Galatia; and the Holy Spirit forbid them to speak the word of God in Asia.
2c1007008b	And when they came into the region of Mysia, they were disposed to go from there into Bithynia, but the Spirit of Jesus permitted them not.
2c10080049	And when they departed from Mysia, they came down to the region of Troas.
2c1009008e	And in a vision of the night, there appeared unto Paul, a man of Macedonia, who stood and besought him, saying: Come to Macedonia and help us.
2c100a0099	And when Paul had seen this vision, immediately we were desirous to depart for Macedonia; because we inferred, that our Lord called us to preach to them.
2c100b007c	And we sailed from Troas, and came direct to Samothrace; and from there, on the following day, we came to the city Neapolis.
2c100c007d	And from there to Philippi, which is the chief city of Macedonia, and is a colony. And we remained in that city certain days.
2c100d00c8	And on the sabbath day, we went without the gate of the city to the side of a river, because a house of prayer was seen there. And when we were seated, we conversed with the women who there assembled.
2c100e00b4	And a certain woman who feared God, a seller of purple, whose name was Lydia, from the city of Thyatira, was there. Her heart our Lord opened, and she hearkened to what Paul spake.
2c100f00bd	And she was baptized, and her household. And she entreated us, saying: If ye are really persuaded that I have believed in our Lord, come and take lodging in my house. And she urged us much.
2c101000c6	And it occurred that, as we were going to the house of prayer, a certain maid met us, who had a spirit of divination, and who procured for her lords great gain by the divination which she performed.
2c10110091	And she followed after Paul and us, and cried, saying: These men are the servants of the Most High God, and they announce to you the way of life.
2c101200b7	And this she did many days. And Paul was indignant; and he said to that spirit, I command thee, in the name of Jesus Messiah, that thou come out of her. And it came out the same hour.
2c1013009f	And when her lords saw that the prospect of their gain from her was gone, they seized Paul and Silas, and dragging them along brought them to the market-place,
2c10140071	and set them before the prefects and chiefs of the city, and said: These men disturb our city; for they are Jews,
2c1015006f	and they preach to us customs, which it is not lawful for us to receive and to practise, because we are Romans.
2c10160075	And a great company was collected against them. Then the prefects rent their garments, and commanded to scourge them.
2c10170084	And when they had scourged them much, they cast them into the prison, and commanded the keeper of the prison to keep them with care.
2c10180086	And he, having received this command, carried and immured them in the inner part of the prison, and confined their feet in the stocks.
2c1019005d	And at midnight Paul and Silas were praying and glorifying God: and the prisoners heard them.
2c101a0099	And suddenly there was a great shaking, and the foundations of the prison were moved; and at once all the doors opened, and the bands of all were loosed.
2c101b00b3	And when the keeper of the prison awoke, and saw that the doors of the prison were open, he took a sword and sought to kill himself; because he supposed the prisoners had escaped.
2c101c005b	But Paul called to him, in a loud voice, and said: Do thyself no harm, for we are all here.
2c101d006d	And he lighted for himself a lamp, and sprang and came in, trembling, and fell at the feet of Paul and Silas.
2c101e005a	And he brought them out, and said to them: My lords, what must I do, that I may have life?
2c101f0071	And they said to him: Believe on the name of our Lord Jesus Messiah, and thou wilt have life, thou and thy house.
2c10200050	And they spoke the word of the Lord to him, and to all the members of his house.
2c10210091	And the same hour of the night, he took and washed them from their stripes; and he was baptized immediately, he and all the members of his house.
2c10220095	And he took them and brought them into his house, and set a table for them; and he rejoiced in the faith of God, he and all the members of his house.
2c10230071	And when it was morning, the prefects sent rod-bearers to say to the superior of the prison: Let those men loose.
2c102400ca	And when the superior of the prison heard it, he went in, and said the same thing to Paul; namely, that the prefects have sent word that ye be set free. And now, said he, Go ye out, and depart in peace.
2c102500de	But Paul said to him: They have scourged us, unoffending men, and Romans, before all the world, and have cast us into prison; and now, do they secretly let us out? No, surely: but let them come themselves and bring us out.
2c10260091	And the rod-bearers went and told to the prefects the words which were told to them: and when they heard that they were Romans, they were afraid,
2c10270065	and came to them, and entreated of them that they would come out, and that they would leave the city.
2c1028008b	And when they came out from the prison, they entered the house of Lydia; and there they saw the brethren, and comforted them, and departed.
2c1101007c	And they passed through the cities of Amphipolis and Apollonia, and came to Thessalonica, where was a synagogue of the Jews.
2c11020074	And Paul, as was his custom, went in to them; and during three sabbaths he discoursed with them from the scriptures;
2c1103008e	expounding and showing, that the Messiah was to suffer, and to arise from the dead, and that this Jesus whom I announce to you is the Messiah.
2c1104008f	And some of them believed, and adhered to Paul and Silas; and of those Greeks who feared God, a great many; and also of noted women, not a few.
2c11050104	But the Jews were indignant, and gathered to themselves evil men from the marketplace of the city, and formed a great mob; and they alarmed the city, and came and assaulted the house of Jason, and sought to draw them from it, and to deliver them up to the mob.
2c110600e7	And when they found them not there, they drew Jason and the brethren who were there, and brought them before the chiefs of the city, crying out: These are they who have terrified all the country; and lo, they have come hither also:
2c1107007e	and this Jason is their entertainer: and they all resist the commands of Caesar, saying that there is another king, one Jesus.
2c11080059	And the chiefs of the city and all the people, were alarmed when they heard these things.
2c11090056	And they took sureties from Jason, and also from the brethren, and then released them.
2c110a00a6	And the brethren immediately, on the same night, sent away Paul and Silas to the city of Berea. And when they came there, they entered into the synagogue of the Jews.
2c110b00b2	For the Jews there were more liberal than the Jews of Thessalonica; and they gladly heard the word from them daily, and searched from the scriptures whether these things were so.
2c110c0056	And many of them believed; and so likewise of the Greeks, many men, and women of note.
2c110d00bb	And when the Jews of Thessalonica had knowledge that the word of God was preached by Paul in the city of Berea, they came thither also, and they ceased not to excite and alarm the people.
2c110e006c	And the brethren sent away Paul, that he might go down to the sea. But Silas and Timothy abode in that city.
2c110f00c1	And they who conducted Paul, went with him to the city of Athens. And when they departed from him, they received an epistle from him to Silas and Timothy, that they should come to him speedily.
2c11100081	And while Paul was waiting for them at Athens, he was pained in his spirit; because he saw that the whole city was full of idols.
2c11110089	And in the synagogue he spoke with the Jews, and with those that feared God, and in the market-place with them who daily assembled there.
2c1112010d	And also philosophers of the sect of Epicureans, and others who were called Stoics, disputed with him. And one and another of them said: What doth this word-monger mean? Others said: He announceth foreign deities; because he preached to them Jesus and his resurrection.
2c1113009a	And they took him and brought him to the place of judgments called Areopagus, and said to him: May we know what this new doctrine which thou preachest is?
2c11140051	For thou scatterest in our ears strange words; and we wish to know what they are.
2c11150075	For all the Athenians and the foreigners residing there, cared for nothing else but to tell or to hear something new.
2c11160085	And as Paul stood in the Areopagus, he said: Men, Athenians, I perceive that in all things ye are excessive in the worship of demons.
2c111700de	For, as I was rambling about, and viewing the temples of your worship, I met with an altar, on which was inscribed, TO THE HIDDEN GOD. Him, therefore, whom ye worship while ye know him not, the very same I announce to you.
2c11180086	For the God who made the world and all that is in it, and who is Lord of heaven and of earth, dwelleth not in temples made with hands.
2c11190074	Nor is he ministered to by human hands, neither hath he any wants; for he it is giveth life and breath to every man.
2c111a00ca	And of one blood hath he made the whole world of men, that they might dwell on the face of all the earth: and he hath separated the seasons by his ordinance; and hath set bounds to the residence of men:
2c111b008d	that they might inquire and search after God, and, by means of his creations, might find him; because he is not afar off from each one of us:
2c111c006e	for in him it is we live, and move, and exist: as one of your own wise men hath said: From him is our descent.
2c111d00a3	Therefore we, whose descent is from God, ought not to suppose that the Deity hath the likeness of gold, or silver, or stone, sculptured by the art and skill of men
2c111e009c	And the times of this error God hath made to pass away; and at the present time, he commandeth all men, that each individual, in every place, should repent.
2c111f00cd	Because he hath appointed a day, in which he will judge all the earth, with righteousness, by the man whom he hath designated: and he turneth every man to faith in him, in that he raised him from the dead.
2c1120009a	And when they heard of the resurrection from the dead, some of them ridiculed, and others of them said: At another time, we will hear thee on this matter.
2c11210025	And so Paul departed from among them.
2c1122009e	And some of them adhered to him, and believed; one of these was Dionysius from among the judges of Areopagus, and a woman named Damaris, and others with them.
2c12010037	And when Paul departed from Athens, he went to Corinth.
2c1202010b	And he found there a man, a Jew, whose name was Aquila, who was from the region of Pontus, and had just then arrived from the country of Italy, he and Priscilla his wife, because Claudius Caesar had commanded that all Jews should depart from Rome. And he went to them
2c12030081	and, because he was of a their trade, he took lodgings with them, and worked with them; for by their trade they were tent-makers.
2c12040051	And he spoke in the synagogue every sabbath, and persuaded the Jews and Gentiles.
2c120500b9	And when Silas and Timothy had come from Macedonia, Paul was impeded in discourse, because the Jews stood up against him, and reviled, as he testified to them that Jesus is the Messiah.
2c12060064	And he shook his garments, and said to them: Henceforth I am clean; I betake myself to the Gentiles.
2c12070086	And he went away, and entered into the house of a certain man named Titus, one who feared God, and whose house adjoined the synagogue.
2c120800ad	And Crispus, the president of the synagogue, believed on our Lord, he and all the members of his house. And many Corinthians gave ear, and believed in God and were baptized.
2c1209004d	And the Lord said to Paul in a vision: Fear not, but speak and be not silent:
2c120a0059	for I am with thee, and no one is able to harm thee; and I have much people in this city.
2c120b0051	And he resided in Corinth a year and six months, and taught them the word of God.
2c120c0081	And when Gallio was proconsul of Achaia, the Jews assembled together against Paul; and they brought him before the judgment-seat,
2c120d004a	saying: This man persuadeth the people to worship God contrary to the law.
2c120e00ca	And when Paul requested that he might open his mouth and speak, Gallio said to the Jews: If your accusation, O Jews, related to any wrong done, or any fraud, or base act, I would listen to you suitably.
2c120f00a7	But if the contests are about words, and about names, and concerning your law, ye must see to it among yourselves, for I am not disposed to be a judge of such matters.
2c1210002c	And he repelled them from his judgment-seat.
2c12110093	And all the Gentiles laid hold of Sosthenes an Elder of the synagogue, and smote him before the judgment-seat. And Gallio disregarded these things.
2c121200d6	And when Paul had been there many days, he bid adieu to the brethren, and departed by sea to go to Syria. And with him went Priscilla and Aquila, when he had shaved his head at Cenchrea, because he had vowed a vow.
2c12130057	And they came to Ephesus; and Paul entered the synagogue, and discoursed with the Jews.
2c12140049	And they requested him to tarry with them: but he could not be persuaded.
2c12150077	For he said: I must certainly keep the approaching feast at Jerusalem. But, if it please God, I will come again to you.
2c121600b0	And Aquila and Priscilla he left at Ephesus, and he himself proceeded by sea and came to Caesarea. And he went up and saluted the members of the church, and went on to Antioch.
2c1217009b	And when he had been there some days, he departed, and travelled from place to place in the regions of Phrygia and Galatia, establishing all the disciples.
2c12180091	And a certain man named Apollos, a Jew, a native of Alexandria, who was trained to eloquence, and well taught in the scriptures, came to Ephesus.
2c121900b5	He had been instructed in the ways of the Lord, and was fervent in spirit; and he discoursed and taught fully respecting Jesus, while yet he knew nothing except the baptism of John.
2c121a009f	And he began to speak boldly in the synagogue. And when Aquila and Priscilla heard him, they took him to their house, and fully showed him the way of the Lord.
2c121b00bc	And when he was disposed to go to Achaia, the brethren anticipated him, and wrote to the disciples to receive him. And, by going, through grace, he greatly assisted all them that believed.
2c121c008f	For he reasoned powerfully against the Jews, before the congregation; and showed from the scriptures, respecting Jesus, that he is the Messiah.
2c1301008b	And while Apollos was at Corinth, Paul travelled over the upper countries to Ephesus. And he inquired of the disciples whom he found there,
2c1302008f	Have ye received the Holy Spirit, since ye believed? They answered and said to him: If there be a Holy Spirit, it hath not come to our hearing.
2c13030055	He said to them: Into what then were ye baptized? They say: Into the baptism of John.
2c130400aa	Paul said to them: John baptized the people with the baptism of repentance, while he told them to believe in him who was to come after him, that is, in Jesus the Messiah.
2c1305005b	And when they heard these things, they were baptized in the name of our Lord Jesus Messiah.
2c13060076	And Paul laid his hand on them; and the Holy Spirit came upon them, and they spoke in various tongues, and prophesied.
2c13070020	And all the persons were twelve.
2c1308006f	And Paul entered into the synagogue, and spoke boldly three months, persuading in regard to the kingdom of God.
2c130900fb	And some of them were hardened, and disputatious, and reviled the way of God before the assembly of the people. Then Paul withdrew himself, and separated the disciples from them. And he discoursed with them daily in the school of a man named Tyrannus.
2c130a0080	And this continued for two years, until all who resided in Proconsular Asia, both Jews and Gentiles, heard the word of the Lord.
2c130b0038	And God wrought very great miracles by the hand of Paul:
2c130c0092	so that, from the clothes on his body, napkins and rags were carried and laid upon the sick, and the diseases left them, and demons also went out.
2c130d00e3	And moreover certain Jews, who went: about exorcising demons, were disposed to exorcise in the name of our Lord Jesus over those who had unclean spirits, by saying: We adjure you, in the name of that Jesus whom Paul announceth.
2c130e0056	And there were seven sons of one Sceva, a Jew, and chief of the priests, who did this.
2c130f006d	And the evil demon answered and said to them: Jesus I well know, and Paul I know, but as for you, who are ye?
2c13100097	And the man in whom was the evil demon leaped upon them, and overpowered them, and threw them down: and they fled out of the house denuded and bruised.
2c1311009a	And this became known to all the Jews and Gentiles, who resided at Ephesus. And fear fell on them all, and the name of our Lord Jesus Messiah was exalted.
2c13120061	And many of them that believed, came and narrated their faults, and confessed what they had done.
2c131300b5	And also many magicians collected their books, and brought and burned them before every body: and they computed the cost of them, and it amounted to fifty thousand pieces of silver.
2c1314004a	And thus with great power was the faith of God strengthened and increased.
2c131500d0	And when these things had been accomplished, Paul purposed in his mind, to make the circuit of all Macedonia and Achaia, and then go to Jerusalem. And he said: After I have gone thither, I must also see Rome.
2c1316008a	And he sent two persons, of those that ministered to him, Timothy and Erastus, into Macedonia; but he himself remained for a time in Asia.
2c13170045	And at that time there was great commotion respecting the way of God.
2c13180091	For a certain silversmith was there, named Demetrius, who made silver shrines for Diana, and afforded great profits to the artisans of his trade.
2c1319009f	He assembled all the artisans of his trade, and those who labored with them, and said to them: Gentlemen, ye know that our gains are all from this manufacture.
2c131a00d2	And ye also know and see, that not only the citizens of Ephesus, but also the mass of all Asia, this Paul hath persuaded and enticed away, by saying, that those are not gods, which are made by the hands of men.
2c131b00d8	And not only is this occupation slandered and impeded, but also the temple of the great goddess Diana is accounted as nothing; and likewise the goddess herself of all Asia, and whom all nations worship, is contemned.
2c131c007c	And when they heard these things they were filled with wrath; and they cried out, and said: Great is Diana of the Ephesians.
2c131d00c0	And the whole city was in commotion; and they ran together, and entered the theatre. And they caught, and bore along with them, Gaius and Aristarchus, men of Macedonia, and associates of Paul.
2c131e004f	And Paul was disposed to go into the theatre: but the disciples restrained him.
2c131f0096	And likewise the chiefs of Asia, because they were his friends, sent and requested of him, that he would not expose himself by going into the theatre.
2c132000b2	And the multitudes that were in the theatre were in great confusion, and cried, some one thing, and some another: and many of them knew not for what cause they had come together.
2c132100b2	And the Jewish people who were there, brought forward one of their men, a Jew, named Alexander. And he, rising up, waved his hand, and wished to make a defence before the people.
2c13220071	But they knowing him to be a Jew, all cried out with one voice, about two hours: Great is Diana of the Ephesians.
2c132300f3	But the chief of the city tranquillized them, by saying: Men of Ephesus, What person is there, among men, who doth not know the city of the Ephesians to be devoted to the worship of the great Diana, and of her image that descended from heaven?
2c13240066	Since therefore no one can gainsay this, ye ought to be tranquil, and to do nothing with precipitancy.
2c1325006a	For ye have brought forward these men, when they have robbed no temples, and have not reviled our goddess.
2c132600bc	But if Demetrius and the men of his trade have a controversy with any one, lo, there is a proconsul in the city, they are men of dexterity, let them approach and litigate with one another.
2c13270064	Or if you desire any other thing, it may be determined in the place assigned by law for an assembly.
2c132800c5	Because too we are now in danger of being accused as seditious, since we cannot give a reason for the meeting of this day, because we have assembled needlessly, and been tumultuous without a cause.
2c13290038	And having said these things, he dismissed the assembly.
2c14010090	And after the tumult had subsided, Paul called the disciples to him, and comforted them, and kissed them, and departed, and went into Macedonia.
2c14020081	And when he had travelled over those regions, and had comforted them with many discourses, he proceeded to the country of Greece.
2c14030094	And he was there three months. And the Jews formed a plot against him, when he was about to go to Syria: and he contemplated returning to Macedonia.
2c140400e1	And there departed with him, as far as Asia, Sopater of the city Berea, and Aristarchus and Secundus who were of Thessalonica, and Gaius who was of the city of Derbe, and Timothy of Lystra, and of Asia Tychicus and Trophimus.
2c14050039	these proceeded on before us, and waited for us at Troas.
2c140600b6	And we departed from Philippi, a city of the Macedonians, after the days of unleavened bread; and proceeded by water and arrived at Troas in five days, and remained there seven days.
2c140700bb	And on the first day of the week, when we assembled to break the eucharist, Paul discoursed with them, because he was to depart the next day; and he continued his discourse till midnight.
2c14080049	And there were many lamps burning in the chamber where we were assembled.
2c140900d2	And a young man named Eutychus was sitting in a window and listening. And while Paul prolonged his discourse, he sunk into a deep sleep; and, in his sleep, he fell from the third loft, and was taken up as dead.
2c140a006a	And Paul went down, and bent over him and embraced him, and said: Be not agitated, for his soul is in him.
2c140b0087	And when he had gone up, he broke the bread and tasted it, and discoursed until the morning dawned. And then he departed to go by land.
2c140c0044	And they brought the young man alive, and rejoiced over him greatly.
2c140d009f	And we went on board the ship, and sailed to the port of Thesos; because, there we were to take in Paul: for so had he bidden us, when he proceeded on by land.
2c140e005c	And when we had received him at Thesos, we took him on board ship and proceeded to Mitylene.
2c140f00be	And from there, the next day, we sailed over against the island Chios; and again, the next day we arrived at Samos, and stopped at Trogyllium; and on the following day we arrived at Miletus.
2c141000a7	For Paul had determined with himself to pass by Ephesus, lest he should be delayed there; because he hasted on, if possible, to keep the day of pentecost in Jerusalem.
2c14110049	And from Miletus, he sent and called the Elders of the church at Ephesus.
2c14120095	And when they had come to him, he said to them: Ye yourselves know, how, at all times, since the first day that I entered Asia, I have been with you;
2c1413006f	laboring for God, in great humility, and with tears, amid the trials which beset me from the plottings of Jews:
2c14140080	and I shunned not that which was advantageous to your souls, that I might preach to you, and teach in the streets and in houses,
2c1415006c	while I testified to Jews and to Gentiles, as to repentance towards God and faith in our Lord Jesus Messiah.
2c1416005e	And now I am bound in spirit, and I go to Jerusalem; and I know not what will befall me there;
2c14170068	except that the Holy Spirit in every city, testifieth to me and saith: Bonds and afflictions await thee.
2c141800c3	But my life is accounted by me as nothing, so that I may but finish my course, and the ministration which I have received from our Lord Jesus, to bear testimony to the gospel of the grace of God.
2c14190079	And now, I know that ye will see my face no more, all of you among whom I have travelled and preached the kingdom of God.
2c141a004f	I therefore protest to you, this day, that I am pure from the blood of you all.
2c141b0040	For I have not shunned to acquaint you with all the will of God.
2c141c00b5	Take heed therefore to yourselves, and to all the flock over which the Holy Spirit hath established you bishops; that ye feed the church of God, which he hath acquired by his blood.
2c141d006c	For I know, that after I am gone, fierce wolves will come in among you, and will have no mercy on the flock.
2c141e0089	And also, from among yourselves, there will rise up men speaking perverse things, that they may turn away the disciples to go after them.
2c141f0087	Therefore be ye vigilant; and remember, that for three years I ceased not to admonish each one of you, by day and by night, with tears.
2c1420008f	And now I commend you to God, and to the word of his grace, which is able to build you up, and to give you an inheritance among all the saints.
2c14210031	Silver, or gold, or garments, I have not coveted.
2c14220060	And ye yourselves, know, that these hands ministered to my wants, and to them that were with me.
2c142300d8	And I have showed you all things; that thus it is a duty to labor, and to care for the infirm, and to remember the words of our Lord Jesus; for he hath said, That he is more blessed who giveth, than he who receiveth.
2c14240060	And when he had said these things, he fell on his knees and prayed, and all the people with him.
2c14250052	And there was great weeping among them all. And they embraced him, and kissed him.
2c1426008a	And they had the most anguish, because of the word he uttered, that they would see his face no more. And they accompanied him to the ship.
2c15010091	And we separated from them, and proceeded in a straight course to the island of Coos: and the next day, we reached Rhodes, and from there Patara.
2c15020051	And we found there a ship going to Phenicia; and we entered it, and proceeded on.
