2800000005	Mateu
2d030500c5	Kono cwale nji okufosa kwetu kame kumonahala okuluka kanyi kwa Nyambe, abohe iikene sa twaambe? Cwale mbatwamba nji Nyambe kame afosa aba alita okutweba kwaaci? (Kame naamba ngeso mu mukwa no unu.)
2d03060058	Kokuulwa! kakuli kambe Nyambe kasa wakuluka, kambe ngasibine saatwese okwatula elitunga?
2d0307009a	Kono cwale nji okuulwa eniti kwange kame kutusa oku monisa wino eniti ya Nyambe, mane ni kwekeza ekanya yaye, iikene saniatulelwe kanyi osi ku tenda ouyi?
2d03080093	Cwale iikene aba twaatende eyi no kwiiba nji eyi no kuwaba iiye?” Kanyi aanu anjili aba aninyaza nji kame ni tenda ouyi! Oku nyaza koo na kuluku.
2d030900b8	Iikene cwale! Ninji aaci aendisi no Majuda kame tuli wino okubita ano Magelike? Kokulwa kasangeso! Kakuli kame inaamba kale nji aendisi no Majuda ni Magelike kame ali mu maata no sibi.
2d030a0045	Kanyi aba kun̄olilwe nji, Kakwisa omunu simba mumweya uyu no kuluka.
2d030b002e	Kakwisa uyu uyupisisa simba uyu osaela Nyambe.
2d030c006e	Onje kame a yaukile, bamweya naafutuka aa no kwiiba mi naafoso kakwisa uyu otenda esi nokuluka, simba mumweya.
2d030d0076	Emilyu yoo ni libita liyamine, kameonga ni tindimi too, nimaywi nokwiiba kanyi esifanu no sibili, aatunda mutunwa too.
2d030e0039	Mutunwa too kame kuiyalile etingangu, ni ikuto no kulula.
2d030f002a	Amakondo oo nakuleluba ba kwiita ounyinga.
2d0310002d	Mutindila too kame kuli oku sinya ni mayando.
2d0311001b	Kaalimukile endila no kozo,
2d03120020	Mi mu miyo oo kaacili Nyambe.”
2d031300ac	Cwale kame tulimukile wino nji eiyambiwa mu mulawo yonje kame yambeliwa aayoya munji no mulawo, nji otunwa tonje tondoke mi aanu onje awaniwe ni mubonda balubala wa Nyambe.
2d03140076	Kakuli kakwisa omunu somoniwa nji niwakuluka mu miyo aye mu musebezi no mulawo, kakuli omulawo kame otulimukisa esibi.
2d03150062	Kono cwale okutundisako omulawo okuluka kwa Nyambe naku limukisiwa, me upakiwa ku mulawo ni unuhi.
2d03160076	Okuluka kwa Nyambe kame kutundelela mutumelo mwa Jesu Kilesite kwao apumena onje, kakuli kakwisa efapahano mukaci koo.
2d03170049	Kakuli onje kame ana tende esibi mi kame ana kauhelwe ku kanya ya Nyambe.
2d03180063	Mi kame ana beekiwa fela ano kuluka mu sishemo saye kanyi omupuzo mu kuliululiwa kwa Jesu Kilesite.
2d031900ba	Woyo ona kubekiwa balubala kwa Nyambe okutenda esitabelo mulibaka no unyinga waye nji otambulwe mu tumelo. Esi kame sina kumonisa okuluka kwa Nyambe, naaba kasi kwaliketa ku ibi no kale.
2d031a0082	Neli oku monisa mu nako no balelo lino nji yonyene niwakuluka, ninji woyo oli ni tumelo mwa Jesu, Nyambe kame amubeeka ono kuluka.
2d031b0073	Cwalehe, ikene satukulumbe nayo? Kakwisa! Mulibaka libine? Mulibaka no musebezi? Kokuulwa! Kono mulibaka no tumelo.
2d031c0065	Kakuli kame tukolwa nji omunu kame abeekiwa ono kuluka mulibaka no tumelo kasa mu misebezi no mulawo.
2d031d006f	Cwale Nyambe, ni Nyambe no Majuda feela nji? Kasa nji ni Nyambe no macaba? Ee, ni Nyambe waa no macaba nonyene.
2d031e008e	Kaksuli Nyambe ni mumweya, mi aa ali ni mupato kame wabeeka ano kuluka mulibaka no tumelo yoo, nawo aulwile omupato ni mulibaka no tumelo yoo.
2d031f005b	Cwale kame tucola omulawo mulibaka no tumelo? Kokulwa kasangeso, kono kame tongota omulawo.
2d0401004e	Cwale iikene satwambe, Abulahama njekulyetu, siikene ana kuwana kuneku no unu?
2d04020085	kakuli nji Abulahama kame na beekiwa wa kuluka mulibaka no misebezi, abo, kame ali neso sakulumbe naso. Kono kasa balubala wa Nyambe.
2d04030085	Cwale eling'olo iikene lyamba? “Abulahama kame ana kupumena kwa Nyambe, mi okupumena kwaye, Nyambe kame amubalela nji wa kuluka.”
2d04040058	Cwale ku munu woyo otenda omusebezi, omupuzo waye kawaliketiwa nji ni mpo, kono ni tifo.
2d040500a1	Cwale ku munu no kwa tenda omusebezi kono kame apumena fela kwa Nyambe, woyo oba aano kwiiba okubeekiwa ono kuluka, yonyene etumelo yaye kame ibaliwa nji kuluka.
2d0406007c	Esi sokame Dabida esa aamba embuyoti no munu woyo waliketiwa kwa Nyambe nji ni wakuluka, oku ulwile emisebezi aba aamba nji,
2d0407004e	“Kame ali ni mbuyoti awo ana lemenwa etifoso too, Awo ana fukeliwa eibi yoo!
2d04080041	Embuyoti ni ya munu woyo uulwa okupulukelwa eibi yaye kwa Nyambe.
2d040900c7	Embuyoti eyo kana kame ibiwa feela aa anati ku mupato, nji naa kasita ku mupato? kakuli kame twamba nji, “Abulahama naku pumena kwa Nyambe mi mu tumelo yaye, Nyambe naku mu pumena nji wa kuluka.”
2d040a00ad	Cwale ngasibine aba ana kubalelwa ngeso, yoli ngaibi? Abo yowa ingena kale mu mupato, nji yokasi ingena kale? Neli abo yokasi ingena kale, kasa nji yowa ingena kale kokulwa.
2d040b014f	Sebeli ota ku mupato, neli esisupo no kumonisa nji wakuluka mu tumelo yaye anakwikala nayo yokasita kale ku mupato. Elibaka neli nji atende Sitoo onje kwawo apumena kwa Nyambe onje, nawo aulwile okuta ku mupato nji nonyene abalelwe etumelo nji nikuluka. mi kame a tambulwa kwa yonyene kakuli ni wa kuluka, simba nji kaa sita ku mupato.
2d040c00a1	Kame osili Sitoo kwao a tambulwa kuta ku mupato, kasa kwao fela anati ku mupato, kono nawo aenda mu mwanda no tumelo ya Sitetu Abulahama yokasita kale ku mupato.
2d040d0069	Esepiso ya Abulahama na ikulyaye noku yola elitunga, kayasikwiiya mu mulawo kono neli mukuluka no tumelo.
2d040e0057	Cwale nji okuyola kame kuyoliwa ni mulawo, ulimuke nji etumelo ni sepiso kaikwite tuso.
2d040f0060	Kakuli omulawo kame ulita okutweba, kono aba kuulwile omulawo kakutamba kwikala okucola omulawo.
2d041000c9	Mulibaka no ngeso, esepiso kame ina kwiya mu tumelo, nji itende mu sishemo, nji yongotetwe mu lusika lwa Abulahama, kasa kwao fela asi mulawo kono ni kwao akwite etumelo ya Abulahama. Yo sitetu toonje,
2d041100bd	kanyi omo ku n̄olelwe nji, “Kame inaku tende Sitoo no matunga no kupula.” Mu miyo a Nyambe, mwayonyene apumena, woyo oba omoyo kwaanokufa ni kwiisana einu nji kame iyoya eyo nokwayoya.
2d041200bd	Abulahama sebeli opumena mukusepa, naba kuna kuulwa esepo, mi sebeli otenda ngeeso Sitoo nomacaba no kupula, kanyi omo kuna kwambelwa kwa yonyene nji, “Kanyi olusika lowe omo salwikalele.
2d041300b8	Mi kakuli kasi kufokola mu tumelo, mane kasi kwaliketa nji olutu lwaye kame lukulubalile, kakuli emyaka yaye kame inakwana omwanda, ni kunahana nji moyo waye Sala katwese ku leya kame.
2d04140092	Kakuli kakwisa esinu simba simweya sinaku mutongokisanga okukumanena ni sepiso ya Nyambe, kono sebeli okongota mu tumelo yaye muku lumbeka Nyambe.
2d0415003f	Kame ana kolwa nji Nyambe mbatwese okutenda eso anaku musepisa.
2d0416002f	Ababo etumelo yaye sebeli oibalelwa nji kuluka,
2d04170032	kono amaywi anaku ng'olelwa kasa aye fela yomboci.
2d04180063	Kono naaci ngeso kame sabalelwe ni kwaaci tu pumena kwa woyo ona kwingulwa kwaafu Jesu Ombumu wetu.
2d0419004d	Woyo ona kwibaiwa mulibaka no ibi yetu, ni kwingulwa nji tubekiwe ano kuluka.
2d0501006e	Cwale aba tuna tendiwa anokuluka mu tumelo, kame tuli mu kozo ni Nyambe mulibaka lya Mbumu wetu Jesu Kilesite.
2d05020065	Mwa yonyene tunawana etumelo mu sishemo omo tuwaniwa, mi kame tuwabelelwa mu sepo no kanya ya Nyambe.
2d0503007b	Cwale kasa ngeso fela, kono kame tuwabelelwa mu mayando etu, kakuli kame tulimukile nji amayando kame atulitela okongoteta,
2d0504004f	Okutundamena kame kulita emikwa no kuwaba mi emikwa no kuwaba kame ilita esepo.
2d05050076	mi esepo kaitwenisa, kakuli elilato lya Nyambe nali kwitelwa mu micima yetu, mu mebo no kukena, eyo ina kubiwa kwaaci.
2d05060050	Kakuli abo metu sifokola, ba nako inakufanena Kilesite nakufela asikutenda ouyi.
2d0507006f	Iikene aba kubambabile nji omuunu afele aa nokuluka, mwendi omunjili abasa kongote omucima okufela aano kuluka.
2d0508006c	Kono Nyambe kame amonisa elilato lyaye kwaaci nji nabo tusilemine okutenda eibi, kakuli Kilesite nakutufela!
2d0509006f	Cwalehe abo, aba tubeekilwe anokuluka ni unyinga waye, mbatu yoisiwa mwa yonyene ku kutweba kutunda kwa Nyambe.
2d050a009b	Kakuli naba tusili eiila, kame tuusetwa kwa Nyambe muibaka no lufu lwa Mwanaye, aba tuna usetwa kwa yonyene, kame satu yoisiwe onene mulibaka no moyo waye!
2d050b0085	Kasangeso fela, kono tusi wabelelwa mwa Nyambe mulibaka lya Jesu Kilesite Ombumu wetu, kakuli aba tuna usiwa ngeso ni mulibaka lyaye.
2d050c00a9	Mulibakaelyo esibi nasikwiiya mu litunga mulibaka no munu mumweya mi elifu ni mulibaka no sibi, mu mukwanongeso elifu naliyi kwaanu onje kakuli kame anatende esibi onje.
2d050d0079	Esibi luli kwasina kwikalanga oweeli mu litunga omulawo akawa sisumiwa kale, kono esibi kasi baliwa aba kuulwile omulawo.
2d050e00d8	Nabakulingeso elifu nali kubusa okutunda kwa Adama okutwala kwa Mushe, simba kwao ana kwatenda esibi kame liikalako noku matuka omulawo mu mukwa oku fekile kanyi anakutenda Adama, Yonyene oli esifekiso sa woyo soiya.
2d050f00f1	Kono empo no sishemo kaikufekile kanyi esibi sa Andama. Kakuli aano kupula kame anafu mulibaka no munu mumweya, esishemo sa Nyambe ni mpo itunda mu sishemo no munu mumweya yonyene Jesu Kilesite yonyene kame ipulele aano kupula niku bitelela!
2d05100100	Mi empo kai kufekile kanyi esibi sina kwiiya mulibaka no munu mumweya, kakuli ekatulo no munu mumweya kame ina liti ekatulo no kuba aanu no kupula omubonda, kono empo no sishemo kame inatundu ku tifoso no kupula mi kame ina bwele mu kututenda aa no kuluka!
2d051100e4	Nji mulibaka no mubonda no munu mumweya elifu kame linabusu mulibaka lya woyo omunu mumweya, onene awo nambula esishemo mukupula kwaso, ni mpo no kutenda aa no kuluka, kame saabuse mu moyo mwa yonyene woyo mumweya Jesu Kilesite.
2d051200b5	Cwalehe, kanyi omubonda no munu mumweya aba ona liti ekatulo eyi iba aanu no kupla omubonda, mu mukwanongeso, okuluka no munu mumweya kame kulitela aanu onje okuluka oko kuba omoyo.
2d051300b3	Mi kanyi aanu no kupula aba anabeekiwa asi kutenda esibi mulibka no kwaluka kwa munu mumweya, mu mukwanongeso mukuluka kwa munu mumweya aanu no kupula kame satendiwe aa no kuluka.
2d05140071	Omulawo nawiyi nji etifoso tipule, kono oko okupula no esibi, esishemo sa Nyambe kame sipula onene ni kubitelela.
2d051500a3	Nji cwale esibi aba sina busu ni puso no lifu, mu mukwanngeso esishemo sibuse oku tutenda aa no kuluka, ni puso no omoyo no kwaabwa, mwa Jesu Kilesite Ombumu wetu.
2d06010058	Cwale iikene satwambe? Cwale tusiekeza okuyoya mu sibi nji esishemo simonahale mukupula.
2d06020045	Kokuulwa! Natukufa kulineku no sibi, cwale ngasibine satuyoye musibi?
2d06030066	Cwale kamulimukile nji aaci tonje tuna kolobezwa mwa Jesu Kilesite kame tuna kolobeziwa mu lifu lyaye?
2d06040095	Natu pumbekiwa cwale naye mu kolobezo no lifu, nji cwale abo Kilesite aba saingulwe kwaafu mu kanya ya Sitetu, naaci kame mba twende mu moyo no ubya.
2d0605005f	Kakuli nji natu kuwana naye mukufa noku kufeka kanyi kwaye, mbatu kuwana naye mukwinguka kwaye.
2d0606008c	Cwale tulimukile nji ounu wetu no kale kame una kwiibaiwa ni yonyene, nji cwale olutu no sibi lubwe nji tulese okutenda aabika no sibi kame.
2d0607002f	Kakuli nji omunu nafu kame alukuluhile mu sibi.
2d06080045	Nji natufi ni Kilesite kame tupumena nji mbatwinguka ni yonyene kame.
2d0609007f	Kakuli kame tulimukile nji Kilesite abana kwinguka kwaafu katamba kufa kame, mi elifu kali tamba okwikala ni maata kwa yonyene.
2d060a0059	Elifu anafu kame anafu kamweya ku sibi sonje, kono omoyo a yoya, kame ayoyela kwa Nyambe.
2d060b005f	Yongeso ni kwaanyi, muhupule nji namukufa ku sibi, mi kame muyoye kwa Nyambe mwa Jesu Kilesite.
2d060c0052	Esibi silese okubusa mu tinyutu tenu nokufa, mulese okuteteta ku titakazo no sibi.
2d060d00f6	Kame mulese okuba esibi kwilama no lutu lwenu nji itende kanyi eyitusiso no kutendisa eyi no kwiiba, kono mukubeeke kwa Nyambe kanyi awo ana tundisiwa ku lufu okuta mu upiplo, nikuba ekalulo no ilama yenu kwa Nyambe nji itende eitusiso no kuluka.
2d060e006c	Kakuli esibi kasitamba oku tenda Ombumu wowe, kakuli kausamo munji no mulawo wa Mushe kono munji no sishemo.
2d060f0084	Iikene, cwale? Kana mbatutende esibi kakuli kame tuli munji no mulawo wa Mushe kono kakuli kame tuli munji no sishemo? Kakukonahala!
2d061000b9	Cwale kamulimukile nji aba mukutenda aabika no munu oku muyupa, kame muli aabika aye yonyene woyo muyupa, simba abika no sibi esi sitwala ku lifu, simba ku likute eli litwala ku kuluka.
2d0611006c	Kono kame tukutumela kwa Nyambe simba nji kame tuli aabika no sibi kame muna kukuteka etuto eyo muna kubiwa.
2d0612003d	Namu lukululwa ku sibi mi sebeli muli aabika kweyi no kuluka.
2d061300c3	Kame naamba mu mukwa no ounu, mulibaka no kufokola mu ku yupisisa kwenu. Ba weeli namu kutenda aabika kweyi no kwiiba, oku yoya omoyo no kwiiba. Cwalehe mukutende aabika no kuluka nji mukenisiwe.
2d06140044	Aba muna kwikalanga aabika no sibi, namu kulukuluha kweyi no kuluka.
2d06150068	Cwalehe omupuzo muna kuwanabo munako eyo ubine ku inu eyo imyenisa bano? Einu eyo kame imitwala ku lufu!
2d0616008f	Kono cwale namukulukululwa kusibi, sebeli muli aabika a Nyambe, mi omupuzo munawana kame umitwale ku kukena, mi amamaneneno ni moyo na kwaabwa.
2d06170078	Kakuli omupuzo no sibi nikufa, kono empo no sishemo sa Nyambe nikuyoya nokwabwa mulibaka lya Jesu Kilesite Ombumu weetu.
2d0701006b	Abange kamulimukile, kakuli kame naamba kwaawo alimukile omulawo nji omulawo kame obusa omunu abo yosiyoya.
2d070200a4	Mulibakaelyo, omukati no ku kwala kame anungilwi kwa mbumwaye mulibaka no mulawo yosiyoya, kono nji mbumwaye nafu, na lukululwa ku mulawo owo umununga kwa mbumwaye,
2d070300b9	cwale kame saisaniwe omubuki aba sakwale ku mulume mundina nji mbumwaye yosiyoya. kono nji mbumwaye nafu, na lukuluka ku mulawo owo, mi nji akwale ku mulume mundina kaisanwa nji mubuki.
2d070400a1	Abange naanyi ngeso, namufu kulineku no mulawo mu lutu lwa Kilesite nji cwale mutende ano munjili, awoyo yonyene ona ingulwa kwaafu nji tubeekele Nyambe emiselo.
2d07050072	Kakuli abo tusiyoya mu nyama, etikezo tetu no kwiiba kame tina ku sebezanga mu ilama yetu, mi naiku litanga elifu.
2d070600aa	Kono cwale, natu lukuluha ku mulawo, kakuli natufu ku onyene onakutu nunganga, nji tusebeleze Nyambe mu mukwa no ubya no mebo, kasa mu mukwa no kale no taku ina ng'oliwa.
2d070700b7	Cwale iikene satwambe? nji omulawo ni sibi? Kokuulwa! Kono kwaulu omulawo kambe kanisi limuka esibi. Kwaulu omulawo waambe nji, “Olese oku lakaza,” kambe kanisi limuka oku lakaza.
2d07080079	Kono esibi nasiwana omukwa mi nasiingene mwa mene mukulaelwa, etitakazo tonje. Kakuli oko kuulwile omulawo, esibi nasifu.
2d0709006f	Mene kame ina kuyoya okuulwile omulawo, kono etaelo aba ina kwiiya, esibi sebeli siinguka, mi mene sebeli nifa.
2d070a0046	Etaelo inakuni sepisa omoyo, sebeli iwaniwa nji kame initwala ku lifu.
2d070b0059	Kakuli esibi nasiwana esibaka oku nionga mu taelo, mi sebeli nifa mwa yonyene eyo etaelo.
2d070c004e	Onyene omulawo niwakukena, niyonyene etaelo niyakukena, no kuluka, no kuwaaba.
2d070d00e4	Cwalehe, esinu no kuwaba nasiliti olufu kwa meme? Kokuulwa! neli esibi sina sebeze elifu kwa mene mu sinu esi no kuwaba nji simonahale nji ni sibi, nji mulibaka no taelo esibi nasi futuka esinu no kwiiba oku manenena onene luli.
2d070e0069	Tulimukile nji omulawowa Mushe niwa mebo, kono mene kaniwa mebo, kame nina ulisiwa kanyi omubika no sibi.
2d070f0057	Siyupisisa eso ni tenda, kakuli sitende eso ni saela, kono kame nitenda eso ni timbile.
2d07100050	Cwale nji ni tende eso ni ulwa okusinga, kame ni pumena nji omulawo niwa kuwaba.
2d07110048	Abo cwale kasa mene luli nitenda ngeeso, kono ni sibi eso sili mwa mene.
2d07120085	Kakuli kame nilimukile nji ouwa kausako mwa mene, mi mbili muunu feela, kakuli okusinga mwakuli mwa mene, kono sitwese okutenda ouwa.
2d0713004b	Kakuli sitende ouwa ni singa, kono ouyi nitimbile wani twalelela oku tenda.
2d0714005e	Cwale nji kame nitenda eyo nitimbile, kasa mene otenda ngeeso, kono ni sibi eso sili mwa mene.
2d07150052	Cwale kame niwana nji aba nisinga okutenda esino kuwaba, ouyi wokame oli kwa mene.
2d07160049	Kame ni lakaza omulawo wa Nyambe mu munu woyo oli mukaci no mucima wange.
2d071700ab	Kono kameni mwine omulawo wa Mushe mundina mu ilama yange owo ukulwisa ni mulawo no ku yupisisa kwange, mi kame unitwala mu ubika no mulawo no sibi owo oli mu ilama yange.
2d07180053	Mbili munu no umayi no ngasibine? anyine soni tundisa mu lutu luno lunitwa ku lifu?
2d071900b5	Kame niku tumela kwa Nyambe mwa Jesu Kilesite Ombumu wetu! Cwale simba mene, kame ni sebeleza omulawo wa Nyambe muku yupisisa kwange, kono mu nyama kame ni sebeleza omulawo no sibi.
2d08010035	Kakwisa katulo cwale kwaa aikalile kwa Jesu Kilesite.
2d08020066	Kakuli omulawo no mebo no omoyo ou uli kwa Jesu Kilesite kame unani liulula ku mulawo no sibi ni lifu.
2d080300cb	Kakuli Nyambe natende eso sina kukwangwiwa ku mulawo wa Mushe, mulibaka no kufokola ku unu. Kame ana atula esibi muunu mu kutuma Mwanaye mulibaka no sibi, woyo ona kwiya mu unu kanyi omukwa wetu no sibi.
2d08040079	Nyambe nakutenda ngeeso nji esi silaelelwa mu mulawo wa Mushe siiyatetetwe mwaaci aa aendisiwa ku Mebo kasa mumukwa noun.
2d08050085	Kakuli awo ayoya mu mukwa nounu kame atwala emihupulo yoo kweyi nounu, kono ao ayoya mu mebo kame atwala emihupulo yoo kweyi no mebo.
2d08060071	Kakuli awo ayoya mu mukwa nounu kame ku twala ku lifu, kono awo ayupa eyi no mebo kame ku twala ku omoyo ni kozo.
2d08070062	Kakuli awo ayupa eyi nounu kame atimbile Nyambe, kakuwana ni mulawo wa Nyambe, mane kaatwese luli.
2d08080036	Cwale awo aendisiwa muunu katwese oku wabelisa Nyambe.
2d0809009d	Kono anyi kamufanene okuyoya muunu, kakuli kame muli mu mebo, mi luli Emebo ya Nyambe kame ili mwaanyi. Omunu yonje nji kakwite Emebo ya Kilesite kaasa waye.
2d080a0091	Kono nji Kilesite kame ali mwaanyi, simba nji etinyutu tenu natifi mulibaka no sibi, Emebo yenu kame iyoya mulibaka no kuluka balubala wa Nyambe.
2d080b00b4	Cwale Emebo ya woyo ona ingula Jesu kwaafu nji kame ili mwaanyi, yonyene woyo ona ingula Jesu Kilesite kwaafu mbabi omoyo ku tinyutu tenu eti tifa mu mebo yaye eyi iyakile mwaanyi.
2d080c0073	Cwalehe, abaange, kame tufanena okuyoya kanyi Emebo omo itu ambelela okuyoya, kono kasa okuyoya omo tusingela aaci.
2d080d008c	Kakuli aba mu yoya mu ku kon̄elela etitakazo no lutu lwenu, mba mufu, kono nji kame mwibaa emisebezi no lutu mulibaka no mebo, mba mu yoyo.
2d080e003f	Kakuli onje awo aendisiwa ku mebo ya Nyambe, ao naana a Nyambe.
2d080f00d2	Abo kamwasi tambula Emebo eyo imiingenyeka mu ubika nji mucile, kono kame muna tambula Emebo imi tenda aana a Nyambe, kakuli na mutambula Emebo eyi yang'ula, eyo mwa yonyene aba tulilaa nji, “Abba, Sitetu!”
2d08100045	Yo kame Emebo eyi ikupakela ni mebo yetu nji kame tuli aana a Nyambe.
2d08110093	Mi cwale nji kame tuli aana a Nyambe, mba tuli naaci esanda, tulye esanda sa Nyambe ni Kilesite nji kame tuyanda naye nji tuwane ekanya ni yonyene.
2d0812005f	Kame ninahana nji amayando no ba nako ino kalukele okubapanywa ni kanya eyo saimonahale kwaaci.
2d08130055	Kakuli eyumbiwa yonje kame itatelele mu kushukela onene okushotolwa no aana a Nyambe.
2d0814008a	Kakuli eyo ina ku umbiwa, kame ina ku bekiwa mu puso eino mapwa, ka sa mu ku singa kwayo, kono mu kusinga kwa woyo ona kuibeekamo mu sepo,
2d0815006a	nji eyumbiwa ni yonyene kame sailukululwe mu ubika no koola nji ibiwe etukuluho no kanya ya aana a Nyambe.
2d0816006d	Kame tu limukile nji eyumbiwa yonje kame itonga bamweya naaci mi kame iyupa okukola no kuleya ni balelo lino.
2d0817009c	Mi kasa eyumbiwa fela, kono naaci, aa ali omuselo no weeli no mebo naaci kame tutonga me tu tatelele onene okutenda aana, mane ni kuliululwa ku tiyutu tetu.
2d08180074	Kakuli mu sepo eyi natu yoyisiwa. Cwale esepo eyo imonahala cwale sebeli kasa sepo, kakuli anyine so sepa eyi amona?
2d08190048	Kono aba tu sepa eyi twasimona, kame tu si tatelele onene mu kukoongota.
2d081a00bb	Mu mukwanongeso Emebo no kukena kame itutusa mu kufokola kwetu, kakuli katuyii omo tufanena okulapelela, kono Emebo yonyene kame itu lapelela mu sitongo ni maywi ao ka twesiwa okutaluswa.
2d081b00a1	Cwale yonyene woyo otatuba emicima no aanu, kame alimukile emihupulo no mebo kakuli Emebo kame ilemine oku lapelela aanu a Nyambe, okukumanena ni tato ya Nyambe.
2d081c008b	Kame tu limukile nji einu yonje kame ibelekisana bamweya okulita ouwa kwaawo asinga Nyambe, onyene awo ana isaniwa okwamana mu mulelo waye.
2d081d007e	Kakuli awo ana kuketa oweli, nakwataba kame okwatenda aa afekile kanyi Mwanaye, nji atende yokame omweeli kwaainaye no kupula.
2d081e007f	Cwale awo ana ku ketiwa, na kwaaisana, mi awo ana kwisaniwa nakwabeeka ano kuluka, mi awo abeekilwe okuluka, naabi ekanya yaye.
2d081f0053	Cwale ikene sa twaambe kweeyi? Cwale nji Nyambe kame ali kwaaci, anyine sotu lwisa?
2d08200087	Yonyene woyo wasikukatwa mwanaye luli kono nakutubaye aaci toonje, cwale ngasibine satende, kana katamba okutuba einu yonje ni yonyene?
2d08210061	Anyine so lita ekatulo okulwisa awo ana ketiwa kwa Nyambe? Yonyene Nyambe onaa tende aa sikuluka!
2d082200a3	Anyine, cwale so twesa okwaatula? Kasako, kakuli Jesu Kilesite ona kufa, eeni, mane naingulwa kwaafu, woyo oli ku lyoko no silyo lya Nyambe, mi kame a tu lapelela.
2d082300a6	Anyine so tu taba ku lilato lya Kilesite? Nji kame sa kutende amayando, simba oubamba, simba eng'alelwa, simba elishebo, simba okusheeba, simba ekozi, simba omukwale?
2d08240090	Kanyi omo ku na ku n̄olelwa mu man̄olo nji, “Mulibaka lyowe kame twibaaiwa eliywaa lyonje, kame twaliketwa kanyi omukoko ota mukwibaaiwa.”
2d08250056	Kokuulwa, mu inu eyo yonje kame tumatuka niku bitelela mwa yonyene woyo ona kutusinga!
2d08260094	Kakuli kame ni kolwa nji simba elifu, simba omoyo, simba amangeloi, simba eyi ibusa, simba einu eyi iliko bano, simba einu eyo esiiya, simba amaata,
2d08270090	simba beulu, simba kunji, simba esinu sinjili mu yumbiwa yonje, sasitwese okututaba okutunda ku lilato lya Nyambe mwa Jesu Kilesite Ombumu wetu.
2d0901005a	Kame naamba eniti mwa Kleste, mi soongo. Elizwalo lyange kame lini paka mu mebo no kukena,
2d0902003a	kame neenine onene, ni kukola nokwa pumula mu mucima wange
2d09030072	Kakuli kame ni singe nji, mene luli! ni kutiwe kwa Nyambe ni kutundisiwa kwa Kilesite musibaka no asimukowa wange.
2d0904007f	Onyene luli a Maisilaele, mi okwang'ulwa ni koo, ni kanya, ni ulikani, ni kubiwa omulawo wa Mushe, ni sebelezo, ni ku sepisiwa,
2d090500aa	onyene kame ali asi mukowa munene omo ina tundu emikowa yonje mane ni Kilesite mwana leiwa muunu, Nyambe woyo oli beulu no inu yonje, alumbekwe okuta oko nokwaabwa! Ameni
2d0906006e	Kono kasa nji esepiso ya Nyambe naikwangwa, Kakuli kasa anu onje aa anatundu ku Isilaeli kame ali Amaisilaele.
2d09070085	Simba awo ali olusika lwa Abulahama, kasa ana a Nyambe onje, kono kame kunaambiwa nji, “Mboliteliwa olusika mwa Isaka aikulyowe.”
2d09080081	Esi kame sitalusa nji kasa aana mu nyama ao ali aana a Nyambe, kono aana a Isaka awo ninakusepisa okame aa aliketiwa nji olusika.
2d09090082	Kakuli esi sokame sinakwambiwa mu sepiso nji, “Mu nako eyi ifanena kame sani uke, mi Sala kame saikale ni Mwana no mushimani.”
2d090a006f	Mi kasa eyo feela, kono ni Lambeka ngeso aba anakwikala naana no ambuyu ku mulume mumweya yonyene sitetu Isaka.
2d090b0075	Abo aana no ambuyu akasi leiwa kale mi kaasi tenda ouwa simba ouyi, nji cwale omulelo wa Nyambe no kuketa utendahale,
2d090c004b	Lambeka nakwambeliwa kwa Nyambe nji, “Omukulu mba sebeleze omwanukana,”
2d090d0050	Kanyi omo ku n̄olelwe nji, “Kame nisinga Jakobo, kono kame nitimbile Esau.”
2d090e003e	Cwale iikene eyo satwaambe? Kana Nyambe wa saluluti? Kokuulwa!
2d090f007b	Kakuli na kwamba kwa Mushe nji, “Kame sanifele amakeke woyo sani fele amakeke, mi kame sani shemube woyo sani shemube.”
2d0910006a	Cwale kasa mulibaka lya eyo a saela omunu simba kweyo atenda, kono kame iimanine feela ba makeke a Nyambe.
2d091100c3	Kakuli mu eling'olo Nyambe nakwambela Ombumu na mu Engepita nji, “Esi ninaku imekele ni mu libaka linene no kumonisa amaata ange mwa wene nji cwale elitina lyange lyambiwe mu litunga lyonje.”
2d09120046	Cwale abo, kame ashemuba woyo a singa mi kame atatafalela woyo asinga.
2d0913006d	Cwalehe kame so aambe kwa mene, “Ngasibine satunyaziwe kwa Nambe? Kakuli anyine so kana etato ya Nyambe?”
2d09140081	Kono tiwe anyine wene omunu, aba okanana Nyambe? Kana esiumbiwa iikene sa saambe ku muumbi, “Iikene aba munani tende ngeesi?”
2d091500bc	Kana omu umbi no tucoo kame akwite etukelo no ku ku tusisa elimaa omwa singila? Ba sin̄omoto si mweya no limaa kame twesa oku umbabo otucoo twiili, eijili nokuwaba einjili no kwakutekeha.
2d091600c4	Cwalehe nji Nyambe asinge okumonisa okutweba kwaye ni kulimukisa amaata aye, kono sebeli otatelela ba nako no kuleba mane ni kuyanda kwao ana kwaliketa ni kutweba kwao ana kusinga oku sinya sinya.
2d0917006b	Nji Nyambe asinge oku monisa oufumu no kanya yaye mulibaka no makeke, aaci ana kulukisetwa ekanya ba weeli.
2d09180042	Bokame abo ana kwisana ka sa ku Majuda feela kono ni kwa simacaba.
