0100000007	Genesis
0f090c0135	Nʼchifukwa chake, musapereke ana anu aakazi kuti akwatiwe ndi ana awo aamuna kapena kulola kuti ana awo aakazi akwatiwe ndi ana anu aamuna. Musagwirizane nawo, kapena kuchita nawo malonda kuti mukhale amphamvu ndi kudya zokoma za mʼdzikomo ndi kusiyira ana anu dzikoli ngati cholowa chawo mpaka kalekale.’
0f090d0100	“Tsono pambuyo pa zonse zimene zatigwera chifukwa cha ntchito zathu zoyipa ndi uchimo wathu waukulu, komanso pambuyo poona kuti Inu Mulungu wathu simunangotilanga kokha pangʼono kuyerekeza ndi kuchimwa kwathu komanso mwalola kuti ena mwa ife tipulumuke,
0f090e00c7	kodi ife nʼkuphwanyanso malamulo anu ndi kukwatirana ndi anthu amitundu ina amene amachita zonyansa zimenezi? Kodi simudzatikwiyira ndi kutiwononga kwathunthu popanda wina wotsala kapena wopulumuka?
0f090f0101	Inu Yehova, Mulungu wa Israeli, ndinu wachifundo, pakuti ndife otsala amene tapulumuka monga mmene zilili lero lino. Ife tayima pamaso panu ngakhale tikudziwa kuchimwa kwathu pakuti palibe munthu amene angathe kuyima pamaso panu chifukwa cha machimo ake.”
0f0a0100f8	Pamene Ezara ankapemphera ndi kuvomereza tchimo lawo, akulira ndipo atadzigwetsa pansi ku Nyumba ya Mulungu, anthu ambiri anabwera kwa iye kudzasonkhana naye. Panali amuna, akazi ndi ana, kuchokera mʼdziko lonse la Israeli ndipo ankalira kwambiri.
0f0a0200fe	Ndipo Sekaniya, mwana wa Yehieli, wa fuko la Elamu, anawuza Ezara kuti, “Ife takhala osakhulupirika kwa Mulungu wathu ndipo takhala tikukwatira akazi achilendo a mayiko akunowa. Koma ngakhale zili chomwechi, chikhulupiriro chilipobe pakati pa Aisraeli.
0f0a0300dc	Tsopano tiyeni tichite naye pangano Mulungu wathu, kuti tichotse akazi onsewa ndi ana awo, potsata malangizo a inu mbuye wanga ndi wa anthu amene amaopa malamulo a Mulungu wathu. Lolani kuti zichitike motsatira malamulo.
0f0a040066	Tsono dzukani, imeneyi ndi ntchito yanu. Ife tikuthandizani. Limbani mtima ndipo gwirani ntchitoyi.”
0f0a050099	Choncho Ezara anayimirira ndipo analumbiritsa akulu a ansembe, Alevi ndi Aisraeli onse, kuti adzachitedi monga Sekaniya ananenera. Tsono onse analumbira.
0f0a0600ef	Ezara anachoka ku Nyumba ya Mulungu napita ku chipinda cha Yehohanani, mwana wa Eliyasibu. Anatandala kumeneko usiku wonse ndipo sanadye chakudya kapena kumwa madzi popeza ankalira chifukwa cha kusankhulupirika kwa anthu obwera ku ukapolo.
0f0a07008f	Tsono anthu analengeza mʼdziko lonse la Yuda ndi mʼmizinda yonse ya Yerusalemu kwa onse ochokera ku ukapolo aja kuti asonkhane ku Yerusalemu.
0f0a0800c2	Ananena kuti wina aliyense amene saonekera pakutha pa masiku atatu, adzalandidwa katundu wake, potsata malangizo a nduna ndi akuluakulu, ndipo adzachotsedwa mʼgulu la anthu obwerako ku ukapolo.
0f0a09010c	Choncho anthu onse a mʼdziko la Yuda ndi a mʼdziko la Benjamini anasonkhana ku Yerusalemu asanathe masiku atatu. Limeneli linali tsiku la 20 la mwezi wa 9. Anthu onse anakhala pansi pa bwalo la Nyumba ya Mulungu akunjenjemera chifukwa cha mvula yambiri imene inagwa.
0f0a0a008b	Ndipo wansembe Ezara anayimirira nawuza anthuwo kuti, “Inu mwachimwa pomakwatira akazi achikunja ndi kumawonjezera pa tchimo la Aisraeli.
0f0a0b008f	Tsopano lapani kwa Yehova, Mulungu wa makolo anu ndi kuchita zimene akufuna. Dzipatuleni kwa anthu a mayiko enawa ndi kwa akazi achikunjawa.”
0f0a0c005d	Gulu lonse la anthu linayankha ndi mawu ofuwula kuti, “Nʼzoona! Tichita monga mwaneneramu.
0f0a0d00bd	Koma pano pali anthu ambiri ndiponso mvula ikugwa kwambiri, choncho sitingakayime panja. Ndiponso ntchitoyi si ya tsiku limodzi kapena awiri, chifukwa tachimwa kwambiri pa zimene tachitazi.
0f0a0e0111	Tsono mulole kuti atsogoleri athu ayimirire mʼmalo mwa anthu onse. Aliyense wa mʼmizinda yathu amene anakwatira mkazi wachikunja abwere pa nthawi imene inu munene, ndipo abwere pamodzi ndi akuluakulu ndi oweruza a mzindawo. Choncho mkwiyo wa Mulungu wathu udzatichoka.”
0f0a0f0097	Koma Yonatani yekha mwana wa Asaheli ndi Yahazieli mwana wa Tikiva ndiwo anatsutsapo pa zimenezi. Tsono Mesulamu ndi Mlevi Sebetai anawayikira kumbuyo.
0f0a100105	Choncho anthu obwerako ku ukapolo aja anachita zimene zimafunika. Ndipo wansembe Ezara anasankha amuna amene anali atsogoleri a mabanja potsata mafuko awo ndipo onsewo analembedwa mayina awo. Tsiku loyamba la mwezi wa khumi anayambapo kuyifufuza nkhani imeneyi.
0f0a11006b	Ndipo pofika tsiku loyamba la mwezi woyamba anali atathana nawo anthu amene anakwatira akazi achilendo aja.
0f0a1200a5	Nawu mʼndandanda wa ansembe amene anakwatira akazi achikunja: Pa banja la Yesuwa ndi abale ake, ana a Yozadaki, panali awa: Maaseiya, Eliezara, Yaribu ndi Gedaliya.
0f0a130088	Iwo anatsimikiza zochotsa akazi awo ndipo chifukwa cha kulakwa kwawo aliyense anapereka nkhosa yayimuna ngati nsembe yopepesera machimo.
0f0a140032	Pa banja la Imeri panali awa: Hanani ndi Zebadiya.
0f0a150048	Pa banja la Harimu panali awa: Maseya, Eliya, Semaya, Yehieli ndi Uziya.
0f0a160059	Pa banja la Pasuri panali awa: Eliyoenai, Maseya, Ismaeli, Netaneli, Yozabadi ndi Eleasa.
0f0a170060	Pakati pa Alevi panali: Yozabadi, Simei, Kelaya (ndiye kuti, Kelita). Petaya, Yuda ndi Eliezara.
0f0a18005f	Pakati pa oyimba nyimbo panali Eliyasibu. Ochokera kwa alonda a zipata: Salumu, Telemu ndi Uri.
0f0a190070	Ochokera pakati pa Aisraeli ena: a fuko la Parosi anali Ramiya, Iziya, Malikiya, Miyamini, Eliezara, ndi Benaya.
0f0a1a004d	A fuko la Elamu anali Mataniya, Zekariya, Yehieli, Abidi, Yeremoti ndi Eliya.
0f0a1b0050	A fuko la Zatu anali Eliyoenai, Eliyasibu, Mataniya, Yeremoti, Zabadi ndi Aziza.
0f0a1c003f	A fuko la Bebai anali Yehohanani, Hananiya, Zabayi ndi Atilayi.
0f0a1d0049	A fuko la Bani anali Mesulamu, Maluki, Adaya, Yasubu, Seali ndi Yeremoti.
0f0a1e0063	A fuko la Pahati-Mowabu anali Adina, Kelali, Benaya, Maseya, Mataniya, Bezaleli, Binuyi ndi Manase.
0f0a1f0042	A fuko la Harimu anali Eliezara, Isiya, Malikiya, Semaya, Simeoni,
0f0a20001f	Benjamini, Maluki ndi Semariya.
0f0a210057	A fuko la Hasumu anali Mataneyi, Matata, Zabadi, Elifeleti, Yeremayi, Manase ndi Simei.
0f0a22002a	A fuko la Bani anali Madai, Amramu, Uweli,
0f0a230017	Benaya, Bediya, Keluhi,
0f0a24001c	Vaniya, Meremoti, Eliyasibu,
0f0a25001c	Mataniya, Matenayi ndi Yasu.
0f0a26001d	A fuko la Binuyi anali Simei,
0f0a270018	Selemiya, Natani, Adaya,
0f0a28001b	Makinadebayi, Sasai, Sarai,
0f0a29001c	Azaleli, Selemiya, Semariya,
0f0a2a001b	Salumu, Amariya ndi Yosefe.
0f0a2b0051	A fuko la Nebo anali Yeiyeli, Matitiya, Zabadi, Zebina, Yadai, Yoweli ndi Benaya.
0f0a2c0067	Onsewa anakwatira akazi achilendo. Tsono anawasudzula akaziwo ndi kuwatumiza kwawo pamodzi ndi ana awo.
1000000008	Nehemiya
100101007a	Awa ndi mawu a Nehemiya mwana wa Hakaliya: Pa mwezi wa Kisilevi, chaka cha makumi awiri, pamene ndinali mu mzinda wa Susa,
10010200ac	Hanani mmodzi mwa abale anga, anabwera ndi anthu ena kuchokera ku Yuda, ndipo ine ndinawafunsa za Ayuda otsala amene sanatengedwe ukapolo, ndiponso za mzinda wa Yerusalemu.
10010300b3	Anandiyankha kuti, “Amene sanatengedwe ukapolo aja ali pa mavuto aakulu ndipo ali ndi manyazi. Khoma la Yerusalemu ndilogamukagamuka ndipo zipata zake zinatenthedwa ndi moto.”
1001040096	Nditamva zimenezi, ndinakhala pansi ndi kuyamba kulira. Ndinalira kwa masiku angapo. Ndinkasala zakudya ndi kumapemphera pamaso pa Mulungu Wakumwamba.
10010500b4	Ndinkati: “Inu Yehova, Mulungu wakumwamba, Mulungu wamkulu ndi woopsa. Mumasunga pangano ndi kuonetsa chikondi chosasinthika kwa onse amene amakukondani ndi kumvera malamulo anu.
1001060115	Tcherani khutu lanu ndi kutsekula maso anu kuti mumve pemphero la mtumiki wanune limene ndikupemphera usana ndi usiku pamaso panu kupempherera Aisraeli, atumiki anu. Ndikuvomereza machimo a Aisraeli amene tinakuchimwirani. Ndithu, ine ndi banja la makolo anga tinakuchimwirani.
100107007c	Ife tinakuchitirani zoyipa zambiri. Sitinamvere mawu anu, malamulo ndi malangizo anu amene munapereka kwa mtumiki wanu Mose.
1001080087	“Kumbukirani mawu amene munawuza mtumiki wanu Mose akuti, ‘Ngati mukhala osakhulupirika, ndidzakubalalitsani pakati pa mitundu ina.
10010900f6	Koma mukabwerera kwa Ine, mukamvera malamulo anga ndi kuwatsatadi, ndiye kuti ngakhale anthu anu atabalalika kutali chotani, Ine ndidzawasonkhanitsa kuchokera kumeneko ndi kubwera nawo ku malo amene ndinasankha kuti azidzayitanira dzina langa.’
10010a006e	“Iwo ndi atumiki anu ndi anthu anu, amene munawawombola ndi mphamvu yanu yayikulu ndi dzanja lanu lamphamvu.
10010b0130	Inu Ambuye tcherani khutu lanu kuti mumve pemphero la mtumiki wanune ndiponso pemphero la atumiki anu amene amakondwera kuchitira ulemu dzina lanu. Lolani kuti mtumiki wanune zinthu zindiyendere bwino lero ndi kuti mfumu indichitire chifundo.” Nthawi imeneyi nʼkuti ndili woperekera zakumwa kwa mfumu.
10020100d7	Pa mwezi wa Nisani, mʼchaka cha makumi awiri cha ufumu wa Aritasasita, atabwera ndi vinyo pamaso pa mfumu ine ndinatenga vinyoyo ndi kupereka kwa mfumu. Koma ndinali ndisanakhalepo ndi nkhope yachisoni pamaso pake.
10020200bd	Tsono mfumu inandifunsa kuti, “Nʼchifukwa chiyani nkhope yako ikuoneka yachisoni pamene iwe sukudwala? Ichi si chinthu china koma chisoni cha mu mtima.” Ine ndinachita mantha kwambiri.
10020300d4	Ndinawuza mfumu kuti, “Mfumu ikhale ndi moyo wamuyaya! Kodi nkhope yanga ilekerenji kuoneka yachisoni pamene mzinda umene kuli manda a makolo anga, wasanduka bwinja ndipo zipata zake zinawonongedwa ndi moto?”
1002040074	Apo mfumu inandifunsa kuti, “Tsono ukufuna kundipempha chiyani?” Ndipo ine ndinapemphera kwa Mulungu Wakumwamba.
10020500c9	Ndipo ndinayankha kuti, “Ngati amfumu chingakukondweretseni, ngati mungakomere mtima mtumiki wanune, mundilole kuti ndipite ku Yuda, ku mzinda kumene kuli manda a makolo anga kuti ndikawumangenso.”
10020600bf	Tsono mfumu, mfumukazi itakhala pambali pake, anandifunsa kuti, “Kodi kumeneko ukakhalako masiku angati ndipo udzabwera liti?” Ndinayiwuza mfumu nthawi yake ndipo inandilola kuti ndipite.
10020700d4	Ndipo ndinatinso kwa mfumu, “Ngati zikondweretse mfumu, mundipatse makalata oti ndikapereke kwa abwanamkubwa a ku chigawo cha Patsidya pa Yufurate, kuti akandilole kudutsa mwamtendere mpaka nditakafika ku Yuda.
100208012c	Mundipatsenso kalata yokapereka kwa Asafu woyangʼanira nkhalango ya mfumu, kuti akandipatse mitengo yokapangira mitanda ya zipata za nsanja yoteteza Nyumba ya Mulungu, mitanda ya khoma la mzinda ndi ya nyumba yokhalamo ine.” Mfumu indipatse zomwe ndinapempha popeza Yehova wokoma mtima anali nane.
10020900db	Choncho ndinanyamuka ulendo wanga ndipo ndinafika kwa abwanamkubwa a chigawo cha Patsidya pa Yufurate ndipo ndinawapatsa makalata a mfumu. Mfumu nʼkuti itatumiza akulu ankhondo ndi okwera pa akavalo kuti atsagane nane.
10020a0088	Sanibalati wa ku Horoni ndi Tobiya wa ku Amoni atamva zimenezi, iwo anayipidwa kwambiri kuti wina wabwera kudzachitira zabwino Aisraeli.
10020b0040	Ndinafika ku Yerusalemu, ndipo ndinakhala kumeneko masiku atatu.
10020c00e1	Sindinawuze munthu aliyense za zimene Yehova anayika mu mtima mwanga kuti ndichitire mzinda wa Yerusalemu. Choncho ndinanyamuka usiku pamodzi ndi anthu ena owerengeka. Ndinalibe bulu wina aliyense kupatula amene ndinakwerapo.
10020d00f3	Ndinatuluka usiku podzera ku Chipata cha ku Chigwa ndi kuyenda kupita ku Chitsime cha Chirombo Chamʼmadzi mpaka ku Chipata cha Zinyalala. Ndinayangʼana makoma a Yerusalemu, amene anagwetsedwa, ndi zipata zake, zimene zinawonongedwa ndi moto.
10020e0072	Kenaka ndinapita ku Chipata cha Kasupe ndi ku Dziwe la Mfumu. Koma panalibe malo okwanira akuti bulu wanga adutse.
10020f008d	Kotero usikuwo ndinapita ku chigwa, ndikuyangʼana khomalo. Pomaliza ndinabwerera ndi kukalowanso mu mzinda kudzera ku Chipata cha ku Chigwa.
10021000ee	Akuluakulu sanadziwe kumene ndinapita kapena zimene ndimachita, chifukwa pa nthawiyi nʼkuti ndisananene kalikonse kwa Ayuda kapena ansembe, anthu olemekezeka kapena akuluakulu, kapena wina aliyense amene anali woyenera kugwira ntchitoyi.
10021100e1	Ndinawawuza kuti, “Inu mukuona mavuto amene tili nawo. Mukuona kuti mzinda wa Yerusalemu wasanduka bwinja ndipo zipata zake zatenthedwa ndi moto. Tsono tiyeni timangenso makoma a Yerusalemu ndipo sitidzachitanso manyazi.”
10021200d0	Ndinawawuza za mmene Yehova Mulungu wanga anandichitira zabwino ndiponso mawu amene mfumu inandiwuza. Tsono anati, “Tiyeni tiyambenso kumanga.” Kotero analimbitsana mtima kuti ayambenso ntchito yabwinoyi.
10021300ce	Koma Sanibalati wa ku Horoni, Tobiya wa ku Amoni ndi Gesemu Mwarabu atamva zimenezi, anatiseka ndi kutinyoza. Iwo anafunsa kuti, “Kodi muti ndi chiyani chimene mukuchitachi? Kodi mufuna kuwukira mfumu?”
1002140108	Koma ndinawayankha kuti, “Mulungu Wakumwamba atithandiza kuti zinthu zitiyendere bwino. Ife antchito ake tiyambapo kumanga. Koma inu mulibe gawo lanu muno mu Yerusalemu. Mulibe chokuyenerezani kulandira malo ano. Mulibenso chilichonse muno chokumbutsa za inu.”
1003010102	Pambuyo pake Eliyasibu mkulu wa ansembe ndi ansembe anzake anayamba kugwira ntchito ndipo anamanganso Chipata cha Nkhosa. Iwo anachipatulira Mulungu ndipo anayika zitseko zake. Khoma limene analipatula linafika mpaka pa Nsanja ya Zana ndi Nsanja ya Hananeli.
100302007e	Anthu a ku Yeriko anamanga chigawo china pambali pake ndipo Zakuri mwana wa Imuri anamanga chigawo chinanso choyandikana nawo.
100303008a	Chipata cha Nsomba chinamangidwanso ndi ana a fuko la Hasena. Iwo anayika mitanda yake ndi zitseko, zotsekera zake, ndi mipiringidzo yake.
10030400e5	Meremoti mwana wa Uriya, mwana wa Hakozi, anakonza chigawo choyandikana nacho. Motsatana naye, Mesulamu mwana wa Berekiya, mwana wa Mesezabeli anakonza chigawo china. Pambali pake, Zadoki mwana wa Baana anakonzanso chigawo china.
1003050089	Pambali pa iwowa anthu a ku Tekowa anakonza chigawo china. Koma wolemekezeka awo anakana kugwira ntchito imene akuluakulu awo anawapatsa.
10030600ae	Chipata cha Yesana chinakonzedwa ndi Yoyada mwana wa Paseya ndi Mesulamu mwana wa Besodeya. Iwo anayika mitanda yake ndi kuyika zitseko, zotsekera zake ndi mipiringidzo yake.
10030700bc	Pambali pawo Melatiya Mgibeyoni ndi Yadoni Mmerenoti ndiponso anthu a ku Gibiyoni ndi a ku Mizipa anakonza chigawo chawo mpaka ku nyumba ya bwanamkubwa wa chigawo cha Patsidya pa Yufurate.
10030800f2	Pambali pawo Uzieli mwana wa Harihaya wa mʼgulu amisiri osula golide anakonzanso chigawo china. Pambali pake Hananiya mmodzi mwa anthu oyenga mafuta onunkhira, anakonzanso chigawo china. Iwo anakonzanso Yerusalemu mpaka ku Khoma Lotambasuka.
1003090066	Refaya mwana wa Huri wolamulira theka la chigawo cha Yerusalemu anakonza chigawo china motsatana nawo.
10030a0097	Kulumikiza ichi, Yedaya mwana wa Harumafi anakonza chigawo choyangʼanana ndi nyumba yake, ndipo Hatusi mwana wa Hasabaneya anakonzanso motsatana naye.
10030b0071	Malikiya mwana wa Harimu ndi Hasubu mwana wa Pahati-Mowabu anakonzanso chigawo china ndiponso Nsanja ya Ngʼanjo.
10030c0089	Salumu mwana wa Halohesi wolamulira theka la chigawo cha Yerusalemu, anakonzanso chigawo chotsatana nawo mothandizidwa ndi ana ake akazi.
10030d00e4	Chipata cha ku chigwa chinakonzedwa ndi Hanuni ndi anthu okhala ku Zanowa. Iwo anachimanganso ndi kuyika zitseko zake ndi zotsekera ndi mipiringidzo yake. Iwo anakonzanso khoma lotalika mamita 450 mpaka ku Chipata cha Zinyalala.
10030e00b4	Chipata cha Zinyalala chinakonzedwa ndi Malikiya mwana wa Rekabu, wolamulira chigawo cha Beti-Hakeremu. Iye anachimanganso ndi kuyika zitseko zake, zotsekera zake ndi mipiringidzo.
10030f013f	Chipata cha Kasupe chinakonzedwa ndi Saluni mwana wa Koli-Hoze, wolamulira chigawo cha Mizipa. Iye anachimanganso ndi kuyikanso denga ndiponso zitseko, zotsekera ndi mipiringidzo yake. Iye anakonzanso khoma la Dziwe la Siloamu limene lili pafupi ndi munda wa mfumu mpaka ku makwerero otsikira potuluka mzinda wa Davide.
10031000d3	Pambali pa iyeyo, Nehemiya mwana wa Azibuki, wolamulira theka la chigawo cha Beti Zuri anakonza chigawo china mpaka kumalo oyangʼanana ndi manda a Davide, mpaka ku dziwe lokumba ndi ku nyumba ya anthu ankhondo.
10031100be	Pambali pake Alevi anakonza chigawo china, ndipo mtsogoleri wawo anali Rehumi mwana wa Bani. Pambali pa iye Hasabiya wolamulira theka la chigawo cha Keyila anagwira ntchito ku chigawo chake.
1003120091	Pambuyo pa iyeyu abale awo anapitiriza kukonza, ndipo mtsogoleri wawo anali Bawai mwana wa Henadadi, wolamulira theka lina la chigawo cha Keyila.
10031300a6	Motsatana naye Ezeri mwana wa Yesuwa, wolamulira Mizipa anakonza chigawo chinanso choyangʼanana ndi chikweza chofikira ku nyumba yosungira zida za nkhondo pa ngodya.
100314008f	Motsatana naye, Baruki mwana wa Zakai anakonzanso chigawo china kuchokera pa ngodya mpaka pa chitseko cha nyumba ya Eliyasibu mkulu wa ansembe.
1003150096	Motsatana naye, Meremoti mwana wa Uriya, mwana wa Hakozi anakonzanso chigawo china kuchokera ku chitseko cha nyumba ya Eliyasibu mpaka kumapeto kwake.
1003160042	Pambuyo pake ansembe okhala ku chidikha anakonzanso chigawo china.
10031700b8	Pambuyo pawo, Benjamini ndi Hasubu anakonza kutsogolo kwa nyumba zawo. Ndipo motsatana nawo, Azariya mwana wa Maaseya mwana wa Ananiya, anakonza chigawo choyangʼanana ndi nyumba zawo.
1003180082	Motsatana naye, Binuyi mwana wa Henadadi anakonzanso chigawo china, kuchokera pa nyumba ya Azariya kukafika potsirizira pa ngodya.
10031900b0	Palali mwana Uzai anakonza chigawo china choyangʼanana ndi ngodya ndi nsanja yotuluka pa nyumba yapamwamba ya mfumu ku bwalo la alonda. Motsatana naye, Pedaya mwana wa Parosi,
10031a00b8	ndi otumikira mʼNyumba ya Mulungu amene amakhala pa khoma la Ofeli anakonza chigawo china mpaka pa malo oyangʼanana ndi Chipata cha Madzi kuloza kummawa ndiponso nsanja yayitali ija.
10031b0088	Motsatana nawo, anthu a ku Tekowa anakonzanso chigawo china choyangʼanana ndi nsanja ija yayikulu ndi yayitali mpaka ku khoma la Ofeli.
10031c0076	Kuyambira ku Chipata cha Akavalo anakonza ndi ansembe ena ndipo aliyense amakonza khoma loyangʼanana ndi nyumba yake.
10031d00b8	Motsatana nawo, Zadoki mwana wa Imeri anakonza chigawo china choyangʼanana ndi nyumba yake. Motsatana naye, Semeya mwana wa Sekaniya, mlonda wa Chipata cha Kummawa, anakonzanso khoma.
10031e00c8	Hananiya mwana wa Selemiya ndiponso Hanuni mwana wachisanu ndi chimodzi wa Zalafi anakonza chigawo china. Motsatana naye, Mesulamu mwana wa Berekiya anakonza chigawo choyangʼanana ndi chipinda chake.
10031f00fd	Motsatana naye, Malikiya mmodzi mwa amisiri a golide anakonza chigawo china mpaka ku nyumba ya atumiki a ku Nyumba ya Mulungu ndiponso ku nyumba ya anthu amalonda moyangʼanana ndi chipata cha Mifikade ndiponso mpaka pa chipinda chapamwamba chapangodya.
1003200079	Ndipo pakati pa chipinda chapamwamba chapangodya ndi Chipata cha Nkhosa anakonza ndi amisiri a golide ndi anthu amalonda.
1004010065	Sanibalati atamva kuti tikumanganso khoma anapsa mtima nayamba kuseka ndi kunyogodola Ayuda kwambiri.
1004020113	Ndipo anayankhula pamaso pa abale ake ndi asilikali a Samariya kuti, “Kodi Ayuda ofowokawa akuchita chiyani? Kodi iwo nʼkumanganso khoma? Kodi adzaperekanso nsembe? Kodi adzatsiriza ntchitoyi tsiku limodzi? Kodi adzachita kutenga miyala yakale ija ndi mmene inapseramo?”
100403007c	Tobiya wa ku Amoni, amene anali naye anati, “Chimene akumangacho ngati nkhandwe itakwerapo, itha kugwetsa khoma lawolo!”
10040400ab	Tsono ndinayamba kupemphera kuti, “Timvereni, Inu Mulungu wathu, mmene akutinyozera. Mulole kuti mawu awo onyoza awabwerere, ndipo atengedwe ukapolo ku dziko lachilendo.
1004050084	Musawakhululukire mphulupulu zawo kapena kufafaniza machimo awo pamaso panu popeza aputa ukali wanu pamaso pa anthu omanga khoma.”
100406008e	Choncho ife tinamangabe khomalo kufikira lonse litafika theka la msinkhu wake, chifukwa chakuti anthu anagwira ntchitoyo ndi mtima wawo wonse.
10040700bc	Koma pamene Sanibalati, Tobiya, Aarabu, Aamoni ndi anthu a ku Asidodi anamva kuti ntchito yokonzanso makoma a Yerusalemu ikupitirirabe ndipo kuti mipata ikutsekedwa, anapsa mtima kwambiri.
100408007f	Tsono onse anapangana za chiwembu kuti abwere ndi kudzathira nkhondo anthu a ku Yerusalemu ndi kuyambitsa mapokoso pakati pawo.
1004090064	Koma ife tinapemphera kwa Mulungu wathu ndipo tinayika alonda otiteteza kwa adaniwo usiku ndi usana.
10040a009d	Pa nthawi yomweyi anthu a ku Yuda anati, “Mphamvu za anthu onyamula zinyalala zikutha ndipo pali zinyalala zambiri. Choncho ife sititha kumanga khomali.”
10040b0084	Adani athunso anati, “Iwo asanadziwe izi, kapena kutiona, tidzakhala tili pakati pawo ndipo tidzawapha ndi kuyimitsa ntchitoyo.”
10040c0090	Ndipo Ayuda amene ankhala pafupi ndi adani athuwo anabwera kakhumi konse kuchokera konse kumene ankakhala kudzatiwuza kuti tibwereko ku ntchito.
10040d0097	Choncho kumbuyo kwa khoma, cha mʼmunsi mwake komanso malo amene anali asanathe ndinayikamo anthu mʼmabanja atatenga malupanga, mikondo ndi mauta awo.
10040e0106	Popeza anthu ankachita mantha, tsono ndinawawuza anthu olemekezeka, akuluakulu ndiponso anthu onse kuti, “Musawaope. Kumbukirani kuti Ambuye ndi wamkulu ndipo ndi woopsa. Choncho menyerani nkhondo abale anu, ana aamuna ndi aakazi, akazi anu ndi nyumba zanu.”
10040f00b1	Adani athu atamva kuti ife tadziwa za chiwembu chawo, anadziwanso kuti Yehova walepheretsa zimene ankafuna kutichita. Choncho tinabwerera aliyense ku ntchito yake yomanga khoma.
10041000d3	Kuyambira tsiku limenelo mpaka mʼtsogolo mwake, theka la antchito anga linkagwira ntchito, pamene theka linalo limatenga mikondo, zishango, mauta ndi kuvala malaya azitsulo. Akuluakulu ankalimbikitsa Ayuda onse
1004110084	amene ankamanga khoma. Anthu onyamula zinyalala aja ankagwira ntchito ndi dzanja limodzi, dzanja linali atanyamula chida chankhondo.
1004120090	Mʼmisiri aliyense ankamangirira lupanga lake mʼchiwuno mwake akamagwira ntchito. Koma munthu woyimba lipenga anali pambali panga nthawi zonse.
10041300a5	Ndipo ine ndinati kwa anthu olemekezeka ndi anthu ena onse, “Ntchitoyi ndi yayikulu ndipo ili padera lalikulu ndipo ifeyo takhala motayanatayana kwambiri pa khoma.
100414008d	Tsono kulikonse kumene muliko, mukamva kulira kwa lipenga bwerani mudzasonkhane kumene kuli ine kuno. Mulungu wathu adzatimenyera nkhondo.”
1004150084	Choncho enafe tinapitiriza kugwira ntchito, pamene theka lina linkanyamula mikondo kuyambira mʼbandakucha mpaka nyenyezi zitaoneka.
10041600af	Pa nthawi imeneyo ndinawuzanso anthuwo kuti, “Aliyense pamodzi ndi wantchito wake agone mu Yerusalemu kuti tikhale ndi otilondera usiku ndi kuti masana tizigwira ntchito.”
10041700b8	Choncho ine, anzanga, antchito anga, ndi anthu otiteteza amene ankanditsata panalibe ndi mmodzi yemwe anavula zovala zake pogona. Aliyense anasunga chida chake chankhondo pambali pake.
1005010055	Tsono anthu ena ndi akazi awo anayamba kudandaula kwambiri chifukwa cha Ayuda anzawo.
100502008f	Ena ankanena kuti, “Ife ndi ana athu aamuna ndi aakazi, tilipo ochuluka kwambiri. Choncho tikufuna tirigu kuti tidye ndi kukhala ndi moyo.”
10050300aa	Panali ena amene ankanena kuti, “Ife tikuchita kupereka minda yathu, mitengo yathu ya mphesa ndi nyumba zathu ngati chikole kuti tipeze tirigu chifukwa njala yakula.”
100504008b	Panalinso ena amene ankanena kuti, “ife tinachita kukongola ndalama zoti tipereke msonkho wa minda ndi mitengo yathu ya mphesa kwa mfumu.
100505012e	Ngakhale kuti ndife amodzi ndi abale athuwa, ndipo ngakhalenso ana athu ndi ofanana ndi ana awo, ife tikukakamiza ana athu kuti akhale akapolo. Ena mwa ana athu aakazi atengedwa kale ukapolo. Ife tilibe mphamvu yochitapo kanthu popeza anthu ena anatenga kale minda yathu ndi mitengo yathu ya mphesa.”
1005060046	Nditamva madandawulo awo ndi zimene amanenazi ndinapsa mtima kwambiri.
1005070130	Nditalingalira bwino ndinatsimikiza zoti ndichitepo kanthu ndipo kenaka ndinawadzudzula anthu olemekezeka ndi akuluakuluwo. Ndinawawuza kuti, “Zoona ndithu inu nʼkumalipiritsana chiwongoladzanja chachikulu anthu apachibale nokhanokha!” Choncho ndinayitanitsa msonkhano waukulu kuti ndiwazenge mlandu
1005080102	ndipo ndinati, “Monga zakhaliramu ife tikutha kuwombola abale anthu amene anagulitsidwa ukapolo kwa anthu ena. Kodi tsopano inu mukugulitsanso abale anu kwa anzawo kuti ife tiwumirizidwe kuwawombola?” Iwo anakhala chete, chifukwa sanapeze mawu oti anene.
10050900b1	Kotero ndinapitiriza kunena kuti, “Zimene mukuchitazi si zabwino. Kodi inu simungakhale ndi moyo woopa Mulungu wathu kuti tipewe kunyoza kwa adani athu, anthu a mitunda inayi?
10050a008a	Ine ndi abale anga ndiponso antchito anga tikuwakongozanso anthuwa ndalama ndi tirigu. Ndipo tiyeni tilekeretu zolandira chiwongoladzanja!
10050b00b6	Abwezereni lero lomwe minda yawo, mitengo ya mphesa, mitengo ya olivi ndiponso nyumba zawo. Muwabwezerenso chiwongoladzanja cha ndalama, tirigu, vinyo ndi mafuta zimene munatenga.”
